side,entry_ts,entry_utc,entry_price,exit_ts,exit_utc,exit_price,exit_reason,duration_min,realized_pnl_dollars,peak_pnl_ticks,worst_pnl_ticks,entry_pos_in_band,entry_z_1h_high,entry_z_15m_crm,entry_slope_15s_long,entry_slope_15s_short,entry_slope_15m,entry_sig_above_1h_low
LONG,1771834560,2026-02-23 08:16:00,24899.5,1771836120,2026-02-23 08:42:00,24878.5,hard_stop,26.0,-42.0,21.0,-84.0,0.29,-0.474,0.907,0.884,4.067,0.468,0.193
LONG,1771859940,2026-02-23 15:19:00,24899.25,1771860420,2026-02-23 15:27:00,24876.75,hard_stop,8.0,-45.0,77.0,-90.0,0.166,-0.526,-0.781,0.633,1.188,-0.257,0.238
LONG,1771863540,2026-02-23 16:19:00,24721.25,1771868160,2026-02-23 17:36:00,24701.25,hard_stop,77.0,-40.0,238.0,-80.0,-2.165,-3.515,-1.765,-0.574,1.662,-1.304,-2.997
LONG,1771869960,2026-02-23 18:06:00,24767.75,1771872900,2026-02-23 18:55:00,24741.75,hard_stop,49.0,-52.0,202.0,-104.0,-0.903,-1.913,0.016,2.576,1.562,-0.938,-0.876
LONG,1771876140,2026-02-23 19:49:00,24708.75,1771876680,2026-02-23 19:58:00,24689.75,hard_stop,9.0,-38.0,11.0,-76.0,-1.37,-2.44,-1.002,-1.249,0.917,-0.371,-1.32
LONG,1771878480,2026-02-23 20:28:00,24705.5,1771887600,2026-02-23 23:00:00,24789.25,time_stop,152.0,167.5,339.0,0.0,-1.19,-2.033,-0.741,0.701,2.271,-0.267,-1.083
LONG,1771889460,2026-02-23 23:31:00,24819.75,1771890420,2026-02-23 23:47:00,24804.25,hard_stop,16.0,-31.0,6.0,-62.0,0.165,-0.577,1.508,0.474,2.567,0.511,0.155
LONG,1771892340,2026-02-24 00:19:00,24814.5,1771892520,2026-02-24 00:22:00,24793.25,hard_stop,3.0,-42.5,0.0,-85.0,0.378,-0.517,1.161,0.634,2.992,0.632,0.404
LONG,1771894320,2026-02-24 00:52:00,24817.75,1771894860,2026-02-24 01:01:00,24796.5,hard_stop,9.0,-42.5,0.0,-85.0,0.456,-0.485,2.017,1.959,2.588,0.414,0.488
LONG,1771897440,2026-02-24 01:44:00,24827.75,1771904640,2026-02-24 03:44:00,24873.75,time_stop,120.0,92.0,220.0,-50.0,0.687,-0.27,2.106,1.088,1.204,0.231,0.815
LONG,1771921500,2026-02-24 08:25:00,24814.0,1771921980,2026-02-24 08:33:00,24797.5,hard_stop,8.0,-33.0,8.0,-66.0,0.203,-0.548,-1.413,0.516,4.262,-0.497,0.161
LONG,1771923780,2026-02-24 09:03:00,24807.5,1771930980,2026-02-24 11:03:00,24852.5,time_stop,120.0,90.0,228.0,-51.0,0.011,-1.018,-0.732,3.115,2.996,-0.275,0.01
LONG,1771932900,2026-02-24 11:35:00,24815.75,1771937280,2026-02-24 12:48:00,24799.0,hard_stop,73.0,-33.5,301.0,-67.0,0.258,-1.733,-0.592,0.308,0.537,0.082,0.343
LONG,1771939440,2026-02-24 13:24:00,24847.5,1771942920,2026-02-24 14:22:00,24831.75,hard_stop,58.0,-31.5,158.0,-63.0,0.403,-0.877,0.913,0.538,1.208,-0.085,0.667
LONG,1771993800,2026-02-25 04:30:00,25055.0,1771996920,2026-02-25 05:22:00,25038.25,hard_stop,52.0,-33.5,40.0,-67.0,0.635,-0.569,-1.158,0.354,0.883,-0.142,0.742
LONG,1771998720,2026-02-25 05:52:00,25056.25,1771999020,2026-02-25 05:57:00,25038.0,hard_stop,5.0,-36.5,0.0,-73.0,0.664,-0.697,-0.187,1.486,2.167,-0.31,1.234
LONG,1772000820,2026-02-25 06:27:00,25054.0,1772001900,2026-02-25 06:45:00,25038.75,hard_stop,18.0,-30.5,12.0,-61.0,0.587,-0.889,0.244,1.096,0.725,-0.183,1.139
LONG,1772003700,2026-02-25 07:15:00,25042.5,1772004900,2026-02-25 07:35:00,25020.5,hard_stop,20.0,-44.0,17.0,-88.0,0.516,-1.259,-0.559,0.462,0.883,-0.003,0.953
LONG,1772006760,2026-02-25 08:06:00,25071.75,1772007000,2026-02-25 08:10:00,25056.75,hard_stop,4.0,-30.0,0.0,-60.0,0.777,-0.048,4.885,2.39,4.9,-0.079,1.37
LONG,1772070000,2026-02-26 01:40:00,25302.75,1772077200,2026-02-26 03:40:00,25314.75,time_stop,120.0,24.0,61.0,-50.0,0.361,-0.408,-0.773,0.474,3.125,-0.672,0.289
LONG,1772079120,2026-02-26 04:12:00,25308.25,1772082120,2026-02-26 05:02:00,25288.0,hard_stop,50.0,-40.5,0.0,-81.0,-0.011,-1.152,0.522,0.389,1.471,-0.082,-0.018
LONG,1772084760,2026-02-26 05:46:00,25305.25,1772091960,2026-02-26 07:46:00,25356.25,time_stop,120.0,102.0,222.0,-34.0,-0.204,-1.075,0.687,0.32,1.117,0.019,-0.316
LONG,1772116920,2026-02-26 14:42:00,25264.25,1772116980,2026-02-26 14:43:00,25247.25,hard_stop,1.0,-34.0,0.0,-68.0,-1.668,-2.549,-7.011,-7.502,1.704,-0.122,-2.137
LONG,1772119680,2026-02-26 15:28:00,24906.25,1772120040,2026-02-26 15:34:00,24871.75,hard_stop,6.0,-69.0,109.0,-138.0,-7.266,-12.455,-4.114,-11.158,0.363,-1.653,-7.725
LONG,1772121840,2026-02-26 16:04:00,25024.25,1772124240,2026-02-26 16:44:00,25001.5,hard_stop,40.0,-45.5,203.0,-91.0,-3.411,-5.786,-1.116,0.412,0.787,-2.076,-1.934
LONG,1772126580,2026-02-26 17:23:00,24957.25,1772127960,2026-02-26 17:46:00,24941.5,hard_stop,23.0,-31.5,162.0,-63.0,-3.218,-3.921,-0.862,-3.336,0.242,-2.285,-1.7
LONG,1772129760,2026-02-26 18:16:00,24900.0,1772136960,2026-02-26 20:16:00,25039.25,time_stop,120.0,278.5,769.0,0.0,-3.29,-3.034,-1.683,-1.497,0.129,-0.885,-1.605
LONG,1772139480,2026-02-26 20:58:00,25074.0,1772141700,2026-02-26 21:35:00,25057.25,hard_stop,37.0,-33.5,39.0,-67.0,-0.864,-1.162,1.071,0.334,3.021,0.672,-0.438
LONG,1772147760,2026-02-26 23:16:00,25019.25,1772148900,2026-02-26 23:35:00,25003.0,hard_stop,19.0,-32.5,57.0,-65.0,-0.868,-1.195,-1.621,1.33,6.675,-0.233,-0.484
LONG,1772151060,2026-02-27 00:11:00,25015.25,1772152020,2026-02-27 00:27:00,24998.5,hard_stop,16.0,-33.5,31.0,-67.0,-0.605,-1.056,-0.776,0.689,2.817,-0.371,-0.369
LONG,1772154120,2026-02-27 01:02:00,24996.75,1772154540,2026-02-27 01:09:00,24979.0,hard_stop,7.0,-35.5,10.0,-71.0,-0.43,-1.026,-0.6,0.675,1.0,-0.538,-0.298
LONG,1772157300,2026-02-27 01:55:00,24990.75,1772164500,2026-02-27 03:55:00,25027.25,time_stop,120.0,73.0,178.0,-4.0,-0.434,-1.065,-0.393,0.649,2.225,-0.408,-0.3
LONG,1772166480,2026-02-27 04:28:00,25027.5,1772172900,2026-02-27 06:15:00,25012.0,hard_stop,107.0,-31.0,126.0,-62.0,0.645,-0.65,1.003,0.701,2.179,0.114,1.315
LONG,1772174700,2026-02-27 06:45:00,25036.75,1772181900,2026-02-27 08:45:00,25055.5,time_stop,120.0,37.5,191.0,-43.0,0.758,-0.349,0.327,0.964,0.492,0.075,1.182
LONG,1772187660,2026-02-27 10:21:00,25016.25,1772189640,2026-02-27 10:54:00,25000.75,hard_stop,33.0,-31.0,104.0,-62.0,0.107,-1.347,-1.423,0.333,4.771,-0.322,0.192
LONG,1772191620,2026-02-27 11:27:00,24996.75,1772192160,2026-02-27 11:36:00,24970.0,hard_stop,9.0,-53.5,10.0,-107.0,0.025,-2.075,-1.238,0.409,1.4,-0.296,0.045
LONG,1772194200,2026-02-27 12:10:00,24950.5,1772196240,2026-02-27 12:44:00,24928.25,hard_stop,34.0,-44.5,173.0,-89.0,-0.994,-3.506,-1.41,-0.384,2.479,-0.638,-1.584
LONG,1772198580,2026-02-27 13:23:00,24904.5,1772198760,2026-02-27 13:26:00,24886.25,hard_stop,3.0,-36.5,0.0,-73.0,-1.454,-4.484,-1.651,-1.629,0.338,-0.431,-1.91
LONG,1772200740,2026-02-27 13:59:00,24870.25,1772200980,2026-02-27 14:03:00,24849.25,hard_stop,4.0,-42.0,0.0,-84.0,-2.48,-5.57,-1.459,0.695,0.729,-1.081,-3.257
LONG,1772202840,2026-02-27 14:34:00,24880.5,1772203020,2026-02-27 14:37:00,24843.25,hard_stop,3.0,-74.5,0.0,-149.0,-2.033,-3.702,-0.446,1.549,8.521,-0.975,-1.864
LONG,1772204820,2026-02-27 15:07:00,24960.0,1772205420,2026-02-27 15:17:00,24944.0,hard_stop,10.0,-32.0,129.0,-64.0,-0.39,-1.38,1.324,4.669,7.592,-0.401,-0.32
LONG,1772207220,2026-02-27 15:47:00,25001.0,1772207340,2026-02-27 15:49:00,24982.25,hard_stop,2.0,-37.5,0.0,-75.0,0.493,-0.591,1.856,3.834,6.196,0.392,0.405
LONG,1772209140,2026-02-27 16:19:00,24990.25,1772209200,2026-02-27 16:20:00,24970.25,hard_stop,1.0,-40.0,0.0,-80.0,0.592,-0.766,1.245,0.674,5.754,0.431,0.536
LONG,1772211300,2026-02-27 16:55:00,24994.25,1772211540,2026-02-27 16:59:00,24969.25,hard_stop,4.0,-50.0,0.0,-100.0,0.278,-0.689,1.111,1.721,6.887,0.529,0.252
LONG,1772213400,2026-02-27 17:30:00,24956.75,1772214120,2026-02-27 17:42:00,24928.25,hard_stop,12.0,-57.0,106.0,-114.0,0.159,-1.385,0.136,0.536,7.283,0.762,0.158
LONG,1772217180,2026-02-27 18:33:00,24901.5,1772221380,2026-02-27 19:43:00,24882.0,hard_stop,70.0,-39.0,197.0,-78.0,-0.249,-2.448,-1.898,0.58,4.808,-0.332,-0.28
LONG,1772223180,2026-02-27 20:13:00,24946.75,1772224680,2026-02-27 20:38:00,24925.25,hard_stop,25.0,-43.0,199.0,-86.0,0.229,-1.169,1.164,2.675,6.25,-0.415,0.301
LONG,1772227980,2026-02-27 21:33:00,24976.75,1772228340,2026-02-27 21:39:00,24961.25,hard_stop,6.0,-31.0,0.0,-62.0,0.644,-0.569,1.052,0.556,3.225,0.278,1.058
