side,entry_utc,exit_utc,entry_px,exit_px,pnl,dur_min,reason,entry_z_15m,entry_pos,slope_long,slope_short,peak_ticks,worst_ticks
SHORT,2025-07-23 05:36:00,2025-07-23 06:21:00,23257.5,23245.0,25.0,45.0,target_15m_mean,2.049,1.169,0.452,-0.2,50.0,0.0
SHORT,2025-07-23 06:51:00,2025-07-23 07:30:00,23264.0,23252.75,22.5,39.0,target_15m_mean,2.009,1.323,0.762,-0.362,45.0,-51.0
SHORT,2025-07-23 08:56:00,2025-07-23 09:25:00,23278.25,23263.75,29.0,29.0,target_15m_mean,1.884,1.536,0.66,-0.621,58.0,-9.0
LONG,2025-07-23 11:15:00,2025-07-23 11:17:00,23252.75,23247.5,-10.5,2.0,stop_z_extension,-2.027,0.526,-1.065,0.517,0.0,-21.0
LONG,2025-07-23 12:31:00,2025-07-23 12:40:00,23241.0,23237.5,-7.0,9.0,stop_z_extension,-2.34,0.377,-0.932,0.933,17.0,-14.0
LONG,2025-07-23 13:00:00,2025-07-23 13:22:00,23235.75,23254.75,38.0,22.0,target_15m_mean,-1.945,-0.034,-0.735,0.292,76.0,-5.0
LONG,2025-07-23 13:38:00,2025-07-23 13:39:00,23233.5,23224.75,-17.5,1.0,stop_z_extension,-1.978,-0.674,-4.31,2.146,0.0,-35.0
LONG,2025-07-23 13:54:00,2025-07-23 13:55:00,23198.5,23199.25,1.5,1.0,stop_z_extension,-2.778,-1.358,-1.742,2.963,3.0,0.0
LONG,2025-07-23 14:11:00,2025-07-23 14:12:00,23167.5,23151.0,-33.0,1.0,stop_z_extension,-2.499,-1.991,-0.816,0.775,0.0,-66.0
SHORT,2025-07-23 16:03:00,2025-07-23 16:22:00,23257.75,23201.25,113.0,19.0,target_15m_mean,1.553,0.64,3.471,-4.304,226.0,-17.0
SHORT,2025-07-23 17:54:00,2025-07-23 18:14:00,23256.0,23292.5,-73.0,20.0,stop_z_extension,1.519,0.671,0.488,-3.346,0.0,-146.0
SHORT,2025-07-23 18:31:00,2025-07-23 19:16:00,23291.75,23290.25,3.0,45.0,time_stop,1.619,1.643,1.06,-2.887,7.0,-56.0
SHORT,2025-07-23 20:20:00,2025-07-23 22:00:00,23376.0,23392.25,-32.5,100.0,time_stop,1.999,2.926,4.267,-0.229,48.0,-139.0
SHORT,2025-07-24 01:29:00,2025-07-24 02:14:00,23409.0,23410.75,-3.5,45.0,time_stop,2.426,2.513,0.899,-0.342,16.0,-16.0
LONG,2025-07-24 04:06:00,2025-07-24 04:51:00,23381.75,23379.0,-5.5,45.0,time_stop,-2.295,1.331,-0.436,0.279,6.0,-33.0
LONG,2025-07-24 06:51:00,2025-07-24 06:54:00,23362.75,23354.25,-17.0,3.0,stop_z_extension,-2.036,0.455,-0.536,0.408,0.0,-34.0
SHORT,2025-07-24 08:39:00,2025-07-24 09:24:00,23386.25,23385.75,1.0,45.0,time_stop,1.601,0.729,0.54,-0.242,20.0,-23.0
SHORT,2025-07-24 09:39:00,2025-07-24 10:20:00,23393.75,23378.75,30.0,41.0,target_15m_mean,1.602,0.76,0.722,-0.479,60.0,-6.0
LONG,2025-07-24 12:31:00,2025-07-24 12:37:00,23367.5,23361.0,-13.0,6.0,stop_z_extension,-2.051,0.028,-1.001,1.554,10.0,-26.0
LONG,2025-07-24 12:52:00,2025-07-24 13:28:00,23348.0,23377.0,58.0,36.0,target_15m_mean,-2.299,-1.135,-1.626,0.883,116.0,-11.0
LONG,2025-07-24 14:09:00,2025-07-24 14:12:00,23329.25,23310.75,-37.0,3.0,stop_z_extension,-2.686,-0.296,-0.686,2.325,29.0,-74.0
SHORT,2025-07-24 17:20:00,2025-07-24 18:05:00,23407.0,23397.75,18.5,45.0,time_stop,1.741,1.409,2.404,-0.175,92.0,0.0
SHORT,2025-07-25 00:25:00,2025-07-25 01:10:00,23416.0,23417.0,-2.0,45.0,time_stop,1.777,1.294,0.304,-0.246,37.0,-12.0
SHORT,2025-07-25 01:55:00,2025-07-25 02:40:00,23426.75,23429.25,-5.0,45.0,time_stop,1.744,1.481,0.585,-0.192,7.0,-32.0
LONG,2025-07-25 05:02:00,2025-07-25 05:47:00,23398.5,23406.0,15.0,45.0,time_stop,-2.17,0.252,-0.439,0.138,43.0,0.0
LONG,2025-07-25 07:09:00,2025-07-25 07:14:00,23386.5,23378.5,-16.0,5.0,stop_z_extension,-2.098,-0.204,-0.509,0.804,0.0,-32.0
LONG,2025-07-25 07:29:00,2025-07-25 08:14:00,23367.75,23368.25,1.0,45.0,time_stop,-3.247,-0.718,-0.532,0.238,31.0,-46.0
SHORT,2025-07-25 10:58:00,2025-07-25 10:59:00,23385.0,23387.75,-5.5,1.0,stop_z_extension,2.432,0.007,0.426,-0.25,0.0,-11.0
LONG,2025-07-25 11:59:00,2025-07-25 12:22:00,23365.25,23375.5,20.5,23.0,target_15m_mean,-1.694,-0.802,-0.745,0.825,41.0,-21.0
LONG,2025-07-25 13:12:00,2025-07-25 13:35:00,23360.0,23374.75,29.5,23.0,target_15m_mean,-2.07,-0.675,-0.651,0.617,59.0,-23.0
SHORT,2025-07-25 14:00:00,2025-07-25 14:01:00,23402.0,23402.5,-1.0,1.0,stop_z_extension,3.262,0.666,2.166,-0.375,0.0,-2.0
SHORT,2025-07-25 14:18:00,2025-07-25 15:03:00,23395.75,23402.5,-13.5,45.0,time_stop,1.704,0.937,0.825,-1.575,10.0,-76.0
SHORT,2025-07-25 16:21:00,2025-07-25 16:26:00,23440.75,23467.0,-52.5,5.0,stop_z_extension,1.649,2.2,1.455,-0.721,0.0,-105.0
LONG,2025-07-25 19:50:00,2025-07-25 19:51:00,23435.5,23426.75,-17.5,1.0,stop_z_extension,-1.711,1.692,-0.766,0.213,0.0,-35.0
LONG,2025-07-25 20:06:00,2025-07-25 20:32:00,23423.0,23442.75,39.5,26.0,target_15m_mean,-2.344,1.047,-0.31,0.121,79.0,-5.0
SHORT,2025-07-27 22:08:00,2025-07-27 22:09:00,23525.75,23525.0,1.5,1.0,stop_z_extension,9.224,3.709,8.623,-1.933,3.0,0.0
SHORT,2025-07-27 22:48:00,2025-07-27 23:33:00,23514.75,23533.5,-37.5,45.0,time_stop,1.59,3.455,0.52,-0.417,24.0,-125.0
SHORT,2025-07-28 02:41:00,2025-07-28 02:42:00,23556.25,23556.0,0.5,1.0,stop_z_extension,2.994,2.978,1.078,-0.125,1.0,0.0
SHORT,2025-07-28 05:00:00,2025-07-28 05:27:00,23560.25,23568.5,-16.5,27.0,stop_z_extension,1.956,2.353,0.774,-0.254,0.0,-33.0
SHORT,2025-07-28 05:53:00,2025-07-28 06:14:00,23576.75,23583.5,-13.5,21.0,stop_z_extension,2.671,2.698,0.396,-0.117,16.0,-27.0
LONG,2025-07-28 07:41:00,2025-07-28 08:26:00,23539.75,23537.75,-4.0,45.0,time_stop,-1.975,1.079,-0.802,0.188,42.0,-25.0
LONG,2025-07-28 11:00:00,2025-07-28 11:45:00,23495.0,23499.25,8.5,45.0,time_stop,-2.059,-1.651,-0.815,0.412,45.0,0.0
LONG,2025-07-28 13:19:00,2025-07-28 13:25:00,23477.5,23469.0,-17.0,6.0,stop_z_extension,-2.075,-1.97,-1.195,1.275,17.0,-34.0
SHORT,2025-07-28 13:53:00,2025-07-28 14:21:00,23518.75,23482.75,72.0,28.0,target_15m_mean,1.627,-1.022,1.574,-0.988,144.0,-25.0
LONG,2025-07-28 15:26:00,2025-07-28 15:51:00,23470.75,23496.25,51.0,25.0,target_15m_mean,-1.942,-1.801,-2.956,0.583,102.0,0.0
LONG,2025-07-28 17:25:00,2025-07-28 17:26:00,23464.75,23466.5,3.5,1.0,stop_z_extension,-3.712,-0.867,-1.27,0.55,7.0,0.0
LONG,2025-07-28 18:12:00,2025-07-28 18:57:00,23454.25,23467.0,25.5,45.0,time_stop,-2.812,-1.032,-1.095,0.233,62.0,-27.0
SHORT,2025-07-28 20:10:00,2025-07-28 20:13:00,23494.25,23500.75,-13.0,3.0,stop_z_extension,2.259,0.597,0.765,-0.671,0.0,-26.0
SHORT,2025-07-28 20:30:00,2025-07-28 22:00:00,23504.5,23506.0,-3.0,90.0,time_stop,1.848,0.795,0.375,-0.225,5.0,-29.0
SHORT,2025-07-28 22:23:00,2025-07-28 23:08:00,23524.75,23522.0,5.5,45.0,time_stop,1.714,1.351,0.956,-0.383,15.0,-17.0
SHORT,2025-07-29 01:26:00,2025-07-29 01:56:00,23540.75,23529.25,23.0,30.0,target_15m_mean,2.081,1.77,0.549,-0.129,46.0,-2.0
SHORT,2025-07-29 07:23:00,2025-07-29 07:27:00,23555.5,23559.25,-7.5,4.0,stop_z_extension,2.362,2.147,0.636,-0.333,7.0,-15.0
SHORT,2025-07-29 07:54:00,2025-07-29 07:55:00,23591.0,23589.75,2.5,1.0,stop_z_extension,4.511,3.785,2.121,-0.121,5.0,0.0
SHORT,2025-07-29 08:14:00,2025-07-29 08:59:00,23589.25,23582.5,13.5,45.0,time_stop,2.557,2.989,0.585,-0.233,38.0,-13.0
SHORT,2025-07-29 10:46:00,2025-07-29 11:20:00,23602.25,23590.25,24.0,34.0,target_15m_mean,2.046,3.083,0.445,-0.192,48.0,-8.0
SHORT,2025-07-29 12:12:00,2025-07-29 12:21:00,23603.5,23594.75,17.5,9.0,target_15m_mean,1.568,2.712,0.642,-0.554,35.0,-9.0
LONG,2025-07-29 13:04:00,2025-07-29 13:21:00,23583.5,23597.0,27.0,17.0,target_15m_mean,-1.69,1.136,-0.534,0.942,54.0,-18.0
SHORT,2025-07-29 13:44:00,2025-07-29 13:49:00,23621.25,23590.0,62.5,5.0,target_15m_mean,3.89,3.668,2.302,-1.95,125.0,0.0
LONG,2025-07-29 14:11:00,2025-07-29 14:25:00,23573.5,23553.0,-41.0,14.0,stop_z_extension,-1.975,0.358,-1.738,1.308,48.0,-82.0
LONG,2025-07-29 15:01:00,2025-07-29 15:05:00,23534.75,23508.75,-52.0,4.0,stop_z_extension,-1.863,-0.78,-2.761,1.379,0.0,-104.0
LONG,2025-07-29 19:44:00,2025-07-29 20:29:00,23449.0,23454.25,10.5,45.0,time_stop,-2.5,-1.767,-2.508,0.433,45.0,-41.0
SHORT,2025-07-30 00:58:00,2025-07-30 01:21:00,23486.0,23474.5,23.0,23.0,target_15m_mean,1.539,0.052,0.451,-0.163,46.0,-14.0
SHORT,2025-07-30 02:57:00,2025-07-30 03:05:00,23493.5,23500.75,-14.5,8.0,stop_z_extension,1.846,0.53,0.627,-0.204,1.0,-29.0
LONG,2025-07-30 07:01:00,2025-07-30 07:08:00,23495.75,23489.25,-13.0,7.0,stop_z_extension,-1.844,1.232,-0.42,0.321,3.0,-26.0
LONG,2025-07-30 08:39:00,2025-07-30 09:18:00,23478.75,23496.25,35.0,39.0,target_15m_mean,-1.995,0.397,-0.361,0.279,70.0,-4.0
LONG,2025-07-30 09:45:00,2025-07-30 09:56:00,23476.25,23489.75,27.0,11.0,target_15m_mean,-1.504,0.286,-0.346,0.629,54.0,0.0
LONG,2025-07-30 13:10:00,2025-07-30 13:30:00,23479.0,23469.0,-20.0,20.0,stop_z_extension,-2.487,-0.172,-1.844,0.213,43.0,-40.0
SHORT,2025-07-30 14:30:00,2025-07-30 14:51:00,23520.5,23534.75,-28.5,21.0,stop_z_extension,2.421,0.981,2.247,-0.679,40.0,-57.0
SHORT,2025-07-30 16:27:00,2025-07-30 17:12:00,23538.5,23530.75,15.5,45.0,time_stop,1.986,1.672,0.995,-0.579,67.0,-4.0
LONG,2025-07-30 18:48:00,2025-07-30 18:50:00,23518.75,23490.5,-56.5,2.0,stop_z_extension,-1.905,1.723,-1.9,3.983,10.0,-113.0
LONG,2025-07-30 19:11:00,2025-07-30 19:12:00,23416.25,23425.5,18.5,1.0,stop_z_extension,-2.961,-1.431,-3.166,1.792,37.0,0.0
LONG,2025-07-30 19:32:00,2025-07-30 20:01:00,23410.25,23493.75,167.0,29.0,target_15m_mean,-1.706,-1.432,-2.773,2.05,334.0,-72.0
SHORT,2025-07-30 20:19:00,2025-07-30 22:00:00,23649.0,23693.25,-88.5,101.0,time_stop,1.767,3.211,4.644,-0.333,0.0,-177.0
SHORT,2025-07-31 01:18:00,2025-07-31 02:03:00,23760.75,23772.5,-23.5,45.0,time_stop,1.612,2.972,0.458,-0.417,3.0,-59.0
SHORT,2025-07-31 04:02:00,2025-07-31 04:44:00,23795.5,23806.5,-22.0,42.0,stop_z_extension,1.545,2.826,0.397,-0.129,36.0,-44.0
LONG,2025-07-31 06:38:00,2025-07-31 06:54:00,23784.75,23797.25,25.0,16.0,target_15m_mean,-1.546,2.021,-0.714,0.383,50.0,-5.0
SHORT,2025-07-31 07:34:00,2025-07-31 07:39:00,23811.0,23819.0,-16.0,5.0,stop_z_extension,1.803,2.098,1.812,-0.158,0.0,-32.0
SHORT,2025-07-31 07:54:00,2025-07-31 08:18:00,23828.0,23801.0,54.0,24.0,target_15m_mean,2.174,2.46,0.974,-1.458,108.0,-8.0
LONG,2025-07-31 09:59:00,2025-07-31 10:44:00,23783.25,23794.75,23.0,45.0,time_stop,-1.519,1.058,-0.336,0.121,68.0,-3.0
LONG,2025-07-31 11:20:00,2025-07-31 11:41:00,23770.5,23763.75,-13.5,21.0,stop_z_extension,-2.577,0.586,-0.828,0.371,26.0,-27.0
LONG,2025-07-31 12:01:00,2025-07-31 12:10:00,23759.25,23786.0,53.5,9.0,target_15m_mean,-2.091,-0.311,-0.79,0.567,107.0,0.0
LONG,2025-07-31 14:20:00,2025-07-31 15:05:00,23656.5,23579.5,-154.0,45.0,time_stop,-1.626,-1.862,-1.389,0.858,0.0,-461.0
LONG,2025-07-31 23:01:00,2025-07-31 23:46:00,23268.5,23287.75,38.5,45.0,time_stop,-1.613,-1.838,-0.331,0.604,150.0,0.0
