**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

side,entry_utc,exit_utc,entry_px,exit_px,pnl,dur_min,reason,entry_z_15m,entry_pos,slope_long,slope_short,peak_ticks,worst_ticks
SHORT,2026-02-11 12:20:00,2026-02-11 13:05:00,25264.0,25252.25,23.5,45.0,time_stop,1.564,0.176,1.32,-2.342,150.0,-16.0
SHORT,2026-02-11 13:40:00,2026-02-11 13:41:00,25334.25,25334.5,-0.5,1.0,stop_z_extension,4.17,1.906,8.934,-1.112,0.0,-1.0
SHORT,2026-02-11 14:03:00,2026-02-11 14:48:00,25430.5,25410.75,39.5,45.0,time_stop,2.513,2.977,5.38,-0.646,316.0,-117.0
LONG,2026-02-11 15:31:00,2026-02-11 16:16:00,25123.5,25245.25,243.5,45.0,time_stop,-1.574,-1.912,-5.819,1.967,546.0,-24.0
SHORT,2026-02-11 19:32:00,2026-02-11 20:17:00,25344.75,25311.75,66.0,45.0,time_stop,1.558,1.272,1.772,-1.062,225.0,-42.0
LONG,2026-02-11 23:40:00,2026-02-12 00:25:00,25233.75,25224.0,-19.5,45.0,time_stop,-1.947,0.145,-2.317,0.379,58.0,-63.0
SHORT,2026-02-12 01:49:00,2026-02-12 02:34:00,25296.75,25282.25,29.0,45.0,time_stop,1.672,0.755,0.497,-0.675,108.0,-37.0
SHORT,2026-02-12 05:12:00,2026-02-12 05:57:00,25335.0,25333.5,3.0,45.0,time_stop,1.552,1.286,0.539,-0.371,27.0,-36.0
SHORT,2026-02-12 07:37:00,2026-02-12 08:22:00,25351.25,25348.75,5.0,45.0,time_stop,1.651,1.514,0.534,-0.3,31.0,-56.0
SHORT,2026-02-12 11:25:00,2026-02-12 11:28:00,25359.0,25369.5,-21.0,3.0,stop_z_extension,1.55,1.537,0.571,-0.629,6.0,-42.0
LONG,2026-02-12 13:22:00,2026-02-12 13:32:00,25331.75,25355.25,47.0,10.0,target_15m_mean,-1.782,0.561,-1.296,0.387,94.0,-12.0
SHORT,2026-02-12 13:49:00,2026-02-12 14:27:00,25397.25,25356.5,81.5,38.0,target_15m_mean,1.913,2.365,3.211,-2.067,163.0,-40.0
LONG,2026-02-12 14:56:00,2026-02-12 14:57:00,25224.75,25220.25,-9.0,1.0,stop_z_extension,-4.962,-1.033,-6.752,2.054,0.0,-18.0
LONG,2026-02-12 15:15:00,2026-02-12 15:38:00,25235.75,25135.0,-201.5,23.0,stop_z_extension,-1.645,-1.784,-1.916,1.887,58.0,-403.0
LONG,2026-02-13 00:59:00,2026-02-13 01:07:00,24731.0,24806.25,150.5,8.0,target_15m_mean,-2.395,-1.819,-1.109,1.588,301.0,0.0
LONG,2026-02-13 04:06:00,2026-02-13 04:16:00,24757.25,24794.5,74.5,10.0,target_15m_mean,-1.989,-0.267,-1.091,0.408,149.0,-21.0
LONG,2026-02-13 04:52:00,2026-02-13 05:26:00,24755.25,24713.75,-83.0,34.0,stop_z_extension,-1.512,-0.209,-0.594,0.117,49.0,-166.0
LONG,2026-02-13 05:45:00,2026-02-13 06:30:00,24715.5,24671.25,-88.5,45.0,time_stop,-1.558,-0.503,-0.458,1.079,57.0,-177.0
LONG,2026-02-13 06:45:00,2026-02-13 07:00:00,24660.75,24743.25,165.0,15.0,target_15m_mean,-1.949,-0.921,-1.064,1.663,330.0,0.0
SHORT,2026-02-13 08:58:00,2026-02-13 09:43:00,24774.25,24793.75,-39.0,45.0,time_stop,2.046,0.405,1.733,-0.408,156.0,-122.0
LONG,2026-02-13 11:21:00,2026-02-13 11:23:00,24673.75,24661.5,-24.5,2.0,stop_z_extension,-2.506,-0.448,-1.617,2.054,11.0,-49.0
SHORT,2026-02-13 13:38:00,2026-02-13 13:42:00,24754.25,24792.0,-75.5,4.0,stop_z_extension,1.692,0.691,6.799,-5.167,0.0,-151.0
SHORT,2026-02-13 14:01:00,2026-02-13 14:37:00,24809.25,24678.75,261.0,36.0,target_15m_mean,2.46,1.067,2.849,-1.133,522.0,-30.0
SHORT,2026-02-13 14:55:00,2026-02-13 14:56:00,24790.75,24693.25,195.0,1.0,target_15m_mean,1.792,0.389,8.925,-15.088,390.0,0.0
SHORT,2026-02-13 15:40:00,2026-02-13 15:48:00,24821.25,24735.25,172.0,8.0,target_15m_mean,1.592,1.942,6.255,-7.075,344.0,-8.0
SHORT,2026-02-13 16:03:00,2026-02-13 16:23:00,24834.75,24764.75,140.0,20.0,target_15m_mean,1.504,1.203,5.77,-0.492,280.0,-200.0
SHORT,2026-02-13 16:51:00,2026-02-13 17:36:00,24904.25,24972.25,-136.0,45.0,time_stop,1.938,1.778,2.146,-0.938,80.0,-320.0
LONG,2026-02-13 19:51:00,2026-02-13 19:58:00,24897.25,24859.0,-76.5,7.0,stop_z_extension,-2.027,1.545,-0.86,1.721,11.0,-153.0
LONG,2026-02-13 20:22:00,2026-02-13 20:25:00,24830.75,24792.75,-76.0,3.0,stop_z_extension,-2.17,0.776,-3.939,1.75,0.0,-152.0
LONG,2026-02-13 20:41:00,2026-02-13 20:42:00,24757.25,24737.5,-39.5,1.0,stop_z_extension,-2.445,0.168,-2.264,0.783,0.0,-79.0
SHORT,2026-02-16 00:08:00,2026-02-16 00:53:00,24837.75,24846.75,-18.0,45.0,time_stop,1.612,0.579,1.411,-1.283,31.0,-38.0
SHORT,2026-02-16 02:02:00,2026-02-16 02:47:00,24859.25,24842.25,34.0,45.0,time_stop,1.836,0.716,1.611,-0.517,78.0,-48.0
LONG,2026-02-16 03:38:00,2026-02-16 04:03:00,24815.25,24837.0,43.5,25.0,target_15m_mean,-2.048,0.28,-1.336,0.337,87.0,-23.0
LONG,2026-02-16 05:51:00,2026-02-16 06:36:00,24803.25,24803.75,1.0,45.0,time_stop,-2.0,-0.151,-1.325,0.129,56.0,-17.0
SHORT,2026-02-16 07:21:00,2026-02-16 08:06:00,24849.0,24875.0,-52.0,45.0,time_stop,1.732,0.762,0.659,-0.792,1.0,-104.0
SHORT,2026-02-16 08:26:00,2026-02-16 09:11:00,24874.75,24894.75,-40.0,45.0,time_stop,1.588,1.403,1.45,-0.792,75.0,-109.0
SHORT,2026-02-16 09:33:00,2026-02-16 10:15:00,24911.0,24884.25,53.5,42.0,target_15m_mean,1.575,2.033,1.505,-0.787,107.0,-32.0
LONG,2026-02-16 11:16:00,2026-02-16 12:01:00,24860.5,24855.75,-9.5,45.0,time_stop,-1.93,0.723,-1.342,0.1,55.0,-25.0
LONG,2026-02-16 13:58:00,2026-02-16 13:59:00,24851.25,24844.0,-14.5,1.0,stop_z_extension,-1.834,0.495,-0.831,0.367,0.0,-29.0
LONG,2026-02-16 14:34:00,2026-02-16 14:36:00,24757.75,24737.5,-40.5,2.0,stop_z_extension,-2.512,-1.773,-1.029,0.713,5.0,-81.0
SHORT,2026-02-16 23:19:00,2026-02-17 00:04:00,24775.0,24821.0,-92.0,45.0,time_stop,1.697,-0.3,1.52,-0.796,24.0,-219.0
LONG,2026-02-17 02:11:00,2026-02-17 02:12:00,24652.75,24667.75,30.0,1.0,stop_z_extension,-3.194,-1.609,-2.612,0.221,60.0,0.0
LONG,2026-02-17 02:42:00,2026-02-17 03:27:00,24673.0,24624.75,-96.5,45.0,time_stop,-1.563,-1.271,-0.78,0.425,10.0,-288.0
SHORT,2026-02-17 06:51:00,2026-02-17 07:03:00,24631.5,24609.25,44.5,12.0,target_15m_mean,1.548,-0.558,1.01,-1.179,89.0,-8.0
SHORT,2026-02-17 08:09:00,2026-02-17 08:10:00,24707.25,24700.5,13.5,1.0,stop_z_extension,4.401,0.642,3.966,-1.642,27.0,0.0
LONG,2026-02-17 10:50:00,2026-02-17 11:35:00,24605.75,24606.5,1.5,45.0,time_stop,-2.139,-0.264,-2.136,1.271,93.0,-91.0
LONG,2026-02-17 13:17:00,2026-02-17 13:24:00,24555.25,24612.75,115.0,7.0,target_15m_mean,-1.943,-0.629,-2.474,0.325,230.0,-58.0
SHORT,2026-02-17 14:12:00,2026-02-17 14:31:00,24664.5,24700.5,-72.0,19.0,stop_z_extension,2.347,0.775,2.644,-0.688,156.0,-144.0
SHORT,2026-02-17 18:48:00,2026-02-17 19:33:00,24822.25,24854.75,-65.0,45.0,time_stop,1.619,1.929,4.24,-0.792,0.0,-196.0
LONG,2026-02-17 23:09:00,2026-02-17 23:54:00,24739.0,24720.25,-37.5,45.0,time_stop,-1.773,0.967,-0.769,1.742,77.0,-116.0
SHORT,2026-02-18 02:15:00,2026-02-18 03:00:00,24755.5,24758.25,-5.5,45.0,time_stop,1.663,0.778,0.516,-0.383,64.0,-60.0
SHORT,2026-02-18 04:03:00,2026-02-18 04:07:00,24787.25,24807.0,-39.5,4.0,stop_z_extension,1.812,1.019,1.325,-0.271,0.0,-79.0
SHORT,2026-02-18 04:49:00,2026-02-18 05:34:00,24834.75,24832.0,5.5,45.0,time_stop,1.997,1.406,0.734,-0.308,34.0,-11.0
LONG,2026-02-18 07:19:00,2026-02-18 07:30:00,24812.5,24829.25,33.5,11.0,target_15m_mean,-1.533,0.926,-0.561,0.596,67.0,-34.0
SHORT,2026-02-18 08:15:00,2026-02-18 08:16:00,24875.75,24904.0,-56.5,1.0,stop_z_extension,3.245,1.891,1.58,-0.775,0.0,-113.0
SHORT,2026-02-18 08:45:00,2026-02-18 09:30:00,24907.0,24923.25,-32.5,45.0,time_stop,2.232,2.57,0.843,-0.567,59.0,-70.0
LONG,2026-02-18 11:40:00,2026-02-18 12:01:00,24894.5,24916.25,43.5,21.0,target_15m_mean,-1.729,2.189,-1.864,0.204,87.0,-13.0
SHORT,2026-02-18 12:21:00,2026-02-18 12:26:00,24951.5,24916.5,70.0,5.0,target_15m_mean,1.721,3.248,0.515,-0.6,140.0,0.0
LONG,2026-02-18 12:41:00,2026-02-18 13:26:00,24883.0,24893.0,20.0,45.0,time_stop,-1.817,1.377,-4.091,1.504,54.0,-52.0
LONG,2026-02-18 14:01:00,2026-02-18 14:45:00,24820.25,24874.5,108.5,44.0,target_15m_mean,-2.268,0.1,-0.711,0.512,217.0,-213.0
SHORT,2026-02-18 15:12:00,2026-02-18 15:13:00,25028.25,25042.25,-28.0,1.0,stop_z_extension,3.342,2.739,7.372,-1.733,0.0,-56.0
SHORT,2026-02-18 15:28:00,2026-02-18 15:29:00,25054.75,25057.5,-5.5,1.0,stop_z_extension,2.729,3.281,0.621,-0.396,0.0,-11.0
SHORT,2026-02-18 15:48:00,2026-02-18 16:33:00,25082.5,25108.25,-51.5,45.0,time_stop,1.822,3.385,2.921,-0.108,77.0,-124.0
SHORT,2026-02-18 18:01:00,2026-02-18 18:19:00,25119.5,25081.5,76.0,18.0,target_15m_mean,2.063,2.64,1.546,-1.154,152.0,-14.0
LONG,2026-02-18 18:39:00,2026-02-18 18:42:00,25061.5,25024.25,-74.5,3.0,stop_z_extension,-1.557,2.157,-0.312,3.104,0.0,-149.0
LONG,2026-02-18 18:57:00,2026-02-18 18:58:00,25018.0,25024.25,12.5,1.0,stop_z_extension,-3.01,1.562,-1.525,0.183,25.0,0.0
LONG,2026-02-18 19:23:00,2026-02-18 19:36:00,25020.5,24937.75,-165.5,13.0,stop_z_extension,-1.536,1.158,-1.4,0.146,0.0,-331.0
LONG,2026-02-18 20:03:00,2026-02-18 20:48:00,24916.5,24968.75,104.5,45.0,time_stop,-1.657,-0.096,-3.341,2.504,229.0,-238.0
LONG,2026-02-19 00:31:00,2026-02-19 01:00:00,24924.5,24953.25,57.5,29.0,target_15m_mean,-1.514,0.158,-2.312,0.192,115.0,0.0
LONG,2026-02-19 04:57:00,2026-02-19 04:58:00,24963.0,24957.0,-12.0,1.0,stop_z_extension,-2.486,0.13,-1.24,0.229,0.0,-24.0
LONG,2026-02-19 05:13:00,2026-02-19 05:30:00,24954.25,24980.75,53.0,17.0,target_15m_mean,-2.546,-0.015,-0.912,0.562,106.0,0.0
SHORT,2026-02-19 05:54:00,2026-02-19 06:39:00,24994.75,25001.5,-13.5,45.0,time_stop,1.508,0.586,1.215,-0.354,16.0,-61.0
SHORT,2026-02-19 07:33:00,2026-02-19 08:18:00,25036.5,25038.75,-4.5,45.0,time_stop,1.629,1.425,1.288,-0.342,80.0,-33.0
LONG,2026-02-19 09:03:00,2026-02-19 09:04:00,24963.5,24944.75,-37.5,1.0,stop_z_extension,-2.088,0.259,-2.032,0.596,0.0,-75.0
LONG,2026-02-19 09:24:00,2026-02-19 09:27:00,24967.25,24936.25,-62.0,3.0,stop_z_extension,-1.633,0.228,-0.703,2.592,0.0,-124.0
LONG,2026-02-19 09:54:00,2026-02-19 10:13:00,24891.5,24838.5,-106.0,19.0,stop_z_extension,-2.272,-1.258,-3.806,1.579,34.0,-212.0
LONG,2026-02-19 10:29:00,2026-02-19 11:14:00,24840.25,24870.75,61.0,45.0,time_stop,-1.927,-1.644,-0.429,1.175,149.0,-51.0
LONG,2026-02-19 13:16:00,2026-02-19 13:23:00,24841.25,24825.5,-31.5,7.0,stop_z_extension,-1.755,-1.041,-1.156,0.617,0.0,-63.0
LONG,2026-02-19 14:35:00,2026-02-19 14:36:00,24806.5,24794.5,-24.0,1.0,stop_z_extension,-2.8,-0.847,-1.776,2.5,0.0,-48.0
SHORT,2026-02-19 15:02:00,2026-02-19 15:03:00,24910.0,24943.0,-66.0,1.0,stop_z_extension,2.72,-0.023,5.904,-1.108,0.0,-132.0
SHORT,2026-02-19 15:25:00,2026-02-19 15:29:00,24899.75,24858.5,82.5,4.0,target_15m_mean,2.028,0.058,0.656,-2.858,165.0,0.0
SHORT,2026-02-19 15:45:00,2026-02-19 15:46:00,24909.25,24926.75,-35.0,1.0,stop_z_extension,2.011,0.425,1.445,-0.388,0.0,-70.0
SHORT,2026-02-19 16:26:00,2026-02-19 16:44:00,24924.25,24843.25,162.0,18.0,target_15m_mean,1.678,0.831,4.864,-0.15,324.0,0.0
LONG,2026-02-19 18:08:00,2026-02-19 18:53:00,24798.5,24817.5,38.0,45.0,time_stop,-1.653,-0.715,-0.496,1.175,132.0,-161.0
LONG,2026-02-19 19:47:00,2026-02-19 20:03:00,24753.25,24818.75,131.0,16.0,target_15m_mean,-2.184,-0.589,-4.016,0.371,262.0,0.0
SHORT,2026-02-19 21:10:00,2026-02-19 21:55:00,24862.0,24838.25,47.5,45.0,time_stop,1.999,0.625,1.785,-0.325,131.0,0.0
SHORT,2026-02-19 23:26:00,2026-02-20 00:11:00,24865.5,24888.5,-46.0,45.0,time_stop,1.531,0.611,1.366,-0.183,25.0,-92.0
SHORT,2026-02-20 00:38:00,2026-02-20 01:23:00,24898.0,24923.5,-51.0,45.0,time_stop,1.702,1.073,2.394,-0.317,11.0,-135.0
SHORT,2026-02-20 02:03:00,2026-02-20 02:15:00,24928.75,24888.5,80.5,12.0,target_15m_mean,1.518,1.119,1.421,-0.325,161.0,-13.0
SHORT,2026-02-20 05:40:00,2026-02-20 05:43:00,24932.0,24931.75,0.5,3.0,stop_z_extension,2.938,1.494,1.319,-0.317,13.0,0.0
SHORT,2026-02-20 06:21:00,2026-02-20 07:06:00,24948.0,24947.0,2.0,45.0,time_stop,1.635,1.788,0.66,-0.213,64.0,-3.0
LONG,2026-02-20 08:16:00,2026-02-20 08:22:00,24912.25,24899.5,-25.5,6.0,stop_z_extension,-2.067,1.009,-1.39,0.121,21.0,-51.0
LONG,2026-02-20 08:40:00,2026-02-20 08:52:00,24915.5,24937.0,43.0,12.0,target_15m_mean,-1.869,0.96,-0.928,0.317,86.0,-6.0
SHORT,2026-02-20 09:14:00,2026-02-20 09:17:00,24960.5,24978.0,-35.0,3.0,stop_z_extension,2.028,1.685,1.528,-0.567,0.0,-70.0
LONG,2026-02-20 11:10:00,2026-02-20 11:11:00,24873.75,24876.0,4.5,1.0,stop_z_extension,-2.94,-0.604,-4.914,0.421,9.0,0.0
LONG,2026-02-20 11:26:00,2026-02-20 11:57:00,24880.25,24814.5,-131.5,31.0,stop_z_extension,-1.838,-0.497,-0.377,0.225,14.0,-263.0
LONG,2026-02-20 12:27:00,2026-02-20 13:12:00,24817.25,24822.25,10.0,45.0,time_stop,-1.817,-1.626,-2.692,0.179,50.0,-90.0
SHORT,2026-02-20 15:08:00,2026-02-20 15:10:00,24976.75,25025.75,-98.0,2.0,stop_z_extension,2.517,1.067,6.12,-18.667,0.0,-196.0
SHORT,2026-02-20 15:29:00,2026-02-20 16:14:00,24973.5,25076.25,-205.5,45.0,time_stop,2.106,2.009,7.555,-1.35,202.0,-638.0
LONG,2026-02-22 23:49:00,2026-02-23 00:34:00,24971.5,24894.25,-154.5,45.0,time_stop,-1.62,0.461,-2.438,1.146,22.0,-331.0
LONG,2026-02-23 00:57:00,2026-02-23 01:42:00,24859.0,24866.75,15.5,45.0,time_stop,-1.923,-0.047,-0.754,0.287,87.0,-33.0
LONG,2026-02-23 03:32:00,2026-02-23 04:10:00,24819.75,24848.0,56.5,38.0,target_15m_mean,-1.573,-0.536,-1.008,1.221,113.0,-8.0
LONG,2026-02-23 05:24:00,2026-02-23 05:39:00,24817.0,24838.5,43.0,15.0,target_15m_mean,-2.309,-0.938,-0.714,0.312,86.0,0.0
SHORT,2026-02-23 06:22:00,2026-02-23 06:42:00,24850.0,24862.25,-24.5,20.0,stop_z_extension,1.656,-0.521,0.89,-0.113,23.0,-49.0
SHORT,2026-02-23 07:20:00,2026-02-23 08:05:00,24904.25,24885.5,37.5,45.0,time_stop,2.373,0.186,1.421,-0.571,75.0,-23.0
SHORT,2026-02-23 09:19:00,2026-02-23 10:04:00,24982.75,24981.0,3.5,45.0,time_stop,2.164,1.914,2.495,-1.329,23.0,-75.0
LONG,2026-02-23 12:00:00,2026-02-23 12:45:00,24935.0,24922.0,-26.0,45.0,time_stop,-1.973,1.078,-1.472,0.433,29.0,-178.0
SHORT,2026-02-23 14:38:00,2026-02-23 14:39:00,25018.75,24996.0,45.5,1.0,stop_z_extension,3.808,2.484,4.356,-2.95,91.0,0.0
LONG,2026-02-23 15:04:00,2026-02-23 15:05:00,24866.5,24850.5,-32.0,1.0,stop_z_extension,-2.265,0.748,-1.129,0.792,0.0,-64.0
LONG,2026-02-23 15:50:00,2026-02-23 15:52:00,24822.0,24779.0,-86.0,2.0,stop_z_extension,-2.094,-0.548,-1.644,1.608,0.0,-172.0
SHORT,2026-02-23 23:06:00,2026-02-23 23:51:00,24810.75,24795.75,30.0,45.0,time_stop,1.806,0.032,0.374,-0.875,96.0,-42.0
SHORT,2026-02-24 00:58:00,2026-02-24 01:43:00,24815.0,24830.75,-31.5,45.0,time_stop,1.811,0.414,0.488,-2.392,74.0,-80.0
SHORT,2026-02-24 02:10:00,2026-02-24 02:24:00,24828.75,24863.0,-68.5,14.0,stop_z_extension,1.56,0.78,0.356,-0.279,0.0,-137.0
SHORT,2026-02-24 02:43:00,2026-02-24 03:28:00,24863.0,24879.75,-33.5,45.0,time_stop,2.174,1.308,1.056,-0.829,0.0,-79.0
LONG,2026-02-24 05:27:00,2026-02-24 05:30:00,24857.0,24855.0,-4.0,3.0,stop_z_extension,-2.88,1.642,-2.071,0.233,28.0,-8.0
LONG,2026-02-24 05:46:00,2026-02-24 05:47:00,24845.0,24845.0,0.0,1.0,stop_z_extension,-3.778,1.504,-0.322,0.183,0.0,0.0
LONG,2026-02-24 06:20:00,2026-02-24 06:26:00,24842.0,24826.25,-31.5,6.0,stop_z_extension,-1.674,1.236,-0.37,1.354,0.0,-63.0
LONG,2026-02-24 08:18:00,2026-02-24 08:19:00,24781.75,24790.0,16.5,1.0,stop_z_extension,-3.143,0.106,-0.991,0.137,33.0,0.0
LONG,2026-02-24 08:42:00,2026-02-24 08:48:00,24784.75,24766.0,-37.5,6.0,stop_z_extension,-2.62,0.051,-1.585,0.508,8.0,-75.0
SHORT,2026-02-24 12:12:00,2026-02-24 12:13:00,24879.75,24882.25,-5.0,1.0,stop_z_extension,4.893,1.321,3.776,-2.208,0.0,-10.0
LONG,2026-02-24 12:48:00,2026-02-24 13:08:00,24799.0,24836.25,74.5,20.0,target_15m_mean,-2.548,-0.078,-2.019,0.704,149.0,0.0
SHORT,2026-02-24 13:54:00,2026-02-24 14:18:00,24879.75,24842.25,75.0,24.0,target_15m_mean,2.11,1.169,1.98,-0.375,150.0,-25.0
SHORT,2026-02-24 14:54:00,2026-02-24 15:00:00,24915.0,24831.75,166.5,6.0,target_15m_mean,2.143,2.089,8.528,-2.258,333.0,0.0
SHORT,2026-02-24 15:37:00,2026-02-24 15:43:00,25008.75,25026.25,-35.0,6.0,stop_z_extension,2.573,2.841,6.194,-1.475,38.0,-70.0
SHORT,2026-02-24 16:10:00,2026-02-24 16:55:00,25015.25,25025.25,-20.0,45.0,time_stop,1.711,2.441,3.347,-1.146,171.0,-124.0
LONG,2026-02-24 19:25:00,2026-02-24 19:52:00,24999.5,25037.25,75.5,27.0,target_15m_mean,-1.597,1.685,-1.316,0.237,151.0,0.0
SHORT,2026-02-25 00:58:00,2026-02-25 00:59:00,25063.75,25071.25,-15.0,1.0,stop_z_extension,2.797,1.67,1.185,-0.529,0.0,-30.0
SHORT,2026-02-25 01:24:00,2026-02-25 02:09:00,25074.25,25096.25,-44.0,45.0,time_stop,1.538,1.701,1.225,-1.783,0.0,-152.0
LONG,2026-02-25 03:41:00,2026-02-25 04:10:00,25054.5,25042.75,-23.5,29.0,stop_z_extension,-2.158,0.843,-2.347,1.071,105.0,-47.0
LONG,2026-02-25 07:42:00,2026-02-25 07:43:00,25032.0,25026.25,-11.5,1.0,stop_z_extension,-2.293,0.136,-1.179,0.496,0.0,-23.0
SHORT,2026-02-25 08:11:00,2026-02-25 08:19:00,25057.75,25067.75,-20.0,8.0,stop_z_extension,2.644,0.83,2.466,-1.279,29.0,-40.0
SHORT,2026-02-25 08:49:00,2026-02-25 09:34:00,25083.25,25071.25,24.0,45.0,time_stop,2.477,1.045,0.489,-0.158,80.0,-6.0
SHORT,2026-02-25 12:02:00,2026-02-25 12:20:00,25129.25,25139.5,-20.5,18.0,stop_z_extension,2.727,1.698,0.622,-0.471,88.0,-41.0
SHORT,2026-02-25 12:57:00,2026-02-25 13:42:00,25135.5,25136.25,-1.5,45.0,time_stop,1.632,2.086,0.791,-0.208,35.0,-56.0
SHORT,2026-02-25 14:58:00,2026-02-25 14:59:00,25345.25,25343.25,4.0,1.0,stop_z_extension,4.814,6.031,3.677,-1.071,8.0,0.0
SHORT,2026-02-25 18:05:00,2026-02-25 18:50:00,25346.0,25350.5,-9.0,45.0,time_stop,1.5,3.68,0.6,-0.171,36.0,-27.0
SHORT,2026-02-25 19:13:00,2026-02-25 19:58:00,25366.5,25372.5,-12.0,45.0,time_stop,1.908,3.559,1.364,-0.304,3.0,-39.0
SHORT,2026-02-25 20:56:00,2026-02-25 21:07:00,25378.5,25400.5,-44.0,11.0,stop_z_extension,1.568,3.408,0.838,-0.892,26.0,-88.0
SHORT,2026-02-25 21:44:00,2026-02-25 21:54:00,25459.25,25462.0,-5.5,10.0,stop_z_extension,6.349,4.497,5.815,-0.954,73.0,-11.0
LONG,2026-02-25 23:48:00,2026-02-26 00:33:00,25321.75,25330.25,17.0,45.0,time_stop,-1.616,1.199,-3.964,3.346,63.0,-61.0
SHORT,2026-02-26 06:07:00,2026-02-26 06:08:00,25320.5,25324.75,-8.5,1.0,stop_z_extension,2.945,0.027,0.894,-0.483,0.0,-17.0
SHORT,2026-02-26 06:45:00,2026-02-26 07:30:00,25339.0,25345.75,-13.5,45.0,time_stop,2.126,0.48,0.883,-0.167,57.0,-63.0
SHORT,2026-02-26 08:26:00,2026-02-26 09:11:00,25366.0,25361.75,8.5,45.0,time_stop,1.505,1.32,1.604,-1.296,81.0,-24.0
LONG,2026-02-26 11:03:00,2026-02-26 11:38:00,25349.25,25369.75,41.0,35.0,target_15m_mean,-1.566,1.061,-0.404,0.579,82.0,0.0
SHORT,2026-02-26 13:27:00,2026-02-26 13:48:00,25396.0,25413.25,-34.5,21.0,stop_z_extension,2.531,1.888,1.09,-0.142,36.0,-69.0
LONG,2026-02-26 14:42:00,2026-02-26 14:43:00,25264.25,25247.25,-34.0,1.0,stop_z_extension,-7.011,-1.668,-7.502,1.704,0.0,-68.0
SHORT,2026-02-26 19:28:00,2026-02-26 20:13:00,25051.0,25042.75,16.5,45.0,time_stop,1.51,-1.096,0.623,-1.558,33.0,-165.0
LONG,2026-02-26 23:11:00,2026-02-26 23:12:00,24991.75,25007.0,30.5,1.0,stop_z_extension,-3.744,-1.129,-4.889,0.392,61.0,0.0
LONG,2026-02-26 23:42:00,2026-02-27 00:27:00,24996.25,24998.5,4.5,45.0,time_stop,-2.435,-0.922,-1.976,0.142,107.0,-67.0
SHORT,2026-02-27 03:10:00,2026-02-27 03:55:00,25029.0,25027.25,3.5,45.0,time_stop,1.666,0.479,0.654,-0.125,95.0,-1.0
SHORT,2026-02-27 05:12:00,2026-02-27 05:20:00,25043.0,25055.75,-25.5,8.0,stop_z_extension,2.212,0.87,1.399,-0.204,0.0,-51.0
SHORT,2026-02-27 05:37:00,2026-02-27 06:11:00,25053.75,25028.75,50.0,34.0,target_15m_mean,1.977,1.088,0.64,-0.279,100.0,-10.0
LONG,2026-02-27 06:28:00,2026-02-27 06:36:00,25002.0,25034.5,65.0,8.0,target_15m_mean,-2.031,0.314,-1.174,0.238,130.0,0.0
SHORT,2026-02-27 07:34:00,2026-02-27 08:15:00,25068.75,25040.5,56.5,41.0,target_15m_mean,1.703,1.285,1.061,-0.383,113.0,-63.0
LONG,2026-02-27 09:53:00,2026-02-27 10:02:00,25032.25,25012.25,-40.0,9.0,stop_z_extension,-1.576,0.688,-0.685,1.533,20.0,-80.0
LONG,2026-02-27 10:18:00,2026-02-27 11:03:00,25011.0,25003.0,-16.0,45.0,time_stop,-1.619,-0.162,-0.859,1.55,125.0,-86.0
LONG,2026-02-27 11:49:00,2026-02-27 12:34:00,24948.25,24975.0,53.5,45.0,time_stop,-1.744,-0.929,-3.242,0.233,182.0,-90.0
LONG,2026-02-27 12:54:00,2026-02-27 13:31:00,24921.75,24835.25,-173.0,37.0,stop_z_extension,-1.896,-1.308,-2.547,0.637,75.0,-346.0
LONG,2026-02-27 14:12:00,2026-02-27 14:46:00,24839.25,24899.0,119.5,34.0,target_15m_mean,-1.853,-1.995,-1.719,0.404,244.0,-164.0
SHORT,2026-02-27 15:33:00,2026-02-27 16:18:00,24963.0,25009.0,-92.0,45.0,time_stop,1.529,0.079,1.353,-0.304,105.0,-188.0
LONG,2026-02-27 18:30:00,2026-02-27 19:04:00,24906.25,24943.0,73.5,34.0,target_15m_mean,-1.73,-0.396,-1.856,0.471,147.0,-65.0
SHORT,2026-02-27 20:30:00,2026-02-27 21:15:00,24979.0,24963.75,30.5,45.0,time_stop,1.967,0.818,1.619,-0.475,216.0,-81.0
