pair,r,t1act,mean_pnl_usd_day,median_pnl_usd_day,n_days,n_trades,winning_days,losing_days,t1dist,t2pct,sl
t1dist_x_t2pct,,,-151.73333333333332,-63.0,30,872,4,26,10.0,0.15,
t1dist_x_t2pct,,,-130.05,-35.5,30,872,7,23,15.0,0.15,
t1dist_x_t2pct,,,-126.91666666666667,-40.25,30,872,4,26,2.0,0.2,
t1dist_x_t2pct,,,-127.6,-42.25,30,872,4,26,3.0,0.2,
t1dist_x_t2pct,,,-127.93333333333334,-63.25,30,872,4,26,5.0,0.2,
t1dist_x_t2pct,,,-137.43333333333334,-68.0,30,872,4,26,7.0,0.2,
t1dist_x_t2pct,,,-153.3,-63.0,30,872,4,26,10.0,0.2,
t1dist_x_t2pct,,,-131.13333333333333,-35.5,30,872,7,23,15.0,0.2,
t1dist_x_t2pct,,,-112.8,-39.75,30,872,6,24,2.0,0.3,
t1dist_x_t2pct,,,-112.8,-39.75,30,872,6,24,3.0,0.3,
t1dist_x_t2pct,,,-115.56666666666666,-41.25,30,872,5,25,5.0,0.3,
t1dist_x_t2pct,,,-119.98333333333333,-38.5,30,872,5,25,7.0,0.3,
t1dist_x_t2pct,,,-130.76666666666668,-53.25,30,872,6,24,10.0,0.3,
t1dist_x_t2pct,,,-115.71666666666667,0.0,30,872,8,22,15.0,0.3,
t1dist_x_sl,,,-220.46666666666667,-70.0,30,872,5,25,2.0,,0.0
t1dist_x_sl,,,-223.13333333333333,-74.0,30,872,5,25,3.0,,0.0
t1dist_x_sl,,,-213.03333333333333,-73.5,30,872,5,25,5.0,,0.0
t1dist_x_sl,,,-222.01666666666668,-66.0,30,872,4,26,7.0,,0.0
t1dist_x_sl,,,-235.8,-80.25,30,872,6,24,10.0,,0.0
t1dist_x_sl,,,-202.7,0.0,30,872,8,22,15.0,,0.0
t1dist_x_sl,,,-136.71666666666667,-54.75,30,872,2,28,2.0,,10.0
t1dist_x_sl,,,-138.38333333333333,-60.25,30,872,3,27,3.0,,10.0
t1dist_x_sl,,,-131.96666666666667,-56.25,30,872,6,24,5.0,,10.0
t1dist_x_sl,,,-139.3,-56.25,30,872,4,26,7.0,,10.0
t1dist_x_sl,,,-142.86666666666667,-55.75,30,872,3,27,10.0,,10.0
t1dist_x_sl,,,-121.81666666666666,-64.0,30,872,2,28,15.0,,10.0
t1dist_x_sl,,,-123.46666666666667,-53.75,30,872,4,26,2.0,,15.0
t1dist_x_sl,,,-125.83333333333333,-29.25,30,872,4,26,3.0,,15.0
t1dist_x_sl,,,-119.18333333333334,-26.25,30,872,3,27,5.0,,15.0
t1dist_x_sl,,,-127.2,-50.75,30,872,3,27,7.0,,15.0
t1dist_x_sl,,,-131.33333333333334,-67.5,30,872,3,27,10.0,,15.0
t1dist_x_sl,,,-81.83333333333333,-1.75,30,872,7,23,15.0,,15.0
t1dist_x_sl,,,-146.65,-47.75,30,872,4,26,2.0,,20.0
t1dist_x_sl,,,-148.96666666666667,-54.5,30,872,3,27,3.0,,20.0
t1dist_x_sl,,,-145.41666666666666,-52.5,30,872,4,26,5.0,,20.0
t1dist_x_sl,,,-159.05,-62.25,30,872,4,26,7.0,,20.0
t1dist_x_sl,,,-167.8,-83.25,30,872,3,27,10.0,,20.0
t1dist_x_sl,,,-127.36666666666666,-18.25,30,872,6,24,15.0,,20.0
t1dist_x_sl,,,-135.55,-47.75,30,872,5,25,2.0,,25.0
t1dist_x_sl,,,-137.75,-59.0,30,872,5,25,3.0,,25.0
t1dist_x_sl,,,-128.58333333333334,-58.0,30,872,5,25,5.0,,25.0
t1dist_x_sl,,,-141.15,-68.0,30,872,5,25,7.0,,25.0
t1dist_x_sl,,,-156.85,-63.0,30,872,4,26,10.0,,25.0
t1dist_x_sl,,,-126.73333333333333,-35.5,30,872,7,23,15.0,,25.0
t1dist_x_sl,,,-184.75,-66.25,30,872,5,25,2.0,,35.0
t1dist_x_sl,,,-187.41666666666666,-69.75,30,872,5,25,3.0,,35.0
t1dist_x_sl,,,-176.11666666666667,-74.25,30,872,5,25,5.0,,35.0
t1dist_x_sl,,,-184.73333333333332,-66.75,30,872,4,26,7.0,,35.0
t1dist_x_sl,,,-198.41666666666666,-60.25,30,872,5,25,10.0,,35.0
t1dist_x_sl,,,-165.01666666666668,0.0,30,872,8,22,15.0,,35.0
t1dist_x_sl,,,-211.95,-64.5,30,872,5,25,2.0,,50.0
t1dist_x_sl,,,-214.61666666666667,-68.0,30,872,5,25,3.0,,50.0
t1dist_x_sl,,,-203.71666666666667,-73.5,30,872,5,25,5.0,,50.0
t1dist_x_sl,,,-212.7,-66.0,30,872,4,26,7.0,,50.0
t1dist_x_sl,,,-226.48333333333332,-80.25,30,872,5,25,10.0,,50.0
t1dist_x_sl,,,-194.1,-26.5,30,872,7,23,15.0,,50.0
t2pct_x_sl,,,-215.2,-73.5,30,872,5,25,,0.05,0.0
t2pct_x_sl,,,-216.96666666666667,-73.5,30,872,5,25,,0.08,0.0
t2pct_x_sl,,,-213.03333333333333,-73.5,30,872,5,25,,0.1,0.0
t2pct_x_sl,,,-200.83333333333334,-71.25,30,872,5,25,,0.15,0.0
t2pct_x_sl,,,-203.5,-47.0,30,872,6,24,,0.2,0.0
t2pct_x_sl,,,-189.01666666666668,0.0,30,872,8,22,,0.3,0.0
t2pct_x_sl,,,-138.08333333333334,-56.25,30,872,4,26,,0.05,10.0
t2pct_x_sl,,,-137.88333333333333,-56.25,30,872,4,26,,0.08,10.0
t2pct_x_sl,,,-131.96666666666667,-56.25,30,872,6,24,,0.1,10.0
t2pct_x_sl,,,-129.46666666666667,-58.75,30,872,6,24,,0.15,10.0
t2pct_x_sl,,,-124.08333333333333,-22.75,30,872,5,25,,0.2,10.0
t2pct_x_sl,,,-113.76666666666667,-3.75,30,872,7,23,,0.3,10.0
t2pct_x_sl,,,-123.6,-26.25,30,872,3,27,,0.05,15.0
t2pct_x_sl,,,-123.4,-26.25,30,872,3,27,,0.08,15.0
t2pct_x_sl,,,-119.18333333333334,-26.25,30,872,3,27,,0.1,15.0
t2pct_x_sl,,,-115.75,-30.5,30,872,3,27,,0.15,15.0
t2pct_x_sl,,,-113.86666666666666,-40.0,30,872,3,27,,0.2,15.0
t2pct_x_sl,,,-103.78333333333333,-7.75,30,872,6,24,,0.3,15.0
t2pct_x_sl,,,-149.83333333333334,-35.25,30,872,4,26,,0.05,20.0
t2pct_x_sl,,,-149.63333333333333,-35.25,30,872,4,26,,0.08,20.0
t2pct_x_sl,,,-145.41666666666666,-52.5,30,872,4,26,,0.1,20.0
t2pct_x_sl,,,-141.93333333333334,-52.5,30,872,4,26,,0.15,20.0
t2pct_x_sl,,,-141.63333333333333,-67.5,30,872,4,26,,0.2,20.0
t2pct_x_sl,,,-128.73333333333332,-29.75,30,872,5,25,,0.3,20.0
t2pct_x_sl,,,-131.03333333333333,-58.0,30,872,5,25,,0.05,25.0
t2pct_x_sl,,,-132.8,-58.0,30,872,5,25,,0.08,25.0
t2pct_x_sl,,,-128.58333333333334,-58.0,30,872,5,25,,0.1,25.0
t2pct_x_sl,,,-126.11666666666666,-58.0,30,872,4,26,,0.15,25.0
t2pct_x_sl,,,-127.93333333333334,-63.25,30,872,4,26,,0.2,25.0
t2pct_x_sl,,,-115.56666666666666,-41.25,30,872,5,25,,0.3,25.0
t2pct_x_sl,,,-178.56666666666666,-74.25,30,872,5,25,,0.05,35.0
t2pct_x_sl,,,-180.33333333333334,-74.25,30,872,5,25,,0.08,35.0
t2pct_x_sl,,,-176.11666666666667,-74.25,30,872,5,25,,0.1,35.0
t2pct_x_sl,,,-163.68333333333334,-75.5,30,872,5,25,,0.15,35.0
t2pct_x_sl,,,-166.35,-76.0,30,872,5,25,,0.2,35.0
t2pct_x_sl,,,-149.26666666666668,0.0,30,872,8,22,,0.3,35.0
t2pct_x_sl,,,-205.88333333333333,-73.5,30,872,5,25,,0.05,50.0
t2pct_x_sl,,,-207.65,-73.5,30,872,5,25,,0.08,50.0
t2pct_x_sl,,,-203.71666666666667,-73.5,30,872,5,25,,0.1,50.0
t2pct_x_sl,,,-191.51666666666668,-71.25,30,872,5,25,,0.15,50.0
t2pct_x_sl,,,-194.18333333333334,-54.0,30,872,5,25,,0.2,50.0
t2pct_x_sl,,,-179.7,0.0,30,872,8,22,,0.3,50.0
