date,n_bigpos,n_bigneg,n_total,regime_2d,tf,actual,pred
2025-01-29,37,30,276,FLAT_CHOPPY,1m,FLAT,UP
2025-01-30,24,28,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-01-31,29,27,168,DOWN_CHOPPY,1m,DOWN,ABSTAIN
2025-02-02,19,17,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-02-03,45,48,276,UP_CHOPPY,1m,UP,DOWN
2025-02-04,24,19,276,FLAT_CHOPPY,1m,FLAT,UP
2025-02-05,19,12,276,UP_SMOOTH,1m,UP,UP
2025-02-06,15,13,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-02-07,20,24,168,DOWN_SMOOTH,1m,DOWN,DOWN
2025-02-09,2,1,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-02-10,5,6,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-02-11,6,5,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-02-12,19,13,276,FLAT_CHOPPY,1m,FLAT,UP
2025-02-13,19,11,276,UP_SMOOTH,1m,UP,UP
2025-02-14,5,5,168,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-02-16,0,0,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-02-17,1,0,228,UP_SMOOTH,1m,UP,ABSTAIN
2025-02-18,6,8,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-02-19,8,10,276,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-02-20,10,13,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-02-21,17,37,168,DOWN_SMOOTH,1m,DOWN,DOWN
2025-02-23,1,0,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-02-24,20,23,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-02-25,37,38,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-02-26,37,38,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-02-27,42,52,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-02-28,41,40,168,UP_CHOPPY,1m,UP,ABSTAIN
2025-03-02,3,6,108,FLAT_SMOOTH,1m,FLAT,DOWN
2025-03-03,44,56,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-03-04,60,70,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-03-05,49,62,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-03-06,48,66,276,DOWN_CHOPPY,1m,DOWN,DOWN
2025-03-07,55,43,168,FLAT_CHOPPY,1m,FLAT,UP
2025-03-09,7,9,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-03-10,57,67,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-03-11,49,63,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-03-12,46,43,276,FLAT_CHOPPY,1m,FLAT,UP
2025-03-13,52,51,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-03-14,30,26,168,UP_SMOOTH,1m,UP,UP
2025-03-16,4,1,108,DOWN_SMOOTH,1m,DOWN,UP
2025-03-17,26,23,276,FLAT_CHOPPY,1m,FLAT,UP
2025-03-18,35,29,276,DOWN_CHOPPY,1m,DOWN,UP
2025-03-19,35,20,276,UP_SMOOTH,1m,UP,UP
2025-03-20,21,36,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-03-21,3,4,78,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-03-31,1,3,84,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-04-01,39,44,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-04-02,72,70,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-04-03,77,68,276,DOWN_CHOPPY,1m,DOWN,UP
2025-04-04,71,83,168,DOWN_SMOOTH,1m,DOWN,DOWN
2025-04-06,57,46,108,DOWN_SMOOTH,1m,DOWN,UP
2025-04-07,114,105,276,UP_CHOPPY,1m,UP,UP
2025-04-08,111,125,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-04-09,103,112,276,UP_SMOOTH,1m,UP,DOWN
2025-04-10,123,118,276,FLAT_CHOPPY,1m,FLAT,UP
2025-04-11,88,71,168,FLAT_CHOPPY,1m,FLAT,UP
2025-04-13,11,16,108,FLAT_SMOOTH,1m,FLAT,DOWN
2025-04-14,51,48,276,FLAT_SMOOTH,1m,FLAT,UP
2025-04-15,43,42,276,DOWN_CHOPPY,1m,DOWN,ABSTAIN
2025-04-16,52,59,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-04-17,43,59,168,FLAT_SMOOTH,1m,FLAT,DOWN
2025-04-20,5,6,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-04-21,31,31,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-04-22,47,29,276,UP_SMOOTH,1m,UP,UP
2025-04-23,42,53,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-04-24,51,39,276,UP_SMOOTH,1m,UP,UP
2025-04-25,34,40,168,FLAT_SMOOTH,1m,FLAT,DOWN
2025-04-27,4,2,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-04-28,19,30,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-04-29,32,29,276,FLAT_SMOOTH,1m,FLAT,UP
2025-04-30,48,42,276,FLAT_CHOPPY,1m,FLAT,UP
2025-05-01,26,40,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-05-02,29,20,168,UP_SMOOTH,1m,UP,UP
2025-05-04,2,6,108,DOWN_SMOOTH,1m,DOWN,DOWN
2025-05-05,12,18,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-05-06,31,36,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-05-07,20,34,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-05-08,15,22,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-05-09,24,19,168,FLAT_SMOOTH,1m,FLAT,UP
2025-05-11,8,2,108,UP_SMOOTH,1m,UP,UP
2025-05-12,27,21,276,UP_CHOPPY,1m,UP,UP
2025-05-13,12,12,276,UP_SMOOTH,1m,UP,ABSTAIN
2025-05-14,15,19,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-05-15,18,18,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-05-16,11,11,168,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-05-18,4,1,108,DOWN_SMOOTH,1m,DOWN,UP
2025-05-19,16,18,276,UP_CHOPPY,1m,UP,ABSTAIN
2025-05-20,12,15,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-05-21,27,25,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-05-22,23,33,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-05-23,42,29,168,FLAT_CHOPPY,1m,FLAT,UP
2025-05-25,7,4,108,UP_SMOOTH,1m,UP,UP
2025-05-26,2,2,228,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-05-27,12,9,276,UP_CHOPPY,1m,UP,UP
2025-05-28,14,24,276,UP_SMOOTH,1m,UP,DOWN
2025-05-29,26,40,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-05-30,28,25,168,FLAT_CHOPPY,1m,FLAT,UP
2025-06-01,1,2,108,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-06-02,20,19,276,UP_CHOPPY,1m,UP,ABSTAIN
2025-06-03,6,8,276,UP_CHOPPY,1m,UP,ABSTAIN
2025-06-04,9,10,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-06-05,28,25,276,FLAT_CHOPPY,1m,FLAT,UP
2025-06-06,11,16,168,UP_CHOPPY,1m,UP,DOWN
2025-06-08,0,2,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-06-09,9,13,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-06-10,12,9,276,FLAT_CHOPPY,1m,FLAT,UP
2025-06-11,18,23,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-06-12,23,30,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-06-13,34,21,168,FLAT_CHOPPY,1m,FLAT,UP
2025-06-15,5,6,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-06-16,11,14,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-06-17,18,21,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-06-18,18,19,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-06-19,14,5,228,FLAT_CHOPPY,1m,FLAT,UP
2025-06-20,3,1,78,UP_SMOOTH,1m,UP,ABSTAIN
2025-06-30,1,0,84,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-07-01,13,15,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-07-02,3,10,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-07-03,8,5,231,FLAT_CHOPPY,1m,FLAT,UP
2025-07-04,1,1,120,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-07-06,1,3,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-07-07,9,12,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-07-08,8,8,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-07-09,8,3,276,FLAT_CHOPPY,1m,FLAT,UP
2025-07-10,7,9,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-07-11,8,6,168,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-07-13,0,3,108,FLAT_SMOOTH,1m,FLAT,DOWN
2025-07-14,7,4,276,UP_SMOOTH,1m,UP,UP
2025-07-15,9,11,276,DOWN_CHOPPY,1m,DOWN,ABSTAIN
2025-07-16,14,11,276,UP_CHOPPY,1m,UP,UP
2025-07-17,4,2,276,UP_CHOPPY,1m,UP,ABSTAIN
2025-07-18,5,9,168,FLAT_SMOOTH,1m,FLAT,DOWN
2025-07-20,0,0,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-07-21,2,3,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-07-22,9,5,276,FLAT_CHOPPY,1m,FLAT,UP
2025-07-23,8,10,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-07-24,2,5,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-07-25,2,2,168,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-07-27,1,1,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-07-28,2,4,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-07-29,5,5,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-07-30,11,14,276,UP_SMOOTH,1m,UP,DOWN
2025-07-31,15,24,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-08-01,24,40,168,DOWN_SMOOTH,1m,DOWN,DOWN
2025-08-03,2,3,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-08-04,5,6,276,UP_SMOOTH,1m,UP,ABSTAIN
2025-08-05,15,22,276,DOWN_CHOPPY,1m,DOWN,DOWN
2025-08-06,13,4,276,UP_SMOOTH,1m,UP,UP
2025-08-07,22,15,276,FLAT_CHOPPY,1m,FLAT,UP
2025-08-08,7,5,168,UP_SMOOTH,1m,UP,ABSTAIN
2025-08-10,1,0,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-08-11,6,6,276,DOWN_CHOPPY,1m,DOWN,ABSTAIN
2025-08-12,16,10,276,UP_SMOOTH,1m,UP,UP
2025-08-13,7,5,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-08-14,12,9,276,FLAT_CHOPPY,1m,FLAT,UP
2025-08-15,8,11,168,DOWN_CHOPPY,1m,DOWN,DOWN
2025-08-17,0,0,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-08-18,11,6,276,FLAT_SMOOTH,1m,FLAT,UP
2025-08-19,10,19,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-08-20,17,16,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-08-21,14,18,276,DOWN_CHOPPY,1m,DOWN,DOWN
2025-08-22,19,9,168,UP_SMOOTH,1m,UP,UP
2025-08-24,1,1,108,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-08-25,9,9,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-08-26,7,6,276,UP_CHOPPY,1m,UP,ABSTAIN
2025-08-27,13,7,276,FLAT_CHOPPY,1m,FLAT,UP
2025-08-28,7,11,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-08-29,10,16,168,DOWN_SMOOTH,1m,DOWN,DOWN
2025-08-31,1,2,108,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-09-01,0,0,228,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-09-02,23,20,276,FLAT_CHOPPY,1m,FLAT,UP
2025-09-03,16,9,276,UP_CHOPPY,1m,UP,UP
2025-09-04,11,6,276,UP_SMOOTH,1m,UP,UP
2025-09-05,26,16,168,FLAT_CHOPPY,1m,FLAT,UP
2025-09-07,1,0,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-09-08,6,5,276,UP_SMOOTH,1m,UP,ABSTAIN
2025-09-09,7,4,276,FLAT_CHOPPY,1m,FLAT,UP
2025-09-10,9,10,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-09-11,7,10,276,UP_CHOPPY,1m,UP,DOWN
2025-09-12,2,2,168,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-09-14,0,0,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-09-15,4,6,276,UP_SMOOTH,1m,UP,ABSTAIN
2025-09-16,2,2,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-09-17,13,16,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-09-18,7,9,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-09-19,0,0,78,UP_SMOOTH,1m,UP,ABSTAIN
2025-09-30,0,2,84,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-10-01,11,8,276,UP_SMOOTH,1m,UP,UP
2025-10-02,5,6,276,UP_CHOPPY,1m,UP,ABSTAIN
2025-10-03,10,11,168,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-10-05,1,0,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-10-06,4,9,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-10-07,9,15,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-10-08,5,4,276,UP_SMOOTH,1m,UP,ABSTAIN
2025-10-09,11,11,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-10-10,29,36,168,DOWN_SMOOTH,1m,DOWN,DOWN
2025-10-12,9,14,108,UP_SMOOTH,1m,UP,DOWN
2025-10-13,39,26,276,FLAT_CHOPPY,1m,FLAT,UP
2025-10-14,36,36,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-10-15,22,28,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-10-16,46,44,276,DOWN_CHOPPY,1m,DOWN,ABSTAIN
2025-10-17,56,54,168,UP_SMOOTH,1m,UP,ABSTAIN
2025-10-19,2,3,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-10-20,5,11,276,UP_CHOPPY,1m,UP,DOWN
2025-10-21,15,7,276,FLAT_SMOOTH,1m,FLAT,UP
2025-10-22,30,29,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-10-23,12,12,276,UP_SMOOTH,1m,UP,ABSTAIN
2025-10-24,9,8,168,UP_SMOOTH,1m,UP,ABSTAIN
2025-10-26,2,0,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-10-27,3,5,276,UP_SMOOTH,1m,UP,ABSTAIN
2025-10-28,3,8,276,UP_SMOOTH,1m,UP,DOWN
2025-10-29,28,34,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-10-30,28,34,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-10-31,21,28,168,FLAT_CHOPPY,1m,FLAT,DOWN
2025-11-02,0,0,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-11-03,16,28,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-11-04,49,38,276,DOWN_CHOPPY,1m,DOWN,UP
2025-11-05,25,24,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-11-06,43,48,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-11-07,45,50,168,FLAT_CHOPPY,1m,FLAT,DOWN
2025-11-09,3,6,108,UP_SMOOTH,1m,UP,DOWN
2025-11-10,15,28,276,UP_CHOPPY,1m,UP,DOWN
2025-11-11,18,13,276,FLAT_CHOPPY,1m,FLAT,UP
2025-11-12,23,33,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-11-13,51,56,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-11-14,58,49,168,FLAT_CHOPPY,1m,FLAT,UP
2025-11-16,6,7,108,UP_SMOOTH,1m,UP,ABSTAIN
2025-11-17,66,71,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-11-18,85,84,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-11-19,56,53,276,UP_SMOOTH,1m,UP,UP
2025-11-20,63,91,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-11-21,76,64,168,FLAT_CHOPPY,1m,FLAT,UP
2025-11-23,7,9,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-11-24,32,32,276,UP_SMOOTH,1m,UP,ABSTAIN
2025-11-25,24,26,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-11-26,15,21,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-11-27,0,0,165,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-11-28,7,10,57,UP_SMOOTH,1m,UP,DOWN
2025-11-30,5,10,108,DOWN_SMOOTH,1m,DOWN,DOWN
2025-12-01,24,22,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-12-02,17,20,276,UP_SMOOTH,1m,UP,DOWN
2025-12-03,15,17,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-12-04,15,22,276,FLAT_SMOOTH,1m,FLAT,DOWN
2025-12-05,16,15,168,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-12-07,0,0,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-12-08,14,16,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-12-09,12,7,276,FLAT_SMOOTH,1m,FLAT,UP
2025-12-10,26,25,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2025-12-11,21,27,276,FLAT_CHOPPY,1m,FLAT,DOWN
2025-12-12,26,35,168,DOWN_SMOOTH,1m,DOWN,DOWN
2025-12-14,1,1,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2025-12-15,25,37,276,DOWN_SMOOTH,1m,DOWN,DOWN
2025-12-16,40,28,276,UP_CHOPPY,1m,UP,UP
2025-12-17,35,39,276,DOWN_CHOPPY,1m,DOWN,DOWN
2025-12-18,30,30,276,UP_CHOPPY,1m,UP,ABSTAIN
2025-12-19,5,1,78,FLAT_SMOOTH,1m,FLAT,UP
2026-01-01,1,1,108,UP_SMOOTH,1m,UP,ABSTAIN
2026-01-02,32,26,168,FLAT_CHOPPY,1m,FLAT,UP
2026-01-04,1,1,108,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2026-01-05,11,10,276,UP_CHOPPY,1m,UP,ABSTAIN
2026-01-06,11,11,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-01-07,13,5,276,FLAT_CHOPPY,1m,FLAT,UP
2026-01-08,17,17,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-01-09,10,12,168,UP_SMOOTH,1m,UP,ABSTAIN
2026-01-11,4,3,108,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2026-01-12,14,12,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-01-13,22,21,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2026-01-14,35,25,276,FLAT_CHOPPY,1m,FLAT,UP
2026-01-15,27,17,276,FLAT_CHOPPY,1m,FLAT,UP
2026-01-16,9,19,168,FLAT_CHOPPY,1m,FLAT,DOWN
2026-01-18,10,6,108,DOWN_SMOOTH,1m,DOWN,UP
2026-01-19,14,8,228,FLAT_SMOOTH,1m,FLAT,UP
2026-01-20,36,44,276,FLAT_CHOPPY,1m,FLAT,DOWN
2026-01-21,43,42,276,UP_CHOPPY,1m,UP,ABSTAIN
2026-01-22,16,15,276,UP_SMOOTH,1m,UP,ABSTAIN
2026-01-23,18,15,168,FLAT_CHOPPY,1m,FLAT,UP
2026-01-25,9,11,108,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-01-26,8,10,276,UP_SMOOTH,1m,UP,ABSTAIN
2026-01-27,10,2,276,UP_SMOOTH,1m,UP,UP
2026-01-28,28,32,276,FLAT_CHOPPY,1m,FLAT,DOWN
2026-01-29,46,58,276,DOWN_SMOOTH,1m,DOWN,DOWN
2026-01-30,49,53,168,FLAT_CHOPPY,1m,FLAT,DOWN
2026-02-01,35,28,108,FLAT_CHOPPY,1m,FLAT,UP
2026-02-02,33,19,276,UP_SMOOTH,1m,UP,UP
2026-02-03,33,35,276,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2026-02-04,70,73,276,DOWN_CHOPPY,1m,DOWN,DOWN
2026-02-05,97,85,276,DOWN_CHOPPY,1m,DOWN,UP
2026-02-06,41,34,168,UP_SMOOTH,1m,UP,UP
2026-02-08,13,5,108,FLAT_SMOOTH,1m,FLAT,UP
2026-02-09,29,25,276,FLAT_CHOPPY,1m,FLAT,UP
2026-02-10,17,30,276,FLAT_SMOOTH,1m,FLAT,DOWN
2026-02-11,37,33,276,FLAT_CHOPPY,1m,FLAT,UP
2026-02-12,41,53,276,DOWN_SMOOTH,1m,DOWN,DOWN
2026-02-13,42,56,168,FLAT_CHOPPY,1m,FLAT,DOWN
2026-02-15,4,3,108,UP_SMOOTH,1m,UP,ABSTAIN
2026-02-16,13,25,228,DOWN_CHOPPY,1m,DOWN,DOWN
2026-02-17,49,47,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-02-18,26,26,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-02-19,32,32,276,FLAT_SMOOTH,1m,FLAT,ABSTAIN
2026-02-20,30,43,168,FLAT_CHOPPY,1m,FLAT,DOWN
2026-02-22,4,16,108,DOWN_SMOOTH,1m,DOWN,DOWN
2026-02-23,21,31,276,FLAT_CHOPPY,1m,FLAT,DOWN
2026-02-24,25,19,276,FLAT_CHOPPY,1m,FLAT,UP
2026-02-25,19,17,276,UP_SMOOTH,1m,UP,ABSTAIN
2026-02-26,26,25,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-02-27,30,34,168,FLAT_CHOPPY,1m,FLAT,DOWN
2026-03-01,22,21,108,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-03-02,58,47,276,FLAT_CHOPPY,1m,FLAT,UP
2026-03-03,93,100,276,FLAT_CHOPPY,1m,FLAT,DOWN
2026-03-04,61,60,276,UP_CHOPPY,1m,UP,ABSTAIN
2026-03-05,60,67,276,FLAT_CHOPPY,1m,FLAT,DOWN
2026-03-06,52,60,168,DOWN_SMOOTH,1m,DOWN,DOWN
2026-03-08,27,33,108,DOWN_SMOOTH,1m,DOWN,DOWN
2026-03-09,76,67,276,UP_SMOOTH,1m,UP,UP
2026-03-10,48,50,276,FLAT_CHOPPY,1m,FLAT,ABSTAIN
2026-03-11,47,55,276,FLAT_CHOPPY,1m,FLAT,DOWN
2026-03-12,42,39,276,DOWN_CHOPPY,1m,DOWN,UP
2026-03-13,45,38,168,FLAT_CHOPPY,1m,FLAT,UP
2026-03-15,8,3,108,UP_SMOOTH,1m,UP,UP
2026-03-16,29,36,276,FLAT_CHOPPY,1m,FLAT,DOWN
2026-03-17,28,19,276,UP_SMOOTH,1m,UP,UP
2026-03-18,27,42,276,DOWN_SMOOTH,1m,DOWN,DOWN
2026-03-19,47,53,276,FLAT_CHOPPY,1m,FLAT,DOWN
2026-03-20,2,4,78,DOWN_SMOOTH,1m,DOWN,ABSTAIN
2025-01-01,6,4,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-01-02,47,40,276,FLAT_SMOOTH,5m,FLAT,UP
2025-01-03,18,11,168,UP_SMOOTH,5m,UP,UP
2025-01-05,0,0,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-01-06,18,15,276,FLAT_CHOPPY,5m,FLAT,UP
2025-01-07,17,32,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-01-08,43,41,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-01-09,0,3,186,FLAT_SMOOTH,5m,FLAT,DOWN
2025-01-10,32,39,168,DOWN_CHOPPY,5m,DOWN,DOWN
2025-01-12,0,6,108,DOWN_SMOOTH,5m,DOWN,DOWN
2025-01-13,36,34,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-01-14,27,32,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-01-15,21,16,276,UP_SMOOTH,5m,UP,UP
2025-01-16,18,26,276,DOWN_CHOPPY,5m,DOWN,DOWN
2025-01-17,19,13,168,UP_SMOOTH,5m,UP,UP
2025-01-19,0,2,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-01-20,15,19,228,FLAT_CHOPPY,5m,FLAT,DOWN
2025-01-21,15,14,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-01-22,7,3,276,FLAT_CHOPPY,5m,FLAT,UP
2025-01-23,7,5,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-01-24,3,10,168,FLAT_CHOPPY,5m,FLAT,DOWN
2025-01-26,4,13,108,DOWN_SMOOTH,5m,DOWN,DOWN
2025-01-27,62,73,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-01-28,20,19,276,UP_SMOOTH,5m,UP,ABSTAIN
2025-01-29,32,33,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-01-30,24,30,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-01-31,29,23,168,DOWN_CHOPPY,5m,DOWN,UP
2025-02-02,17,12,108,FLAT_SMOOTH,5m,FLAT,UP
2025-02-03,53,47,276,UP_CHOPPY,5m,UP,UP
2025-02-04,22,19,276,FLAT_CHOPPY,5m,FLAT,UP
2025-02-05,15,11,276,UP_SMOOTH,5m,UP,UP
2025-02-06,10,10,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-02-07,22,26,168,DOWN_SMOOTH,5m,DOWN,DOWN
2025-02-09,5,1,108,UP_SMOOTH,5m,UP,UP
2025-02-10,7,4,276,FLAT_SMOOTH,5m,FLAT,UP
2025-02-11,9,5,276,FLAT_SMOOTH,5m,FLAT,UP
2025-02-12,20,14,276,FLAT_CHOPPY,5m,FLAT,UP
2025-02-13,15,13,276,UP_SMOOTH,5m,UP,ABSTAIN
2025-02-14,6,3,168,FLAT_SMOOTH,5m,FLAT,UP
2025-02-16,0,1,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-02-17,0,0,228,UP_SMOOTH,5m,UP,ABSTAIN
2025-02-18,10,13,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-02-19,7,10,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-02-20,8,13,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-02-21,16,32,168,DOWN_SMOOTH,5m,DOWN,DOWN
2025-02-23,2,0,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
