concept,tf,regime_2d,peak_shift,peak_corr,contemp_corr,role,lift_vs_contemp
vol_velocity_w,1m,UP_SMOOTH,-4,0.06483612049620424,0.0296600839073573,lagging,0.03517603658884694
bar_range,1h,FLAT_SMOOTH,-12,-0.06440693158460763,-0.0378831332662291,lagging,0.026523798318378526
body,5s,DOWN_CHOPPY,8,0.06435446977817977,0.004066818802512563,leading,0.060287650975667205
hurst_w,5m,UP_CHOPPY,4,-0.0642414872858337,-0.050716074307790716,leading,0.013525412978042987
hurst_w,1m,DOWN_SMOOTH,12,0.06401726606850465,-0.01715746911450333,leading,0.04685979695400132
body,5s,FLAT_SMOOTH,-12,0.06398072693390543,-0.036813893391826585,lagging,0.02716683354207884
vol_velocity_w,1m,FLAT_SMOOTH,-4,-0.06234799943795429,0.02239515481216377,lagging,0.03995284462579052
price_velocity_1b,5s,FLAT_CHOPPY,-12,0.06038978927014913,-0.02196349378630487,lagging,0.03842629548384426
hurst_w,15m,DOWN_CHOPPY,12,0.059555401654572765,0.042325690235116446,leading,0.01722971141945632
body,5s,FLAT_CHOPPY,-12,0.05877193546288876,-0.028063829459954108,lagging,0.03070810600293465
price_velocity_1b,5s,FLAT_SMOOTH,-12,0.05846729505422741,-0.0403255828404995,lagging,0.018141712213727908
price_velocity_1b,5s,DOWN_SMOOTH,-4,0.058314617111254206,0.008249415660115838,lagging,0.050065201451138366
vol_mean_w,5s,FLAT_CHOPPY,-12,-0.0576660061510543,-0.0050413549129130425,lagging,0.05262465123814126
hurst_w,5s,DOWN_SMOOTH,0,-0.05410916385050369,-0.05410916385050369,contemporaneous,0.0
hurst_w,5m,UP_SMOOTH,-12,0.0527332152575461,0.001004522542601031,lagging,0.05172869271494507
body,5s,DOWN_SMOOTH,-4,0.05266552719190668,-0.0008171842699917654,lagging,0.05184834292191492
reversion_prob_w,1m,DOWN_CHOPPY,-4,0.05230538641092196,0.018421560816456444,lagging,0.03388382559446551
price_velocity_1b,5s,UP_SMOOTH,-4,0.05120118990546428,-0.005668801317884592,lagging,0.045532388587579686
hurst_w,1h,FLAT_SMOOTH,12,-0.04928344728416145,-0.04179657688147442,leading,0.007486870402687029
price_sigma_w,15m,FLAT_SMOOTH,-12,-0.04790843210491933,-0.025948502718423187,lagging,0.021959929386496144
swing_noise_w,1h,DOWN_SMOOTH,12,0.0475792664151572,-0.008936973860883454,leading,0.03864229255427375
price_sigma_w,1h,UP_SMOOTH,-12,0.04634738551919424,-0.01597381639062275,lagging,0.03037356912857149
vol_velocity_w,5s,UP_CHOPPY,-4,0.04575278616143256,0.010659245867402557,lagging,0.03509354029403
hurst_w,1m,UP_CHOPPY,-12,0.04560495882560019,-0.029716172981077708,lagging,0.015888785844522486
reversion_prob_w,1m,UP_SMOOTH,-4,-0.04539028204978209,-0.028335878604330376,lagging,0.017054403445451716
price_sigma_w,1h,DOWN_SMOOTH,12,0.044480939963145484,0.004371343147624114,leading,0.04010959681552137
vol_velocity_w,1m,FLAT_CHOPPY,-4,-0.042439744020843675,-0.005861128435147227,lagging,0.03657861558569645
swing_noise_w,1h,FLAT_CHOPPY,-12,-0.04210444848631239,-0.032920846573209206,lagging,0.009183601913103183
hurst_w,1m,DOWN_CHOPPY,12,0.04055163845587059,-0.009779297347870832,leading,0.03077234110799976
vol_velocity_w,1h,FLAT_SMOOTH,-12,-0.04045286419643994,-0.02879447224312315,lagging,0.011658391953316787
hurst_w,15m,FLAT_SMOOTH,-12,0.039613070967882975,0.022521765446332682,lagging,0.017091305521550294
reversion_prob_w,5m,DOWN_SMOOTH,-8,0.039265856344923,0.013461544727522666,lagging,0.025804311617400336
hurst_w,1h,UP_CHOPPY,4,0.039048087947394054,0.024842148455369393,leading,0.014205939492024661
swing_noise_w,15m,FLAT_CHOPPY,-12,-0.038813864618467225,0.015763319915476724,lagging,0.023050544702990502
hurst_w,5s,DOWN_CHOPPY,-8,-0.0384918487296225,0.0048452904397586136,lagging,0.03364655828986389
hurst_w,15m,UP_CHOPPY,-2,0.038324798080291336,0.02992885195499349,lagging,0.008395946125297846
hurst_w,1m,FLAT_CHOPPY,-4,0.03760883927846963,0.025092090813940624,lagging,0.012516748464529003
reversion_prob_w,5m,FLAT_SMOOTH,-12,0.0368371059715007,-0.014206699216981809,lagging,0.02263040675451889
hurst_w,5s,UP_SMOOTH,-12,0.03657643881851885,0.023072601198238268,lagging,0.013503837620280585
reversion_prob_w,5m,UP_SMOOTH,-4,-0.036009273917296664,-0.021119525875624198,lagging,0.014889748041672465
vol_velocity_w,5s,DOWN_CHOPPY,-12,-0.03597625671691741,0.001762699809544354,lagging,0.03421355690737306
reversion_prob_w,5m,UP_CHOPPY,-2,-0.03527833881186684,-0.011315809145621239,lagging,0.023962529666245597
price_sigma_w,1h,FLAT_SMOOTH,0,0.03402569476836136,0.03402569476836136,contemporaneous,0.0
reversion_prob_w,5m,DOWN_CHOPPY,-8,0.032724141467357235,-0.007808969465492536,lagging,0.0249151720018647
vol_mean_w,1h,DOWN_CHOPPY,-12,-0.03211044812813658,-0.003453377004901024,lagging,0.028657071123235553
z_se_w,5s,DOWN_CHOPPY,8,0.03195879816279513,-0.004383468654968742,leading,0.027575329507826388
reversion_prob_w,5s,DOWN_SMOOTH,4,-0.030800187400630993,-0.028201615652534415,leading,0.0025985717480965786
hurst_w,1h,DOWN_SMOOTH,12,0.030793242279170185,0.004229866651781768,leading,0.02656337562738842
reversion_prob_w,1m,FLAT_CHOPPY,-2,0.030085795579323633,0.015570922149143046,lagging,0.014514873430180587
hurst_w,5m,DOWN_CHOPPY,-8,0.029539135479365677,-0.0024135346504516107,lagging,0.027125600828914066
swing_noise_w,15m,FLAT_SMOOTH,-12,-0.028751086383911186,0.0032401979250645118,lagging,0.025510888458846675
vol_velocity_w,5s,DOWN_SMOOTH,12,0.026698754900979952,0.0011573451843319145,leading,0.025541409716648037
z_se_w,5s,FLAT_SMOOTH,-12,0.026336411018533068,-0.02225845009301376,lagging,0.004077960925519309
vol_mean_w,1h,FLAT_CHOPPY,12,0.025228581872475685,0.025146203977674753,leading,8.23778948009328e-05
hurst_w,15m,FLAT_CHOPPY,12,0.023989734223199628,0.010811167761174566,leading,0.013178566462025062
z_se_w,5s,UP_CHOPPY,0,0.023836792464338594,0.023836792464338594,contemporaneous,0.0
reversion_prob_w,5s,FLAT_SMOOTH,-4,0.0237996897154627,0.008703185665831604,lagging,0.015096504049631095
z_se_w,5s,DOWN_SMOOTH,12,0.023770735337067674,0.006489063079092192,leading,0.017281672257975483
reversion_prob_w,1m,UP_CHOPPY,12,-0.02257006717394294,-0.00845520295289235,leading,0.014114864221050589
hurst_w,1m,FLAT_SMOOTH,-12,-0.022372102735597303,0.006292419308851387,lagging,0.016079683426745917
hurst_w,5s,FLAT_SMOOTH,-1,0.02212651788025221,0.021467474096496682,lagging,0.0006590437837555273
vol_velocity_w,1h,FLAT_CHOPPY,-12,-0.021362833319386963,0.007885077169929498,lagging,0.013477756149457464
reversion_prob_w,5s,UP_CHOPPY,4,0.020943229866278452,0.007515940850589323,leading,0.013427289015689129
vol_velocity_w,5s,FLAT_CHOPPY,-8,0.02023870169340414,-0.005467648165263637,lagging,0.014771053528140503
reversion_prob_w,1m,DOWN_SMOOTH,-8,0.0196461360466315,0.008277288886054062,lagging,0.011368847160577436
vol_mean_w,15m,FLAT_CHOPPY,8,0.019266281749242088,0.018184503096845352,leading,0.0010817786523967358
reversion_prob_w,5s,UP_SMOOTH,-1,-0.01893652130415091,-0.013773062069191912,lagging,0.005163459234958999
z_se_w,5s,FLAT_CHOPPY,-12,0.018624735266947263,-0.004178033272156835,lagging,0.014446701994790428
reversion_prob_w,5m,FLAT_CHOPPY,-8,0.018577881965276755,0.003893972749860299,lagging,0.014683909215416456
hurst_w,5m,FLAT_SMOOTH,-12,-0.01816066061663343,-0.0049951734467423205,lagging,0.01316548716989111
z_se_w,5s,UP_SMOOTH,-8,0.017630983188038792,0.002571259955185908,lagging,0.015059723232852883
swing_noise_w,1h,FLAT_SMOOTH,0,-0.017423690118602692,-0.017423690118602692,contemporaneous,0.0
hurst_w,1h,FLAT_CHOPPY,-12,-0.01674511010110765,-0.01470296519201611,lagging,0.002042144909091541
hurst_w,5s,UP_CHOPPY,-12,0.015725300756792585,0.006200143132794156,lagging,0.009525157623998429
vol_velocity_w,5s,FLAT_SMOOTH,-2,-0.015643492492734105,-0.010660163436359114,lagging,0.004983329056374991
hurst_w,5s,FLAT_CHOPPY,-1,0.014419029139288752,0.011297945023810213,lagging,0.0031210841154785396
reversion_prob_w,5s,DOWN_CHOPPY,-1,0.014312779473657871,0.002716289271652738,lagging,0.011596490202005132
reversion_prob_w,1m,FLAT_SMOOTH,-1,-0.013119238862052338,-0.008677501750566606,lagging,0.0044417371114857315
vol_velocity_w,5s,UP_SMOOTH,12,-0.012724883499317689,0.008868414543746605,leading,0.003856468955571084
price_sigma_w,1h,FLAT_CHOPPY,-12,-0.008543606027033428,0.0061590757362163665,lagging,0.0023845302908170616
hurst_w,5m,FLAT_CHOPPY,-2,0.008392935827675575,0.006256361290159384,lagging,0.002136574537516191
reversion_prob_w,5s,FLAT_CHOPPY,2,0.004854021012450682,0.0023312571307140284,leading,0.0025227638817366537
