**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,pair,c1,c2,r_min,r_max,regime_min,regime_max,n_regimes,spread
1m,bar_range__body,bar_range,body,-0.25472039848290284,0.3668377941121845,UP_CHOPPY,UP_SMOOTH,6,0.6215581925950873
1D,hurst_w__reversion_prob_w,hurst_w,reversion_prob_w,-0.27923133714602455,0.341768652809775,DOWN_CHOPPY,UP_CHOPPY,6,0.6209999899557995
1h,price_velocity_1b__vol_velocity_1b,price_velocity_1b,vol_velocity_1b,-0.3657242766495211,0.2540344496192229,DOWN_SMOOTH,UP_CHOPPY,6,0.6197587262687441
1D,vol_accel_w__SE_high_w,vol_accel_w,SE_high_w,-0.28592179414647895,0.33363824243120255,FLAT_SMOOTH,DOWN_CHOPPY,6,0.6195600365776814
1m,price_velocity_1b__bar_range,price_velocity_1b,bar_range,-0.2537286102779444,0.3647031138199274,UP_CHOPPY,UP_SMOOTH,6,0.6184317240978718
4h,vwap_w__z_high_w,vwap_w,z_high_w,-0.19742886042579688,0.41425508729667454,UP_CHOPPY,DOWN_CHOPPY,6,0.6116839477224714
4h,price_velocity_w__vol_velocity_w,price_velocity_w,vol_velocity_w,-0.4729558384362222,0.13833671227540761,DOWN_CHOPPY,UP_SMOOTH,6,0.6112925507116298
1D,price_velocity_w__vol_accel_w,price_velocity_w,vol_accel_w,-0.20649323621112473,0.4035470122806736,FLAT_CHOPPY,DOWN_CHOPPY,6,0.6100402484917983
1D,z_low_w__swing_noise_w,z_low_w,swing_noise_w,-0.5003726432589349,0.10759571972255508,DOWN_CHOPPY,UP_CHOPPY,6,0.60796836298149
1m,bar_range__price_velocity_w,bar_range,price_velocity_w,-0.2980928660749895,0.30673094421341246,DOWN_SMOOTH,UP_SMOOTH,6,0.604823810288402
4h,price_mean_w__z_high_w,price_mean_w,z_high_w,-0.18614149770240773,0.4167651212896594,UP_CHOPPY,DOWN_CHOPPY,6,0.6029066189920671
5m,bar_range__body,bar_range,body,-0.26611703878438625,0.33500165957447303,DOWN_SMOOTH,UP_SMOOTH,6,0.6011186983588592
1m,price_accel_1b__bar_range,price_accel_1b,bar_range,-0.23094953797202275,0.37004382990118273,UP_CHOPPY,UP_SMOOTH,6,0.6009933678732055
1D,price_velocity_w__reversion_prob_w,price_velocity_w,reversion_prob_w,-0.37901044441654874,0.21780701613839248,UP_SMOOTH,DOWN_CHOPPY,6,0.5968174605549412
1D,vol_accel_w__vol_sigma_w,vol_accel_w,vol_sigma_w,-0.45601569941493764,0.1392013591708702,DOWN_SMOOTH,DOWN_CHOPPY,6,0.5952170585858079
1D,body__vol_sigma_w,body,vol_sigma_w,-0.4924928042301569,0.09671278053559489,DOWN_SMOOTH,FLAT_CHOPPY,6,0.5892055847657518
4h,body__vol_sigma_w,body,vol_sigma_w,-0.2648478773026155,0.323198663483394,DOWN_SMOOTH,UP_CHOPPY,6,0.5880465407860095
1h,body__vol_velocity_w,body,vol_velocity_w,-0.3480349373372131,0.23888188329519486,DOWN_SMOOTH,UP_SMOOTH,6,0.5869168206324079
4h,price_accel_1b__vol_accel_w,price_accel_1b,vol_accel_w,-0.21785604685812934,0.36731839716903936,DOWN_SMOOTH,UP_SMOOTH,6,0.5851744440271687
1h,z_low_w__reversion_prob_w,z_low_w,reversion_prob_w,-0.10014413668993412,0.4849999468195592,UP_CHOPPY,DOWN_SMOOTH,6,0.5851440835094933
1D,vol_sigma_w__hurst_w,vol_sigma_w,hurst_w,-0.20759060077270142,0.3773032209179364,FLAT_SMOOTH,DOWN_SMOOTH,6,0.5848938216906379
4h,price_velocity_1b__vol_mean_w,price_velocity_1b,vol_mean_w,-0.2598812943931345,0.323126339160402,DOWN_SMOOTH,UP_CHOPPY,6,0.5830076335535366
15m,bar_range__price_accel_w,bar_range,price_accel_w,-0.24368464095663267,0.3392301166486702,DOWN_SMOOTH,UP_SMOOTH,6,0.5829147576053029
4h,z_high_w__hurst_w,z_high_w,hurst_w,-0.32474001913144185,0.25792046892222614,DOWN_CHOPPY,DOWN_SMOOTH,6,0.582660488053668
1h,price_accel_1b__reversion_prob_w,price_accel_1b,reversion_prob_w,-0.25476742816991915,0.3275307126971725,UP_SMOOTH,DOWN_SMOOTH,6,0.5822981408670916
4h,price_velocity_1b__SE_low_w,price_velocity_1b,SE_low_w,-0.2920300776306608,0.28927531712371674,DOWN_SMOOTH,UP_CHOPPY,6,0.5813053947543776
4h,hurst_w__swing_noise_w,hurst_w,swing_noise_w,-0.28306406916918536,0.2963158151269697,DOWN_CHOPPY,DOWN_SMOOTH,6,0.5793798842961551
4h,price_velocity_1b__vol_sigma_w,price_velocity_1b,vol_sigma_w,-0.2542970448269997,0.32378896627980486,DOWN_SMOOTH,UP_CHOPPY,6,0.5780860111068046
1D,vol_velocity_1b__vol_mean_w,vol_velocity_1b,vol_mean_w,-0.3729038352937266,0.20485878954365697,DOWN_SMOOTH,DOWN_CHOPPY,6,0.5777626248373836
1D,vol_accel_w__vol_mean_w,vol_accel_w,vol_mean_w,-0.4628040485145461,0.11315120187758453,DOWN_SMOOTH,DOWN_CHOPPY,6,0.5759552503921306
1D,vwap_w__z_low_w,vwap_w,z_low_w,-0.1343121184044633,0.44122794174592833,DOWN_SMOOTH,DOWN_CHOPPY,6,0.5755400601503916
1D,vol_velocity_1b__price_mean_w,vol_velocity_1b,price_mean_w,-0.22759157381481637,0.3473525140167576,UP_SMOOTH,DOWN_SMOOTH,6,0.5749440878315739
1D,price_mean_w__z_low_w,price_mean_w,z_low_w,-0.1409009949266799,0.4318353684824809,FLAT_CHOPPY,DOWN_CHOPPY,6,0.5727363634091608
4h,body__vol_mean_w,body,vol_mean_w,-0.24734429586737228,0.3223594411698788,DOWN_SMOOTH,UP_CHOPPY,6,0.5697037370372511
4h,price_accel_w__SE_high_w,price_accel_w,SE_high_w,-0.16102030384411975,0.406784140534373,DOWN_SMOOTH,UP_SMOOTH,6,0.5678044443784928
4h,price_accel_w__vol_accel_w,price_accel_w,vol_accel_w,-0.3754404144307939,0.18767525557665443,DOWN_CHOPPY,UP_SMOOTH,6,0.5631156700074483
1D,price_velocity_1b__vol_sigma_w,price_velocity_1b,vol_sigma_w,-0.5059242767688212,0.05532321796767687,DOWN_SMOOTH,FLAT_CHOPPY,6,0.5612474947364982
15m,price_velocity_1b__reversion_prob_w,price_velocity_1b,reversion_prob_w,-0.2585471433503244,0.30198773991721295,UP_SMOOTH,DOWN_SMOOTH,6,0.5605348832675374
1h,price_accel_w__vol_velocity_w,price_accel_w,vol_velocity_w,-0.33465548924422833,0.22463754802387376,DOWN_SMOOTH,UP_SMOOTH,6,0.5592930372681021
1D,vol_velocity_1b__vwap_w,vol_velocity_1b,vwap_w,-0.22996505645182486,0.3279662205193251,UP_SMOOTH,DOWN_SMOOTH,6,0.55793127697115
1h,price_velocity_1b__vol_velocity_w,price_velocity_1b,vol_velocity_w,-0.3190556396444659,0.23837045109205515,DOWN_SMOOTH,UP_SMOOTH,6,0.557426090736521
1D,vol_mean_w__hurst_w,vol_mean_w,hurst_w,-0.22620508533562175,0.3309577714138362,FLAT_SMOOTH,DOWN_SMOOTH,6,0.557162856749458
1D,price_sigma_w__z_se_w,price_sigma_w,z_se_w,-0.24514451669031187,0.30996997262751164,DOWN_CHOPPY,UP_SMOOTH,6,0.5551144893178235
1h,bar_range__z_high_w,bar_range,z_high_w,-0.23623744019118015,0.31858879256047606,DOWN_SMOOTH,UP_SMOOTH,6,0.5548262327516562
1D,vol_velocity_w__SE_low_w,vol_velocity_w,SE_low_w,-0.24341017065924114,0.3105427202899328,FLAT_SMOOTH,UP_SMOOTH,6,0.553952890949174
4h,price_velocity_1b__SE_high_w,price_velocity_1b,SE_high_w,-0.21951824512785456,0.33092944040171,DOWN_SMOOTH,UP_CHOPPY,6,0.5504476855295646
1D,vol_accel_1b__z_low_w,vol_accel_1b,z_low_w,-0.4498617882961347,0.09693071639162924,DOWN_SMOOTH,DOWN_CHOPPY,6,0.546792504687764
4h,price_accel_1b__reversion_prob_w,price_accel_1b,reversion_prob_w,-0.20913384495249485,0.33729428814392504,UP_SMOOTH,DOWN_CHOPPY,6,0.5464281330964199
4h,price_velocity_1b__vwap_w,price_velocity_1b,vwap_w,-0.3380131819868914,0.2074618761490914,UP_CHOPPY,DOWN_SMOOTH,6,0.5454750581359828
1D,body__swing_noise_w,body,swing_noise_w,-0.35808056548220757,0.18456314173130586,DOWN_CHOPPY,UP_CHOPPY,6,0.5426437072135134
1h,price_accel_1b__vol_velocity_1b,price_accel_1b,vol_velocity_1b,-0.27223661042823327,0.2687699594797032,DOWN_SMOOTH,UP_CHOPPY,6,0.5410065699079365
1h,SE_high_w__hurst_w,SE_high_w,hurst_w,-0.24007998487628454,0.30072764065916036,DOWN_CHOPPY,UP_CHOPPY,6,0.5408076255354449
1h,price_accel_w__vol_accel_w,price_accel_w,vol_accel_w,-0.36045696229675905,0.17969564374650035,DOWN_SMOOTH,UP_CHOPPY,6,0.5401526060432594
4h,vwap_w__z_low_w,vwap_w,z_low_w,-0.1941560320158911,0.3442815443141802,UP_CHOPPY,DOWN_CHOPPY,6,0.5384375763300713
1D,SE_high_w__reversion_prob_w,SE_high_w,reversion_prob_w,-0.16764632818446526,0.3696296089031622,FLAT_CHOPPY,DOWN_SMOOTH,6,0.5372759370876274
4h,price_accel_w__vol_mean_w,price_accel_w,vol_mean_w,-0.17409660505098243,0.36313492040343115,DOWN_SMOOTH,UP_SMOOTH,6,0.5372315254544135
1D,z_low_w__hurst_w,z_low_w,hurst_w,-0.20870719413398,0.32682855470047867,UP_SMOOTH,UP_CHOPPY,6,0.5355357488344586
4h,price_velocity_1b__price_mean_w,price_velocity_1b,price_mean_w,-0.3336128545042125,0.20093482639472635,UP_CHOPPY,DOWN_SMOOTH,6,0.5345476808989389
4h,body__SE_low_w,body,SE_low_w,-0.24347107908426496,0.2892159494355228,DOWN_SMOOTH,UP_CHOPPY,6,0.5326870285197878
4h,price_accel_w__SE_low_w,price_accel_w,SE_low_w,-0.2055461977116247,0.3266576869857127,DOWN_SMOOTH,UP_SMOOTH,6,0.5322038846973374
4h,price_mean_w__z_low_w,price_mean_w,z_low_w,-0.18536950463259613,0.34605167707159595,UP_CHOPPY,DOWN_CHOPPY,6,0.5314211817041921
1D,vol_velocity_1b__price_sigma_w,vol_velocity_1b,price_sigma_w,-0.32333579257292877,0.207302855461942,UP_CHOPPY,FLAT_CHOPPY,6,0.5306386480348708
1D,vol_accel_1b__reversion_prob_w,vol_accel_1b,reversion_prob_w,-0.3548879831734762,0.17539676000904195,UP_CHOPPY,DOWN_CHOPPY,6,0.5302847431825182
4h,price_accel_w__vol_velocity_w,price_accel_w,vol_velocity_w,-0.3621297993949376,0.16505920678523983,DOWN_CHOPPY,UP_SMOOTH,6,0.5271890061801774
1D,bar_range__z_se_w,bar_range,z_se_w,-0.2553401552285431,0.27177363415543515,DOWN_SMOOTH,UP_SMOOTH,6,0.5271137893839782
1h,z_high_w__reversion_prob_w,z_high_w,reversion_prob_w,-0.40415989835053584,0.11957148444854188,UP_SMOOTH,DOWN_SMOOTH,6,0.5237313827990777
4h,vwap_w__z_se_w,vwap_w,z_se_w,-0.22225003139420016,0.2972978434939073,UP_CHOPPY,DOWN_CHOPPY,6,0.5195478748881075
1D,price_accel_1b__vol_velocity_w,price_accel_1b,vol_velocity_w,-0.20635591793407645,0.30967801111270454,DOWN_CHOPPY,FLAT_SMOOTH,6,0.516033929046781
1m,price_velocity_w__vol_sigma_w,price_velocity_w,vol_sigma_w,-0.27857358940019133,0.2370989231181355,DOWN_SMOOTH,UP_SMOOTH,6,0.5156725125183268
4h,vol_velocity_w__z_high_w,vol_velocity_w,z_high_w,-0.21295605127269351,0.3005851611642069,DOWN_SMOOTH,UP_SMOOTH,6,0.5135412124369004
1h,bar_range__z_low_w,bar_range,z_low_w,-0.3880936738811869,0.1254231268928079,DOWN_SMOOTH,UP_SMOOTH,6,0.5135168007739948
4h,price_mean_w__z_se_w,price_mean_w,z_se_w,-0.21267369521952031,0.2996320244523123,UP_CHOPPY,DOWN_CHOPPY,6,0.5123057196718326
1D,z_high_w__SE_low_w,z_high_w,SE_low_w,-0.16805238764463123,0.34201300888842984,UP_CHOPPY,UP_SMOOTH,6,0.510065396533061
4h,vol_sigma_w__z_high_w,vol_sigma_w,z_high_w,-0.34350417360489577,0.16543805436945344,DOWN_CHOPPY,UP_CHOPPY,6,0.5089422279743492
4h,SE_high_w__reversion_prob_w,SE_high_w,reversion_prob_w,-0.27102919339106746,0.23699245280713646,UP_CHOPPY,DOWN_CHOPPY,6,0.5080216461982039
1h,price_accel_1b__bar_range,price_accel_1b,bar_range,-0.17746709549114356,0.33036479109491024,DOWN_SMOOTH,UP_SMOOTH,6,0.5078318865860538
1D,reversion_prob_w__swing_noise_w,reversion_prob_w,swing_noise_w,-0.23128374081131856,0.27492540254243963,UP_CHOPPY,DOWN_CHOPPY,6,0.5062091433537582
4h,vol_mean_w__hurst_w,vol_mean_w,hurst_w,-0.2569027208157489,0.2482953919296655,UP_SMOOTH,DOWN_SMOOTH,6,0.5051981127454144
1D,vol_velocity_w__reversion_prob_w,vol_velocity_w,reversion_prob_w,-0.31720079452834854,0.18799416687701878,DOWN_SMOOTH,UP_CHOPPY,6,0.5051949614053673
1h,SE_low_w__hurst_w,SE_low_w,hurst_w,-0.2916246601433495,0.212567032548353,DOWN_CHOPPY,UP_CHOPPY,6,0.5041916926917025
1D,price_accel_w__swing_noise_w,price_accel_w,swing_noise_w,-0.26753721701898553,0.23618871973425856,DOWN_SMOOTH,UP_SMOOTH,6,0.5037259367532441
4h,body__vwap_w,body,vwap_w,-0.33788486231654236,0.1635579708316888,UP_CHOPPY,DOWN_SMOOTH,6,0.5014428331482311
15m,price_velocity_w__price_mean_w,price_velocity_w,price_mean_w,-0.2711039506712264,0.2275970273976629,UP_CHOPPY,DOWN_SMOOTH,6,0.4987009780688893
4h,price_velocity_w__price_accel_w,price_velocity_w,price_accel_w,-0.13446255731980808,0.3629124424841064,UP_CHOPPY,DOWN_SMOOTH,6,0.49737499980391453
15m,price_velocity_w__vwap_w,price_velocity_w,vwap_w,-0.2657421810220933,0.23063205241452076,UP_CHOPPY,DOWN_SMOOTH,6,0.496374233436614
4h,price_sigma_w__reversion_prob_w,price_sigma_w,reversion_prob_w,-0.2244507848368573,0.2715972696218095,UP_CHOPPY,DOWN_CHOPPY,6,0.49604805445866684
15m,body__reversion_prob_w,body,reversion_prob_w,-0.22064966018365206,0.27440433839842715,UP_SMOOTH,DOWN_SMOOTH,6,0.4950539985820792
4h,body__SE_high_w,body,SE_high_w,-0.16194660251208204,0.33079614107106675,DOWN_SMOOTH,UP_CHOPPY,6,0.4927427435831488
4h,vol_sigma_w__z_se_w,vol_sigma_w,z_se_w,-0.24412940636650673,0.24798777180284456,DOWN_CHOPPY,UP_CHOPPY,6,0.4921171781693513
1D,price_velocity_1b__vol_mean_w,price_velocity_1b,vol_mean_w,-0.41835806975305445,0.07319856276680924,DOWN_SMOOTH,FLAT_SMOOTH,6,0.4915566325198637
4h,body__price_mean_w,body,price_mean_w,-0.3334738350836443,0.15516225045204934,UP_CHOPPY,DOWN_SMOOTH,6,0.48863608553569365
1D,body__vwap_w,body,vwap_w,-0.08697372885052579,0.4015868390106267,FLAT_CHOPPY,DOWN_CHOPPY,6,0.4885605678611525
1D,price_sigma_w__z_low_w,price_sigma_w,z_low_w,-0.19802811790244587,0.28820783289375074,DOWN_CHOPPY,FLAT_CHOPPY,6,0.48623595079619664
1D,price_accel_1b__z_high_w,price_accel_1b,z_high_w,-0.20318776209533823,0.27998452192734724,DOWN_SMOOTH,FLAT_SMOOTH,6,0.48317228402268547
1h,body__vol_accel_w,body,vol_accel_w,-0.29546002652221637,0.1847920656324795,DOWN_SMOOTH,UP_CHOPPY,6,0.4802520921546959
4h,z_se_w__hurst_w,z_se_w,hurst_w,-0.28380459782677664,0.195705268280001,DOWN_CHOPPY,DOWN_SMOOTH,6,0.47950986610677765
1D,body__price_mean_w,body,price_mean_w,-0.0956949673753386,0.38279255463567974,FLAT_CHOPPY,DOWN_CHOPPY,6,0.47848752201101835
1D,price_accel_1b__reversion_prob_w,price_accel_1b,reversion_prob_w,-0.3792450923105427,0.09900814508932332,UP_SMOOTH,DOWN_SMOOTH,6,0.478253237399866
1D,price_accel_1b__z_low_w,price_accel_1b,z_low_w,-0.18083416207394395,0.2971218885083745,UP_SMOOTH,DOWN_CHOPPY,6,0.4779560505823185
1D,body__vol_mean_w,body,vol_mean_w,-0.38763938820640115,0.08992703737630083,DOWN_SMOOTH,FLAT_CHOPPY,6,0.47756642558270196
4h,price_accel_w__price_mean_w,price_accel_w,price_mean_w,-0.309729648168142,0.16755437445999544,UP_SMOOTH,DOWN_SMOOTH,6,0.47728402262813746
1h,vol_velocity_1b__price_accel_w,vol_velocity_1b,price_accel_w,-0.2968153656474725,0.17999677176589213,DOWN_SMOOTH,UP_SMOOTH,6,0.47681213741336465
4h,price_accel_w__vwap_w,price_accel_w,vwap_w,-0.30317777881472835,0.17261561951381832,UP_SMOOTH,DOWN_SMOOTH,6,0.47579339832854667
4h,price_accel_1b__z_low_w,price_accel_1b,z_low_w,-0.3767341220106747,0.09735635838093146,UP_CHOPPY,DOWN_SMOOTH,6,0.4740904803916062
1D,vol_velocity_1b__vol_sigma_w,vol_velocity_1b,vol_sigma_w,-0.3130541550762159,0.15849970204970643,DOWN_SMOOTH,FLAT_CHOPPY,6,0.47155385712592235
1D,price_velocity_w__z_se_w,price_velocity_w,z_se_w,-0.308662277145945,0.1623960453616692,FLAT_SMOOTH,UP_CHOPPY,6,0.47105832250761426
15m,vol_velocity_1b__body,vol_velocity_1b,body,-0.31272580186313476,0.15771064181997116,DOWN_SMOOTH,UP_SMOOTH,6,0.4704364436831059
1D,bar_range__hurst_w,bar_range,hurst_w,-0.24505481900813336,0.2218968630418215,FLAT_SMOOTH,DOWN_SMOOTH,6,0.46695168204995485
15m,price_velocity_1b__vol_velocity_1b,price_velocity_1b,vol_velocity_1b,-0.3034994150924099,0.1631120623053608,DOWN_SMOOTH,UP_SMOOTH,6,0.4666114773977707
1m,price_velocity_w__vol_mean_w,price_velocity_w,vol_mean_w,-0.24174909212538082,0.22252768348021645,DOWN_SMOOTH,UP_SMOOTH,6,0.46427677560559727
1D,price_velocity_1b__vwap_w,price_velocity_1b,vwap_w,-0.05737667116225275,0.40277382624958347,FLAT_SMOOTH,DOWN_CHOPPY,6,0.4601504974118362
1D,price_sigma_w__z_high_w,price_sigma_w,z_high_w,-0.23231426630564173,0.22722162569819868,DOWN_SMOOTH,UP_SMOOTH,6,0.4595358920038404
1D,price_velocity_1b__price_mean_w,price_velocity_1b,price_mean_w,-0.07520746272635351,0.38397004706142657,FLAT_CHOPPY,DOWN_CHOPPY,6,0.45917750978778005
15m,price_accel_w__vol_accel_w,price_accel_w,vol_accel_w,-0.3092523012957057,0.14882718239108478,DOWN_SMOOTH,UP_SMOOTH,6,0.45807948368679047
1D,vol_accel_1b__SE_high_w,vol_accel_1b,SE_high_w,-0.3047430118723144,0.15320882366415364,DOWN_SMOOTH,FLAT_CHOPPY,6,0.457951835536468
1D,vol_sigma_w__z_high_w,vol_sigma_w,z_high_w,-0.1921847837987286,0.2643574399597067,DOWN_SMOOTH,UP_SMOOTH,6,0.4565422237584353
1h,vwap_w__hurst_w,vwap_w,hurst_w,-0.30604280106896614,0.15027111862346318,UP_CHOPPY,DOWN_CHOPPY,6,0.4563139196924293
15m,price_accel_1b__vol_accel_1b,price_accel_1b,vol_accel_1b,-0.280101149114241,0.17616375248982977,DOWN_SMOOTH,UP_SMOOTH,6,0.45626490160407074
1h,price_mean_w__hurst_w,price_mean_w,hurst_w,-0.3059882829962615,0.14754685146377783,UP_CHOPPY,DOWN_CHOPPY,6,0.45353513446003935
5s,price_velocity_w__SE_high_w,price_velocity_w,SE_high_w,-0.23661767193728367,0.21683242752507717,UP_CHOPPY,UP_SMOOTH,6,0.4534500994623608
4h,price_accel_w__vol_sigma_w,price_accel_w,vol_sigma_w,-0.16921737406505885,0.28402612485581363,DOWN_SMOOTH,UP_SMOOTH,6,0.45324349892087246
4h,SE_high_w__hurst_w,SE_high_w,hurst_w,-0.34210582454497884,0.11085032779052371,UP_SMOOTH,DOWN_SMOOTH,6,0.45295615233550257
1h,price_velocity_1b__vol_accel_w,price_velocity_1b,vol_accel_w,-0.26925455920314767,0.18329313256483148,DOWN_SMOOTH,UP_CHOPPY,6,0.45254769176797915
1h,price_velocity_1b__vol_accel_1b,price_velocity_1b,vol_accel_1b,-0.259175006474847,0.19270147353151,DOWN_SMOOTH,UP_SMOOTH,6,0.45187648000635694
15m,price_accel_w__vol_velocity_w,price_accel_w,vol_velocity_w,-0.23465832576720408,0.21710522024439924,DOWN_SMOOTH,UP_SMOOTH,6,0.4517635460116033
4h,vol_sigma_w__z_low_w,vol_sigma_w,z_low_w,-0.2531399310984413,0.19840767228783382,DOWN_CHOPPY,UP_CHOPPY,6,0.4515476033862751
1h,price_velocity_w__vol_velocity_w,price_velocity_w,vol_velocity_w,-0.1772965896277028,0.27311975498204166,DOWN_SMOOTH,UP_CHOPPY,6,0.45041634460974445
5s,price_velocity_w__SE_low_w,price_velocity_w,SE_low_w,-0.32261017520657487,0.1266641252886139,UP_CHOPPY,UP_SMOOTH,6,0.4492743004951888
1D,price_velocity_w__hurst_w,price_velocity_w,hurst_w,-0.39254380756695606,0.05621006046197997,UP_CHOPPY,UP_SMOOTH,6,0.448753868028936
4h,vol_sigma_w__reversion_prob_w,vol_sigma_w,reversion_prob_w,-0.2749601308676633,0.17314311147172898,UP_CHOPPY,FLAT_SMOOTH,6,0.44810324233939225
1D,price_velocity_1b__swing_noise_w,price_velocity_1b,swing_noise_w,-0.35883876365987566,0.088370331501796,DOWN_CHOPPY,FLAT_CHOPPY,6,0.4472090951616717
4h,SE_low_w__reversion_prob_w,SE_low_w,reversion_prob_w,-0.20316238196322303,0.24323431539453208,UP_CHOPPY,DOWN_CHOPPY,6,0.4463966973577551
4h,price_velocity_w__hurst_w,price_velocity_w,hurst_w,-0.34605876317987905,0.09985623741184968,DOWN_SMOOTH,UP_SMOOTH,6,0.4459150005917287
1D,price_accel_w__reversion_prob_w,price_accel_w,reversion_prob_w,-0.22221379187957058,0.22235514891558558,FLAT_SMOOTH,DOWN_SMOOTH,6,0.4445689407951562
1D,vol_accel_w__hurst_w,vol_accel_w,hurst_w,-0.3405942710051299,0.1036559901363133,DOWN_SMOOTH,UP_SMOOTH,6,0.44425026114144317
1D,vol_accel_1b__SE_low_w,vol_accel_1b,SE_low_w,-0.22438932584656962,0.20991650372450035,UP_SMOOTH,DOWN_CHOPPY,6,0.43430582957107
1h,vol_accel_1b__body,vol_accel_1b,body,-0.2497197899416798,0.18306516929995229,DOWN_SMOOTH,UP_SMOOTH,6,0.4327849592416321
1D,vol_velocity_w__hurst_w,vol_velocity_w,hurst_w,-0.30289328755120154,0.12673496507576357,UP_SMOOTH,UP_CHOPPY,6,0.42962825262696513
1D,vol_accel_w__price_sigma_w,vol_accel_w,price_sigma_w,-0.34132797630005135,0.08676331169998036,FLAT_SMOOTH,UP_SMOOTH,6,0.4280912880000317
4h,SE_low_w__hurst_w,SE_low_w,hurst_w,-0.3275785312686855,0.10044816628431455,UP_SMOOTH,DOWN_SMOOTH,6,0.42802669755300005
1D,vol_accel_1b__vol_mean_w,vol_accel_1b,vol_mean_w,-0.17671216703430817,0.25029699318554205,DOWN_SMOOTH,DOWN_CHOPPY,6,0.42700916021985025
1D,price_accel_1b__hurst_w,price_accel_1b,hurst_w,-0.3248798903335575,0.09989900219199596,DOWN_SMOOTH,FLAT_CHOPPY,6,0.42477889252555345
5m,price_velocity_w__vol_velocity_w,price_velocity_w,vol_velocity_w,-0.3040365487086102,0.12057014575496318,DOWN_SMOOTH,UP_SMOOTH,6,0.42460669446357335
1D,price_velocity_1b__hurst_w,price_velocity_1b,hurst_w,-0.2987057944740108,0.12585357551594997,DOWN_SMOOTH,FLAT_CHOPPY,6,0.4245593699899608
1D,vol_accel_w__z_se_w,vol_accel_w,z_se_w,-0.10971857682301814,0.3135552276464861,FLAT_CHOPPY,DOWN_CHOPPY,6,0.42327380446950424
1D,vol_velocity_w__z_se_w,vol_velocity_w,z_se_w,-0.173431019672229,0.24820613212247616,DOWN_SMOOTH,UP_SMOOTH,6,0.4216371517947052
4h,bar_range__z_high_w,bar_range,z_high_w,-0.09729097227875556,0.3233723212735547,DOWN_SMOOTH,UP_CHOPPY,6,0.42066329355231025
4h,z_low_w__hurst_w,z_low_w,hurst_w,-0.2562442114006789,0.1638614233384132,DOWN_CHOPPY,DOWN_SMOOTH,6,0.42010563473909207
1h,price_accel_1b__vol_accel_w,price_accel_1b,vol_accel_w,-0.23287685820626888,0.18490247380436328,DOWN_SMOOTH,UP_CHOPPY,6,0.41777933201063217
15m,price_accel_1b__vol_velocity_1b,price_accel_1b,vol_velocity_1b,-0.24148635725949286,0.1759244975362169,DOWN_SMOOTH,UP_SMOOTH,6,0.4174108547957097
15m,price_velocity_1b__SE_high_w,price_velocity_1b,SE_high_w,-0.09886302191227879,0.3179239201675411,DOWN_SMOOTH,UP_SMOOTH,6,0.4167869420798199
1h,price_sigma_w__hurst_w,price_sigma_w,hurst_w,-0.12522165259383533,0.2911417225276107,DOWN_CHOPPY,UP_CHOPPY,6,0.41636337512144606
1D,vol_sigma_w__reversion_prob_w,vol_sigma_w,reversion_prob_w,-0.05406636780257096,0.36181512506632574,UP_CHOPPY,DOWN_SMOOTH,6,0.4158814928688967
15m,price_accel_w__reversion_prob_w,price_accel_w,reversion_prob_w,-0.19083718697910446,0.22292150851380604,UP_SMOOTH,DOWN_SMOOTH,6,0.4137586954929105
4h,vwap_w__reversion_prob_w,vwap_w,reversion_prob_w,-0.11758955387246418,0.29403060629268196,DOWN_SMOOTH,UP_CHOPPY,6,0.41162016016514613
1D,z_se_w__swing_noise_w,z_se_w,swing_noise_w,-0.1642460209427,0.24723729802053426,FLAT_SMOOTH,UP_CHOPPY,6,0.41148331896323426
4h,price_mean_w__reversion_prob_w,price_mean_w,reversion_prob_w,-0.11954310327229045,0.28849893294460793,DOWN_SMOOTH,UP_CHOPPY,6,0.4080420362168984
5s,price_velocity_w__swing_noise_w,price_velocity_w,swing_noise_w,-0.22175221225788233,0.1843486584193463,UP_CHOPPY,UP_SMOOTH,6,0.40610087067722866
15s,price_velocity_w__price_sigma_w,price_velocity_w,price_sigma_w,-0.22892195263992354,0.17585686152025354,DOWN_SMOOTH,UP_SMOOTH,6,0.4047788141601771
1D,vol_velocity_1b__hurst_w,vol_velocity_1b,hurst_w,-0.32544960030205183,0.07710007938010553,DOWN_CHOPPY,FLAT_CHOPPY,6,0.4025496796821574
1D,vol_mean_w__z_low_w,vol_mean_w,z_low_w,-0.0842147975200244,0.3177357940428304,DOWN_CHOPPY,UP_SMOOTH,6,0.40195059156285484
4h,z_high_w__SE_high_w,z_high_w,SE_high_w,-0.25334857848794756,0.14263536496332596,DOWN_CHOPPY,UP_CHOPPY,6,0.3959839434512735
4h,z_low_w__swing_noise_w,z_low_w,swing_noise_w,-0.2349886955770307,0.16083683107444696,DOWN_SMOOTH,UP_CHOPPY,6,0.39582552665147763
1D,price_velocity_1b__SE_low_w,price_velocity_1b,SE_low_w,-0.2316489250054955,0.1639318622763846,DOWN_SMOOTH,FLAT_CHOPPY,6,0.39558078728188006
1D,vol_velocity_w__swing_noise_w,vol_velocity_w,swing_noise_w,-0.24548658304699755,0.14863331760669218,UP_CHOPPY,FLAT_CHOPPY,6,0.39411990065368974
