1m_z_se,1m_variance_ratio,1m_velocity,1m_p_at_center,1m_reversion_prob,1m_bar_range,1m_wick_ratio,5m_z_se,5m_velocity,5m_wick_ratio,15m_z_se,15m_velocity,1h_z_se,bars_held,pnl,actual_pnl,pattern
-1.8873852491378784,1.020308256149292,-1.75,0.1448848694562912,0.8874779343605042,10.0,0.5,-2.1593563556671143,-3.75,0.6111111044883728,-1.7142183780670166,-11.25,-1.9588102102279663,14,98.0,4.5,BASE_NMP.0
-1.1857656240463257,1.0510551929473877,-5.0,0.4060773551464081,0.9566688537597656,34.0,0.44117647409439087,-0.7482500076293945,-6.75,0.59375,0.7157902717590332,-19.5,-1.5701876878738403,62,149.0,35.5,BASE_NMP.0
0.7503594756126404,0.22579535841941833,0.25,0.6108203530311584,0.9766289591789246,10.0,0.8999999761581421,-1.890267252922058,-10.0,0.1304347813129425,-2.9574735164642334,-27.0,-1.1634563207626343,287,248.0,21.0,BASE_NMP.0
-2.68251371383667,0.7393326163291931,-6.0,0.03340579569339752,0.5275915861129761,27.0,0.14814814925193787,-2.0097546577453613,-6.0,0.4888888895511627,-0.26268652081489563,-5.0,0.0764196515083313,9,8.5,5.5,BASE_NMP.0
-2.45420503616333,0.8391382694244385,-2.75,0.05173671618103981,0.7050860524177551,22.0,0.5454545617103577,-2.0097546577453613,-6.0,0.4888888895511627,-0.26268652081489563,-5.0,0.0764196515083313,10,8.0,0.5,BASE_NMP.0
-1.303352952003479,0.44826430082321167,3.25,0.3515724837779999,0.9494504332542419,30.0,0.5,-0.21742723882198334,-2.25,0.8545454740524292,0.6787546873092651,-7.25,-2.9613049030303955,31,480.0,2.0,BASE_NMP.0
-0.7803555727005005,0.1492203027009964,-0.75,0.5977596640586853,0.9754929542541504,27.0,0.8518518805503845,0.07345721870660782,0.25,0.9791666865348816,1.226818323135376,5.0,-0.6338536739349365,311,223.0,46.5,BASE_NMP.0
-0.6353422403335571,0.4829270839691162,0.0,0.6577997803688049,0.9807637929916382,32.0,0.96875,0.49686548113822937,-0.25,0.970588207244873,0.9912218451499939,36.75,0.8974640965461731,162,199.0,79.0,BASE_NMP.0
0.5072154998779297,0.22486308217048645,1.5,0.703086256980896,0.9850295782089233,16.0,0.625,-0.06063196435570717,4.5,0.47058823704719543,0.5006973743438721,13.5,0.9533794522285461,77,100.0,18.5,BASE_NMP.0
2.3635432720184326,0.511523425579071,3.0,0.06138932332396507,0.7518131136894226,16.0,0.1875,1.673851490020752,15.75,0.0882352963089943,0.6135546565055847,22.25,1.1878572702407837,10,41.5,21.0,BASE_NMP.0
