strategy,condition,direction,horizon,n_trades,wr,avg_pnl,total_pnl,sharpe,median_pnl
vol_rel < 1.0 → SHORT,vol_rel < 1.0,SHORT,20,195969,48.326010746597674,-0.20754813261281121,-40673.0,-0.0029135033201685657,-1.0
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,3,47763,50.58936833950967,0.29066432175533363,13883.0,0.007654087678891071,0.5
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,3,266932,50.02360151649109,0.03445446780453449,9197.0,0.0012167757745091378,0.5
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,3,47763,47.97856081066934,-0.29066432175533363,-13883.0,-0.007654087678891071,-0.5
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,3,266932,48.22539073621746,-0.03445446780453449,-9197.0,-0.0012167757745091378,-0.5
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,5,47762,50.65533269126084,0.33251329508814537,15881.5,0.006889311561688698,0.5
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,5,266931,50.29764246190963,0.08387373516002262,22388.5,0.002280519630387797,0.5
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,5,47762,48.23081110506261,-0.33251329508814537,-15881.5,-0.006889311561688698,-0.5
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,5,266931,48.36530788855547,-0.08387373516002262,-22388.5,-0.002280519630387797,-0.5
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,10,47760,51.02386934673366,0.7803391959798995,37269.0,0.012136982455326469,1.0
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,10,266928,50.57243900977042,0.14680550560450759,39186.5,0.0027728859899892543,0.5
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,10,47760,48.17420435510888,-0.7803391959798995,-37269.0,-0.012136982455326469,-1.0
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,10,266928,48.52881675957562,-0.14680550560450759,-39186.5,-0.0027728859899892543,-0.5
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,15,47756,51.14540581288215,0.7064452634223972,33737.0,0.009103520113485841,1.0
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,15,266927,50.859972951406185,0.3026220652088399,80778.0,0.0046533308171574864,1.0
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,15,47756,48.144735740011726,-0.7064452634223972,-33737.0,-0.009103520113485841,-1.0
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,15,266927,48.42447560568994,-0.3026220652088399,-80778.0,-0.0046533308171574864,-1.0
vol_rel > 1.5 → LONG,vol_rel > 1.5,LONG,20,47754,51.225028269883154,1.149202161075512,54879.0,0.013155325574180662,1.25
vol_rel < 1.5 → LONG,vol_rel < 1.5,LONG,20,266924,51.02088984130314,0.3652781316030031,97501.5,0.004840560958909072,1.0
vol_rel > 1.5 → SHORT,vol_rel > 1.5,SHORT,20,47754,48.20957406709386,-1.149202161075512,-54879.0,-0.013155325574180662,-1.25
vol_rel < 1.5 → SHORT,vol_rel < 1.5,SHORT,20,266924,48.335855899057414,-0.3652781316030031,-97501.5,-0.004840560958909072,-1.0
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,3,22494,50.93358228861029,0.6545967813639193,14724.5,0.014783159976374449,0.5
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,3,292208,50.04585774516782,0.028332557630181242,8279.0,0.0009910973592051056,0.5
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,3,22494,47.60825108917934,-0.6545967813639193,-14724.5,-0.014783159976374449,-0.5
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,3,292208,48.232765701144395,-0.028332557630181242,-8279.0,-0.0009910973592051056,-0.5
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,5,22493,50.98475081136353,0.8492197572578135,19101.5,0.015153833652659852,0.5
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,5,292207,50.30338082249912,0.06521746570068479,19057.0,0.001759021317314989,0.5
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,5,22493,47.90379229093496,-0.8492197572578135,-19101.5,-0.015153833652659852,-0.5
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,5,292207,48.37871782674611,-0.06521746570068479,-19057.0,-0.001759021317314989,-0.5
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,10,22491,51.024854386198925,0.9844382197323374,22141.0,0.014088885312715708,1.0
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,10,292204,50.612243501115664,0.18592147951431193,54327.0,0.003476304183478601,0.5
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,10,22491,48.25041127562136,-0.9844382197323374,-22141.0,-0.014088885312715708,-1.0
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,10,292204,48.49146486701072,-0.18592147951431193,-54327.0,-0.003476304183478601,-0.5
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,15,22489,51.145004224287426,0.9963093067721998,22406.0,0.012142282937522873,1.0
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,15,292201,50.886205043788344,0.3161248592578396,92372.0,0.004804401534555816,1.0
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,15,22489,48.13019698519276,-0.9963093067721998,-22406.0,-0.012142282937522873,-1.0
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,15,292201,48.39990280662968,-0.3161248592578396,-92372.0,-0.004804401534555816,-1.0
vol_rel > 2.0 → LONG,vol_rel > 2.0,LONG,20,22488,51.44521522589825,1.5655238349341871,35205.5,0.01716735494114098,1.5
vol_rel < 2.0 → LONG,vol_rel < 2.0,LONG,20,292197,51.023111120237374,0.4026495823023508,117653.0,0.005282915116200653,1.0
vol_rel > 2.0 → SHORT,vol_rel > 2.0,SHORT,20,22488,47.99448594806119,-1.5655238349341871,-35205.5,-0.01716735494114098,-1.5
vol_rel < 2.0 → SHORT,vol_rel < 2.0,SHORT,20,292197,48.33998980140111,-0.4026495823023508,-117653.0,-0.005282915116200653,-1.0
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,3,7022,51.48105952720022,0.661990885787525,4648.5,0.0126300842874705,1.0
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,3,307686,50.077676592370146,0.05957372126128586,18330.0,0.0020352637242911057,0.5
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,3,7022,47.18029051552264,-0.661990885787525,-4648.5,-0.0126300842874705,-1.0
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,3,307686,48.21148833551088,-0.05957372126128586,-18330.0,-0.0020352637242911057,-0.5
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,5,7022,51.63771005411564,1.194531472514953,8388.0,0.01778067180761127,1.0
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,5,307684,50.32273371381027,0.09692086686340531,29821.0,0.002561134741514394,0.5
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,5,7022,47.43662774138422,-1.194531472514953,-8388.0,-0.01778067180761127,-1.0
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,5,307684,48.365530869333476,-0.09692086686340531,-29821.0,-0.002561134741514394,-0.5
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,10,7020,50.78347578347579,1.8206552706552706,12781.0,0.021160492506455797,1.0
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,10,307681,50.638160952415,0.20675959841524175,63616.0,0.003836447203674337,0.5
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,10,7020,48.53276353276353,-1.8206552706552706,-12781.0,-0.021160492506455797,-1.0
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,10,307681,48.473256392172416,-0.20675959841524175,-63616.0,-0.003836447203674337,-0.5
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,15,7019,51.00441658355891,1.7709075366861375,12430.0,0.017855784192208037,1.0
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,15,307677,50.90175736242878,0.33203001849342006,102158.0,0.00501721886886699,1.0
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,15,7019,48.1835019233509,-1.7709075366861375,-12430.0,-0.017855784192208037,-1.0
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,15,307677,48.3858071939079,-0.33203001849342006,-102158.0,-0.00501721886886699,-1.0
vol_rel > 3.0 → LONG,vol_rel > 3.0,LONG,20,7019,51.802251032910675,2.3028921498789003,16164.0,0.02132376786797914,1.5
vol_rel < 3.0 → LONG,vol_rel < 3.0,LONG,20,307672,51.035518344210715,0.4432447541537741,136374.0,0.005790804189215509,1.0
vol_rel > 3.0 → SHORT,vol_rel > 3.0,SHORT,20,7019,47.68485539250605,-2.3028921498789003,-16164.0,-0.02132376786797914,-1.5
vol_rel < 3.0 → SHORT,vol_rel < 3.0,SHORT,20,307672,48.33036480407707,-0.4432447541537741,-136374.0,-0.005790804189215509,-1.0
price_accel < -9.5 → SHORT,price_accel < -9.5,SHORT,3,31160,48.048780487804876,-0.7611842105263158,-23718.5,-0.014840824244686735,-1.0
price_accel < -9.5 → SHORT,price_accel < -9.5,SHORT,5,31159,48.1433935620527,-0.9549407875734138,-29755.0,-0.01451781824699907,-1.0
price_accel < -9.5 → SHORT,price_accel < -9.5,SHORT,10,31157,48.33263793048111,-1.3699810636454088,-42684.5,-0.015025358417265912,-2.0
price_accel < -9.5 → SHORT,price_accel < -9.5,SHORT,15,31157,48.046987835799335,-1.4027184902269152,-43704.5,-0.012856702294354535,-2.5
price_accel < -9.5 → SHORT,price_accel < -9.5,SHORT,20,31157,47.93786308052765,-2.1876303880347914,-68160.0,-0.017484941490690308,-3.0
price_accel < -4.0 → SHORT,price_accel < -4.0,SHORT,3,75833,47.6428467817441,-0.37421702952540453,-28378.0,-0.00976730643072448,-0.5
price_accel < -4.0 → SHORT,price_accel < -4.0,SHORT,5,75832,48.10634033125857,-0.49694719907163204,-37684.5,-0.010163794320863687,-1.0
price_accel < -4.0 → SHORT,price_accel < -4.0,SHORT,10,75830,48.223658182777264,-0.7136159831201372,-54113.5,-0.01031106222827038,-1.0
price_accel < -4.0 → SHORT,price_accel < -4.0,SHORT,15,75829,47.97504912368618,-0.7637843041580398,-57917.0,-0.009144228021332254,-1.5
price_accel < -4.0 → SHORT,price_accel < -4.0,SHORT,20,75827,47.922244055547495,-1.04911838790932,-79551.5,-0.01087643085105516,-2.0
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,3,155710,47.70406524950228,-0.1546400359642926,-24079.0,-0.0051420331432276275,-0.5
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,5,155709,47.974747766667306,-0.19702778901669138,-30679.0,-0.005055610276698141,-0.5
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,10,155706,48.25954041591204,-0.2994040049837514,-46619.0,-0.0053966256148705195,-1.0
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,15,155703,48.150645780749244,-0.3626969294104802,-56473.0,-0.005397117805089981,-1.0
price_accel < 0.0 → SHORT,price_accel < 0.0,SHORT,20,155701,48.14676848575154,-0.5727644652250146,-89180.0,-0.00738810883747366,-1.0
price_accel > 3.75 → LONG,price_accel > 3.75,LONG,3,78103,49.82395042443952,-0.04383314341318515,-3423.5,-0.0011672304939942138,0.0
price_accel > 3.75 → LONG,price_accel > 3.75,LONG,5,78102,50.07810299352129,0.04891039922153082,3820.0,0.001009056104463362,0.5
price_accel > 3.75 → LONG,price_accel > 3.75,LONG,10,78100,50.53649167733675,0.28064020486555696,21918.0,0.004136033547614142,0.5
price_accel > 3.75 → LONG,price_accel > 3.75,LONG,15,78099,50.82011293358429,0.5374780727025954,41976.5,0.006474788139936505,1.0
price_accel > 3.75 → LONG,price_accel > 3.75,LONG,20,78096,50.94499078057775,0.6951572423683672,54289.0,0.007362938000522881,1.5
price_accel > 9.5 → LONG,price_accel > 9.5,LONG,3,31310,50.348131587352285,0.07272436921111466,2277.0,0.0014287536396625083,0.5
price_accel > 9.5 → LONG,price_accel > 9.5,LONG,5,31309,50.519020090069944,0.19492797598134723,6103.0,0.003007341825517073,0.5
price_accel > 9.5 → LONG,price_accel > 9.5,LONG,10,31308,50.90072824837102,0.5372748179379072,16821.0,0.00595535843477859,1.5
price_accel > 9.5 → LONG,price_accel > 9.5,LONG,15,31308,51.03487926408585,0.9300178868020953,29117.0,0.008538488774161464,2.0
price_accel > 9.5 → LONG,price_accel > 9.5,LONG,20,31308,51.16903027980069,1.2760476555512967,39950.5,0.010350603970358785,2.0
bar_range > 10 → LONG,bar_range > 10,LONG,3,280100,50.22134951802928,0.07672081399500179,21489.5,0.00242643649143929,0.5
bar_range < 10 → LONG,bar_range < 10,LONG,3,26528,49.05382991556092,0.057731453558504224,1531.5,0.006669803013331883,0.0
bar_range > 10 → SHORT,bar_range > 10,SHORT,3,280100,48.27632988218493,-0.07672081399500179,-21489.5,-0.00242643649143929,-0.5
bar_range < 10 → SHORT,bar_range < 10,SHORT,3,26528,47.45928829915561,-0.057731453558504224,-1531.5,-0.006669803013331883,0.0
bar_range > 10 → LONG,bar_range > 10,LONG,5,280098,50.3959328520732,0.12079165149340589,33833.5,0.002957102007075526,0.5
bar_range < 10 → LONG,bar_range < 10,LONG,5,26528,50.07916164053076,0.15996305790108564,4243.5,0.01414796105040618,0.5
bar_range > 10 → SHORT,bar_range > 10,SHORT,5,280098,48.45375547129933,-0.12079165149340589,-33833.5,-0.002957102007075526,-0.5
bar_range < 10 → SHORT,bar_range < 10,SHORT,5,26528,47.30850422195416,-0.15996305790108564,-4243.5,-0.01414796105040618,-0.5
bar_range > 10 → LONG,bar_range > 10,LONG,10,280093,50.67495439014898,0.24288718389963335,68031.0,0.004207060887956788,0.5
bar_range < 10 → LONG,bar_range < 10,LONG,10,26528,50.41842581423401,0.31244345597104944,8288.5,0.017821676758469445,0.5
bar_range > 10 → SHORT,bar_range > 10,SHORT,10,280093,48.546732692355754,-0.24288718389963335,-68031.0,-0.004207060887956788,-0.5
bar_range < 10 → SHORT,bar_range < 10,SHORT,10,26528,47.794782870928834,-0.31244345597104944,-8288.5,-0.017821676758469445,-0.5
bar_range > 10 → LONG,bar_range > 10,LONG,15,280088,50.91578361086516,0.3478942332409814,97441.0,0.004924378578620985,1.0
bar_range < 10 → LONG,bar_range < 10,LONG,15,26528,50.7086851628468,0.550098009650181,14593.0,0.02484676642629384,0.5
bar_range > 10 → SHORT,bar_range > 10,SHORT,15,280088,48.45298620433578,-0.3478942332409814,-97441.0,-0.004924378578620985,-1.0
bar_range < 10 → SHORT,bar_range < 10,SHORT,15,26528,47.8852533172497,-0.550098009650181,-14593.0,-0.02484676642629384,-0.5
bar_range > 10 → LONG,bar_range > 10,LONG,20,280083,51.11591920966285,0.4674043051524013,130912.0,0.005739166199265365,1.0
bar_range < 10 → LONG,bar_range < 10,LONG,20,26528,50.4787394451146,0.7143584137515079,18950.5,0.026978720309007373,0.5
bar_range > 10 → SHORT,bar_range > 10,SHORT,20,280083,48.332458592631475,-0.4674043051524013,-130912.0,-0.005739166199265365,-1.0
bar_range < 10 → SHORT,bar_range < 10,SHORT,20,26528,48.19436067551266,-0.7143584137515079,-18950.5,-0.026978720309007373,-0.5
bar_range > 20 → LONG,bar_range > 20,LONG,3,193889,50.52684783561728,0.11016612597929744,21360.0,0.002989247936026947,0.5
bar_range < 20 → LONG,bar_range < 20,LONG,3,112822,49.41057595149882,0.015559908528478487,1755.5,0.0012306506089907476,0.0
bar_range > 20 → SHORT,bar_range > 20,SHORT,3,193889,48.39057398820975,-0.11016612597929744,-21360.0,-0.002989247936026947,-0.5
bar_range < 20 → SHORT,bar_range < 20,SHORT,3,112822,47.836414883621984,-0.015559908528478487,-1755.5,-0.0012306506089907476,0.0
bar_range > 20 → LONG,bar_range > 20,LONG,5,193887,50.66559387684579,0.16283711646474494,31572.0,0.0034255115313134438,0.5
bar_range < 20 → LONG,bar_range < 20,LONG,5,112822,49.810320682136464,0.05740015245253585,6476.0,0.0034386709959512702,0.0
bar_range > 20 → SHORT,bar_range > 20,SHORT,5,193887,48.46689050838891,-0.16283711646474494,-31572.0,-0.0034255115313134438,-0.5
bar_range < 20 → SHORT,bar_range < 20,SHORT,5,112822,48.137774547517324,-0.05740015245253585,-6476.0,-0.0034386709959512702,0.0
bar_range > 20 → LONG,bar_range > 20,LONG,10,193882,50.858253989540025,0.29161551871757047,56539.0,0.0043528417194563076,1.0
bar_range < 20 → LONG,bar_range < 20,LONG,10,112822,50.305791423658505,0.1899407916895641,21429.5,0.0077097452717588616,0.5
bar_range > 20 → SHORT,bar_range > 20,SHORT,10,193882,48.5563383913927,-0.29161551871757047,-56539.0,-0.0043528417194563076,-1.0
bar_range < 20 → SHORT,bar_range < 20,SHORT,10,112822,48.30352236265977,-0.1899407916895641,-21429.5,-0.0077097452717588616,-0.5
bar_range > 20 → LONG,bar_range > 20,LONG,15,193877,51.122618980074996,0.39151111271579403,75905.0,0.004813074397895249,1.5
bar_range < 20 → LONG,bar_range < 20,LONG,15,112822,50.60183297583804,0.37364609739235255,42155.5,0.011387243144968404,0.5
bar_range > 20 → SHORT,bar_range > 20,SHORT,15,193877,48.387895418229085,-0.39151111271579403,-75905.0,-0.004813074397895249,-1.5
bar_range < 20 → SHORT,bar_range < 20,SHORT,15,112822,48.300863306801865,-0.37364609739235255,-42155.5,-0.011387243144968404,-0.5
bar_range > 20 → LONG,bar_range > 20,LONG,20,193875,51.28871695680206,0.471177304964539,91349.5,0.005044111890469363,1.5
bar_range < 20 → LONG,bar_range < 20,LONG,20,112819,50.711316356287504,0.5603355817725738,63216.5,0.01414647733674588,0.5
bar_range > 20 → SHORT,bar_range > 20,SHORT,20,193875,48.300709219858156,-0.471177304964539,-91349.5,-0.005044111890469363,-1.5
bar_range < 20 → SHORT,bar_range < 20,SHORT,20,112819,48.29417030819277,-0.5603355817725738,-63216.5,-0.01414647733674588,-0.5
bar_range > 40 → LONG,bar_range > 40,LONG,3,91692,50.86703311084937,0.3268987479823758,29974.0,0.006749262417987217,1.0
bar_range < 40 → LONG,bar_range < 40,LONG,3,219870,49.80488470459817,-0.026663482967207896,-5862.5,-0.001540838941117866,0.0
bar_range > 40 → SHORT,bar_range > 40,SHORT,3,91692,48.4240718928587,-0.3268987479823758,-29974.0,-0.006749262417987217,-1.0
bar_range < 40 → SHORT,bar_range < 40,SHORT,3,219870,48.07113294219311,0.026663482967207896,5862.5,0.001540838941117866,0.0
bar_range > 40 → LONG,bar_range > 40,LONG,5,91690,51.068818846111895,0.4636001745010361,42507.5,0.007378718041050004,1.0
bar_range < 40 → LONG,bar_range < 40,LONG,5,219870,50.055487333424296,-0.017307954700504845,-3805.5,-0.000784179461997924,0.5
bar_range > 40 → SHORT,bar_range > 40,SHORT,5,91690,48.360780892136546,-0.4636001745010361,-42507.5,-0.007378718041050004,-1.0
bar_range < 40 → SHORT,bar_range < 40,SHORT,5,219870,48.32946741256197,0.017307954700504845,3805.5,0.000784179461997924,-0.5
bar_range > 40 → LONG,bar_range > 40,LONG,10,91685,51.08251077057315,0.6887658831869989,63149.5,0.007840555822984787,1.5
bar_range < 40 → LONG,bar_range < 40,LONG,10,219870,50.45936235047983,0.08122072133533452,17858.0,0.002515811439555968,0.5
bar_range > 40 → SHORT,bar_range > 40,SHORT,10,91685,48.522659104542726,-0.6887658831869989,-63149.5,-0.007840555822984787,-1.5
bar_range < 40 → SHORT,bar_range < 40,SHORT,10,219870,48.448173920953295,-0.08122072133533452,-17858.0,-0.002515811439555968,-0.5
bar_range > 40 → LONG,bar_range > 40,LONG,15,91684,51.33065747567732,0.776335020287073,71177.5,0.007309103501016252,2.5
bar_range < 40 → LONG,bar_range < 40,LONG,15,219866,50.725896682524805,0.2110171650005003,46395.5,0.00514464136747337,0.5
bar_range > 40 → SHORT,bar_range > 40,SHORT,15,91684,48.33995026395009,-0.776335020287073,-71177.5,-0.007309103501016252,-2.5
bar_range < 40 → SHORT,bar_range < 40,SHORT,15,219866,48.39447663576906,-0.2110171650005003,-46395.5,-0.00514464136747337,-0.5
bar_range > 40 → LONG,bar_range > 40,LONG,20,91684,51.50080712010819,0.9464792112036997,86777.0,0.007787608033378217,3.0
bar_range < 40 → LONG,bar_range < 40,LONG,20,219861,50.870777445749816,0.31675240265440435,69641.5,0.0065453584947419725,1.0
bar_range > 40 → SHORT,bar_range > 40,SHORT,20,91684,48.250512630338996,-0.9464792112036997,-86777.0,-0.007787608033378217,-3.0
bar_range < 40 → SHORT,bar_range < 40,SHORT,20,219861,48.33599410536657,-0.31675240265440435,-69641.5,-0.0065453584947419725,-1.0
bar_range > 80 → LONG,bar_range > 80,LONG,3,28629,50.550141464948126,0.6767962555450767,19376.0,0.009507950042470997,1.0
bar_range < 80 → LONG,bar_range < 80,LONG,3,285347,50.060452711961226,0.00781855074698525,2231.0,0.0003571695837380473,0.5
bar_range > 80 → SHORT,bar_range > 80,SHORT,3,28629,48.999266478046735,-0.6767962555450767,-19376.0,-0.009507950042470997,-1.0
bar_range < 80 → SHORT,bar_range < 80,SHORT,3,285347,48.10879385449996,-0.00781855074698525,-2231.0,-0.0003571695837380473,-0.5
bar_range > 80 → LONG,bar_range > 80,LONG,5,28627,51.04272190589304,1.0192300974604394,29177.5,0.011221079283309947,2.0
bar_range < 80 → LONG,bar_range < 80,LONG,5,285347,50.27913382653401,0.025812431881183262,7365.5,0.0009009591280913373,0.5
bar_range > 80 → SHORT,bar_range > 80,SHORT,5,28627,48.653369196912,-1.0192300974604394,-29177.5,-0.011221079283309947,-2.0
bar_range < 80 → SHORT,bar_range < 80,SHORT,5,285347,48.31520920142844,-0.025812431881183262,-7365.5,-0.0009009591280913373,-0.5
bar_range > 80 → LONG,bar_range > 80,LONG,10,28624,51.29262157629961,2.0406127724986027,58410.5,0.01636519868753213,3.0
bar_range < 80 → LONG,bar_range < 80,LONG,10,285345,50.57912351714591,0.062086246473567086,17716.0,0.0014879256843662269,0.5
bar_range > 80 → SHORT,bar_range > 80,SHORT,10,28624,48.49077697037451,-2.0406127724986027,-58410.5,-0.01636519868753213,-3.0
bar_range < 80 → SHORT,bar_range < 80,SHORT,10,285345,48.469046242268135,-0.062086246473567086,-17716.0,-0.0014879256843662269,-0.5
bar_range > 80 → LONG,bar_range > 80,LONG,15,28624,51.15986584684181,2.7493012856344325,78696.0,0.018345302381672642,3.0
bar_range < 80 → LONG,bar_range < 80,LONG,15,285340,50.87965234457139,0.12818917782294806,36577.5,0.0024717263442650995,1.0
bar_range > 80 → SHORT,bar_range > 80,SHORT,15,28624,48.66196198993851,-2.7493012856344325,-78696.0,-0.018345302381672642,-3.0
bar_range < 80 → SHORT,bar_range < 80,SHORT,15,285340,48.35038900960258,-0.12818917782294806,-36577.5,-0.0024717263442650995,-1.0
bar_range > 80 → LONG,bar_range > 80,LONG,20,28624,51.30659586361096,3.858772358859698,110453.5,0.02270260317857165,3.5
bar_range < 80 → LONG,bar_range < 80,LONG,20,285335,51.0224823453134,0.15251896893125624,43519.0,0.002514547731948859,1.0
bar_range > 80 → SHORT,bar_range > 80,SHORT,20,28624,48.55715483510341,-3.858772358859698,-110453.5,-0.02270260317857165,-3.5
bar_range < 80 → SHORT,bar_range < 80,SHORT,20,285335,48.29516182732578,-0.15251896893125624,-43519.0,-0.002514547731948859,-1.0
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,3,122956,48.773545007970334,-0.030315722697550344,-3727.5,-0.0011407563607804948,0.0
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,5,122954,49.18668770434472,-0.117556159214015,-14454.0,-0.003307772374005764,0.0
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,10,122954,49.40140215039771,-0.3545268962376173,-43590.5,-0.006992659245955476,0.0
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,15,122954,49.30461798721473,-0.5450656343022594,-67018.0,-0.009016733208744493,0.0
z_se > 2 + vr < 0.7 → SHORT,z_se > 2 + vr < 0.7,SHORT,20,122952,49.164714685405684,-0.7804712408094215,-95960.5,-0.011227176744159661,-0.5
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,3,102515,50.59844900746232,0.07625225576744867,7817.0,0.0025494837750293623,0.5
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,5,102515,51.01204701750963,0.09885870360435059,10134.5,0.0025441145312305622,0.5
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,10,102515,51.51343705799152,0.3063405355313856,31404.5,0.005582748979915696,1.0
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,15,102515,51.714383260986196,0.6078817733990147,62317.0,0.008999851624953157,1.5
z_se < -2 + vr < 0.7 → LONG,z_se < -2 + vr < 0.7,LONG,20,102515,52.09481539286933,0.8194264254011608,84003.5,0.010459271839243436,2.0
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,3,91169,48.91574987111847,-0.0005813379547872632,-53.0,-2.2812084546040502e-05,0.0
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,5,91169,49.40933870065483,-0.020544263949368754,-1873.0,-0.0006105130761366351,0.0
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,10,91169,49.653939387291736,-0.15318803540677203,-13966.0,-0.0032110093744474977,0.0
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,15,91169,49.56070594171265,-0.42049929252267765,-38336.5,-0.007261490536559511,0.0
z_se > 3 + vr < 0.5 → SHORT,z_se > 3 + vr < 0.5,SHORT,20,91169,49.313911526944466,-0.6930974344349504,-63189.0,-0.010217131122815222,-0.5
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,3,71306,50.600229994670855,0.049834516029506636,3553.5,0.0016779810924690585,0.5
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,5,71306,50.94662440748324,-0.01140156508568704,-813.0,-0.0002916789186997553,0.5
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,10,71306,51.44307631896334,0.16377303452724876,11678.0,0.0029844298720652154,1.0
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,15,71306,51.65624211146327,0.2830827700333773,20185.5,0.004183003794130924,1.5
z_se < -3 + vr < 0.5 → LONG,z_se < -3 + vr < 0.5,LONG,20,71306,52.032087061397355,0.28511625950130426,20330.5,0.0036233716680908585,2.0
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,3,38367,49.917898193760266,0.5135402820131885,19703.0,0.011394424497455263,0.0
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,5,38367,50.21502854015169,0.8431464539838924,32349.0,0.014840128510638352,0.5
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,10,38362,50.39622543141651,1.8123273030603202,69524.5,0.022118162055540964,0.5
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,15,38357,50.55921995985088,2.004653648616941,76892.5,0.020282622159873802,1.0
trend > 20 + dmi > 3 → LONG,trend > 20 + dmi > 3,LONG,20,38357,50.726073467685175,2.762455353651224,105959.5,0.024300819698808807,1.0
trend < -20 + dmi < -3 → SHORT,trend < -20 + dmi < -3,SHORT,3,39484,47.768716442103134,-0.18363134434201195,-7250.5,-0.004057752405476354,-1.0
