**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,entry_price,exit_ts,exit_price,direction,pnl_pts,pnl_usd,mfe_pts,mae_pts,leg_min,exit_reason
2025_03_04,1741103220,20202.5,1741103255,20186.75,-1,15.75,28.5,22.5,8.0,0.5833333333333334,trail
2025_03_04,1741103340,20232.5,1741103345,20222.5,1,-10.0,-23.0,0.0,11.25,0.08333333333333333,sl
2025_03_04,1741103520,20203.0,1741103565,20197.25,-1,5.75,8.5,12.75,7.5,0.75,trail
2025_03_04,1741104060,20214.75,1741104070,20204.75,1,-10.0,-23.0,0.0,19.75,0.16666666666666666,sl
2025_03_04,1741104120,20182.5,1741104165,20172.25,-1,10.25,17.5,26.0,0.25,0.75,trail
2025_03_04,1741104240,20209.75,1741104250,20199.75,1,-10.0,-23.0,0.0,14.5,0.16666666666666666,sl
2025_03_04,1741104360,20175.75,1741104410,20170.25,-1,5.5,8.0,15.5,0.25,0.8333333333333334,trail
2025_03_04,1741104720,20162.25,1741104765,20175.5,1,13.25,23.5,18.5,8.75,0.75,trail
2025_03_04,1741105140,20181.75,1741105200,20164.75,-1,17.0,31.0,24.0,0.25,1.0,trail
2025_03_04,1741105860,20181.0,1741105865,20171.0,1,-10.0,-23.0,0.0,10.5,0.08333333333333333,sl
2025_03_04,1741107660,20297.5,1741107695,20289.0,-1,8.5,14.0,16.0,-0.0,0.5833333333333334,trail
2025_03_04,1741108260,20317.5,1741108275,20307.5,1,-10.0,-23.0,0.25,10.5,0.25,sl
2025_03_04,1741108440,20287.5,1741108460,20297.5,-1,-10.0,-23.0,0.0,10.25,0.3333333333333333,sl
2025_03_04,1741108560,20320.5,1741108650,20310.5,1,-10.0,-23.0,9.0,12.0,1.5,sl
2025_03_04,1741109460,20368.25,1741109490,20351.75,-1,16.5,30.0,22.25,1.75,0.5,trail
2025_03_04,1741109820,20391.25,1741109855,20381.25,1,-10.0,-23.0,6.75,15.5,0.5833333333333334,sl
2025_03_04,1741110180,20357.75,1741110200,20367.75,-1,-10.0,-23.0,2.5,10.0,0.3333333333333333,sl
2025_03_04,1741110360,20400.75,1741110430,20390.75,1,-10.0,-23.0,4.75,12.25,1.1666666666666667,sl
2025_03_04,1741110660,20360.25,1741110785,20331.75,-1,28.5,54.0,38.0,3.75,2.0833333333333335,trail
2025_03_04,1741110840,20364.5,1741110860,20354.5,1,-10.0,-23.0,5.25,11.0,0.3333333333333333,sl
2025_03_04,1741111140,20330.0,1741111190,20340.0,-1,-10.0,-23.0,3.5,13.25,0.8333333333333334,sl
2025_03_04,1741111440,20370.75,1741111450,20360.75,1,-10.0,-23.0,0.0,17.25,0.16666666666666666,sl
2025_03_04,1741112220,20425.0,1741112225,20435.0,-1,-10.0,-23.0,0.0,10.0,0.08333333333333333,sl
2025_03_04,1741113180,20395.75,1741113260,20410.25,1,14.5,26.0,20.25,6.75,1.3333333333333333,trail
2025_03_04,1741115460,20546.5,1741115500,20547.5,-1,-1.0,-5.0,11.25,1.0,0.6666666666666666,trail
2025_03_04,1741116060,20565.5,1741116125,20581.0,1,15.5,28.0,20.75,2.25,1.0833333333333333,trail
2025_03_04,1741116420,20572.5,1741116430,20582.5,-1,-10.0,-23.0,0.0,12.75,0.16666666666666666,sl
2025_03_04,1741117080,20581.0,1741117245,20591.25,1,10.25,17.5,24.0,5.75,2.75,trail
2025_03_04,1741117680,20596.25,1741117700,20606.25,-1,-10.0,-23.0,0.0,10.75,0.3333333333333333,sl
2025_03_04,1741118340,20625.75,1741118440,20628.0,1,2.25,1.5,10.0,9.5,1.6666666666666667,trail
2025_03_04,1741118640,20609.0,1741118685,20619.0,-1,-10.0,-23.0,8.5,11.5,0.75,sl
2025_03_04,1741118880,20640.0,1741118940,20648.75,1,8.75,14.5,15.5,3.25,1.0,trail
2025_03_04,1741120140,20690.5,1741120185,20677.75,-1,12.75,22.5,18.0,4.75,0.75,trail
2025_03_05,1741134120,20533.5,1741134600,20543.5,-1,-10.0,-23.0,8.5,11.25,8.0,sl
2025_03_05,1741135560,20533.75,1741135750,20523.75,1,-10.0,-23.0,6.0,11.5,3.1666666666666665,sl
2025_03_05,1741136760,20505.0,1741136865,20515.0,-1,-10.0,-23.0,0.0,13.0,1.75,sl
2025_03_05,1741137960,20536.75,1741138010,20526.75,1,-10.0,-23.0,0.0,11.75,0.8333333333333334,sl
2025_03_05,1741138260,20477.0,1741138275,20466.75,-1,10.25,17.5,21.25,3.0,0.25,trail
2025_03_05,1741138620,20521.75,1741138785,20522.75,1,1.0,-1.0,10.25,3.75,2.75,trail
2025_03_05,1741140000,20502.5,1741140140,20484.0,-1,18.5,34.0,24.0,1.5,2.3333333333333335,trail
2025_03_05,1741141320,20499.25,1741141375,20489.25,1,-10.0,-23.0,1.75,13.25,0.9166666666666666,sl
2025_03_05,1741141860,20467.0,1741141900,20458.25,-1,8.75,14.5,15.25,0.5,0.6666666666666666,trail
2025_03_05,1741142460,20482.25,1741142705,20487.5,1,5.25,7.5,12.25,9.0,4.083333333333333,trail
2025_03_05,1741143660,20465.5,1741143715,20475.5,-1,-10.0,-23.0,0.0,24.5,0.9166666666666666,sl
2025_03_05,1741144080,20520.0,1741144105,20525.0,1,5.0,7.0,10.0,1.5,0.4166666666666667,trail
2025_03_05,1741145880,20516.25,1741146000,20510.25,-1,6.0,9.0,11.5,0.25,2.0,trail
2025_03_05,1741146480,20542.25,1741146625,20532.25,1,-10.0,-23.0,9.5,11.5,2.4166666666666665,sl
2025_03_05,1741149300,20532.0,1741149555,20542.0,-1,-10.0,-23.0,2.5,11.0,4.25,sl
2025_03_05,1741153260,20542.75,1741154175,20550.25,1,7.5,12.0,14.5,1.25,15.25,trail
2025_03_05,1741156080,20528.75,1741156440,20523.75,-1,5.0,7.0,10.75,5.0,6.0,trail
2025_03_05,1741157640,20554.75,1741158115,20570.5,1,15.75,28.5,21.0,9.0,7.916666666666667,trail
2025_03_05,1741160580,20540.75,1741160710,20550.75,-1,-10.0,-23.0,2.25,10.5,2.1666666666666665,sl
2025_03_05,1741162680,20552.5,1741162835,20570.5,1,18.0,33.0,25.0,0.75,2.5833333333333335,trail
2025_03_05,1741163820,20567.75,1741163895,20559.25,-1,8.5,14.0,14.75,-0.0,1.25,trail
2025_03_05,1741165980,20568.0,1741166220,20558.0,1,-10.0,-23.0,2.0,10.0,4.0,sl
2025_03_05,1741168980,20599.5,1741169160,20609.5,-1,-10.0,-23.0,2.5,10.25,3.0,sl
2025_03_05,1741171200,20576.75,1741171620,20582.0,1,5.25,7.5,11.25,5.5,7.0,trail
2025_03_05,1741172040,20554.0,1741172245,20545.75,-1,8.25,13.5,13.75,6.75,3.4166666666666665,trail
2025_03_05,1741175880,20496.0,1741175930,20486.0,1,-10.0,-23.0,0.5,10.75,0.8333333333333334,sl
2025_03_05,1741177080,20485.0,1741177130,20495.0,-1,-10.0,-23.0,3.0,11.25,0.8333333333333334,sl
2025_03_05,1741177860,20509.0,1741177920,20499.0,1,-10.0,-23.0,3.75,14.25,1.0,sl
2025_03_05,1741178880,20489.0,1741179005,20499.0,-1,-10.0,-23.0,5.25,11.5,2.0833333333333335,sl
2025_03_05,1741179900,20509.25,1741179920,20499.25,1,-10.0,-23.0,1.25,12.5,0.3333333333333333,sl
2025_03_05,1741180080,20486.25,1741180185,20496.25,-1,-10.0,-23.0,5.25,11.25,1.75,sl
2025_03_05,1741181460,20447.0,1741181525,20459.5,1,12.5,22.0,19.0,2.0,1.0833333333333333,trail
2025_03_05,1741182180,20430.25,1741182305,20421.25,-1,9.0,15.0,16.5,1.25,2.0833333333333335,trail
2025_03_05,1741182900,20442.0,1741183045,20432.0,1,-10.0,-23.0,4.75,10.75,2.4166666666666665,sl
2025_03_05,1741183260,20416.75,1741183315,20401.25,-1,15.5,28.0,20.5,0.75,0.9166666666666666,trail
2025_03_05,1741183740,20417.5,1741183795,20407.5,1,-10.0,-23.0,1.75,13.0,0.9166666666666666,sl
2025_03_05,1741184700,20433.25,1741184860,20443.25,-1,-10.0,-23.0,8.0,14.5,2.6666666666666665,sl
2025_03_05,1741185600,20390.25,1741185625,20410.75,1,20.5,38.0,33.5,-0.0,0.4166666666666667,trail
2025_03_05,1741186020,20395.5,1741186055,20383.5,-1,12.0,21.0,30.0,1.75,0.5833333333333334,trail
2025_03_05,1741186320,20396.75,1741186325,20386.75,1,-10.0,-23.0,0.0,11.5,0.08333333333333333,sl
2025_03_05,1741186500,20332.75,1741186510,20342.75,-1,-10.0,-23.0,0.0,16.25,0.16666666666666666,sl
2025_03_05,1741186740,20342.75,1741186750,20332.75,1,-10.0,-23.0,0.0,10.75,0.16666666666666666,sl
2025_03_05,1741186920,20433.25,1741186935,20419.5,-1,13.75,24.5,19.25,1.25,0.25,trail
2025_03_05,1741187100,20437.5,1741187120,20455.0,1,17.5,32.0,22.5,4.25,0.3333333333333333,trail
2025_03_05,1741187400,20460.75,1741187420,20450.5,-1,10.25,17.5,15.25,3.5,0.3333333333333333,trail
2025_03_05,1741187580,20462.75,1741187595,20452.75,1,-10.0,-23.0,4.75,14.5,0.25,sl
2025_03_05,1741187640,20427.25,1741187665,20437.25,-1,-10.0,-23.0,7.5,19.25,0.4166666666666667,sl
2025_03_05,1741188180,20371.75,1741188195,20361.75,1,-10.0,-23.0,0.0,11.25,0.25,sl
2025_03_05,1741188300,20342.25,1741188310,20352.25,-1,-10.0,-23.0,0.0,11.75,0.16666666666666666,sl
2025_03_05,1741188720,20350.75,1741188725,20340.75,1,-10.0,-23.0,0.0,10.0,0.08333333333333333,sl
2025_03_05,1741189380,20384.0,1741189405,20394.0,-1,-10.0,-23.0,0.0,15.0,0.4166666666666667,sl
2025_03_05,1741189500,20408.75,1741189580,20427.75,1,19.0,35.0,24.0,6.25,1.3333333333333333,trail
2025_03_05,1741189740,20376.5,1741189760,20369.25,-1,7.25,11.5,13.25,0.25,0.3333333333333333,trail
2025_03_05,1741189980,20388.5,1741190020,20405.75,1,17.25,31.5,24.5,1.0,0.6666666666666666,trail
2025_03_05,1741190400,20385.0,1741190470,20354.0,-1,31.0,59.0,36.75,2.75,1.1666666666666667,trail
2025_03_05,1741192200,20281.0,1741192355,20271.0,1,-10.0,-23.0,5.5,10.0,2.5833333333333335,sl
2025_03_05,1741192440,20252.25,1741192480,20241.0,-1,11.25,19.5,21.25,3.5,0.6666666666666666,trail
2025_03_05,1741192680,20276.75,1741192800,20266.75,1,-10.0,-23.0,6.5,24.0,2.0,sl
2025_03_05,1741192860,20249.5,1741192925,20237.75,-1,11.75,20.5,18.25,5.25,1.0833333333333333,trail
2025_03_05,1741193700,20264.0,1741193725,20272.25,1,8.25,13.5,13.5,1.25,0.4166666666666667,trail
2025_03_05,1741194300,20339.5,1741194320,20349.5,-1,-10.0,-23.0,0.25,15.75,0.3333333333333333,sl
2025_03_05,1741194600,20379.5,1741194635,20369.5,1,-10.0,-23.0,4.0,12.0,0.5833333333333334,sl
2025_03_05,1741196760,20477.5,1741196815,20461.0,-1,16.5,30.0,23.25,1.5,0.9166666666666666,trail
2025_03_05,1741197000,20494.75,1741197040,20502.5,1,7.75,12.5,13.0,1.75,0.6666666666666666,trail
2025_03_05,1741198080,20525.5,1741198195,20468.0,-1,57.5,112.0,74.5,7.25,1.9166666666666667,trail
2025_03_05,1741198260,20498.75,1741198300,20507.5,1,8.75,14.5,15.25,6.0,0.6666666666666666,trail
2025_03_05,1741198680,20512.75,1741198695,20503.5,-1,9.25,15.5,15.0,2.75,0.25,trail
2025_03_05,1741199640,20518.75,1741199645,20508.75,1,-10.0,-23.0,0.0,12.75,0.08333333333333333,sl
2025_03_05,1741199880,20481.5,1741199945,20491.5,-1,-10.0,-23.0,3.75,12.0,1.0833333333333333,sl
2025_03_05,1741200420,20521.25,1741200425,20511.25,1,-10.0,-23.0,0.0,10.0,0.08333333333333333,sl
2025_03_05,1741202340,20660.25,1741202410,20644.25,-1,16.0,29.0,26.5,5.5,1.1666666666666667,trail
2025_03_05,1741202580,20682.75,1741202595,20672.75,1,-10.0,-23.0,1.5,10.75,0.25,sl
2025_03_05,1741202940,20655.0,1741203000,20650.75,-1,4.25,5.5,16.25,7.25,1.0,trail
2025_03_05,1741203660,20656.5,1741203730,20646.5,1,-10.0,-23.0,4.5,11.25,1.1666666666666667,sl
2025_03_05,1741204800,20654.5,1741204820,20664.5,-1,-10.0,-23.0,4.0,10.25,0.3333333333333333,sl
2025_03_05,1741204920,20692.5,1741204965,20697.75,1,5.25,7.5,11.5,-0.0,0.75,trail
2025_03_05,1741205820,20658.5,1741205875,20623.25,-1,35.25,67.5,41.25,4.0,0.9166666666666666,trail
2025_03_05,1741205940,20650.25,1741205960,20640.25,1,-10.0,-23.0,0.0,12.5,0.3333333333333333,sl
2025_03_05,1741206180,20618.0,1741206215,20628.0,-1,-10.0,-23.0,4.0,15.75,0.5833333333333334,sl
2025_03_05,1741206360,20672.0,1741206365,20662.0,1,-10.0,-23.0,0.0,11.25,0.08333333333333333,sl
2025_03_06,1741235580,20637.75,1741239540,20627.75,1,-10.0,-23.0,9.75,11.75,66.0,sl
2025_03_06,1741240020,20611.25,1741240585,20621.25,-1,-10.0,-23.0,3.25,10.25,9.416666666666666,sl
2025_03_06,1741242060,20630.25,1741243595,20635.5,1,5.25,7.5,10.25,5.75,25.583333333333332,trail
2025_03_06,1741246440,20611.0,1741246900,20604.75,-1,6.25,9.5,11.75,3.0,7.666666666666667,trail
2025_03_06,1741249020,20517.0,1741249150,20525.25,1,8.25,13.5,15.5,9.0,2.1666666666666665,trail
2025_03_06,1741249500,20498.5,1741249580,20493.75,-1,4.75,6.5,10.5,6.25,1.3333333333333333,trail
2025_03_06,1741249980,20513.25,1741250100,20503.25,1,-10.0,-23.0,6.0,10.25,2.0,sl
2025_03_06,1741250520,20484.75,1741250620,20473.5,-1,11.25,19.5,18.0,3.75,1.6666666666666667,trail
2025_03_06,1741251780,20465.25,1741251800,20470.5,1,5.25,7.5,10.25,-0.0,0.3333333333333333,trail
2025_03_06,1741252500,20445.0,1741252560,20455.0,-1,-10.0,-23.0,0.75,10.5,1.0,sl
2025_03_06,1741253640,20418.75,1741254080,20429.5,1,10.75,18.5,17.25,9.75,7.333333333333333,trail
2025_03_06,1741254660,20403.25,1741254705,20413.25,-1,-10.0,-23.0,0.0,10.25,0.75,sl
2025_03_06,1741255740,20410.75,1741256085,20400.75,1,-10.0,-23.0,8.5,10.25,5.75,sl
2025_03_06,1741257420,20403.25,1741257465,20413.25,-1,-10.0,-23.0,1.0,14.5,0.75,sl
2025_03_06,1741259940,20387.5,1741260135,20392.5,1,5.0,7.0,10.25,1.5,3.25,trail
2025_03_06,1741263000,20395.5,1741263330,20388.5,-1,7.0,11.0,13.25,8.0,5.5,trail
2025_03_06,1741265760,20389.0,1741265825,20379.0,1,-10.0,-23.0,0.0,11.75,1.0833333333333333,sl
2025_03_06,1741266300,20339.5,1741266445,20336.5,-1,3.0,3.0,11.75,4.25,2.4166666666666665,trail
2025_03_06,1741267920,20350.0,1741267950,20340.0,1,-10.0,-23.0,5.5,10.0,0.5,sl
2025_03_06,1741268640,20342.75,1741268660,20342.75,-1,-0.0,-3.0,12.5,3.25,0.3333333333333333,trail
2025_03_06,1741269900,20347.75,1741270035,20337.75,1,-10.0,-23.0,4.5,10.25,2.25,sl
2025_03_06,1741270620,20336.0,1741270675,20346.0,-1,-10.0,-23.0,2.5,10.75,0.9166666666666666,sl
2025_03_06,1741271880,20279.5,1741271900,20293.0,1,13.5,24.0,26.0,3.25,0.3333333333333333,trail
2025_03_06,1741272120,20267.25,1741272130,20277.25,-1,-10.0,-23.0,0.0,31.75,0.16666666666666666,sl
2025_03_06,1741272480,20290.75,1741272500,20280.75,1,-10.0,-23.0,7.75,12.0,0.3333333333333333,sl
2025_03_06,1741272840,20289.5,1741272845,20299.5,-1,-10.0,-23.0,0.0,11.0,0.08333333333333333,sl
2025_03_06,1741273380,20332.25,1741273395,20322.25,1,-10.0,-23.0,0.0,18.0,0.25,sl
2025_03_06,1741274760,20448.5,1741274820,20410.5,-1,38.0,73.0,43.0,3.0,1.0,trail
2025_03_06,1741274880,20443.75,1741274885,20433.75,1,-10.0,-23.0,0.0,10.25,0.08333333333333333,sl
2025_03_06,1741276080,20471.5,1741276135,20481.5,-1,-10.0,-23.0,4.0,10.5,0.9166666666666666,sl
2025_03_06,1741276800,20445.0,1741276825,20453.0,1,8.0,13.0,14.5,3.25,0.4166666666666667,trail
2025_03_06,1741277280,20434.0,1741277295,20444.0,-1,-10.0,-23.0,0.0,23.25,0.25,sl
2025_03_06,1741277400,20481.75,1741277415,20471.75,1,-10.0,-23.0,0.0,12.0,0.25,sl
2025_03_06,1741277760,20451.75,1741277850,20461.75,-1,-10.0,-23.0,6.75,10.25,1.5,sl
2025_03_06,1741278600,20439.0,1741278625,20446.75,1,7.75,12.5,27.25,1.25,0.4166666666666667,trail
2025_03_06,1741278960,20379.5,1741278965,20389.5,-1,-10.0,-23.0,0.0,18.25,0.08333333333333333,sl
2025_03_06,1741280940,20193.0,1741280990,20208.75,1,15.75,28.5,25.25,3.25,0.8333333333333334,trail
2025_03_06,1741281180,20180.0,1741281195,20190.0,-1,-10.0,-23.0,0.0,10.0,0.25,sl
2025_03_06,1741281600,20189.0,1741281630,20204.5,1,15.5,28.0,21.75,2.0,0.5,trail
2025_03_06,1741281900,20178.0,1741281920,20166.75,-1,11.25,19.5,18.0,2.5,0.3333333333333333,trail
2025_03_06,1741282260,20195.0,1741282275,20185.0,1,-10.0,-23.0,0.0,12.5,0.25,sl
2025_03_06,1741282560,20162.75,1741282610,20154.25,-1,8.5,14.0,15.25,0.75,0.8333333333333334,trail
2025_03_06,1741282860,20174.0,1741282890,20174.0,1,0.0,-3.0,15.5,1.5,0.5,trail
2025_03_06,1741283160,20142.25,1741283275,20114.0,-1,28.25,53.5,37.0,0.25,1.9166666666666667,trail
2025_03_06,1741283760,20151.0,1741283780,20141.0,1,-10.0,-23.0,5.75,14.0,0.3333333333333333,sl
2025_03_06,1741284060,20164.25,1741284075,20174.25,-1,-10.0,-23.0,0.0,10.75,0.25,sl
2025_03_06,1741284360,20160.25,1741284380,20150.25,1,-10.0,-23.0,0.0,13.25,0.3333333333333333,sl
2025_03_06,1741284420,20154.0,1741284575,20148.75,-1,5.25,7.5,15.75,6.75,2.5833333333333335,trail
2025_03_06,1741284780,20163.25,1741284790,20153.25,1,-10.0,-23.0,0.0,12.25,0.16666666666666666,sl
2025_03_06,1741285680,20170.75,1741285735,20152.75,-1,18.0,33.0,30.0,-0.0,0.9166666666666666,trail
2025_03_06,1741286760,20097.0,1741286795,20109.0,1,12.0,21.0,18.0,6.25,0.5833333333333334,trail
2025_03_06,1741287720,20085.0,1741287760,20075.25,-1,9.75,16.5,19.25,1.0,0.6666666666666666,trail
2025_03_06,1741288260,20101.5,1741288280,20091.5,1,-10.0,-23.0,0.25,20.25,0.3333333333333333,sl
2025_03_06,1741288380,20082.25,1741288500,20092.25,-1,-10.0,-23.0,9.25,12.0,2.0,sl
2025_03_06,1741290120,20060.0,1741290180,20072.25,1,12.25,21.5,17.75,9.5,1.0,trail
2025_03_06,1741290840,20167.75,1741290860,20166.25,-1,1.5,0.0,10.75,5.5,0.3333333333333333,trail
2025_03_06,1741291500,20095.25,1741291510,20085.25,1,-10.0,-23.0,0.0,13.75,0.16666666666666666,sl
2025_03_06,1741292580,20081.25,1741292625,20073.25,-1,8.0,13.0,13.5,2.5,0.75,trail
2025_03_06,1741292880,20092.75,1741292955,20097.25,1,4.5,6.0,12.75,7.5,1.25,trail
2025_03_07,1741307280,20143.25,1741307305,20153.25,-1,-10.0,-23.0,0.0,11.5,0.4166666666666667,sl
2025_03_07,1741308120,20190.25,1741308405,20180.25,1,-10.0,-23.0,6.0,15.75,4.75,sl
2025_03_07,1741309440,20165.25,1741309530,20175.25,-1,-10.0,-23.0,0.0,13.0,1.5,sl
2025_03_07,1741309740,20195.25,1741309785,20202.75,1,7.5,12.0,12.5,-0.0,0.75,trail
2025_03_07,1741311300,20183.5,1741311630,20193.5,-1,-10.0,-23.0,0.0,10.5,5.5,sl
2025_03_07,1741313820,20214.75,1741313870,20204.75,1,-10.0,-23.0,0.5,10.5,0.8333333333333334,sl
2025_03_07,1741314660,20184.75,1741314970,20194.75,-1,-10.0,-23.0,8.25,10.25,5.166666666666667,sl
2025_03_07,1741330920,20152.0,1741331305,20162.5,1,10.5,18.0,16.5,3.0,6.416666666666667,trail
2025_03_07,1741333140,20140.25,1741333505,20150.25,-1,-10.0,-23.0,6.25,10.25,6.083333333333333,sl
2025_03_07,1741333800,20169.75,1741334065,20159.75,1,-10.0,-23.0,5.5,10.75,4.416666666666667,sl
2025_03_07,1741336740,20154.25,1741336895,20164.25,-1,-10.0,-23.0,9.0,10.25,2.5833333333333335,sl
2025_03_07,1741338240,20195.75,1741338360,20201.25,1,5.5,8.0,11.5,5.25,2.0,trail
2025_03_07,1741340460,20193.25,1741340875,20203.25,-1,-10.0,-23.0,8.75,10.75,6.916666666666667,sl
2025_03_07,1741343760,20191.25,1741344290,20181.25,1,-10.0,-23.0,2.75,10.75,8.833333333333334,sl
2025_03_07,1741345260,20152.75,1741345290,20162.75,-1,-10.0,-23.0,0.75,12.0,0.5,sl
2025_03_07,1741347240,20194.0,1741347685,20184.0,1,-10.0,-23.0,8.0,10.25,7.416666666666667,sl
2025_03_07,1741348860,20170.25,1741348960,20180.25,-1,-10.0,-23.0,4.5,10.25,1.6666666666666667,sl
2025_03_07,1741352340,20128.75,1741352405,20118.75,1,-10.0,-23.0,0.0,11.5,1.0833333333333333,sl
2025_03_07,1741353240,20099.5,1741353440,20095.75,-1,3.75,4.5,14.75,6.5,3.3333333333333335,trail
2025_03_07,1741354260,20214.0,1741354300,20246.5,1,32.5,62.0,41.5,9.75,0.6666666666666666,trail
2025_03_07,1741354380,20211.75,1741354405,20221.75,-1,-10.0,-23.0,0.0,16.25,0.4166666666666667,sl
2025_03_07,1741355040,20165.0,1741355185,20155.0,1,-10.0,-23.0,8.0,17.25,2.4166666666666665,sl
2025_03_07,1741355400,20130.0,1741355440,20140.0,-1,-10.0,-23.0,6.0,10.0,0.6666666666666666,sl
2025_03_07,1741356300,20105.25,1741356325,20095.25,1,-10.0,-23.0,1.75,20.25,0.4166666666666667,sl
2025_03_07,1741356600,20064.25,1741356630,20056.5,-1,7.75,12.5,13.75,2.75,0.5,trail
2025_03_07,1741356900,20062.0,1741356910,20052.0,1,-10.0,-23.0,0.0,11.0,0.16666666666666666,sl
2025_03_07,1741357740,20035.5,1741357760,20045.5,-1,-10.0,-23.0,0.0,10.0,0.3333333333333333,sl
2025_03_07,1741357860,20074.25,1741357870,20064.25,1,-10.0,-23.0,0.0,14.5,0.16666666666666666,sl
2025_03_07,1741358220,20038.75,1741358225,20048.75,-1,-10.0,-23.0,0.0,10.75,0.08333333333333333,sl
2025_03_07,1741358340,20089.0,1741358345,20079.0,1,-10.0,-23.0,0.0,17.0,0.08333333333333333,sl
2025_03_07,1741359420,20180.25,1741359470,20175.25,-1,5.0,7.0,16.75,1.25,0.8333333333333334,trail
2025_03_07,1741359780,20150.5,1741359785,20140.5,1,-10.0,-23.0,0.0,12.0,0.08333333333333333,sl
2025_03_07,1741360380,20146.75,1741360405,20133.75,-1,13.0,23.0,20.0,-0.0,0.4166666666666667,trail
2025_03_07,1741361100,20108.0,1741361110,20098.0,1,-10.0,-23.0,0.0,13.5,0.16666666666666666,sl
2025_03_07,1741361340,20050.75,1741361360,20060.75,-1,-10.0,-23.0,3.25,11.25,0.3333333333333333,sl
2025_03_07,1741362240,19933.25,1741362285,19952.5,1,19.25,35.5,24.5,5.75,0.75,trail
2025_03_07,1741362720,20007.25,1741362730,20017.25,-1,-10.0,-23.0,0.0,10.75,0.16666666666666666,sl
2025_03_07,1741362900,20037.0,1741362905,20027.0,1,-10.0,-23.0,0.0,12.0,0.08333333333333333,sl
2025_03_07,1741363320,19988.75,1741363355,19981.5,-1,7.25,11.5,13.75,9.5,0.5833333333333334,trail
2025_03_07,1741365900,19830.0,1741365940,19820.0,1,-10.0,-23.0,6.5,11.0,0.6666666666666666,sl
2025_03_07,1741366140,19789.5,1741366150,19799.5,-1,-10.0,-23.0,0.75,10.25,0.16666666666666666,sl
2025_03_07,1741366500,19801.25,1741366510,19791.25,1,-10.0,-23.0,0.0,10.0,0.16666666666666666,sl
2025_03_07,1741367160,19836.5,1741367165,19846.5,-1,-10.0,-23.0,0.0,10.25,0.08333333333333333,sl
2025_03_07,1741367700,19825.5,1741367720,19815.5,1,-10.0,-23.0,0.0,10.5,0.3333333333333333,sl
2025_03_07,1741367820,19802.0,1741367875,19792.75,-1,9.25,15.5,18.25,5.0,0.9166666666666666,trail
2025_03_07,1741368180,19836.25,1741368210,19841.75,1,5.5,8.0,14.0,1.75,0.5,trail
2025_03_07,1741369200,19924.0,1741369220,19934.0,-1,-10.0,-23.0,0.0,14.75,0.3333333333333333,sl
2025_03_07,1741369320,19948.0,1741369350,19938.0,1,-10.0,-23.0,0.0,11.0,0.5,sl
2025_03_07,1741369680,19998.75,1741369710,19998.75,-1,-0.0,-3.0,14.0,6.25,0.5,trail
2025_03_07,1741369980,20031.5,1741370030,20053.75,1,22.25,41.5,27.25,5.0,0.8333333333333334,trail
2025_03_07,1741370220,20029.75,1741370240,20012.25,-1,17.5,32.0,22.75,2.75,0.3333333333333333,trail
2025_03_07,1741370520,19975.5,1741370550,19992.0,1,16.5,30.0,23.5,5.0,0.5,trail
2025_03_07,1741371000,20064.0,1741371010,20074.0,-1,-10.0,-23.0,2.75,15.75,0.16666666666666666,sl
2025_03_07,1741371180,20061.0,1741371225,20071.75,1,10.75,18.5,21.75,0.25,0.75,trail
2025_03_07,1741371720,20083.5,1741371870,20059.5,-1,24.0,45.0,33.75,8.25,2.5,trail
2025_03_07,1741372380,20088.0,1741372390,20078.0,1,-10.0,-23.0,0.0,12.75,0.16666666666666666,sl
2025_03_07,1741373040,20097.25,1741373050,20107.25,-1,-10.0,-23.0,0.0,16.75,0.16666666666666666,sl
2025_03_07,1741373280,20157.75,1741373285,20147.75,1,-10.0,-23.0,0.0,13.5,0.08333333333333333,sl
2025_03_07,1741374360,20163.75,1741374415,20153.5,-1,10.25,17.5,16.75,9.25,0.9166666666666666,trail
2025_03_07,1741374840,20168.0,1741374865,20158.0,1,-10.0,-23.0,2.25,11.75,0.4166666666666667,sl
2025_03_07,1741375620,20227.0,1741375655,20237.0,-1,-10.0,-23.0,6.5,11.25,0.5833333333333334,sl
2025_03_07,1741375980,20263.5,1741376010,20253.5,1,-10.0,-23.0,0.0,11.25,0.5,sl
2025_03_07,1741376220,20239.0,1741376270,20249.0,-1,-10.0,-23.0,6.0,15.25,0.8333333333333334,sl
2025_03_07,1741376340,20267.75,1741376355,20257.75,1,-10.0,-23.0,0.0,12.0,0.25,sl
2025_03_07,1741376580,20238.25,1741376655,20208.0,-1,30.25,57.5,41.5,-0.0,1.25,trail
2025_03_07,1741377480,20210.25,1741377500,20200.25,1,-10.0,-23.0,2.5,10.75,0.3333333333333333,sl
2025_03_07,1741377660,20193.0,1741377695,20203.0,-1,-10.0,-23.0,8.0,10.5,0.5833333333333334,sl
2025_03_07,1741378080,20214.25,1741378120,20229.25,1,15.0,27.0,24.0,1.75,0.6666666666666666,trail
2025_03_07,1741378560,20184.25,1741378580,20194.25,-1,-10.0,-23.0,0.0,17.25,0.3333333333333333,sl
2025_03_07,1741378620,20202.5,1741378625,20192.5,1,-10.0,-23.0,0.0,11.0,0.08333333333333333,sl
2025_03_07,1741378980,20206.0,1741379060,20203.25,-1,2.75,2.5,11.5,7.0,1.3333333333333333,trail
