direction,entry_price,exit_price,entry_bar,exit_bar,bars_held,entry_ts,exit_ts,pnl_ticks,pnl,result,exit_reason,entry_p,exit_p,peak_mfe_ticks,day
LONG,25097.5,25139.5,3776,3781,5,1772668500.0,1772668800.0,168.0,84.0,WIN,end_of_day,0.7709836835232314,0.9440046319370514,139.0,2026-03-04
LONG,25139.5,25101.5,3781,3791,10,1772668800.0,1772669400.0,-152.0,-76.0,LOSS,dynamic_sl,0.9440046319370514,0.5129898487994282,0.0,2026-03-05
SHORT,25092.0,25118.5,3792,3808,16,1772669460.0,1772670420.0,-106.0,-53.0,LOSS,dynamic_sl,0.27260428306681633,0.7597590189110542,163.0,2026-03-05
LONG,25118.5,25154.0,3808,3856,48,1772670420.0,1772673300.0,142.0,71.0,WIN,conviction_collapse,0.7597590189110542,0.22702512140692682,227.0,2026-03-05
SHORT,25154.0,25171.75,3856,3881,25,1772673300.0,1772674800.0,-71.0,-35.5,LOSS,conviction_collapse,0.22702512140692682,0.7602157414715688,196.0,2026-03-05
LONG,25171.75,25156.0,3881,3884,3,1772674800.0,1772674980.0,-63.0,-31.5,LOSS,dynamic_sl,0.7602157414715688,0.43414447146639845,7.0,2026-03-05
LONG,25169.5,25159.0,3888,3916,28,1772675220.0,1772676900.0,-42.0,-21.0,LOSS,conviction_collapse,0.7010112157127028,0.2511873697783182,58.0,2026-03-05
SHORT,25159.0,25172.0,3916,3930,14,1772676900.0,1772677740.0,-52.0,-26.0,LOSS,conviction_collapse,0.2511873697783182,0.7493078391813723,74.0,2026-03-05
LONG,25172.0,25181.0,3930,3958,28,1772677740.0,1772679420.0,36.0,18.0,WIN,conviction_collapse,0.7493078391813723,0.20876472763763423,172.0,2026-03-05
SHORT,25181.0,25204.5,3958,3962,4,1772679420.0,1772679660.0,-94.0,-47.0,LOSS,dynamic_sl,0.20876472763763423,0.6522620957670664,10.0,2026-03-05
LONG,25204.5,25197.0,3962,3983,21,1772679660.0,1772680920.0,-30.0,-15.0,LOSS,conviction_collapse,0.6522620957670664,0.23469770306684698,50.0,2026-03-05
SHORT,25197.0,25147.25,3983,4089,106,1772680920.0,1772687280.0,199.0,99.5,WIN,conviction_collapse,0.23469770306684698,0.7310107812393996,413.0,2026-03-05
LONG,25147.25,25139.25,4089,4096,7,1772687280.0,1772687700.0,-32.0,-16.0,LOSS,dynamic_sl,0.7310107812393996,0.5178916980354291,64.0,2026-03-05
LONG,25154.5,25134.75,4098,4101,3,1772687820.0,1772688000.0,-79.0,-39.5,LOSS,dynamic_sl,0.6787973378689456,0.4689169048515849,0.0,2026-03-05
SHORT,25130.25,25145.75,4102,4132,30,1772688060.0,1772689860.0,-62.0,-31.0,LOSS,conviction_collapse,0.34073173008175484,0.7032295052346268,39.0,2026-03-05
LONG,25145.75,25130.25,4132,4138,6,1772689860.0,1772690220.0,-62.0,-31.0,LOSS,conviction_collapse,0.7032295052346268,0.21525218577180283,36.0,2026-03-05
SHORT,25130.25,25152.0,4138,4141,3,1772690220.0,1772694000.0,-87.0,-43.5,LOSS,dynamic_sl,0.21525218577180283,0.8205405421455886,5.0,2026-03-05
LONG,25152.0,25151.0,4141,4171,30,1772694000.0,1772695800.0,-4.0,-2.0,LOSS,conviction_collapse,0.8205405421455886,0.29589002772642825,103.0,2026-03-05
SHORT,25151.0,25161.75,4171,4183,12,1772695800.0,1772696520.0,-43.0,-21.5,LOSS,conviction_collapse,0.29589002772642825,0.7271805566986884,24.0,2026-03-05
LONG,25161.75,25164.0,4183,4203,20,1772696520.0,1772697720.0,9.0,4.5,WIN,conviction_collapse,0.7271805566986884,0.2961670138308204,114.0,2026-03-05
SHORT,25164.0,25185.0,4203,4206,3,1772697720.0,1772697900.0,-84.0,-42.0,LOSS,dynamic_sl,0.2961670138308204,0.827749546449419,16.0,2026-03-05
LONG,25185.0,25202.5,4206,4255,49,1772697900.0,1772700840.0,70.0,35.0,WIN,conviction_collapse,0.827749546449419,0.18207629297261288,232.0,2026-03-05
SHORT,25202.5,25087.0,4255,4358,103,1772700840.0,1772707020.0,462.0,231.0,WIN,conviction_collapse,0.18207629297261288,0.7024152476169312,634.0,2026-03-05
LONG,25087.0,25077.75,4358,4384,26,1772707020.0,1772708580.0,-37.0,-18.5,LOSS,conviction_collapse,0.7024152476169312,0.2880584193504823,153.0,2026-03-05
SHORT,25077.75,25097.75,4384,4388,4,1772708580.0,1772708820.0,-80.0,-40.0,LOSS,dynamic_sl,0.2880584193504823,0.7188466662132302,0.0,2026-03-05
LONG,25097.75,25079.5,4388,4395,7,1772708820.0,1772709240.0,-73.0,-36.5,LOSS,dynamic_sl,0.7188466662132302,0.2682531092737689,10.0,2026-03-05
SHORT,25079.5,25068.5,4395,4436,41,1772709240.0,1772711700.0,44.0,22.0,WIN,conviction_collapse,0.2682531092737689,0.7221906778011826,216.0,2026-03-05
LONG,25068.5,25044.5,4436,4438,2,1772711700.0,1772711820.0,-96.0,-48.0,LOSS,dynamic_sl,0.7221906778011826,0.22174527974337369,5.0,2026-03-05
SHORT,25044.5,25063.5,4438,4447,9,1772711820.0,1772712360.0,-76.0,-38.0,LOSS,dynamic_sl,0.22174527974337369,0.7610452922383649,50.0,2026-03-05
LONG,25063.5,25088.0,4447,4503,56,1772712360.0,1772715720.0,98.0,49.0,WIN,conviction_collapse,0.7610452922383649,0.26251780623780285,172.0,2026-03-05
SHORT,25088.0,25026.5,4503,4610,107,1772715720.0,1772722140.0,246.0,123.0,WIN,conviction_collapse,0.26251780623780285,0.8116204009330328,429.0,2026-03-05
LONG,25026.5,25061.75,4610,4655,45,1772722140.0,1772724840.0,141.0,70.5,WIN,conviction_collapse,0.8116204009330328,0.263946037117144,280.0,2026-03-05
SHORT,25061.75,25043.5,4655,4737,82,1772724840.0,1772729760.0,73.0,36.5,WIN,conviction_collapse,0.263946037117144,0.7878253966407768,355.0,2026-03-05
LONG,25043.5,25110.5,4737,4779,42,1772729760.0,1772732280.0,268.0,134.0,WIN,conviction_collapse,0.7878253966407768,0.232669208864542,652.0,2026-03-05
SHORT,25110.5,25128.5,4779,4806,27,1772732280.0,1772733900.0,-72.0,-36.0,LOSS,dynamic_sl,0.232669208864542,0.5383601352687565,114.0,2026-03-05
SHORT,25114.0,25126.25,4808,4820,12,1772734020.0,1772734740.0,-49.0,-24.5,LOSS,dynamic_sl,0.324589482263446,0.5084457253771316,4.0,2026-03-05
SHORT,25116.5,25141.75,4821,4823,2,1772734800.0,1772734920.0,-101.0,-50.5,LOSS,dynamic_sl,0.3168155457447891,0.7400113349803529,14.0,2026-03-05
LONG,25141.75,25118.0,4823,4826,3,1772734920.0,1772735100.0,-95.0,-47.5,LOSS,dynamic_sl,0.7400113349803529,0.30011128294588757,4.0,2026-03-05
SHORT,25118.0,25135.75,4826,4830,4,1772735100.0,1772735340.0,-71.0,-35.5,LOSS,conviction_collapse,0.30011128294588757,0.7013599979891834,2.0,2026-03-05
LONG,25135.75,25119.25,4830,4840,10,1772735340.0,1772735940.0,-66.0,-33.0,LOSS,dynamic_sl,0.7013599979891834,0.26575569961780726,30.0,2026-03-05
SHORT,25119.25,25137.5,4840,4875,35,1772735940.0,1772738040.0,-73.0,-36.5,LOSS,conviction_collapse,0.26575569961780726,0.7297319733964894,143.0,2026-03-05
LONG,25137.5,25117.0,4875,4896,21,1772738040.0,1772739300.0,-82.0,-41.0,LOSS,dynamic_sl,0.7297319733964894,0.20251207622770145,58.0,2026-03-05
SHORT,25117.0,25134.75,4896,4908,12,1772739300.0,1772740020.0,-71.0,-35.5,LOSS,conviction_collapse,0.20251207622770145,0.7295006020350546,51.0,2026-03-05
LONG,25134.75,25120.25,4908,4910,2,1772740020.0,1772740140.0,-58.0,-29.0,LOSS,dynamic_sl,0.7295006020350546,0.2901162249558736,11.0,2026-03-05
SHORT,25120.25,25140.5,4910,4941,31,1772740140.0,1772742000.0,-81.0,-40.5,LOSS,dynamic_sl,0.2901162249558736,0.8898361560616719,168.0,2026-03-05
LONG,25140.5,25112.25,4941,4952,11,1772742000.0,1772742660.0,-113.0,-56.5,LOSS,dynamic_sl,0.8898361560616719,0.6003484605683126,65.0,2026-03-05
SHORT,25098.0,24999.75,4954,5066,112,1772742780.0,1772749500.0,393.0,196.5,WIN,conviction_collapse,0.31324977889767947,0.753830532932476,543.0,2026-03-05
LONG,24999.75,24982.75,5066,5068,2,1772749500.0,1772749620.0,-68.0,-34.0,LOSS,dynamic_sl,0.753830532932476,0.36391635627389746,9.0,2026-03-05
LONG,25036.5,25107.25,5071,5120,49,1772749800.0,1772752740.0,283.0,141.5,WIN,conviction_collapse,0.925090789922328,0.22653482704283023,687.0,2026-03-05
SHORT,25107.25,25065.5,5120,5142,22,1772752740.0,1772754060.0,167.0,83.5,WIN,conviction_collapse,0.22653482704283023,0.749733977356399,707.0,2026-03-05
LONG,25065.5,25028.0,5142,5144,2,1772754060.0,1772754180.0,-150.0,-75.0,LOSS,dynamic_sl,0.749733977356399,0.34600315915709445,22.0,2026-03-05
SHORT,25028.0,25049.5,5144,5146,2,1772754180.0,1772754300.0,-86.0,-43.0,LOSS,dynamic_sl,0.34600315915709445,0.6298114401396073,24.0,2026-03-05
LONG,25063.5,25040.75,5148,5150,2,1772754420.0,1772754540.0,-91.0,-45.5,LOSS,dynamic_sl,0.7116510959503421,0.48765519478027286,72.0,2026-03-05
LONG,25080.5,25052.25,5151,5157,6,1772754600.0,1772754960.0,-113.0,-56.5,LOSS,dynamic_sl,0.8110429573035749,0.5129871684003825,66.0,2026-03-05
LONG,25067.75,25076.75,5159,5161,2,1772755080.0,1772755200.0,36.0,18.0,WIN,end_of_day,0.6556504320915013,0.7408292306393808,63.0,2026-03-05
LONG,25076.75,24980.75,5161,5171,10,1772755200.0,1772755800.0,-384.0,-192.0,LOSS,dynamic_sl,0.7408292306393808,0.05152868712222135,0.0,2026-03-06
SHORT,24980.75,25006.0,5171,5174,3,1772755800.0,1772755980.0,-101.0,-50.5,LOSS,dynamic_sl,0.05152868712222135,0.43910887024734274,97.0,2026-03-06
SHORT,24985.75,25007.5,5175,5183,8,1772756040.0,1772756520.0,-87.0,-43.5,LOSS,dynamic_sl,0.20767106697277976,0.6711774953769128,183.0,2026-03-06
LONG,25007.5,24975.5,5183,5184,1,1772756520.0,1772756580.0,-128.0,-64.0,LOSS,dynamic_sl,0.6711774953769128,0.35304280724894566,17.0,2026-03-06
LONG,25000.0,24974.0,5186,5189,3,1772756700.0,1772756880.0,-104.0,-52.0,LOSS,dynamic_sl,0.6502002052594774,0.3975635963787266,38.0,2026-03-06
LONG,25016.5,25002.75,5192,5195,3,1772757060.0,1772757240.0,-55.0,-27.5,LOSS,dynamic_sl,0.8538558300297108,0.5889795532223059,65.0,2026-03-06
LONG,25004.75,24996.0,5197,5236,39,1772757360.0,1772759700.0,-35.0,-17.5,LOSS,conviction_collapse,0.6823762359934764,0.10226178220937329,473.0,2026-03-06
SHORT,24996.0,24870.25,5236,5288,52,1772759700.0,1772762820.0,503.0,251.5,WIN,conviction_collapse,0.10226178220937329,0.783158484481211,843.0,2026-03-06
LONG,24870.25,24838.25,5288,5299,11,1772762820.0,1772763480.0,-128.0,-64.0,LOSS,dynamic_sl,0.783158484481211,0.2564911844289189,75.0,2026-03-06
SHORT,24838.25,24840.75,5299,5321,22,1772763480.0,1772764800.0,-10.0,-5.0,LOSS,conviction_collapse,0.2564911844289189,0.7611676608380282,257.0,2026-03-06
LONG,24840.75,24826.25,5321,5330,9,1772764800.0,1772765340.0,-58.0,-29.0,LOSS,dynamic_sl,0.7611676608380282,0.5357383681205562,116.0,2026-03-06
SHORT,24807.25,24826.0,5331,5341,10,1772765400.0,1772766000.0,-75.0,-37.5,LOSS,dynamic_sl,0.2209646594531566,0.5864725229156529,127.0,2026-03-06
LONG,24842.25,24819.0,5343,5366,23,1772766120.0,1772767500.0,-93.0,-46.5,LOSS,dynamic_sl,0.7489370985877514,0.30618850456072066,156.0,2026-03-06
SHORT,24819.0,24838.75,5366,5370,4,1772767500.0,1772767740.0,-79.0,-39.5,LOSS,dynamic_sl,0.30618850456072066,0.6066457495406461,18.0,2026-03-06
SHORT,24806.25,24828.75,5371,5381,10,1772767800.0,1772768400.0,-90.0,-45.0,LOSS,dynamic_sl,0.1716927611505397,0.4402315252770852,54.0,2026-03-06
LONG,24840.75,25009.25,5382,5495,113,1772768460.0,1772775240.0,674.0,337.0,WIN,conviction_collapse,0.6827480421839608,0.23670246431562467,861.0,2026-03-06
SHORT,25009.25,25018.75,5495,5513,18,1772775240.0,1772776320.0,-38.0,-19.0,LOSS,conviction_collapse,0.23670246431562467,0.702940034520361,37.0,2026-03-06
LONG,25018.75,25005.75,5513,5519,6,1772776320.0,1772776680.0,-52.0,-26.0,LOSS,conviction_collapse,0.702940034520361,0.2326025913929881,10.0,2026-03-06
SHORT,25005.75,25024.0,5519,5524,5,1772776680.0,1772780580.0,-73.0,-36.5,LOSS,dynamic_sl,0.2326025913929881,0.8428007649437367,20.0,2026-03-06
LONG,25024.0,25072.0,5524,5606,82,1772780580.0,1772785500.0,192.0,96.0,WIN,conviction_collapse,0.8428007649437367,0.2563278819591387,298.0,2026-03-06
SHORT,25072.0,25091.75,5606,5629,23,1772785500.0,1772786880.0,-79.0,-39.5,LOSS,dynamic_sl,0.2563278819591387,0.687681665397474,27.0,2026-03-06
LONG,25091.75,25076.0,5629,5632,3,1772786880.0,1772787060.0,-63.0,-31.5,LOSS,dynamic_sl,0.687681665397474,0.16517971394197456,0.0,2026-03-06
SHORT,25076.0,25089.25,5632,5646,14,1772787060.0,1772787900.0,-53.0,-26.5,LOSS,conviction_collapse,0.16517971394197456,0.7249545053071274,38.0,2026-03-06
LONG,25089.25,25067.25,5646,5649,3,1772787900.0,1772788080.0,-88.0,-44.0,LOSS,dynamic_sl,0.7249545053071274,0.1779636851809704,4.0,2026-03-06
SHORT,25067.25,25090.5,5649,5656,7,1772788080.0,1772788500.0,-93.0,-46.5,LOSS,dynamic_sl,0.1779636851809704,0.7304103728489546,0.0,2026-03-06
LONG,25090.5,25073.0,5656,5661,5,1772788500.0,1772788800.0,-70.0,-35.0,LOSS,conviction_collapse,0.7304103728489546,0.2383010028037953,3.0,2026-03-06
SHORT,25073.0,25080.75,5661,5676,15,1772788800.0,1772789700.0,-31.0,-15.5,LOSS,conviction_collapse,0.2383010028037953,0.7875408488055589,140.0,2026-03-06
LONG,25080.75,25064.0,5676,5684,8,1772789700.0,1772790180.0,-67.0,-33.5,LOSS,conviction_collapse,0.7875408488055589,0.27876813175958987,32.0,2026-03-06
SHORT,25064.0,25078.25,5684,5697,13,1772790180.0,1772790960.0,-57.0,-28.5,LOSS,dynamic_sl,0.27876813175958987,0.7134894189490106,89.0,2026-03-06
LONG,25078.25,25089.0,5697,5736,39,1772790960.0,1772793300.0,43.0,21.5,WIN,conviction_collapse,0.7134894189490106,0.2703771872026983,152.0,2026-03-06
SHORT,25089.0,25098.75,5736,5765,29,1772793300.0,1772795040.0,-39.0,-19.5,LOSS,conviction_collapse,0.2703771872026983,0.7423795687992261,83.0,2026-03-06
LONG,25098.75,25085.25,5765,5775,10,1772795040.0,1772795640.0,-54.0,-27.0,LOSS,conviction_collapse,0.7423795687992261,0.23294877931886035,4.0,2026-03-06
SHORT,25085.25,25095.0,5775,5803,28,1772795640.0,1772797320.0,-39.0,-19.5,LOSS,conviction_collapse,0.23294877931886035,0.7141693964913463,44.0,2026-03-06
LONG,25095.0,25103.75,5803,5842,39,1772797320.0,1772799660.0,35.0,17.5,WIN,conviction_collapse,0.7141693964913463,0.2972791278846489,84.0,2026-03-06
SHORT,25103.75,25116.5,5842,5854,12,1772799660.0,1772800380.0,-51.0,-25.5,LOSS,conviction_collapse,0.2972791278846489,0.8517295802811107,41.0,2026-03-06
LONG,25116.5,25110.0,5854,5878,24,1772800380.0,1772801820.0,-26.0,-13.0,LOSS,conviction_collapse,0.8517295802811107,0.2771958925845553,85.0,2026-03-06
SHORT,25110.0,25127.0,5878,5891,13,1772801820.0,1772802600.0,-68.0,-34.0,LOSS,dynamic_sl,0.2771958925845553,0.7696232255833824,18.0,2026-03-06
LONG,25127.0,25119.75,5891,5902,11,1772802600.0,1772803260.0,-29.0,-14.5,LOSS,conviction_collapse,0.7696232255833824,0.2809716703080875,9.0,2026-03-06
SHORT,25119.75,25136.75,5902,5917,15,1772803260.0,1772804160.0,-68.0,-34.0,LOSS,conviction_collapse,0.2809716703080875,0.8635539985057713,34.0,2026-03-06
LONG,25136.75,25118.5,5917,5926,9,1772804160.0,1772804700.0,-73.0,-36.5,LOSS,dynamic_sl,0.8635539985057713,0.21773641280959033,19.0,2026-03-06
SHORT,25118.5,25131.75,5926,5944,18,1772804700.0,1772805780.0,-53.0,-26.5,LOSS,conviction_collapse,0.21773641280959033,0.7317466660862272,47.0,2026-03-06
LONG,25131.75,25119.25,5944,5956,12,1772805780.0,1772806500.0,-50.0,-25.0,LOSS,conviction_collapse,0.7317466660862272,0.19013144863892711,22.0,2026-03-06
SHORT,25119.25,25123.0,5956,6022,66,1772806500.0,1772810460.0,-15.0,-7.5,LOSS,conviction_collapse,0.19013144863892711,0.8415711521680049,112.0,2026-03-06
LONG,25123.0,25120.25,6022,6051,29,1772810460.0,1772812200.0,-11.0,-5.5,LOSS,conviction_collapse,0.8415711521680049,0.2714680360701415,69.0,2026-03-06
SHORT,25120.25,25131.0,6051,6058,7,1772812200.0,1772812620.0,-43.0,-21.5,LOSS,conviction_collapse,0.2714680360701415,0.7090391432107451,25.0,2026-03-06
LONG,25131.0,25109.75,6058,6062,4,1772812620.0,1772812860.0,-85.0,-42.5,LOSS,dynamic_sl,0.7090391432107451,0.1093422707899524,0.0,2026-03-06
SHORT,25109.75,25106.75,6062,6107,45,1772812860.0,1772815560.0,12.0,6.0,WIN,conviction_collapse,0.1093422707899524,0.803407749650763,307.0,2026-03-06
LONG,25106.75,25084.0,6107,6116,9,1772815560.0,1772816100.0,-91.0,-45.5,LOSS,dynamic_sl,0.803407749650763,0.5101019722761303,6.0,2026-03-06
SHORT,25075.5,24960.25,6118,6186,68,1772816220.0,1772820300.0,461.0,230.5,WIN,conviction_collapse,0.33233756331827047,0.779937416423003,774.0,2026-03-06
LONG,24960.25,24938.0,6186,6209,23,1772820300.0,1772821680.0,-89.0,-44.5,LOSS,dynamic_sl,0.779937416423003,0.239954509723098,45.0,2026-03-06
SHORT,24938.0,24973.25,6209,6210,1,1772821680.0,1772821740.0,-141.0,-70.5,LOSS,dynamic_sl,0.239954509723098,0.8431108568096378,2.0,2026-03-06
LONG,24973.25,24948.0,6210,6213,3,1772821740.0,1772821920.0,-101.0,-50.5,LOSS,dynamic_sl,0.8431108568096378,0.6136783791303253,9.0,2026-03-06
LONG,24946.0,24930.75,6215,6230,15,1772822040.0,1772822940.0,-61.0,-30.5,LOSS,conviction_collapse,0.6683934201489172,0.2575230275229748,82.0,2026-03-06
SHORT,24930.75,24953.75,6230,6233,3,1772822940.0,1772823120.0,-92.0,-46.0,LOSS,dynamic_sl,0.2575230275229748,0.6809506502882666,5.0,2026-03-06
LONG,24953.75,24939.5,6233,6241,8,1772823120.0,1772823600.0,-57.0,-28.5,LOSS,dynamic_sl,0.6809506502882666,0.23405392591847618,35.0,2026-03-06
SHORT,24939.5,24946.25,6241,6254,13,1772823600.0,1772824380.0,-27.0,-13.5,LOSS,conviction_collapse,0.23405392591847618,0.72840584013037,210.0,2026-03-06
LONG,24946.25,24925.25,6254,6259,5,1772824380.0,1772824680.0,-84.0,-42.0,LOSS,dynamic_sl,0.72840584013037,0.26097649674368045,6.0,2026-03-06
SHORT,24925.25,24948.5,6259,6261,2,1772824680.0,1772824800.0,-93.0,-46.5,LOSS,dynamic_sl,0.26097649674368045,0.6363649639040054,12.0,2026-03-06
LONG,24958.0,24933.5,6262,6273,11,1772824860.0,1772825520.0,-98.0,-49.0,LOSS,dynamic_sl,0.7299986350868185,0.31860563550625864,20.0,2026-03-06
SHORT,24933.5,24902.5,6273,6341,68,1772825520.0,1772829600.0,124.0,62.0,WIN,conviction_collapse,0.31860563550625864,0.8836001446750168,457.0,2026-03-06
LONG,24902.5,24850.0,6341,6342,1,1772829600.0,1772829660.0,-210.0,-105.0,LOSS,dynamic_sl,0.8836001446750168,0.4915075564986319,28.0,2026-03-06
LONG,24890.5,24813.25,6345,6348,3,1772829840.0,1772830020.0,-309.0,-154.5,LOSS,dynamic_sl,0.8305711576470773,0.15066460288798128,94.0,2026-03-06
SHORT,24813.25,24813.0,6348,6349,1,1772830020.0,1772830080.0,1.0,0.5,WIN,dynamic_sl,0.15066460288798128,0.2062519368545131,32.0,2026-03-06
SHORT,24813.0,24905.0,6349,6350,1,1772830080.0,1772830140.0,-368.0,-184.0,LOSS,dynamic_sl,0.2062519368545131,0.8150718772238736,8.0,2026-03-06
LONG,24905.0,24883.0,6350,6351,1,1772830140.0,1772830200.0,-88.0,-44.0,LOSS,dynamic_sl,0.8150718772238736,0.7181694870137033,40.0,2026-03-06
LONG,24883.0,24880.5,6351,6354,3,1772830200.0,1772830380.0,-10.0,-5.0,LOSS,dynamic_sl,0.7181694870137033,0.6435216962482075,47.0,2026-03-06
LONG,24891.75,24823.0,6355,6356,1,1772830440.0,1772830500.0,-275.0,-137.5,LOSS,dynamic_sl,0.6712848493587884,0.12706795851306776,0.0,2026-03-06
SHORT,24823.0,24881.25,6356,6357,1,1772830500.0,1772830560.0,-233.0,-116.5,LOSS,dynamic_sl,0.12706795851306776,0.7057668282873627,0.0,2026-03-06
LONG,24881.25,24824.25,6357,6358,1,1772830560.0,1772830620.0,-228.0,-114.0,LOSS,dynamic_sl,0.7057668282873627,0.13042895091327347,79.0,2026-03-06
SHORT,24824.25,24903.5,6358,6359,1,1772830620.0,1772830680.0,-317.0,-158.5,LOSS,dynamic_sl,0.13042895091327347,0.8546380238360265,7.0,2026-03-06
LONG,24903.5,24836.0,6359,6360,1,1772830680.0,1772830740.0,-270.0,-135.0,LOSS,dynamic_sl,0.8546380238360265,0.43337953833634335,0.0,2026-03-06
SHORT,24845.0,24869.75,6364,6374,10,1772830980.0,1772831580.0,-99.0,-49.5,LOSS,dynamic_sl,0.2976121829422808,0.658492062378999,42.0,2026-03-06
LONG,24869.75,24846.75,6374,6376,2,1772831580.0,1772831700.0,-92.0,-46.0,LOSS,dynamic_sl,0.658492062378999,0.3049177019934322,21.0,2026-03-06
SHORT,24846.75,24858.0,6376,6389,13,1772831700.0,1772832480.0,-45.0,-22.5,LOSS,dynamic_sl,0.3049177019934322,0.48334283262390854,41.0,2026-03-06
SHORT,24851.25,24862.5,6391,6398,7,1772832600.0,1772833020.0,-45.0,-22.5,LOSS,conviction_collapse,0.2967097146926225,0.827486915315047,401.0,2026-03-06
LONG,24862.5,24871.5,6398,6399,1,1772833020.0,1772833080.0,36.0,18.0,WIN,dynamic_sl,0.827486915315047,0.784292860256769,43.0,2026-03-06
LONG,24871.5,24762.5,6399,6400,1,1772833080.0,1772833140.0,-436.0,-218.0,LOSS,dynamic_sl,0.784292860256769,0.17381094553315443,0.0,2026-03-06
SHORT,24762.5,24880.25,6400,6401,1,1772833140.0,1772833200.0,-471.0,-235.5,LOSS,dynamic_sl,0.17381094553315443,0.8714696269076375,28.0,2026-03-06
LONG,24880.25,24740.5,6401,6402,1,1772833200.0,1772833260.0,-559.0,-279.5,LOSS,dynamic_sl,0.8714696269076375,0.1859974657656739,0.0,2026-03-06
SHORT,24740.5,24737.25,6402,6403,1,1772833260.0,1772833320.0,13.0,6.5,WIN,dynamic_sl,0.1859974657656739,0.1483773746471615,20.0,2026-03-06
SHORT,24737.25,24738.75,6403,6404,1,1772833320.0,1772833380.0,-6.0,-3.0,LOSS,dynamic_sl,0.1483773746471615,0.4111659533372861,32.0,2026-03-06
LONG,24875.0,24701.75,6405,6406,1,1772833440.0,1772833500.0,-693.0,-346.5,LOSS,dynamic_sl,0.9477613244452406,0.234276171738223,16.0,2026-03-06
SHORT,24701.75,24701.25,6406,6407,1,1772833500.0,1772833560.0,2.0,1.0,WIN,dynamic_sl,0.234276171738223,0.2978116365312281,32.0,2026-03-06
SHORT,24701.25,24885.75,6407,6408,1,1772833560.0,1772833620.0,-738.0,-369.0,LOSS,dynamic_sl,0.2978116365312281,0.9700380505741857,97.0,2026-03-06
LONG,24885.75,24700.0,6408,6409,1,1772833620.0,1772833680.0,-743.0,-371.5,LOSS,dynamic_sl,0.9700380505741857,0.8839366087839321,0.0,2026-03-06
LONG,24700.0,24668.75,6409,6411,2,1772833680.0,1772833800.0,-125.0,-62.5,LOSS,dynamic_sl,0.8839366087839321,0.571430027209104,763.0,2026-03-06
LONG,24886.0,24693.75,6412,6413,1,1772833860.0,1772833920.0,-769.0,-384.5,LOSS,dynamic_sl,0.9930206423815175,0.24736957504066887,0.0,2026-03-06
SHORT,24693.75,24672.0,6413,6414,1,1772833920.0,1772833980.0,87.0,43.5,WIN,dynamic_sl,0.24736957504066887,0.27639103576421753,98.0,2026-03-06
SHORT,24672.0,24890.0,6414,6415,1,1772833980.0,1772834040.0,-872.0,-436.0,LOSS,dynamic_sl,0.27639103576421753,0.9885463916821252,114.0,2026-03-06
LONG,24890.0,24654.5,6415,6416,1,1772834040.0,1772834100.0,-942.0,-471.0,LOSS,dynamic_sl,0.9885463916821252,0.945510228472695,0.0,2026-03-06
LONG,24654.5,24638.75,6416,6417,1,1772834100.0,1772834160.0,-63.0,-31.5,LOSS,dynamic_sl,0.945510228472695,0.622089937775455,6.0,2026-03-06
LONG,24881.0,24648.25,6418,6419,1,1772834220.0,1772834280.0,-931.0,-465.5,LOSS,dynamic_sl,0.9994652663664951,0.981483963253139,18.0,2026-03-06
LONG,24648.25,24622.5,6419,6430,11,1772834280.0,1772834940.0,-103.0,-51.5,LOSS,dynamic_sl,0.981483963253139,0.3102248929333458,930.0,2026-03-06
SHORT,24622.5,24628.5,6430,6435,5,1772834940.0,1772835240.0,-24.0,-12.0,LOSS,dynamic_sl,0.3102248929333458,0.4608496522238432,34.0,2026-03-06
LONG,24648.25,24624.0,6442,6457,15,1772835660.0,1772836560.0,-97.0,-48.5,LOSS,dynamic_sl,0.7156696813698236,0.3511883236563023,336.0,2026-03-06
LONG,24686.5,24664.75,6459,6468,9,1772836680.0,1772837220.0,-87.0,-43.5,LOSS,dynamic_sl,0.8911453139363011,0.615235295116437,176.0,2026-03-06
LONG,24681.75,24672.25,6469,6477,8,1772837280.0,1772837760.0,-38.0,-19.0,LOSS,dynamic_sl,0.7034280387625342,0.5846051349823125,243.0,2026-03-06
SHORT,24646.25,24691.0,6479,6480,1,1772837880.0,1772837940.0,-179.0,-89.5,LOSS,dynamic_sl,0.3448810385004626,0.829030312766344,58.0,2026-03-06
LONG,24691.0,24676.0,6480,6490,10,1772837940.0,1772838540.0,-60.0,-30.0,LOSS,dynamic_sl,0.829030312766344,0.38420081218286983,347.0,2026-03-06
LONG,24726.75,24804.0,6492,6530,38,1772838660.0,1772840940.0,309.0,154.5,WIN,conviction_collapse,0.8777600029135354,0.26524411764877387,664.0,2026-03-06
SHORT,24804.0,24847.0,6530,6536,6,1772840940.0,1772841300.0,-172.0,-86.0,LOSS,dynamic_sl,0.26524411764877387,0.8933271106228355,208.0,2026-03-06
LONG,24847.0,24874.5,6536,6541,5,1772841300.0,1772841600.0,110.0,55.0,WIN,end_of_day,0.8933271106228355,0.8725093036989824,150.0,2026-03-06
LONG,24874.5,24843.0,6541,6551,10,1772841600.0,1772842200.0,-126.0,-63.0,LOSS,dynamic_sl,0.8725093036989824,0.5192024332169295,0.0,2026-03-07
