**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,n_1m_bars,session_range_pts,p90_bar_range_pts,mean_bar_range_pts,median_bar_range_pts,realized_vol_pts,max_1m_move_pts,max_drawdown_pts,ts,dow
2025_10_29,1380,331.0,18.275000000000034,9.18659420289855,5.75,8.568691805408461,116.75,252.0,1761696000.0,Wednesday
2025_10_30,1380,546.5,22.5,12.531702898550725,10.0,9.634302813888926,77.5,524.5,1761782400.0,Thursday
2025_10_31,1260,385.25,17.5,8.817857142857143,6.75,6.447336633978904,36.5,378.0,1761868800.0,Friday
2025_11_02,60,80.25,10.25,7.370833333333334,6.75,4.664055250106002,16.25,19.5,1762041600.0,Sunday
2025_11_03,1380,253.0,14.5,7.7552536231884055,6.25,5.6130495508819855,41.25,233.25,1762128000.0,Monday
2025_11_04,1380,567.5,19.25,11.258695652173913,9.75,8.009858423997963,46.75,559.0,1762214400.0,Tuesday
2025_11_05,1380,595.75,18.25,11.055253623188406,9.75,7.895903580625149,41.5,212.0,1762300800.0,Wednesday
2025_11_06,1380,626.5,24.0,11.758152173913043,8.75,9.295638129320102,52.5,611.5,1762387200.0,Thursday
2025_11_07,1320,645.75,25.5,13.963068181818182,11.75,10.478864734450482,66.5,643.25,1762473600.0,Friday
2025_11_09,60,96.25,17.35,11.6375,9.625,7.053406172787891,22.25,65.75,1762646400.0,Sunday
2025_11_10,1380,491.25,15.775000000000034,8.68731884057971,7.0,5.949251218638999,30.25,198.5,1762732800.0,Monday
2025_11_11,1380,290.25,15.75,8.896014492753624,7.5,6.032120815347735,37.25,277.5,1762819200.0,Tuesday
2025_11_12,1380,341.75,17.525000000000034,8.945833333333333,6.5,6.832899780883624,50.5,333.0,1762905600.0,Wednesday
2025_11_13,1380,719.75,25.75,12.986413043478262,10.0,9.317137389336716,43.5,703.0,1762992000.0,Thursday
2025_11_14,1320,667.5,27.0,15.383333333333333,13.0,11.041745077677227,71.0,512.25,1763078400.0,Friday
2025_11_16,60,167.25,27.8,14.633333333333333,11.5,9.514552877607393,27.0,55.5,1763251200.0,Sunday
2025_11_17,1380,630.0,23.775000000000034,13.255253623188405,10.75,9.485255493111016,56.5,615.25,1763337600.0,Monday
2025_11_18,1380,579.75,34.5,18.72771739130435,15.0,13.907775529172262,123.0,562.5,1763424000.0,Tuesday
2025_11_19,1380,664.75,28.75,16.291304347826088,13.5,10.802047194229697,122.75,457.5,1763510400.0,Wednesday
2025_11_20,1380,1292.0,40.55000000000007,18.20905797101449,11.5,14.364297463973498,82.75,1279.5,1763596800.0,Thursday
2025_11_21,1320,692.5,37.5,20.749810606060606,17.0,14.969512628501986,137.5,340.0,1763683200.0,Friday
2025_11_23,60,90.75,20.725,14.295833333333333,11.5,7.402376226633716,20.25,55.5,1763856000.0,Sunday
2025_11_24,1380,632.0,18.75,11.595652173913043,9.75,7.914223415908374,51.0,189.25,1763942400.0,Monday
2025_11_25,1380,533.75,19.275000000000034,10.47518115942029,8.0,7.798386729412653,73.75,330.75,1764028800.0,Tuesday
2025_11_26,1380,308.75,14.775000000000034,8.357427536231883,6.5,5.743537487393151,41.25,123.0,1764115200.0,Wednesday
2025_11_27,1140,53.75,5.75,3.6638157894736842,3.25,2.2879445950070645,13.0,50.0,1764201600.0,Thursday
2025_11_28,450,176.0,15.275000000000006,8.782222222222222,7.625,5.9076103771115545,34.25,70.75,1764288000.0,Friday
2025_11_30,60,99.5,19.550000000000004,12.041666666666666,10.0,6.495396464958922,18.75,71.75,1764460800.0,Sunday
2025_12_01,1380,302.25,16.275000000000034,9.845652173913043,8.25,6.385833020103551,46.0,269.0,1764547200.0,Monday
2025_12_02,1380,346.0,16.75,8.385507246376811,6.25,6.06039374116285,44.25,244.0,1764633600.0,Tuesday
2025_12_03,1380,265.0,16.0,7.595289855072464,5.25,5.988303044134207,44.0,243.5,1764720000.0,Wednesday
2025_12_04,1380,245.5,14.75,7.544746376811594,5.5,6.004816859616941,52.25,226.25,1764806400.0,Thursday
2025_12_05,1320,288.75,14.5,7.136363636363637,5.0,5.501101869620816,52.5,203.0,1764892800.0,Friday
2025_12_07,60,52.0,12.25,7.104166666666667,6.0,4.180354802413208,13.5,28.0,1765065600.0,Sunday
2025_12_08,1380,297.0,13.775000000000034,7.003079710144927,5.25,4.973305345589684,39.75,268.0,1765152000.0,Monday
2025_12_09,1380,178.5,11.025000000000034,6.417753623188406,5.25,4.818266329512554,53.5,157.5,1765238400.0,Tuesday
2025_12_10,1380,341.5,17.5,8.265942028985508,5.5,6.930351481354506,80.25,206.25,1765324800.0,Wednesday
2025_12_11,1380,480.5,18.25,10.254528985507246,8.0,8.310429583025204,121.75,334.25,1765411200.0,Thursday
2025_12_12,1320,586.75,21.75,10.068560606060606,6.75,7.881003421087903,82.75,576.0,1765497600.0,Friday
2025_12_14,60,114.0,19.825000000000003,10.691666666666666,8.125,8.847051747297643,41.75,105.0,1765670400.0,Sunday
2025_12_15,1380,375.5,19.5,9.104528985507246,6.25,7.324969421689218,52.0,358.75,1765756800.0,Monday
2025_12_16,1380,376.25,23.275000000000034,11.917391304347825,9.0,9.480743497104783,62.25,226.0,1765843200.0,Tuesday
2025_12_17,1380,607.25,23.75,10.944202898550724,8.0,8.339616251239539,49.0,603.25,1765929600.0,Wednesday
2025_12_18,1380,503.75,20.0,10.218297101449275,8.0,7.903162630556061,60.25,213.75,1766016000.0,Thursday
2025_12_19,861,181.25,10.5,5.465156794425087,4.5,5.621199898696782,30.0,115.75,1766102400.0,Friday
2026_01_01,60,54.0,11.850000000000001,6.479166666666667,5.5,4.284851693605801,10.75,20.25,1767225600.0,Thursday
2026_01_02,1320,538.25,20.0,8.841666666666667,5.5,7.9340650963692765,58.0,524.0,1767312000.0,Friday
2026_01_04,60,57.5,16.025,9.975,8.5,5.684514311611842,13.0,40.75,1767484800.0,Sunday
2026_01_05,1380,272.75,12.5,7.247463768115942,5.75,5.194545698259223,32.0,144.5,1767571200.0,Monday
2026_01_06,1380,317.75,11.5,5.8396739130434785,4.25,4.297855694791378,33.75,144.5,1767657600.0,Tuesday
2026_01_07,1380,271.0,11.0,5.857971014492754,4.25,4.800686466532817,61.75,175.25,1767744000.0,Wednesday
2026_01_08,1380,274.75,15.5,7.871920289855073,6.0,6.0197513627175,48.25,258.0,1767830400.0,Thursday
2026_01_09,1320,370.25,13.5,7.377840909090909,5.25,6.33097610983671,74.0,178.75,1767916800.0,Friday
2026_01_11,60,85.5,16.3,8.8125,6.0,5.7929664432467245,17.75,30.0,1768089600.0,Sunday
2026_01_12,1380,387.75,13.0,7.361050724637681,6.0,5.437184130650957,50.75,263.75,1768176000.0,Monday
2026_01_13,1380,243.0,16.25,7.890036231884058,5.5,6.60673708311261,91.25,234.0,1768262400.0,Tuesday
2026_01_14,1380,504.75,19.525000000000034,9.690579710144927,6.75,8.006969667099145,64.75,498.5,1768348800.0,Wednesday
2026_01_15,1380,391.75,16.025000000000034,9.015217391304347,7.0,6.266735239647882,44.75,254.0,1768435200.0,Thursday
2026_01_16,1320,301.0,13.775000000000034,7.003219696969697,5.25,5.157863166270831,44.5,290.0,1768521600.0,Friday
2026_01_18,60,155.5,23.35,16.4375,13.5,8.343053557310725,23.75,42.25,1768694400.0,Sunday
2026_01_19,1140,233.75,12.775000000000034,7.994078947368421,7.0,5.399696250488526,33.0,222.5,1768780800.0,Monday
2026_01_20,1380,343.5,21.25,11.90072463768116,9.75,8.709274246384174,64.0,329.75,1768867200.0,Tuesday
2026_01_21,1380,627.25,23.0,11.46340579710145,8.25,8.969035862353364,106.75,348.5,1768953600.0,Wednesday
2026_01_22,1380,256.5,14.5,8.476992753623188,6.75,6.215806243730871,49.5,194.25,1769040000.0,Thursday
2026_01_23,1320,305.5,15.275000000000034,8.349621212121212,7.0,5.958861744270532,47.5,184.0,1769126400.0,Friday
2026_01_25,60,191.0,20.875,18.333333333333332,13.125,9.193089328975011,21.75,41.25,1769299200.0,Sunday
2026_01_26,1380,389.5,13.5,8.01231884057971,6.75,5.279836327797387,39.5,147.5,1769385600.0,Monday
2026_01_27,1380,272.25,9.5,5.726086956521739,4.75,3.914405465872637,32.0,119.25,1769472000.0,Tuesday
2026_01_28,1380,352.75,16.5,8.979891304347825,7.0,7.303654741241662,71.0,327.0,1769558400.0,Wednesday
2026_01_29,1380,744.75,23.25,11.63586956521739,8.5,8.330655089861741,55.25,736.0,1769644800.0,Thursday
2026_01_30,1320,425.25,26.5,15.820075757575758,13.5,10.754931210800239,78.5,415.0,1769731200.0,Friday
2026_02_01,60,197.5,35.2,22.233333333333334,20.0,16.067374216717916,52.25,131.25,1769904000.0,Sunday
2026_02_02,1380,798.5,21.775000000000034,12.984782608695653,11.5,9.08616185814191,81.5,450.75,1769990400.0,Monday
2026_02_03,1380,809.75,24.25,11.522463768115943,8.0,9.388333099898496,77.75,802.5,1770076800.0,Tuesday
2026_02_04,1380,730.5,31.525000000000034,15.780434782608696,11.25,12.735388459646053,87.75,715.75,1770163200.0,Wednesday
2026_02_05,1380,875.5,34.775000000000034,19.604166666666668,16.5,13.660946272620835,102.75,865.75,1770249600.0,Thursday
2026_02_06,1320,981.0,25.050000000000068,15.232765151515151,12.75,10.799225895227499,78.5,213.0,1770336000.0,Friday
2026_02_08,60,147.0,21.075000000000003,13.8375,11.25,8.00248408359475,22.5,29.25,1770508800.0,Sunday
2026_02_09,1380,473.5,17.0,10.926992753623189,9.5,7.81263171447112,67.25,368.0,1770595200.0,Monday
2026_02_10,1380,249.5,16.0,9.118840579710145,7.25,6.918806261190502,61.75,243.75,1770681600.0,Tuesday
2026_02_11,1380,407.5,22.525000000000034,10.541847826086956,7.25,8.344001834642476,60.5,387.25,1770768000.0,Wednesday
2026_02_12,1380,698.5,25.5,11.195108695652173,7.5,9.018628784748449,61.5,690.0,1770854400.0,Thursday
2026_02_13,1320,416.75,28.525000000000034,16.018560606060607,12.75,12.81912197181663,105.25,262.75,1770940800.0,Friday
2026_02_15,60,85.25,20.325000000000003,12.266666666666667,10.5,7.970842440780184,25.75,64.25,1771113600.0,Sunday
2026_02_16,1140,251.75,13.0,7.037938596491228,5.75,4.838258031767766,22.75,248.0,1771200000.0,Monday
2026_02_17,1380,440.25,27.275000000000034,14.484420289855073,11.375,10.911228825348966,76.5,371.25,1771286400.0,Tuesday
2026_02_18,1380,420.75,17.25,9.584057971014493,7.5,6.801693867097153,59.0,266.0,1771372800.0,Wednesday
2026_02_19,1380,306.25,20.75,10.8231884057971,8.5,8.338590825158901,67.75,297.5,1771459200.0,Thursday
2026_02_20,1320,462.75,26.25,12.419318181818182,8.0,11.272109046396931,135.0,280.25,1771545600.0,Friday
2026_02_22,60,123.5,23.25,14.85,13.375,7.14925319986038,21.75,116.0,1771718400.0,Sunday
2026_02_23,1380,372.25,19.025000000000034,10.419565217391304,8.25,7.331272601971007,67.25,346.75,1771804800.0,Monday
2026_02_24,1380,386.75,16.0,9.003260869565217,7.25,6.819184259534684,74.75,169.75,1771891200.0,Tuesday
2026_02_25,1380,500.0,13.5,7.714492753623189,6.0,5.527223308359686,51.25,198.75,1771977600.0,Wednesday
2026_02_26,1380,553.5,19.25,9.708876811594203,7.0,7.676940282387214,64.75,541.5,1772064000.0,Thursday
2026_02_27,1320,318.75,20.775000000000034,11.423674242424243,9.0,8.08725809280192,56.25,299.0,1772150400.0,Friday
2026_03_01,60,185.25,36.85000000000001,23.4875,17.875,12.87093412036242,36.25,84.25,1772323200.0,Sunday
2026_03_02,1380,623.0,24.75,14.354528985507246,12.0,9.787653929795367,72.75,417.25,1772409600.0,Monday
2026_03_03,1380,632.25,29.75,17.497644927536232,14.75,11.348670946595027,84.25,621.0,1772496000.0,Tuesday
2026_03_04,1380,718.5,24.0,15.127173913043478,13.5,10.052579197428251,81.75,293.5,1772582400.0,Wednesday
2026_03_05,1380,469.0,27.25,15.359057971014492,13.0,10.802377856315701,59.0,458.5,1772668800.0,Thursday
2026_03_06,1320,536.5,27.5,14.88598484848485,12.25,10.833067652925843,105.25,525.0,1772755200.0,Friday
2026_03_08,120,333.0,34.92500000000001,20.125,14.625,12.813601989550556,59.5,168.75,1772928000.0,Sunday
2026_03_09,1380,1056.0,29.5,17.657608695652176,15.25,12.581206497702187,110.75,234.25,1773014400.0,Monday
2026_03_10,1380,385.25,24.25,13.836231884057971,11.5,10.056045894703326,81.5,272.5,1773100800.0,Tuesday
2026_03_11,1380,447.5,22.25,12.080072463768117,10.25,8.672656845637063,71.0,436.25,1773187200.0,Wednesday
2026_03_12,1380,412.0,23.025000000000034,12.23822463768116,9.75,9.161680228792997,80.5,401.75,1773273600.0,Thursday
2026_03_13,1260,471.25,23.75,12.774206349206349,10.5,9.01580225718965,65.25,460.5,1773360000.0,Friday
2026_03_15,120,225.75,23.800000000000004,14.76875,12.125,10.686014769725015,52.0,91.0,1773532800.0,Sunday
2026_03_16,1380,381.25,18.25,10.456521739130435,8.75,7.677357334893517,84.25,165.0,1773619200.0,Monday
2026_03_17,1380,379.25,15.775000000000034,8.647101449275363,7.25,6.495738335097052,40.0,156.5,1773705600.0,Tuesday
2026_03_18,1380,643.5,19.0,9.191123188405797,6.75,7.496482221324848,58.75,637.5,1773792000.0,Wednesday
2026_03_19,1377,394.0,24.75,12.714960058097313,10.0,10.947311951112345,68.75,387.0,1773878400.0,Thursday
2026_03_20,1261,690.0,22.5,12.509714512291833,10.75,9.3114317419995,73.25,666.5,1773964800.0,Friday
