tf,c1,c2,regime_2d,n,pearson,p_q4q4,p_q0q0,p_q4q0,p_q0q4,upper_lift,lower_lift,tail_asymmetry,joint_extreme,cross_extreme,abs_asym
5m,vwap_w,SE_low_w,FLAT_CHOPPY,18315,-0.3939732739810286,0.013595413595413596,0.010756210756210756,0.07693147693147694,0.08113568113568113,0.33988533988533987,0.2689052689052689,0.07098007098007098,0.6087906087906088,3.951678951678952,0.07098007098007098
1h,vol_velocity_1b,body,FLAT_CHOPPY,18315,-0.17132918895070182,0.062244062244062245,0.03276003276003276,0.08981708981708982,0.06814086814086814,1.556101556101556,0.819000819000819,0.7371007371007371,2.375102375102375,3.9489489489489493,0.7371007371007371
1h,price_velocity_1b,vol_velocity_1b,FLAT_CHOPPY,18315,-0.16789298382587178,0.061588861588861586,0.03341523341523341,0.0687960687960688,0.08916188916188916,1.5397215397215396,0.8353808353808353,0.7043407043407043,2.375102375102375,3.9489489489489493,0.7043407043407043
5s,price_mean_w,SE_low_w,FLAT_SMOOTH,9893,-0.3501226799625517,0.01253411503082988,0.011523299302537147,0.07308197715556454,0.08460527645810169,0.313352875770747,0.28808248256342867,0.02527039320731833,0.6014353583341756,3.942181340341656,0.02527039320731833
5s,vwap_w,SE_low_w,FLAT_SMOOTH,9893,-0.3502060569366682,0.01253411503082988,0.011523299302537147,0.07308197715556454,0.08460527645810169,0.313352875770747,0.28808248256342867,0.02527039320731833,0.6014353583341756,3.942181340341656,0.02527039320731833
1h,price_mean_w,vol_sigma_w,FLAT_SMOOTH,9750,-0.3648085806004872,0.0,0.018461538461538463,0.05774358974358974,0.09969230769230769,0.0,0.46153846153846156,-0.46153846153846156,0.46153846153846156,3.935897435897436,0.46153846153846156
1h,vol_velocity_1b,z_low_w,DOWN_SMOOTH,4662,-0.35621299780701643,0.010296010296010296,0.023166023166023165,0.11325611325611326,0.04397254397254397,0.2574002574002574,0.5791505791505791,-0.3217503217503217,0.8365508365508365,3.930716430716431,0.3217503217503217
15m,vwap_w,swing_noise_w,DOWN_SMOOTH,4662,-0.585032597687416,0.01287001287001287,0.007293007293007293,0.06048906048906049,0.09652509652509653,0.3217503217503217,0.1823251823251823,0.1394251394251394,0.504075504075504,3.9253539253539254,0.1394251394251394
1h,price_velocity_w,SE_high_w,DOWN_SMOOTH,4662,-0.6405956783087147,0.028314028314028315,0.0,0.059202059202059204,0.0978120978120978,0.7078507078507079,0.0,0.7078507078507079,0.7078507078507079,3.9253539253539254,0.7078507078507079
1h,vol_accel_1b,body,DOWN_SMOOTH,4662,-0.2497197899416801,0.03088803088803089,0.05148005148005148,0.10810810810810811,0.0489060489060489,0.7722007722007722,1.2870012870012868,-0.5148005148005146,2.0592020592020592,3.9253539253539254,0.5148005148005146
1m,bar_range,price_mean_w,FLAT_CHOPPY,18315,-0.4138969403818428,0.013377013377013377,0.012394212394212394,0.08479388479388479,0.07201747201747202,0.3344253344253344,0.30985530985530985,0.02457002457002455,0.6442806442806442,3.9202839202839206,0.02457002457002455
1h,price_accel_w,vol_accel_w,DOWN_SMOOTH,4662,-0.36045696229675955,0.023166023166023165,0.023166023166023165,0.07957957957957958,0.07722007722007722,0.5791505791505791,0.5791505791505791,0.0,1.1583011583011582,3.91999141999142,0.0
1m,bar_range,vwap_w,FLAT_CHOPPY,18315,-0.414151929616375,0.013267813267813268,0.012394212394212394,0.08473928473928474,0.07201747201747202,0.3316953316953317,0.30985530985530985,0.021840021840021873,0.6415506415506416,3.9189189189189193,0.021840021840021873
1h,vol_velocity_1b,z_low_w,FLAT_CHOPPY,18315,-0.28864283485106546,0.023587223587223587,0.020966420966420967,0.08392028392028392,0.07283647283647283,0.5896805896805897,0.5241605241605242,0.0655200655200655,1.1138411138411137,3.918918918918919,0.0655200655200655
1h,price_accel_1b,vol_accel_1b,DOWN_CHOPPY,2988,-0.17227187365296703,0.04417670682730924,0.028112449799196786,0.07630522088353414,0.08032128514056225,1.104417670682731,0.7028112449799196,0.40160642570281124,1.8072289156626504,3.91566265060241,0.40160642570281124
1h,price_mean_w,vol_sigma_w,DOWN_CHOPPY,2988,-0.20145130946370896,0.004016064257028112,0.020080321285140562,0.06827309236947791,0.08835341365461848,0.1004016064257028,0.5020080321285141,-0.4016064257028113,0.6024096385542169,3.9156626506024095,0.4016064257028113
5s,vwap_w,SE_high_w,FLAT_CHOPPY,18315,-0.3947746475539313,0.012175812175812175,0.01173901173901174,0.07414687414687415,0.08222768222768223,0.3043953043953044,0.2934752934752935,0.01092001092001088,0.5978705978705978,3.9093639093639094,0.01092001092001088
5s,price_mean_w,SE_high_w,FLAT_CHOPPY,18315,-0.39476747611072005,0.012175812175812175,0.01173901173901174,0.07414687414687415,0.08222768222768223,0.3043953043953044,0.2934752934752935,0.01092001092001088,0.5978705978705978,3.9093639093639094,0.01092001092001088
1h,vol_sigma_w,vwap_w,FLAT_SMOOTH,9750,-0.36796730446231085,0.0,0.019692307692307693,0.09846153846153846,0.05774358974358974,0.0,0.49230769230769234,-0.49230769230769234,0.49230769230769234,3.9051282051282055,0.49230769230769234
1h,price_mean_w,price_sigma_w,UP_SMOOTH,7146,-0.44091336807186193,0.016792611251049538,0.005037783375314861,0.07052896725440806,0.08564231738035265,0.41981528127623846,0.12594458438287154,0.2938706968933669,0.54575986565911,3.9042821158690177,0.2938706968933669
15m,price_accel_w,vol_velocity_w,DOWN_SMOOTH,4662,-0.2346583257672044,0.0444015444015444,0.04954954954954955,0.07764907764907765,0.07850707850707851,1.1100386100386102,1.2387387387387387,-0.1287001287001286,2.348777348777349,3.903903903903904,0.1287001287001286
5s,price_mean_w,SE_high_w,FLAT_SMOOTH,9893,-0.357647095840627,0.011826544021024968,0.01344384918629334,0.06924087738805215,0.08632366319619933,0.2956636005256242,0.3360962296573335,-0.04043262913170931,0.6317598301829577,3.8891135146062874,0.04043262913170931
5s,vwap_w,SE_high_w,FLAT_SMOOTH,9893,-0.35762103293238234,0.011826544021024968,0.01344384918629334,0.06924087738805215,0.08632366319619933,0.2956636005256242,0.3360962296573335,-0.04043262913170931,0.6317598301829577,3.8891135146062874,0.04043262913170931
1h,bar_range,price_accel_w,DOWN_SMOOTH,4662,-0.4101460067344539,0.03346203346203346,0.018018018018018018,0.11711711711711711,0.038395538395538394,0.8365508365508365,0.45045045045045046,0.38610038610038605,1.287001287001287,3.887816387816388,0.38610038610038605
15m,vol_velocity_1b,body,DOWN_SMOOTH,4662,-0.31272580186313426,0.039253539253539256,0.04247104247104247,0.09588159588159588,0.05963105963105963,0.9813384813384813,1.0617760617760617,-0.08043758043758031,2.0431145431145428,3.887816387816388,0.08043758043758031
15m,vol_mean_w,vwap_w,FLAT_SMOOTH,9858,-0.2640046407733534,0.01856360316494218,0.004869141813755326,0.06451612903225806,0.09078920673564618,0.4640900791235545,0.12172854534388314,0.3423615337796714,0.5858186244674376,3.882633394197606,0.3423615337796714
15m,vol_velocity_1b,price_accel_w,DOWN_CHOPPY,2988,-0.20206483512165924,0.03748326639892905,0.0391566265060241,0.0856760374832664,0.06961178045515395,0.9370816599732262,0.9789156626506024,-0.041834002677376136,1.9159973226238285,3.882195448460509,0.041834002677376136
5s,price_mean_w,price_sigma_w,FLAT_CHOPPY,18315,-0.3810417035128045,0.013759213759213759,0.011575211575211575,0.0742014742014742,0.08086268086268086,0.34398034398034394,0.28938028938028937,0.05460005460005457,0.6333606333606333,3.876603876603877,0.05460005460005457
5s,price_sigma_w,vwap_w,FLAT_CHOPPY,18315,-0.38114304446390157,0.013759213759213759,0.011575211575211575,0.08080808080808081,0.07414687414687415,0.34398034398034394,0.28938028938028937,0.05460005460005457,0.6333606333606333,3.8738738738738743,0.05460005460005457
15m,price_mean_w,vol_mean_w,FLAT_SMOOTH,9858,-0.2631785926891731,0.018867924528301886,0.004564820450395618,0.0905863258267397,0.06421180766889836,0.4716981132075471,0.11412051125989045,0.35757760194765664,0.5858186244674376,3.8699533373909514,0.35757760194765664
15m,price_velocity_w,SE_low_w,DOWN_CHOPPY,2988,-0.4540074390064985,0.04216867469879518,0.0,0.0428380187416332,0.11178045515394913,1.0542168674698795,0.0,1.0542168674698795,1.0542168674698795,3.8654618473895583,1.0542168674698795
1h,price_velocity_1b,vol_velocity_w,DOWN_SMOOTH,4662,-0.31905563964446587,0.04633204633204633,0.018018018018018018,0.04118404118404118,0.11325611325611326,1.1583011583011582,0.45045045045045046,0.7078507078507077,1.6087516087516087,3.8610038610038613,0.7078507078507077
1h,vwap_w,swing_noise_w,DOWN_SMOOTH,4662,-0.61353336326324,0.018018018018018018,0.0,0.03861003861003861,0.11583011583011583,0.45045045045045046,0.0,0.45045045045045046,0.45045045045045046,3.861003861003861,0.45045045045045046
1h,price_velocity_1b,vol_accel_1b,DOWN_SMOOTH,4662,-0.2591750064748469,0.028314028314028315,0.05148005148005148,0.04633204633204633,0.10810810810810811,0.7078507078507079,1.2870012870012868,-0.5791505791505789,1.9948519948519947,3.861003861003861,0.5791505791505789
1h,vwap_w,SE_high_w,UP_SMOOTH,7146,-0.48453375882547406,0.008396305625524769,0.0016792611251049538,0.06535124545200112,0.08900083963056256,0.20990764063811923,0.041981528127623846,0.16792611251049538,0.2518891687657431,3.8588021270640915,0.16792611251049538
15m,price_sigma_w,vwap_w,DOWN_CHOPPY,2988,-0.36944037619250447,0.001004016064257028,0.001004016064257028,0.08400267737617136,0.07028112449799197,0.0251004016064257,0.0251004016064257,0.0,0.0502008032128514,3.8570950468540826,0.0
15m,price_mean_w,swing_noise_w,DOWN_SMOOTH,4662,-0.5840670456339524,0.014157014157014158,0.007293007293007293,0.05791505791505792,0.09588159588159588,0.35392535392535396,0.1823251823251823,0.17160017160017166,0.5362505362505363,3.844916344916345,0.17160017160017166
1h,bar_range,z_low_w,DOWN_SMOOTH,4662,-0.38809367388118765,0.010296010296010296,0.010296010296010296,0.10424710424710425,0.0489060489060489,0.2574002574002574,0.2574002574002574,0.0,0.5148005148005148,3.8288288288288284,0.0
1h,bar_range,z_se_w,DOWN_CHOPPY,2988,-0.2851933474761017,0.04417670682730924,0.012048192771084338,0.08433734939759036,0.06827309236947791,1.104417670682731,0.30120481927710846,0.8032128514056225,1.4056224899598393,3.815261044176707,0.8032128514056225
1h,SE_low_w,hurst_w,DOWN_CHOPPY,2988,-0.2916246601433485,0.020080321285140562,0.020080321285140562,0.07630522088353414,0.07630522088353414,0.5020080321285141,0.5020080321285141,0.0,1.0040160642570282,3.815261044176707,0.0
1h,vwap_w,SE_low_w,DOWN_CHOPPY,2988,-0.4813862281510517,0.0,0.004350736278447122,0.08433734939759036,0.06827309236947791,0.0,0.10876840696117805,-0.10876840696117805,0.10876840696117805,3.815261044176707,0.10876840696117805
1h,price_mean_w,SE_low_w,DOWN_CHOPPY,2988,-0.47788300435992626,0.004016064257028112,0.004350736278447122,0.08433734939759036,0.06827309236947791,0.1004016064257028,0.10876840696117805,-0.008366800535475255,0.20917001338688085,3.815261044176707,0.008366800535475255
1h,vol_mean_w,vwap_w,DOWN_CHOPPY,2988,-0.25925639699156955,0.0,0.004016064257028112,0.07228915662650602,0.08032128514056225,0.0,0.1004016064257028,-0.1004016064257028,0.1004016064257028,3.8152610441767068,0.1004016064257028
5s,price_mean_w,price_sigma_w,UP_SMOOTH,7146,-0.33036696468925414,0.013993842709207949,0.006017352364959418,0.06325216904561992,0.08928071648474671,0.3498460677301987,0.15043380912398543,0.19941225860621328,0.5002798768541842,3.8133221382591653,0.19941225860621328
5s,price_sigma_w,vwap_w,UP_SMOOTH,7146,-0.33048529637367335,0.013993842709207949,0.006017352364959418,0.08928071648474671,0.06325216904561992,0.3498460677301987,0.15043380912398543,0.19941225860621328,0.5002798768541842,3.8133221382591653,0.19941225860621328
15m,price_mean_w,price_sigma_w,DOWN_CHOPPY,2988,-0.3673342539980603,0.0030120481927710845,0.001004016064257028,0.06927710843373494,0.08299866131191433,0.07530120481927711,0.0251004016064257,0.05020080321285142,0.10040160642570281,3.8068942436412314,0.05020080321285142
1h,price_mean_w,swing_noise_w,DOWN_SMOOTH,4662,-0.6154735145706464,0.02059202059202059,0.0,0.036036036036036036,0.11583011583011583,0.5148005148005148,0.0,0.5148005148005148,0.5148005148005148,3.7966537966537968,0.5148005148005148
1m,price_mean_w,swing_noise_w,DOWN_SMOOTH,4662,-0.4459997878519528,0.025525525525525526,0.014800514800514801,0.064993564993565,0.08665808665808666,0.6381381381381381,0.37001287001287003,0.2681252681252681,1.008151008151008,3.7912912912912917,0.2681252681252681
1h,vol_velocity_w,z_high_w,DOWN_SMOOTH,4662,-0.4031964707652144,0.01287001287001287,0.007722007722007722,0.09266409266409266,0.05898755898755899,0.3217503217503217,0.19305019305019305,0.12870012870012865,0.5148005148005148,3.791291291291291,0.12870012870012865
15m,vwap_w,SE_high_w,DOWN_CHOPPY,2988,-0.4087327061814067,0.0,0.001004016064257028,0.06827309236947791,0.08333333333333333,0.0,0.0251004016064257,-0.0251004016064257,0.0251004016064257,3.7901606425702807,0.0251004016064257
1m,vwap_w,swing_noise_w,DOWN_SMOOTH,4662,-0.44764727330241005,0.025525525525525526,0.014800514800514801,0.064993564993565,0.08644358644358645,0.6381381381381381,0.37001287001287003,0.2681252681252681,1.008151008151008,3.7859287859287862,0.2681252681252681
5s,vwap_w,SE_low_w,DOWN_SMOOTH,4662,-0.43258467242028337,0.01866151866151866,0.009652509652509652,0.05812955812955813,0.0933075933075933,0.46653796653796653,0.2413127413127413,0.22522522522522523,0.7078507078507078,3.785928785928786,0.22522522522522523
5s,price_mean_w,SE_low_w,DOWN_SMOOTH,4662,-0.43245769824821667,0.01866151866151866,0.009652509652509652,0.05812955812955813,0.0933075933075933,0.46653796653796653,0.2413127413127413,0.22522522522522523,0.7078507078507078,3.785928785928786,0.22522522522522523
15m,price_mean_w,SE_high_w,DOWN_CHOPPY,2988,-0.4081305287439343,0.002008032128514056,0.001004016064257028,0.06827309236947791,0.0823293172690763,0.0502008032128514,0.0251004016064257,0.0251004016064257,0.0753012048192771,3.765060240963855,0.0251004016064257
5m,vwap_w,SE_high_w,DOWN_SMOOTH,4662,-0.4350782002792964,0.02145002145002145,0.012655512655512655,0.06713856713856714,0.08344058344058344,0.5362505362505362,0.3163878163878164,0.21986271986271982,0.8526383526383525,3.7644787644787647,0.21986271986271982
15m,bar_range,price_mean_w,DOWN_SMOOTH,4662,-0.4342500581532147,0.02445302445302445,0.014157014157014158,0.08494208494208494,0.06542256542256543,0.6113256113256113,0.35392535392535396,0.2574002574002573,0.9652509652509652,3.759116259116259,0.2574002574002573
15m,bar_range,vwap_w,DOWN_SMOOTH,4662,-0.4394584251143198,0.02252252252252252,0.014800514800514801,0.08494208494208494,0.06542256542256543,0.563063063063063,0.37001287001287003,0.19305019305019294,0.9330759330759331,3.759116259116259,0.19305019305019294
5m,price_mean_w,SE_high_w,DOWN_SMOOTH,4662,-0.4315761857135447,0.021879021879021878,0.013084513084513085,0.06713856713856714,0.0827970827970828,0.546975546975547,0.32711282711282713,0.21986271986271982,0.874088374088374,3.7483912483912483,0.21986271986271982
5m,vwap_w,swing_noise_w,DOWN_SMOOTH,4662,-0.5030165131948647,0.021879021879021878,0.013942513942513942,0.060918060918060915,0.08901758901758902,0.546975546975547,0.3485628485628485,0.19841269841269843,0.8955383955383955,3.7483912483912483,0.19841269841269843
5m,price_mean_w,swing_noise_w,DOWN_SMOOTH,4662,-0.5009125830484464,0.022093522093522094,0.013942513942513942,0.060918060918060915,0.08901758901758902,0.5523380523380523,0.3485628485628485,0.2037752037752038,0.9009009009009008,3.7483912483912483,0.2037752037752038
15m,price_velocity_1b,vol_accel_1b,DOWN_CHOPPY,2988,-0.18731707981237253,0.040829986613119144,0.03112449799196787,0.06258366800535475,0.08701472556894244,1.0207496653279786,0.7781124497991967,0.24263721552878192,1.7988621151271753,3.7399598393574296,0.24263721552878192
5s,price_mean_w,price_sigma_w,DOWN_SMOOTH,4662,-0.42400958165904723,0.021235521235521235,0.011797511797511798,0.05834405834405834,0.09116259116259116,0.5308880308880308,0.29493779493779493,0.2359502359502359,0.8258258258258258,3.7376662376662373,0.2359502359502359
5s,price_sigma_w,vwap_w,DOWN_SMOOTH,4662,-0.4241026538498166,0.021235521235521235,0.011797511797511798,0.09116259116259116,0.05834405834405834,0.5308880308880308,0.29493779493779493,0.2359502359502359,0.8258258258258258,3.7376662376662373,0.2359502359502359
1h,price_mean_w,SE_high_w,UP_SMOOTH,7146,-0.48403306141598773,0.008396305625524769,0.0016792611251049538,0.06031346207668626,0.08900083963056256,0.20990764063811923,0.041981528127623846,0.16792611251049538,0.2518891687657431,3.73285754268122,0.16792611251049538
1h,vol_velocity_1b,z_se_w,DOWN_SMOOTH,4662,-0.28920366755838833,0.028314028314028315,0.02574002574002574,0.11325611325611326,0.036036036036036036,0.7078507078507079,0.6435006435006434,0.06435006435006452,1.3513513513513513,3.7323037323037327,0.06435006435006452
1h,body,vol_velocity_w,DOWN_SMOOTH,4662,-0.3480349373372135,0.0489060489060489,0.018018018018018018,0.036036036036036036,0.11325611325611326,1.2226512226512225,0.45045045045045046,0.772200772200772,1.673101673101673,3.7323037323037327,0.772200772200772
5s,vwap_w,swing_noise_w,DOWN_SMOOTH,4662,-0.47301253604536747,0.01866151866151866,0.010939510939510939,0.055341055341055344,0.09395109395109395,0.46653796653796653,0.2734877734877735,0.19305019305019305,0.74002574002574,3.7323037323037322,0.19305019305019305
5s,price_mean_w,swing_noise_w,DOWN_SMOOTH,4662,-0.47295364545891466,0.01866151866151866,0.010939510939510939,0.055341055341055344,0.09395109395109395,0.46653796653796653,0.2734877734877735,0.19305019305019305,0.74002574002574,3.7323037323037322,0.19305019305019305
15m,price_accel_1b,vol_velocity_1b,DOWN_CHOPPY,2988,-0.2359032765857542,0.03781793842034806,0.04819277108433735,0.07329317269076305,0.07597054886211513,0.9454484605087015,1.2048192771084338,-0.2593708165997324,2.1502677376171353,3.7315930388219547,0.2593708165997324
1h,vol_velocity_1b,price_accel_w,DOWN_SMOOTH,4662,-0.29681536564747374,0.023166023166023165,0.023166023166023165,0.0978120978120978,0.05126555126555127,0.5791505791505791,0.5791505791505791,0.0,1.1583011583011582,3.7269412269412268,0.0
15m,price_velocity_w,price_sigma_w,DOWN_CHOPPY,2988,-0.5823924532468632,0.04752342704149933,0.0,0.020080321285140562,0.1288487282463186,1.1880856760374832,0.0,1.1880856760374832,1.1880856760374832,3.723226238286479,1.1880856760374832
15m,price_velocity_w,vol_velocity_w,FLAT_CHOPPY,18315,-0.13690067920553833,0.05176085176085176,0.03974883974883975,0.06895986895986896,0.07966147966147966,1.294021294021294,0.9937209937209937,0.3003003003003004,2.2877422877422875,3.715533715533715,0.3003003003003004
15m,vol_accel_1b,body,DOWN_CHOPPY,2988,-0.18536580220530333,0.0391566265060241,0.03112449799196787,0.08701472556894244,0.06157965194109773,0.9789156626506024,0.7781124497991967,0.20080321285140568,1.757028112449799,3.714859437751004,0.20080321285140568
5m,price_mean_w,SE_high_w,DOWN_CHOPPY,2988,-0.33172612487659076,0.010374832663989291,0.007697456492637216,0.06860776439089693,0.07998661311914324,0.25937081659973227,0.1924364123159304,0.06693440428380187,0.45180722891566266,3.714859437751004,0.06693440428380187
15m,price_velocity_w,vol_velocity_w,DOWN_SMOOTH,4662,-0.16838218916067266,0.019305019305019305,0.05019305019305019,0.03903903903903904,0.1093951093951094,0.4826254826254826,1.2548262548262548,-0.7722007722007722,1.7374517374517373,3.7108537108537107,0.7722007722007722
5m,vwap_w,SE_high_w,DOWN_CHOPPY,2988,-0.3323827126523246,0.010374832663989291,0.008032128514056224,0.06860776439089693,0.07965194109772424,0.25937081659973227,0.2008032128514056,0.058567603748326674,0.46017402945113783,3.706492637215529,0.058567603748326674
1h,bar_range,z_low_w,DOWN_CHOPPY,2988,-0.35551694044899956,0.0321285140562249,0.011713520749665328,0.07228915662650602,0.07597054886211513,0.8032128514056224,0.2928380187416332,0.5103748326639892,1.0960508701472556,3.7064926372155287,0.5103748326639892
5m,price_velocity_w,vol_velocity_w,DOWN_CHOPPY,2988,-0.1420465928516275,0.038821954484605084,0.04718875502008032,0.058902275769745646,0.0893574297188755,0.970548862115127,1.1797188755020078,-0.2091700133868808,2.150267737617135,3.7064926372155282,0.2091700133868808
1h,bar_range,z_se_w,DOWN_SMOOTH,4662,-0.38206237682614835,0.018018018018018018,0.010296010296010296,0.0990990990990991,0.0489060489060489,0.45045045045045046,0.2574002574002574,0.19305019305019305,0.7078507078507079,3.7001287001287,0.19305019305019305
1h,price_velocity_1b,bar_range,DOWN_SMOOTH,4662,-0.5997344811708342,0.04633204633204633,0.0,0.015444015444015444,0.13256113256113256,1.1583011583011582,0.0,1.1583011583011582,1.1583011583011582,3.7001287001287,1.1583011583011582
1m,price_mean_w,SE_low_w,DOWN_SMOOTH,4662,-0.3754576833953237,0.022737022737022737,0.015444015444015444,0.06520806520806521,0.08236808236808237,0.5684255684255685,0.3861003861003861,0.18232518232518236,0.9545259545259546,3.6894036894036892,0.18232518232518236
15m,price_velocity_1b,vol_accel_1b,DOWN_SMOOTH,4662,-0.17296363178046245,0.04054054054054054,0.04118404118404118,0.061347061347061346,0.08622908622908623,1.0135135135135136,1.0296010296010296,-0.01608751608751602,2.043114543114543,3.6894036894036892,0.01608751608751602
1m,vwap_w,SE_low_w,DOWN_SMOOTH,4662,-0.3788319341374361,0.022737022737022737,0.01565851565851566,0.06520806520806521,0.08215358215358215,0.5684255684255685,0.3914628914628915,0.17696267696267698,0.9598884598884599,3.6840411840411837,0.17696267696267698
5s,price_mean_w,price_sigma_w,FLAT_SMOOTH,9893,-0.3351226219767616,0.013646012331951885,0.01223087031234206,0.06772465379561306,0.07955119781663803,0.3411503082987971,0.3057717578085515,0.03537855049024563,0.6469220661073486,3.681896290306277,0.03537855049024563
5s,price_sigma_w,vwap_w,FLAT_SMOOTH,9893,-0.3351601433306908,0.013646012331951885,0.01223087031234206,0.07955119781663803,0.06772465379561306,0.3411503082987971,0.3057717578085515,0.03537855049024563,0.6469220661073486,3.681896290306277,0.03537855049024563
5m,price_accel_w,vol_velocity_w,DOWN_SMOOTH,4662,-0.20911678503266587,0.05105105105105105,0.05341055341055341,0.07593307593307594,0.07121407121407121,1.2762762762762763,1.3352638352638353,-0.05898755898755903,2.6115401115401116,3.6786786786786783,0.05898755898755903
5s,bar_range,price_mean_w,UP_CHOPPY,3924,-0.4694820263957931,0.01783893985728848,0.016819571865443424,0.09938837920489296,0.04765545361875637,0.445973496432212,0.4204892966360856,0.025484199796126428,0.8664627930682975,3.6760958205912333,0.025484199796126428
5s,bar_range,vwap_w,UP_CHOPPY,3924,-0.46955574860673593,0.017584097859327217,0.016819571865443424,0.09938837920489296,0.04765545361875637,0.4396024464831804,0.4204892966360856,0.019113149847094835,0.8600917431192661,3.6760958205912333,0.019113149847094835
1m,price_mean_w,SE_high_w,DOWN_SMOOTH,4662,-0.4031772679998933,0.02338052338052338,0.013942513942513942,0.06349206349206349,0.08344058344058344,0.5845130845130845,0.3485628485628485,0.23595023595023595,0.9330759330759331,3.6733161733161737,0.23595023595023595
1h,price_mean_w,vol_mean_w,UP_CHOPPY,3924,-0.46834440032111774,0.027522935779816515,0.0,0.05198776758409786,0.09480122324159021,0.6880733944954128,0.0,0.6880733944954128,0.6880733944954128,3.6697247706422016,0.6880733944954128
1h,vol_mean_w,vwap_w,UP_CHOPPY,3924,-0.46670500358964184,0.027522935779816515,0.0,0.09480122324159021,0.05198776758409786,0.6880733944954128,0.0,0.6880733944954128,0.6880733944954128,3.6697247706422016,0.6880733944954128
1h,vol_velocity_w,z_se_w,DOWN_SMOOTH,4662,-0.38307719264502244,0.010296010296010296,0.010296010296010296,0.10038610038610038,0.04633204633204633,0.2574002574002574,0.2574002574002574,0.0,0.5148005148005148,3.6679536679536677,0.0
5m,vwap_w,SE_low_w,DOWN_SMOOTH,4662,-0.37655604973288026,0.02230802230802231,0.016516516516516516,0.06392106392106392,0.0827970827970828,0.5577005577005577,0.4129129129129129,0.14478764478764483,0.9706134706134706,3.6679536679536677,0.14478764478764483
1m,vwap_w,SE_high_w,DOWN_SMOOTH,4662,-0.4060115003680434,0.02338052338052338,0.014157014157014158,0.06349206349206349,0.08301158301158301,0.5845130845130845,0.35392535392535396,0.23058773058773052,0.9384384384384384,3.6625911625911627,0.23058773058773052
1h,vwap_w,SE_low_w,DOWN_SMOOTH,4662,-0.5943478597437287,0.015444015444015444,0.00858000858000858,0.06670956670956671,0.07979407979407979,0.3861003861003861,0.21450021450021448,0.17160017160017163,0.6006006006006006,3.6625911625911627,0.17160017160017163
5m,price_velocity_w,vol_velocity_w,FLAT_CHOPPY,18315,-0.11061456096348718,0.057002457002457,0.04417144417144417,0.0647010647010647,0.08173628173628174,1.4250614250614249,1.1042861042861043,0.32077532077532056,2.529347529347529,3.6609336609336607,0.32077532077532056
5m,price_mean_w,SE_low_w,DOWN_SMOOTH,4662,-0.37195861635117683,0.022737022737022737,0.016945516945516947,0.06392106392106392,0.08215358215358215,0.5684255684255685,0.4236379236379237,0.14478764478764478,0.9920634920634921,3.6518661518661517,0.14478764478764478
5m,price_sigma_w,vwap_w,DOWN_SMOOTH,4662,-0.3884049683950547,0.023809523809523808,0.01673101673101673,0.08429858429858429,0.06177606177606178,0.5952380952380952,0.41827541827541825,0.17696267696267698,1.0135135135135136,3.6518661518661517,0.17696267696267698
5m,price_mean_w,price_sigma_w,DOWN_SMOOTH,4662,-0.383879045730631,0.02423852423852424,0.017374517374517374,0.06177606177606178,0.08408408408408409,0.605963105963106,0.4343629343629343,0.17160017160017166,1.0403260403260404,3.6465036465036467,0.17160017160017166
5m,bar_range,price_mean_w,DOWN_SMOOTH,4662,-0.4336707427258693,0.023166023166023165,0.011797511797511798,0.08537108537108537,0.060274560274560275,0.5791505791505791,0.29493779493779493,0.2842127842127842,0.874088374088374,3.641141141141141,0.2842127842127842
1m,price_velocity_w,vol_velocity_w,DOWN_SMOOTH,4662,-0.21571282320703053,0.04332904332904333,0.043114543114543116,0.05812955812955813,0.08751608751608751,1.0832260832260834,1.077863577863578,0.0053625053625054875,2.1610896610896613,3.641141141141141,0.0053625053625054875
5m,bar_range,vwap_w,DOWN_SMOOTH,4662,-0.4361875131069884,0.02252252252252252,0.011797511797511798,0.08537108537108537,0.060274560274560275,0.563063063063063,0.29493779493779493,0.26812526812526805,0.8580008580008579,3.641141141141141,0.26812526812526805
5m,price_accel_w,vol_accel_w,DOWN_SMOOTH,4662,-0.25485209363893735,0.04418704418704419,0.04676104676104676,0.07464607464607464,0.070999570999571,1.1046761046761047,1.169026169026169,-0.0643500643500643,2.2737022737022734,3.6411411411411407,0.0643500643500643
15m,vol_accel_1b,body,DOWN_SMOOTH,4662,-0.17297425235160244,0.041613041613041614,0.04118404118404118,0.08494208494208494,0.060703560703560706,1.0403260403260404,1.0296010296010296,0.010725010725010753,2.06992706992707,3.6411411411411407,0.010725010725010753
1h,bar_range,body,DOWN_SMOOTH,4662,-0.5902457798963601,0.0489060489060489,0.0,0.13256113256113256,0.01287001287001287,1.2226512226512225,0.0,1.2226512226512225,1.2226512226512225,3.6357786357786357,1.2226512226512225
1h,bar_range,vwap_w,DOWN_SMOOTH,4662,-0.43942167451005243,0.03088803088803089,0.015444015444015444,0.07850707850707851,0.0664950664950665,0.7722007722007722,0.3861003861003861,0.3861003861003861,1.1583011583011582,3.625053625053625,0.3861003861003861
1m,price_sigma_w,vwap_w,DOWN_SMOOTH,4662,-0.3660227103956049,0.024882024882024883,0.015444015444015444,0.08494208494208494,0.06006006006006006,0.622050622050622,0.3861003861003861,0.2359502359502359,1.008151008151008,3.6250536250536247,0.2359502359502359
