day,time,timestamp,dir,entry_price,exit_price,pnl,held,peak,exit,exit_z_1m,exit_p_center,exit_wick_5m
2025_06_16,05:35,1750052100,long,21730.25,21725.5,-9.5,27,0.0,center_reached,0.5465682,0.69006056,0.46153846
2025_06_16,18:59,1750100340,short,21942.0,21945.25,-6.5,48,2.5,center_reached,0.35555595,0.74513435,0.8333333
2025_06_17,02:18,1750126680,short,21815.75,21818.25,-5.0,27,0.0,center_reached,0.10667858,0.7831745,0.8974359
2025_06_17,12:43,1750164180,short,21859.5,21859.75,-0.5,28,4.5,center_reached,0.4653071,0.7160331,0.8888889
2025_06_19,03:57,1750305420,long,21658.0,21669.0,22.0,30,22.0,center_reached,0.71597123,0.62541074,0.5833333
2025_07_01,04:01,1751342460,short,22871.75,22876.0,-8.5,8,0.5,center_reached,0.2062316,0.7727839,0.9583333
2025_07_02,01:02,1751418120,short,22714.0,22714.25,-0.5,37,2.0,center_reached,0.17102222,0.7772067,0.8
2025_07_02,10:09,1751450940,short,22716.25,22712.25,8.0,31,9.0,center_reached,-0.7628241,0.6054291,0.85294116
2025_07_02,18:04,1751479440,long,22821.5,22821.0,-1.0,36,5.0,center_reached,-0.48062083,0.7114154,0.8666667
2025_07_03,07:29,1751527740,short,22884.0,22889.5,-11.0,33,4.5,center_reached,0.40817475,0.73207355,0.8648649
2025_07_03,15:29,1751556540,long,23065.75,23062.5,-6.5,24,0.0,center_reached,0.5695497,0.6820803,0.8666667
2025_07_04,03:07,1751598420,long,23007.5,23008.5,2.0,21,2.0,center_reached,-0.60200995,0.6703592,0.83870965
2025_07_04,09:18,1751620680,long,22922.5,22911.5,-22.0,12,5.0,center_reached,-0.53750885,0.69313174,0.9708738
2025_07_04,14:01,1751637660,long,22929.75,22920.5,-18.5,36,0.0,center_reached,-0.72049785,0.6235149,0.43396226
2025_07_06,23:33,1751844780,long,22991.25,22983.0,-16.5,31,0.0,center_reached,-0.46814942,0.715186,0.8727273
2025_07_07,22:48,1751928480,long,22846.5,22839.5,-14.0,32,3.0,center_reached,-0.62526447,0.66165125,1.0
2025_07_08,06:14,1751955240,short,22937.75,22939.25,-3.0,23,2.0,center_reached,-0.2830474,0.76033413,0.9705882
2025_07_08,18:05,1751997900,long,22933.0,22931.75,-2.5,36,2.5,center_reached,-0.07181286,0.7852578,0.79591835
2025_07_09,12:27,1752064020,long,22938.5,22933.25,-10.5,12,0.0,center_reached,-0.767343,0.60346174,0.8780488
2025_07_09,15:39,1752075540,long,22971.0,22959.75,-22.5,12,0.0,center_reached,-0.59450793,0.6731138,0.9248555
2025_07_10,14:28,1752157680,long,22928.0,22924.75,-6.5,36,8.5,center_reached,-0.1134667,0.7826746,0.9338843
2025_07_10,16:39,1752165540,long,22998.25,22993.25,-10.0,48,0.0,center_reached,-0.18852016,0.7751104,0.969697
2025_07_11,00:39,1752194340,short,22864.25,22882.5,-36.5,96,1.5,center_reached,0.69935066,0.63230467,0.96039605
2025_07_11,10:58,1752231480,long,22867.75,22864.0,-7.5,34,1.5,center_reached,-0.47368994,0.7135217,0.9220779
2025_07_11,16:02,1752249720,short,22974.0,22989.0,-30.0,24,0.0,center_reached,0.29652947,0.7577582,0.8425926
2025_07_13,22:54,1752447240,long,22880.25,22880.25,0.0,69,9.0,center_reached,-0.62728375,0.66088325,0.8181818
2025_07_14,00:44,1752453840,short,22868.0,22871.0,-6.0,31,0.0,center_reached,0.46620876,0.7157649,0.8518519
2025_07_15,08:34,1752568440,long,23163.75,23154.25,-19.0,9,5.0,center_reached,-0.5631706,0.6843224,0.9230769
2025_07_16,05:04,1752642240,short,23039.0,23010.5,57.0,48,59.5,center_reached,-0.6538273,0.6506168,0.91333336
2025_07_16,14:14,1752675240,short,22981.0,22986.25,-10.5,48,4.0,center_reached,-0.6091115,0.66772693,0.9921875
2025_07_17,04:15,1752725700,long,23039.5,23038.75,-1.5,37,5.0,center_reached,-0.24813552,0.7664648,0.8333333
2025_07_17,23:24,1752794640,long,23269.75,23268.25,-3.0,40,0.0,center_reached,-0.56403166,0.68402094,0.87096775
2025_07_18,09:56,1752832560,short,23278.25,23278.75,-1.0,39,1.0,center_reached,-0.19128028,0.7747614,0.72727275
2025_07_18,18:35,1752863700,long,23216.75,23214.0,-5.5,36,0.5,center_reached,-0.63037026,0.65970576,0.7647059
2025_07_21,08:03,1753084980,short,23296.75,23293.75,6.0,36,10.0,center_reached,0.1566428,0.7787783,0.9230769
2025_07_21,15:46,1753112760,long,23401.25,23398.5,-5.5,48,0.0,center_reached,0.07536561,0.7850827,1.0
2025_07_22,18:03,1753207380,short,23216.5,23228.25,-23.5,36,2.5,center_reached,0.4210038,0.72863746,0.9375
2025_07_23,03:08,1753240080,long,23242.25,23245.75,7.0,34,7.0,center_reached,-0.23928076,0.76789504,0.7222222
2025_07_23,04:49,1753246140,long,23248.25,23247.0,-2.5,37,0.0,center_reached,-0.34140003,0.74835974,0.96428573
2025_07_23,17:53,1753293180,long,23264.25,23254.0,-20.5,36,9.5,center_reached,-0.70641863,0.62938607,0.83146065
2025_07_24,13:34,1753364040,short,23362.5,23353.75,17.5,48,29.5,center_reached,-0.4479902,0.7210946,0.89316237
2025_07_24,20:48,1753390080,long,23399.0,23395.0,-8.0,12,2.5,center_reached,-0.41382158,0.7305731,0.8333333
2025_07_25,10:27,1753439220,short,23373.5,23376.75,-6.5,22,4.5,center_reached,0.35051364,0.74629736,0.9444444
2025_07_25,13:34,1753450440,long,23354.25,23370.25,32.0,48,32.0,center_reached,0.54378366,0.69100904,0.8333333
2025_07_25,14:19,1753453140,long,23399.25,23394.25,-10.0,24,0.0,center_reached,-0.19932374,0.77371573,0.85333335
2025_07_25,14:36,1753454160,short,23403.75,23412.5,-17.5,12,1.0,center_reached,0.73054546,0.6192795,0.9402985
2025_07_25,17:29,1753464540,short,23445.75,23447.25,-3.0,48,3.0,center_reached,0.18970232,0.77496153,0.94871795
2025_07_28,01:32,1753666320,short,23536.75,23541.0,-8.5,10,3.0,center_reached,0.26789132,0.7630916,0.96153843
2025_07_28,13:10,1753708200,long,23518.5,23485.75,-65.5,189,0.0,center_reached,-0.7652206,0.6043866,0.5138889
2025_07_28,13:21,1753708860,short,23477.0,23478.0,-2.0,72,2.0,center_reached,0.3901896,0.7367258,0.5714286
2025_07_28,14:22,1753712520,long,23504.0,23480.5,-47.0,12,10.0,center_reached,-0.69867504,0.63258266,0.8367347
2025_07_28,18:06,1753725960,long,23457.0,23443.0,-28.0,12,8.0,center_reached,-0.50753945,0.7029824,0.8372093
2025_07_28,18:18,1753726680,short,23464.0,23469.25,-10.5,36,0.0,center_reached,0.7640211,0.60490865,0.9310345
2025_07_29,08:31,1753777860,long,23587.0,23585.25,-3.5,11,0.0,center_reached,-0.71320754,0.62656444,0.88461536
2025_07_29,11:02,1753786920,short,23599.5,23602.25,-5.5,24,0.0,center_reached,-0.25428227,0.7654422,0.974359
2025_07_29,12:07,1753790820,short,23606.25,23611.5,-10.5,12,0.0,center_reached,0.069908425,0.78534824,0.9756098
2025_07_29,12:18,1753791480,long,23607.75,23600.0,-15.5,115,4.0,center_reached,-0.49053252,0.7083568,0.51724136
2025_07_29,14:33,1753799580,short,23563.75,23561.5,4.5,36,20.5,center_reached,0.4427916,0.7225805,0.942029
2025_07_30,00:38,1753835880,short,23482.75,23487.0,-8.5,18,0.0,center_reached,0.019719204,0.7868557,0.83870965
2025_07_30,08:14,1753863240,long,23498.75,23495.0,-7.5,40,1.0,center_reached,-0.52992517,0.69566953,0.9032258
2025_07_30,10:29,1753871340,long,23501.75,23496.5,-10.5,33,0.5,center_reached,-0.4337141,0.72513765,0.8717949
2025_07_31,03:29,1753932540,long,23784.75,23783.75,-2.0,28,2.0,center_reached,-0.06268543,0.7856691,0.84210527
2025_07_31,10:46,1753958760,long,23797.25,23795.0,-4.5,36,0.5,center_reached,0.20536606,0.7729023,0.28947368
2025_07_31,12:33,1753965180,short,23789.25,23774.5,29.5,36,29.5,center_reached,0.18514183,0.7755308,0.9054054
2025_07_31,15:52,1753977120,long,23569.25,23571.5,4.5,24,5.5,center_reached,-0.6481011,0.6528581,0.84210527
2025_07_31,20:04,1753992240,short,23458.75,23367.5,182.5,36,229.5,center_reached,0.56698054,0.6829858,0.93345326
2025_08_01,00:53,1754009580,long,23264.25,23261.5,-5.5,34,4.0,center_reached,-0.7162661,0.62528753,0.9298246
2025_08_01,11:25,1754047500,long,23100.25,23102.5,4.5,60,21.5,center_reached,-0.40850502,0.7319863,0.7368421
2025_08_01,15:12,1754061120,short,22932.25,22951.75,-39.0,12,7.5,center_reached,0.50651616,0.70331025,0.8502994
2025_08_04,12:36,1754310960,long,23075.25,23070.25,-10.0,12,1.0,center_reached,-0.15612404,0.7788325,0.9591837
2025_08_04,16:08,1754323680,long,23254.75,23260.0,10.5,72,13.5,center_reached,-0.5565576,0.6866249,0.61702126
2025_08_04,17:25,1754328300,long,23282.25,23281.25,-2.0,60,3.5,center_reached,-0.7178392,0.6246294,0.54285717
2025_08_05,05:02,1754370120,short,23360.0,23361.25,-2.5,21,0.5,center_reached,0.29936108,0.75720257,0.9
2025_08_05,06:29,1754375340,long,23369.5,23367.25,-4.5,18,0.0,center_reached,-0.63026375,0.65974647,0.972973
2025_08_05,09:01,1754384460,long,23333.0,23327.75,-10.5,12,0.0,center_reached,-0.26871523,0.7629455,0.8666667
2025_08_05,11:02,1754391720,long,23383.25,23381.5,-3.5,22,0.0,center_reached,-0.40130198,0.73387414,0.975
2025_08_05,11:47,1754394420,short,23380.75,23388.0,-14.5,24,0.0,center_reached,0.5945728,0.6730901,0.8888889
2025_08_06,18:43,1754505780,long,23425.0,23417.25,-15.5,36,4.0,center_reached,-0.6151055,0.6654866,0.96363634
2025_08_06,22:54,1754520840,short,23459.0,23464.0,-10.0,22,0.5,center_reached,0.25504985,0.7653128,0.91525424
2025_08_08,17:03,1754672580,long,23673.75,23664.5,-18.5,24,0.0,center_reached,0.6803021,0.6400716,0.96511626
2025_08_08,17:11,1754673060,short,23670.25,23672.5,-4.5,24,0.0,center_reached,0.6120068,0.66664684,0.5
2025_08_11,12:54,1754916840,long,23720.0,23709.5,-21.0,12,0.0,center_reached,-0.52227366,0.6981993,0.8701299
2025_08_11,14:39,1754923140,short,23751.5,23757.25,-11.5,12,4.0,center_reached,-0.15985604,0.778439,0.9852941
2025_08_11,16:53,1754931180,short,23743.75,23748.5,-9.5,36,0.5,center_reached,0.56784,0.6826833,0.9206349
2025_08_12,03:09,1754968140,short,23659.25,23660.75,-3.0,23,0.0,center_reached,-0.52448237,0.6974722,0.9310345
2025_08_12,17:03,1755018180,long,23899.5,23903.75,8.5,36,10.5,center_reached,-0.7437915,0.6136398,0.9811321
2025_08_13,02:34,1755052440,long,23947.5,23946.25,-2.5,27,1.5,center_reached,-0.62271476,0.66261834,0.85365856
2025_08_13,06:17,1755065820,long,23941.75,23937.75,-8.0,11,0.0,center_reached,-0.21962024,0.770889,0.84126985
2025_08_13,11:28,1755084480,short,23992.5,23998.75,-12.5,22,0.0,center_reached,0.5712635,0.6814745,0.9268293
2025_08_14,20:38,1755203880,short,23890.75,23892.0,-2.5,24,1.5,center_reached,0.53722453,0.6932274,0.85106385
2025_08_15,04:19,1755231540,long,23934.75,23933.75,-2.0,34,1.0,center_reached,0.1402542,0.7804029,0.95454544
2025_08_15,10:57,1755255420,short,23910.25,23912.0,-3.5,12,0.0,center_reached,-0.27795574,0.7612769,0.91071427
2025_08_15,12:33,1755261180,short,23896.25,23905.25,-18.0,36,0.0,center_reached,0.0016177039,0.78698516,0.86821705
2025_08_18,05:09,1755493740,short,23851.25,23853.0,-3.5,31,0.5,center_reached,-0.632299,0.65896773,0.9117647
2025_08_18,18:02,1755540120,long,23759.0,23754.0,-10.0,24,0.0,center_reached,-0.526871,0.69668305,0.8448276
2025_08_20,03:22,1755660120,short,23361.0,23363.25,-4.5,11,3.0,center_reached,0.7108077,0.62756395,0.9736842
2025_08_20,12:59,1755694740,long,23426.75,23425.0,-3.5,45,3.5,center_reached,-0.75569713,0.6085181,0.9189189
2025_08_21,18:32,1755801120,long,23198.75,23192.75,-12.0,24,2.0,center_reached,-0.15879971,0.7785513,0.83168316
2025_08_21,19:53,1755805980,short,23224.5,23230.75,-12.5,36,10.0,center_reached,0.54438627,0.6908041,0.92783505
2025_08_22,12:14,1755864840,long,23256.0,23250.0,-12.0,23,0.0,center_reached,0.3853053,0.73795575,0.98333335
2025_08_24,23:04,1756076640,long,23568.75,23571.0,4.5,24,6.5,center_reached,-0.021475274,0.78683144,0.8627451
2025_08_25,06:19,1756102740,short,23559.75,23560.5,-1.5,15,0.0,center_reached,-0.20119472,0.7734664,0.8947368
2025_08_25,07:54,1756108440,long,23524.25,23527.0,5.5,17,5.5,center_reached,-0.3151062,0.7540204,1.0
2025_08_25,22:07,1756159620,short,23501.75,23513.75,-24.0,65,0.0,center_reached,-0.64642906,0.6535098,0.8064516
2025_08_25,23:56,1756166160,short,23497.0,23496.25,1.5,8,2.5,center_reached,0.025500264,0.786768,0.96875
2025_08_27,08:26,1756283160,long,23580.25,23578.5,-3.5,10,0.0,center_reached,0.019040203,0.7868645,0.8918919
2025_08_27,10:40,1756291200,long,23599.0,23599.75,1.5,34,1.5,center_reached,0.054771695,0.7859805,0.44444445
2025_08_27,14:47,1756306020,long,23602.5,23594.5,-16.0,24,0.0,center_reached,-0.3254862,0.7518373,0.8414634
2025_08_27,16:36,1756312560,short,23563.75,23570.5,-13.5,72,2.0,center_reached,0.2933461,0.75837684,0.96581197
2025_08_27,17:05,1756314300,long,23602.75,23599.0,-7.5,60,3.0,center_reached,-0.5700778,0.6818938,0.9189189
2025_08_29,01:03,1756429380,short,23748.25,23748.75,-1.0,17,0.0,center_reached,0.43711138,0.72418624,1.0
2025_08_29,08:43,1756456980,long,23669.0,23669.25,0.5,34,2.0,center_reached,-0.31624642,0.7537839,0.87096775
2025_08_29,11:28,1756466880,long,23648.75,23649.0,0.5,34,1.5,center_reached,-0.58670044,0.67595166,0.8484849
2025_08_29,13:28,1756474080,short,23655.0,23662.0,-14.0,36,0.0,center_reached,0.37523854,0.7404452,0.8764045
2025_09_01,10:32,1756722720,long,23491.5,23486.75,-9.5,11,0.0,center_reached,-0.6517909,0.6514155,0.9705882
2025_09_01,11:35,1756726500,short,23461.25,23467.5,-12.5,26,2.5,center_reached,0.1529281,0.77916217,0.9767442
2025_09_02,03:54,1756785240,long,23439.25,23438.5,-1.5,21,0.0,center_reached,-0.67780435,0.641079,0.875
2025_09_02,22:18,1756851480,short,23363.0,23372.0,-18.0,36,0.0,center_reached,0.46872196,0.7150148,0.9814815
2025_09_02,23:23,1756855380,long,23332.75,23328.75,-8.0,36,2.0,center_reached,-0.12081862,0.78209865,0.9032258
2025_09_03,04:14,1756872840,long,23323.5,23322.0,-3.0,22,3.0,center_reached,0.56354475,0.68419147,0.8666667
2025_09_04,23:29,1757028540,short,23711.25,23716.0,-9.5,29,0.0,center_reached,-0.08066684,0.78480566,0.85714287
2025_09_05,09:45,1757065500,long,23785.0,23785.5,1.0,46,1.5,center_reached,0.3178525,0.7534494,0.6666667
2025_09_08,01:09,1757293740,short,23765.25,23762.5,5.5,34,5.5,center_reached,-0.35701948,0.74479383,0.9714286
2025_09_08,13:26,1757337960,long,23781.75,23783.5,3.5,12,3.5,center_reached,-0.680637,0.63993627,0.9506173
2025_09_09,02:34,1757385240,short,23833.0,23833.0,0.0,36,3.0,center_reached,-0.4973032,0.7062362,0.9692308
2025_09_09,12:03,1757419380,long,23849.5,23842.25,-14.5,34,0.0,center_reached,-0.48612627,0.70972323,0.95652175
2025_09_09,16:24,1757435040,long,23828.25,23804.5,-47.5,60,0.0,center_reached,-0.44928452,0.7207222,0.7802198
2025_09_09,18:13,1757441580,long,23848.25,23824.75,-47.0,36,0.0,center_reached,-0.36341667,0.74329,0.8611111
2025_09_10,04:32,1757478720,short,23922.0,23921.75,0.5,12,0.5,center_reached,-0.37357172,0.74085146,0.9583333
2025_09_10,06:53,1757487180,long,23935.5,23935.0,-1.0,22,0.0,center_reached,0.34698743,0.7471014,0.85106385
2025_09_10,07:49,1757490540,short,23941.25,23940.25,2.0,18,2.0,center_reached,0.24531917,0.7669252,0.9
2025_09_10,17:09,1757524140,long,23923.5,23928.5,10.0,24,11.5,center_reached,-0.55608094,0.68679,0.8627451
2025_09_11,11:07,1757588820,long,23948.5,23944.5,-8.0,48,0.0,center_reached,-0.25494123,0.76533115,0.65
2025_09_11,19:05,1757617500,long,24038.0,24030.75,-14.5,84,0.5,center_reached,-0.18576252,0.77545416,0.6181818
2025_09_12,13:33,1757683980,short,24060.75,24034.75,52.0,36,61.0,center_reached,0.3563678,0.7449456,0.8389262
2025_09_14,22:58,1757890680,long,24126.5,24124.0,-5.0,28,0.5,center_reached,-0.1284587,0.78146195,0.8333333
2025_09_15,07:09,1757920140,short,24148.75,24146.75,4.0,77,10.0,center_reached,-0.5096415,0.70230716,1.0
2025_09_15,07:24,1757921040,long,24141.5,24152.75,22.5,76,22.5,center_reached,0.6672484,0.64530814,0.71428573
2025_09_16,15:48,1758037680,short,24271.5,24275.5,-8.0,36,0.0,center_reached,-0.14011252,0.78041613,0.96363634
2025_09_16,16:59,1758041940,short,24284.75,24288.25,-7.0,23,0.0,center_reached,-0.6296804,0.65996933,0.84090906
2025_09_18,05:11,1758172260,long,24405.25,24401.5,-7.5,24,2.5,center_reached,-0.35168058,0.7460296,0.375
2025_09_18,05:44,1758174240,short,24376.75,24375.0,3.5,18,3.5,center_reached,0.2600265,0.76446456,0.9705882
2025_10_01,08:04,1759305840,long,24668.75,24659.25,-19.0,24,0.0,center_reached,0.54117155,0.6918952,0.93333334
2025_10_01,18:50,1759344600,long,25024.25,25025.75,3.0,24,7.5,center_reached,-0.2689177,0.76290953,0.88235295
2025_10_01,18:56,1759344960,long,25025.5,25021.75,-7.5,12,0.0,center_reached,-0.6209099,0.66330105,0.9285714
2025_10_02,10:29,1759400940,short,25104.75,25105.25,-1.0,73,1.0,center_reached,-0.0499077,0.7861511,0.86206895
2025_10_02,15:12,1759417920,short,25034.25,25037.25,-6.0,24,0.0,center_reached,-0.20190269,0.77337146,0.9915254
2025_10_02,18:32,1759429920,long,25104.0,25104.5,1.0,24,6.0,center_reached,-0.06404104,0.7856115,0.85714287
2025_10_02,18:52,1759431120,long,25105.75,25101.0,-9.5,12,0.0,center_reached,0.025568496,0.7867669,0.8703704
2025_10_03,12:59,1759496340,short,25120.75,25120.25,1.0,35,4.0,center_reached,0.51303566,0.70121187,0.9
2025_10_03,16:13,1759507980,long,25143.75,25139.5,-8.5,36,0.0,center_reached,-0.7335022,0.6180261,0.95555556
2025_10_03,16:56,1759510560,short,25110.5,25122.25,-23.5,60,0.0,center_reached,-0.038452275,0.7864904,0.8703704
2025_10_06,06:02,1759730520,long,25088.0,25084.5,-7.0,24,7.5,center_reached,0.7376112,0.61627895,1.0
2025_10_06,15:21,1759764060,long,25164.0,25157.25,-13.5,48,6.0,center_reached,-0.75833297,0.6073777,0.9777778
2025_10_06,15:30,1759764600,short,25167.25,25164.0,6.5,48,11.5,center_reached,-0.5167774,0.6999972,0.29310346
2025_10_06,18:46,1759776360,long,25236.75,25236.25,-1.0,72,9.0,center_reached,0.23849602,0.7680194,0.75
2025_10_07,01:23,1759800180,long,25131.25,25131.25,0.0,22,0.0,center_reached,0.37163758,0.7413207,0.9117647
2025_10_08,07:04,1759907040,long,25049.25,25047.25,-4.0,48,0.0,center_reached,-0.37380838,0.7407939,0.9814815
2025_10_08,20:05,1759953900,long,25333.25,25332.0,-2.5,60,0.0,center_reached,-0.72957945,0.61968833,0.95454544
2025_10_09,04:07,1759982820,short,25326.0,25326.75,-1.5,26,1.0,center_reached,0.17189823,0.7771065,0.85714287
2025_10_09,07:48,1759996080,short,25341.0,25341.0,0.0,22,2.0,center_reached,0.49348196,0.70743614,0.975
2025_10_09,08:49,1759999740,short,25301.25,25314.0,-25.5,24,0.0,center_reached,0.5843429,0.6768027,0.9672131
2025_10_09,12:44,1760013840,long,25325.0,25329.25,8.5,36,8.5,center_reached,0.55542606,0.68701667,0.8636364
2025_10_09,18:08,1760033280,long,25196.0,25193.0,-6.0,24,4.0,center_reached,-0.2182267,0.7710917,1.0
2025_10_10,07:53,1760082780,long,25311.5,25304.5,-14.0,12,0.0,center_reached,-0.66875714,0.64470655,0.9
2025_10_10,18:09,1760119740,short,24662.25,24672.25,-20.0,24,13.5,center_reached,0.5830637,0.6772634,0.9256757
2025_10_13,12:24,1760358240,long,24817.5,24802.0,-31.0,36,0.0,center_reached,-0.05459802,0.7859869,0.8778626
2025_10_14,07:08,1760425680,long,24668.5,24638.75,-59.5,24,0.5,center_reached,0.0462877,0.7862678,0.85714287
2025_10_15,01:34,1760492040,long,24804.5,24801.75,-5.5,47,9.5,center_reached,-0.5398417,0.69234496,0.84615386
2025_10_15,16:28,1760545680,short,24964.75,24980.25,-31.0,36,0.0,center_reached,0.59924954,0.67137593,0.9497207
2025_10_16,11:49,1760615340,short,25064.0,25066.25,-4.5,43,0.5,center_reached,0.5997054,0.67120826,0.9677419
2025_10_16,16:08,1760630880,short,24967.75,24970.75,-6.0,24,10.5,center_reached,0.746544,0.61246,0.93333334
2025_10_20,07:14,1760944440,short,25124.0,25123.5,1.0,35,8.5,center_reached,-0.13629581,0.7807686,0.8701299
2025_10_20,10:26,1760955960,long,25069.75,25065.25,-9.0,12,0.0,center_reached,-0.33122012,0.7506025,0.88372093
2025_10_20,19:03,1760986980,short,25314.5,25333.25,-37.5,108,0.0,center_reached,0.16573673,0.77780026,0.5714286
2025_10_21,06:01,1761026460,long,25289.25,25294.5,10.5,124,17.5,center_reached,-0.434188,0.7250053,0.09090909
2025_10_21,10:32,1761042720,short,25274.25,25277.0,-5.5,24,0.0,center_reached,0.45914638,0.71785337,0.90909094
2025_10_22,12:28,1761136080,long,25252.0,25252.5,1.0,32,7.0,center_reached,-0.55247575,0.68803495,0.9
2025_10_22,16:33,1761150780,long,25036.75,24888.75,-296.0,36,26.5,center_reached,0.13585605,0.78080857,0.84605086
2025_10_23,08:08,1761206880,short,25096.75,25108.25,-23.0,36,1.0,center_reached,-0.071314655,0.7852817,0.9382716
2025_10_23,19:53,1761249180,long,25247.5,25240.75,-13.5,36,0.0,center_reached,0.3470666,0.7470834,0.8360656
2025_10_24,04:11,1761279060,long,25327.0,25323.0,-8.0,37,1.0,center_reached,-0.091728225,0.78416723,0.53488374
2025_10_24,08:07,1761293220,long,25332.25,25327.75,-9.0,24,2.5,center_reached,-0.3612229,0.74380857,0.90909094
2025_10_24,15:56,1761321360,long,25520.75,25512.5,-16.5,12,0.0,center_reached,-0.09625776,0.7838822,1.0
2025_10_27,04:03,1761537780,short,25760.0,25762.25,-4.5,31,4.0,center_reached,-0.7454459,0.612931,1.0
2025_10_27,04:07,1761538020,long,25760.75,25759.0,-3.5,19,0.0,center_reached,0.5507818,0.68861765,0.9411765
2025_10_27,04:38,1761539880,long,25763.0,25762.0,-2.0,28,1.0,center_reached,-0.6574731,0.64918244,0.9230769
2025_10_27,12:00,1761566400,short,25821.25,25820.5,1.5,55,4.0,center_reached,0.2536754,0.76554424,0.3015873
2025_10_27,18:03,1761588180,long,25926.25,25922.75,-7.0,12,0.5,center_reached,-0.04928568,0.7861718,0.88
2025_10_28,01:18,1761614280,short,25970.25,25973.25,-6.0,36,0.0,center_reached,0.24157472,0.7675294,1.0
2025_10_28,08:22,1761639720,short,25953.25,25952.0,2.5,20,7.5,center_reached,0.26650918,0.76333576,0.8548387
2025_10_28,22:56,1761692160,short,26169.5,26173.25,-7.5,30,0.0,center_reached,0.6559277,0.6497911,0.5416667
2025_10_29,01:42,1761702120,short,26210.25,26214.0,-7.5,24,6.5,center_reached,0.50552195,0.70362824,0.8831169
2025_10_29,01:50,1761702600,long,26208.75,26198.25,-21.0,65,0.5,center_reached,-0.5846556,0.67669,0.4473684
2025_10_29,07:53,1761724380,long,26286.5,26287.0,1.0,23,7.5,center_reached,-0.15403299,0.7790489,0.95238096
2025_10_29,15:12,1761750720,long,26259.75,26245.0,-29.5,24,1.0,center_reached,-0.7545376,0.6090191,0.85
2025_10_29,19:27,1761766020,short,26195.5,26215.25,-39.5,24,0.0,center_reached,0.64144665,0.6554445,0.8651163
2025_10_31,17:29,1761931740,short,25918.25,25913.75,9.0,36,14.0,center_reached,0.4016136,0.73379314,1.0
2025_11_03,15:14,1762182840,short,26131.25,26140.75,-19.0,24,3.0,center_reached,0.36647114,0.7425631,0.9517241
2025_11_04,01:59,1762221540,long,26001.75,26013.5,23.5,102,33.0,center_reached,0.1847852,0.7755748,0.76119405
2025_11_04,10:56,1762253760,long,25757.25,25754.75,-5.0,12,0.0,center_reached,-0.7360316,0.6169513,0.962963
2025_11_04,15:34,1762270440,long,25853.75,25849.25,-9.0,24,7.0,center_reached,0.11062976,0.7828873,0.9504132
2025_11_04,17:28,1762277280,short,25713.75,25725.25,-23.0,24,4.0,center_reached,0.5141618,0.7008471,0.8402778
2025_11_04,20:16,1762287360,short,25622.75,25637.5,-29.5,12,9.0,center_reached,0.403495,0.73330265,0.9292929
2025_11_05,05:28,1762320480,long,25523.25,25515.0,-16.5,35,1.0,center_reached,-0.5179531,0.6996139,0.8414634
2025_11_05,20:06,1762373160,long,25868.75,25856.25,-25.0,36,0.0,center_reached,-0.5155174,0.700407,0.7580645
2025_11_06,11:08,1762427280,long,25757.25,25746.5,-21.5,11,0.0,center_reached,-0.30563387,0.75595355,0.90588236
2025_11_07,00:08,1762474080,long,25317.75,25335.75,36.0,94,49.0,center_reached,0.5507453,0.68863016,0.9716981
2025_11_07,07:53,1762501980,short,25336.75,25345.0,-16.5,24,7.5,center_reached,0.26364574,0.7638377,0.9047619
2025_11_07,09:49,1762508940,short,25267.25,25268.5,-2.5,11,5.5,center_reached,0.25172856,0.76587003,0.96
2025_11_07,20:08,1762546080,long,25096.75,25079.0,-35.5,24,0.0,center_reached,-0.104762614,0.78331006,0.9132653
2025_11_10,01:28,1762738080,short,25387.5,25398.5,-22.0,24,0.0,center_reached,0.029284783,0.7866985,0.9404762
2025_11_10,04:19,1762748340,long,25468.0,25458.75,-18.5,32,0.0,center_reached,-0.5874228,0.67569035,0.84210527
2025_11_10,14:54,1762786440,long,25615.75,25603.5,-24.5,48,0.0,center_reached,-0.36972138,0.74178344,0.9268293
2025_11_10,16:13,1762791180,short,25511.0,25519.25,-16.5,60,11.0,center_reached,0.4513974,0.72011226,0.98657715
2025_11_11,16:04,1762877040,short,25518.75,25525.75,-14.0,48,11.0,center_reached,0.23267588,0.7689288,0.85271317
2025_11_12,15:39,1762961940,long,25574.25,25559.75,-29.0,48,10.5,center_reached,0.7490824,0.6113697,0.84782606
2025_11_12,20:53,1762980780,short,25632.25,25640.0,-15.5,36,0.0,center_reached,0.74850595,0.6116175,0.95364237
2025_11_13,04:13,1763007180,long,25676.5,25666.75,-19.5,54,0.0,center_reached,-0.764632,0.6046428,0.59615386
2025_11_13,11:46,1763034360,short,25565.75,25582.25,-33.0,92,1.0,center_reached,-0.03046152,0.786675,0.8965517
2025_11_13,23:40,1763077200,long,25146.75,25129.25,-35.0,63,0.0,center_reached,-0.22620593,0.7699141,0.7704918
2025_11_14,10:44,1763117040,long,24983.25,24975.0,-16.5,44,0.0,center_reached,-0.4448713,0.72198796,1.0
2025_11_17,01:28,1763342880,long,25249.5,25243.5,-12.0,58,9.0,center_reached,-0.7271831,0.62070096,0.5869565
2025_11_17,07:39,1763365140,long,25325.75,25315.5,-20.5,82,2.0,center_reached,-0.6945366,0.63428134,0.7846154
