================================================================================
IS FORWARD PASS COMPLETE  (run: 2026-03-19 12:25:45)
  Commit: 9a4460cf  -- revert: disable peak override on exits (held losers too long)
  Changes: 1 file changed, 20 insertions(+), 72 deletions(-)
  Period: DATA\ATLAS\15s\2025_01.parquet to 2026_01 (13 files)
Total Trades: 2010
Win Rate: 56.8%
Total PnL: $1942.87

── WORKER STATES LOADED ──
  1h=489/file(13/13 files ok)  30m=978/file(13/13 files ok)  15m=1956/file(13/13 files ok)  5m=5864/file(13/13 files ok)  3m=9764/file(13/13 files ok)
  1m=29175/file(13/13 files ok)  30s=58046/file(13/13 files ok)  15s=114136/file(13/13 files ok)  5s=315565/file(13/13 files ok)  1s=1985918/file(13/13 files ok)

── DAILY SESSION LEDGER ──
  Date         Trades  Wins    WR%      Day PnL    Min Dip    Cumul PnL   Cumul DD
  2026-01-27        2     1  50.0% $     -1.00 $   -1.00 $ +1,854.97 $   55.50
  2026-01-28       10     5  50.0% $     -4.50 $   -4.50 $ +1,850.47 $   60.00
  2026-01-29       34    19  55.9% $   +105.90        $0 $ +1,956.37 $   48.80
  2026-01-30        1     0   0.0% $    -13.50 $  -13.50 $ +1,942.87 $   62.30

── DRAWDOWN SUMMARY ──
  Max consecutive losing days: 16

── MINIMUM EQUITY REQUIRED ──
  Method: worst intraday dip below $0 across all trading days
  (each day starts fresh at $0  -- captures the deepest hole before recovery)

  Worst intraday dip:  $-89.00  on 2025-10-03
  ► MINIMUM EQUITY:    $89.00
  ► With 50% buffer:   $133.50

  Top 5 worst intraday dips:
    2025-10-03:  $-89.00
    2025-08-21:  $-70.00
    2025-03-07:  $-65.82
    2025-11-24:  $-62.00
    2026-01-04:  $-59.50
  Days that dipped below $0: 242/310

── CUMULATIVE EQUITY CURVE ──
  (starts at $0 on day 1, never resets  -- shows true equity path)

  Final cumulative PnL:  $+1,942.87
  Peak equity:           $+2,005.17
  Trough equity:         $-238.88  on 2025-02-19
  Max drawdown from peak: $334.38  (trough on 2025-02-19)
  ► MIN EQUITY (cumulative): $238.88  (deepest hole from $0 start)

  Critical days (cumulative equity at risk):
    2025-02-19:  cumul=$-238.88  day_pnl=$-1.50  dip=$-1.50
    2025-02-18:  cumul=$-237.38  day_pnl=$-1.50  dip=$-1.50
    2025-02-17:  cumul=$-235.88  day_pnl=$-1.00  dip=$-1.00
    2025-02-14:  cumul=$-234.88  day_pnl=$-12.50  dip=$-12.50
    2025-03-02:  cumul=$-231.07  day_pnl=$-3.50  dip=$-3.50
================================================================================

================================================================================
ORACLE PROFIT ATTRIBUTION
================================================================================

  PER-DEPTH PnL BREAKDOWN (-> depth_weights.json for next run):
    Depth     Trades    Win%    Total PnL  Avg/trade
    -----     ------    ----    ---------  ---------
    depth 3       240     50% $    163.00 $     0.68
    depth 4         8     88% $     45.50 $     5.69
    depth 5        22     64% $     36.05 $     1.64
    depth 6        24     42% $     25.50 $     1.06
    depth 7         4     75% $     66.00 $    16.50
    depth 8     1,701     58% $  1,625.82 $     0.96
    depth 9        11     27% $    -19.00 $    -1.73  <- FILTER NEXT RUN

  TRADE DURATION BINS (top 3 by volume):
    Duration    Trades    Win%    Total PnL  Avg/trade
    --------    ------    ----    ---------  ---------
    1-2m           704     55% $  1,172.43 $     1.67
    30s-1m         668     57% $    250.95 $     0.38
    2-5m           443     62% $  1,476.30 $     3.33

  DYNAMIC EXIT QUALITY:
    Belief-flip exits:  0 trades
    Envelope decay:     0 trades
    Trail-tightened:    0 trades
    Trail-widened:      0 trades
    Band-urgent exits:      3 trades  ->  avg PnL $ -10.00
    Loss watchdog:      0 trades
    Standard trail:     0 trades
    Decay score at exit:  WIN avg=0.000  LOSS avg=0.000
    Envelope halflife:   40.0 bars (self-tuned from 20)
    Giveback threshold:  10% (self-tuned from 70%)
    Peak giveback exits:   279 trades  ->  avg PnL $  -1.47

  PROFIT GAP ANALYSIS:
    Ideal (golden-path: gate-blocked + traded, perfect exits):  $        0.00
    -----------------------------------------------------






    -----------------------------------------------------
    Actual profit: $1942.87
    [info] Score-competition pool (took better same bar): $        0.00  (not missed -- golden path chose better candidate)

===========================================================================
  REGRET ANALYSIS — IS
  2,010 trades analyzed
===========================================================================

  BY EXIT REASON (sorted by total regret):
  Exit                          n  Avg Regret  Total Regret   Avg PnL Avg MFE(t)  Capture%
  -------------------------------------------------------------------------------------
  peak_state_exit             907      +9.08$     +8233.00$    -0.32$      17.5t    -52.6%
  peak_giveback               279     +15.49$     +4323.00$    -1.47$      28.0t    -21.9%
  stop_loss                   107     +40.29$     +4310.63$   +17.15$     114.9t    +23.0%
  regime_decay                322      +6.23$     +2007.00$    -0.19$      12.1t   -132.9%
  tidal_wave                  140      +8.65$     +1210.50$    -4.82$       7.7t   -236.5%
  belief_flip                  61     +15.03$      +917.00$    -8.93$      12.2t   -322.2%
  survival_stop                97      +4.19$      +406.50$   +12.52$      33.4t    +65.9%
  survival_flatline            34      +5.91$      +201.00$   +14.01$      39.9t    +62.5%
  take_profit                  40      +3.70$      +148.00$   +10.00$      27.4t    +77.7%
  death_hook                   16      +8.03$      +128.50$    -1.78$      12.5t   -106.6%
  maintenance_flat              2     +17.75$       +35.50$   -17.75$       0.0t     +nan%
  band_urgent                   3     +10.50$       +31.50$   -10.00$       1.0t    -75.0%
  v_reversal                    2     +14.00$       +28.00$   +46.50$     121.0t    +81.1%

  TOTAL PnL:    $    1,942.87
  TOTAL REGRET: $   21,980.13
  CAPTURE RATE: 8.1% of available profit captured

  LOSING TRADES THAT PEAKED > 5 TICKS:
    331 / 805 losses (41.1%)
    Avg peak MFE: 37.3 ticks ($18.66)
    Avg actual PnL: $-12.30
    Total lost opportunity: $10,248.50

    Exit reason breakdown (losing trades that peaked > 5t):
      peak_state_exit           n= 156  avg_peak=19t  avg_pnl=$-11.06
      peak_giveback             n= 119  avg_peak=24t  avg_pnl=$-12.67
      regime_decay              n=  24  avg_peak=20t  avg_pnl=$-7.17
      belief_flip               n=  20  avg_peak=19t  avg_pnl=$-12.95
      tidal_wave                n=   8  avg_peak=15t  avg_pnl=$-22.94
      stop_loss                 n=   3  avg_peak=1846t  avg_pnl=$-68.50
      death_hook                n=   1  avg_peak=23t  avg_pnl=$-16.50

  REGRET BY DEPTH:
    Depth     n  Avg Regret  Capture%
  -----------------------------------
        3   240      +7.70$    -90.8%
        4     8      +4.62$    +49.6%
        5    22     +11.66$     -3.6%
        6    24      +9.69$   -108.2%
        7     4      +9.50$    +27.9%
        8  1701     +11.45$    -62.1%
        9    11      +8.55$   -149.7%

  REGRET BY HOLD DURATION:
    Duration     n  Avg Regret  Capture%
  ----------------------------------------
        <30s   128      +3.26$    -15.8%
      30s-1m   668     +12.87$    -37.3%
        1-2m   704     +10.08$    -61.2%
        2-5m   443     +10.03$    -67.9%
         5m+    67     +21.20$   -466.9%

  WORKER AGREEMENT AT ENTRY  (agree = worker dir matches trade direction)
    TF      WIN agree  LOSS agree    Edge  <-- positive = worker is predictive
    1h           0.58        0.58   -0.00
    30m          0.54        0.55   -0.02
    15m          0.53        0.54   -0.01
    5m           0.54        0.56   -0.02
    3m           0.54        0.55   -0.01
    1m           0.30        0.33   -0.03
    30s          0.62        0.62   -0.00
    15s          0.50        0.50   -0.01
    5s           0.61        0.61   -0.00
    1s           0.50        0.49   +0.01

  DIRECTION FLIPS BETWEEN ENTRY AND EXIT:
    (worker flipped = changed LONG/SHORT conviction side during the trade)
    1h     WIN flip=0.01  LOSS flip=0.01  diff=+0.00
    30m    WIN flip=0.02  LOSS flip=0.03  diff=+0.01
    15m    WIN flip=0.05  LOSS flip=0.08  diff=+0.03
    5m     WIN flip=0.16  LOSS flip=0.17  diff=+0.00
    3m     WIN flip=0.21  LOSS flip=0.25  diff=+0.04
    1m     WIN flip=0.40  LOSS flip=0.41  diff=+0.01
    30s    WIN flip=0.47  LOSS flip=0.44  diff=-0.03
    15s    WIN flip=0.51  LOSS flip=0.47  diff=-0.04
    5s     WIN flip=0.42  LOSS flip=0.43  diff=+0.01
    1s     WIN flip=0.49  LOSS flip=0.54  diff=+0.06

  DECISION-TF WAVE MATURITY AT ENTRY  (0=fresh wave, 1=exhausted)
    All trades:  avg=0.378
    Winners:     avg=0.379
    Losers:      avg=0.378
    Insight: maturity gap=-0.001 (positive = entering losers at wave exhaustion)

  OF 2,010 TRADES TAKEN:
    Correct direction:          0  (0.0%)  ->  actual: $      0.00
    Counter-trend scalps:       0  (0.0%)  ->  profit: $      0.00  <- oracle wrong-dir but micro-peak captured
    Genuinely wrong dir:        0  (0.0%)  ->  losses: $      0.00
    Traded noise:           2,010  (100.0%)  ->  losses: $  1,942.87

  TOTAL SIGNALS SEEN BY ORACLE: 2,010
    Real moves (MEGA/SCALP):       0   -- worth $      0.00 if perfectly traded
    Noise (no real move):      2,010

  WHAT WE DID:
    Traded:   2,010  (100.0% of all signals)
    Skipped:      0  (0.0% of all signals)

  WHY SIGNALS WERE SKIPPED  (total candidates evaluated: 722,721)
    PEAK_REVERSAL candidates:    85,175  (traded: 1770, rejected: 83405)
    Pattern Quality  (no match/noise/struct): 74,078  (10.2%)
    Depth Filter     (depth<3 or blacklist):  16,320  (2.3%)
    Template Match   (dist > 3.0):            85,615  (11.8%)
    Brain Reject     (unprofitable pattern):       0  (0.0%)
    Score Competition (better candidate won):    291  (0.0%)
    Low Conviction   (belief too weak):        2,647  (0.4%)
    Momentum Misalign (F_mom vs direction):    3,998  (0.6%)
    FDMI Fakeout     (State A block):             15  (0.0%)
    Physics Quality  (bypass: depth>3/z>=0):  16,774  (2.3%)
    Passed all gates -> traded:                2,010  (0.3%)
    ⚠ Unaccounted:                    520,973  (72.1%)

  TRADED SIGNAL DEPTH (which TF level triggered the trade):
    depth 3=15m  :   240 trades  ####
    depth 4=5m   :     8 trades  
    depth 5=1m   :    22 trades  
    depth 6=15s  (leaf):    24 trades  
    depth 7:     4 trades  
    depth 8: 1,701 trades  ##################################
    depth 9:    11 trades  

  PROFIT GAP ANALYSIS:
    Ideal (golden-path: gate-blocked + traded, perfect exits):  $        0.00
    -----------------------------------------------------






    -----------------------------------------------------
    Actual profit: $1942.87
    [info] Score-competition pool (took better same bar): $        0.00  (not missed -- golden path chose better candidate)

===========================================================================
  REGRET ANALYSIS — IS
  2,010 trades analyzed
===========================================================================

  BY EXIT REASON (sorted by total regret):
  Exit                          n  Avg Regret  Total Regret   Avg PnL Avg MFE(t)  Capture%
  -------------------------------------------------------------------------------------
  peak_state_exit             907      +9.08$     +8233.00$    -0.32$      17.5t    -52.6%
  peak_giveback               279     +15.49$     +4323.00$    -1.47$      28.0t    -21.9%
  stop_loss                   107     +40.29$     +4310.63$   +17.15$     114.9t    +23.0%
  regime_decay                322      +6.23$     +2007.00$    -0.19$      12.1t   -132.9%
  tidal_wave                  140      +8.65$     +1210.50$    -4.82$       7.7t   -236.5%
  belief_flip                  61     +15.03$      +917.00$    -8.93$      12.2t   -322.2%
  survival_stop                97      +4.19$      +406.50$   +12.52$      33.4t    +65.9%
  survival_flatline            34      +5.91$      +201.00$   +14.01$      39.9t    +62.5%
  take_profit                  40      +3.70$      +148.00$   +10.00$      27.4t    +77.7%
  death_hook                   16      +8.03$      +128.50$    -1.78$      12.5t   -106.6%
  maintenance_flat              2     +17.75$       +35.50$   -17.75$       0.0t     +nan%
  band_urgent                   3     +10.50$       +31.50$   -10.00$       1.0t    -75.0%
  v_reversal                    2     +14.00$       +28.00$   +46.50$     121.0t    +81.1%

  TOTAL PnL:    $    1,942.87
  TOTAL REGRET: $   21,980.13
  CAPTURE RATE: 8.1% of available profit captured

  LOSING TRADES THAT PEAKED > 5 TICKS:
    331 / 805 losses (41.1%)
    Avg peak MFE: 37.3 ticks ($18.66)
    Avg actual PnL: $-12.30
    Total lost opportunity: $10,248.50

    Exit reason breakdown (losing trades that peaked > 5t):
      peak_state_exit           n= 156  avg_peak=19t  avg_pnl=$-11.06
      peak_giveback             n= 119  avg_peak=24t  avg_pnl=$-12.67
      regime_decay              n=  24  avg_peak=20t  avg_pnl=$-7.17
      belief_flip               n=  20  avg_peak=19t  avg_pnl=$-12.95
      tidal_wave                n=   8  avg_peak=15t  avg_pnl=$-22.94
      stop_loss                 n=   3  avg_peak=1846t  avg_pnl=$-68.50
      death_hook                n=   1  avg_peak=23t  avg_pnl=$-16.50

  REGRET BY DEPTH:
    Depth     n  Avg Regret  Capture%
  -----------------------------------
        3   240      +7.70$    -90.8%
        4     8      +4.62$    +49.6%
        5    22     +11.66$     -3.6%
        6    24      +9.69$   -108.2%
        7     4      +9.50$    +27.9%
        8  1701     +11.45$    -62.1%
        9    11      +8.55$   -149.7%

  REGRET BY HOLD DURATION:
    Duration     n  Avg Regret  Capture%
  ----------------------------------------
        <30s   128      +3.26$    -15.8%
      30s-1m   668     +12.87$    -37.3%
        1-2m   704     +10.08$    -61.2%
        2-5m   443     +10.03$    -67.9%
         5m+    67     +21.20$   -466.9%

================================================================================
DIRECTION LEARNING (oracle corrections absorbed)
================================================================================
  Templates with direction corrections: 0
  Templates with signed MFE regression: 0

  DETECTION FUNNEL (bar-level)
    Total 15s bars processed:  1,483,770  (100%)
    Bars with detection:         252,259  (17.0%)
    Bars with NO detection:    1,231,511  (83.0%)  <- model blind
    Bars slot-blocked:               248  (0.0%)  <- position open, can't trade
    Bars evaluated (free slot):  252,011  (17.0%)
    Candidates on those bars:    722,721  (avg 2.9/bar)

  PEAK DETECTION (buildup/sensor gate)
    Peak signals detected:       683,084
    Blocked by no buildup:             3
    Blocked by 1m sensor:        327,449
    Blocked by fake peak:        115,441
    Blocked by cooldown:               0
    Peak entries created:        200,356
    Filter rate:                   64.8%

  TRAILING STOP (sensor-adaptive)
    Activations (MFE >= 40t):        263
    Trail wide  (sensors OK):         66
    Trail medium (neutral):           95
    Trail tight (opposing):          102

  CANDIDATE COMPETITION (bars where gates were passed)
    Single candidate (no competition):   8,241  (96.7%)
    Multiple candidates (tiebreaker):      285  (3.3%)

  EXPECTED PROFIT ANALYSIS (E[PnL] = running avg PnL per template×direction)
    Positive EV trades (E[PnL]>0 at entry):  1,271  (63.2%)  actual: $   +1,479.05  avg: $1.16/trade
    Negative EV trades (E[PnL]<0 at entry):    688  (34.2%)  actual: $     +172.32  avg: $0.25/trade
    Unknown (< 3 samples):                      51  (2.5%)  actual: $     +291.50
    If blocked neg-EV trades: would save $-172.32

    Templates with NEGATIVE E[PnL] direction (top 15):
      TID   LONG n  LONG E[PnL]   SHORT n  SHORT E[PnL]  Action
    -----   ------  -----------   -------  ------------  ------
       37        0         n/a         10     $   -2.25  SKIP SHORT
       33        0         n/a         10     $   -2.00  SKIP SHORT
       24      228    $   -0.95         1          n/a   SKIP LONG
       25       14    $   -0.14         0          n/a   SKIP LONG

  EXPECTED PROFIT ANALYSIS (E[PnL] = running avg PnL per template×direction)
    Positive EV trades (E[PnL]>0 at entry):  1,271  (63.2%)  actual: $   +1,479.05  avg: $1.16/trade
    Negative EV trades (E[PnL]<0 at entry):    688  (34.2%)  actual: $     +172.32  avg: $0.25/trade
    Unknown (< 3 samples):                      51  (2.5%)  actual: $     +291.50
    If blocked neg-EV trades: would save $-172.32

    Templates with NEGATIVE E[PnL] direction (top 15):
      TID   LONG n  LONG E[PnL]   SHORT n  SHORT E[PnL]  Action
    -----   ------  -----------   -------  ------------  ------
       37        0         n/a         10     $   -2.25  SKIP SHORT
       33        0         n/a         10     $   -2.00  SKIP SHORT
       24      228    $   -0.95         1          n/a   SKIP LONG
       25       14    $   -0.14         0          n/a   SKIP LONG

================================================================================
DIRECTION LEARNING (oracle corrections absorbed)
================================================================================
  Templates with direction corrections: 0
  Templates with signed MFE regression: 0

  Per-trade oracle log saved: checkpoints\oracle_trade_log.csv
  PID oracle log saved: checkpoints\pid_oracle_log.csv (109196 signals)
  Signal log saved: checkpoints\signal_log.csv  (2010 traded  +  0 skipped)

  DECISION MATRIX SUMMARY  (skipped candidates -- oracle $ = profit left on table)
    Gate                    Count  RealMove%  Avg Oracle$  Total Missed$
    traded                   2010       0.0%           0             0
  Depth weights saved: checkpoints\depth_weights.json
