**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,seg_idx,parent_motif_idx,shape_class,parent_15m_cluster,cluster_5m,ride_pnl_pts,resolved_as_cascade,length_min,peak_abs_z
2025_03_14,1,1,FLATLINE,LINEAR_DOWN_NOISE,2,-6.75,False,20.0,2.373
2025_03_14,2,1,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,-2.75,False,45.0,2.79
2025_03_14,3,1,FLATLINE,LINEAR_DOWN_NOISE,2,9.0,False,30.0,3.579
2025_03_14,0,2,LINEAR_UP,EXPONENTIAL_UP_C1,1,31.5,False,55.0,3.298
2025_03_14,1,2,FLATLINE,EXPONENTIAL_UP_C1,3,3.5,False,5.0,1.375
2025_03_14,2,2,FLATLINE,EXPONENTIAL_UP_C1,3,1.25,False,15.0,2.333
2025_03_14,3,2,FLATLINE,EXPONENTIAL_UP_C1,2,9.75,False,5.0,1.685
2025_03_14,4,2,FLATLINE,EXPONENTIAL_UP_C1,3,10.25,False,15.0,2.318
2025_03_14,5,2,EXPONENTIAL_DOWN,EXPONENTIAL_UP_C1,2,22.5,False,55.0,4.428
2025_03_14,6,2,LINEAR_UP,EXPONENTIAL_UP_C1,1,35.5,False,50.0,4.595
2025_03_14,7,2,FLATLINE,EXPONENTIAL_UP_C1,2,-10.25,False,5.0,1.446
2025_03_14,8,2,LINEAR_UP,EXPONENTIAL_UP_C1,1,34.0,True,85.0,4.145
2025_03_14,9,2,LINEAR_DOWN,EXPONENTIAL_UP_C1,2,31.75,False,25.0,3.005
2025_03_14,10,2,LINEAR_UP,EXPONENTIAL_UP_C1,1,8.5,False,45.0,4.713
2025_03_14,11,2,FLATLINE,EXPONENTIAL_UP_C1,2,-69.0,False,25.0,2.046
2025_03_14,12,2,LINEAR_UP,EXPONENTIAL_UP_C1,1,116.25,False,85.0,2.544
2025_03_14,13,2,EXPONENTIAL_DOWN,EXPONENTIAL_UP_C1,2,-13.25,False,40.0,2.789
2025_03_14,14,2,LINEAR_UP,EXPONENTIAL_UP_C1,1,-4.75,False,40.0,2.756
2025_03_14,15,2,LOGARITHMIC_DOWN,EXPONENTIAL_UP_C1,2,37.5,False,50.0,3.403
2025_03_14,0,3,FLATLINE,FLATLINE_C0,0,15.0,False,10.0,2.252
2025_03_14,1,3,LINEAR_UP,FLATLINE_C0,1,54.0,False,35.0,2.693
2025_03_14,0,4,LINEAR_UP,FLATLINE_C9,1,19.25,False,20.0,1.969
2025_03_14,1,4,FLATLINE,FLATLINE_C9,4,23.0,False,10.0,2.205
2025_03_14,0,5,FLATLINE,FLATLINE_C0,-1,3.0,False,15.0,2.246
2025_03_14,1,5,FLATLINE,FLATLINE_C0,1,63.5,False,10.0,3.1
2025_03_14,2,5,FLATLINE,FLATLINE_C0,0,47.5,False,5.0,2.392
2025_03_14,0,6,EXPONENTIAL_DOWN,FLATLINE_C9,4,16.5,False,50.0,1.523
2025_03_14,1,6,FLATLINE,FLATLINE_C9,4,1.75,False,9.92,1.148
2025_03_16,0,0,NOISE,NOISE_NOISE,-1,0.0,True,95.0,5.756
2025_03_16,1,0,FLATLINE,NOISE_NOISE,0,-9.0,False,24.92,2.417
2025_03_17,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,20.0,1.588
2025_03_17,1,0,LINEAR_UP,NOISE_NOISE,1,40.25,False,75.0,3.83
2025_03_17,2,0,FLATLINE,NOISE_NOISE,1,0.75,False,5.0,1.161
2025_03_17,3,0,FLATLINE,NOISE_NOISE,1,-5.5,False,20.0,2.14
2025_03_17,0,1,LINEAR_DOWN,FLATLINE_NOISE,5,5.25,False,45.0,5.93
2025_03_17,0,2,FLATLINE,FLATLINE_C2,-1,-3.25,False,15.0,2.184
2025_03_17,1,2,LOGARITHMIC_DOWN,FLATLINE_C2,2,9.5,False,30.0,7.098
2025_03_17,0,3,FLATLINE,FLATLINE_C2,-1,-3.25,False,15.0,1.878
2025_03_17,1,3,FLATLINE,FLATLINE_C2,0,5.5,False,5.0,1.763
2025_03_17,2,3,FLATLINE,FLATLINE_C2,0,15.75,False,10.0,2.192
2025_03_17,0,4,FLATLINE,LINEAR_DOWN_NOISE,3,-12.25,False,10.0,2.304
2025_03_17,1,4,FLATLINE,LINEAR_DOWN_NOISE,3,4.0,False,15.0,2.709
2025_03_17,2,4,FLATLINE,LINEAR_DOWN_NOISE,3,6.0,False,10.0,1.012
2025_03_17,3,4,FLATLINE,LINEAR_DOWN_NOISE,2,7.5,False,20.0,1.556
2025_03_17,4,4,FLATLINE,LINEAR_DOWN_NOISE,3,11.25,False,20.0,3.137
2025_03_17,5,4,FLATLINE,LINEAR_DOWN_NOISE,3,7.5,False,5.0,0.954
2025_03_17,6,4,FLATLINE,LINEAR_DOWN_NOISE,2,6.0,False,25.0,1.077
2025_03_17,7,4,FLATLINE,LINEAR_DOWN_NOISE,3,2.5,False,15.0,1.227
2025_03_17,8,4,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,26.25,True,70.0,8.203
2025_03_17,9,4,FLATLINE,LINEAR_DOWN_NOISE,2,2.75,False,5.0,3.184
2025_03_17,10,4,FLATLINE,LINEAR_DOWN_NOISE,2,4.5,False,10.0,5.375
2025_03_17,11,4,FLATLINE,LINEAR_DOWN_NOISE,2,10.0,False,5.0,1.737
2025_03_17,12,4,FLATLINE,LINEAR_DOWN_NOISE,3,10.75,False,15.0,2.333
2025_03_17,13,4,FLATLINE,LINEAR_DOWN_NOISE,3,18.25,False,15.0,3.156
2025_03_17,0,5,LOGARITHMIC_UP,LINEAR_UP_C2,-1,25.0,False,80.0,2.324
2025_03_17,1,5,FLATLINE,LINEAR_UP_C2,0,1.5,False,5.0,1.674
2025_03_17,2,5,EXPONENTIAL_UP,LINEAR_UP_C2,1,89.5,False,140.0,3.811
2025_03_17,3,5,LINEAR_DOWN,LINEAR_UP_C2,2,34.0,False,45.0,2.944
2025_03_17,4,5,LINEAR_UP,LINEAR_UP_C2,1,71.75,False,45.0,8.673
2025_03_17,5,5,FLATLINE,LINEAR_UP_C2,-1,34.25,False,15.0,2.353
2025_03_17,6,5,LINEAR_UP,LINEAR_UP_C2,1,93.5,False,50.0,4.588
2025_03_17,7,5,LINEAR_DOWN,LINEAR_UP_C2,-1,44.75,False,25.0,2.719
2025_03_17,8,5,FLATLINE,LINEAR_UP_C2,3,-9.25,False,5.0,0.934
2025_03_17,9,5,LINEAR_DOWN,LINEAR_UP_C2,-1,38.0,False,25.0,2.355
2025_03_17,10,5,FLATLINE,LINEAR_UP_C2,3,26.25,False,5.0,0.994
2025_03_17,11,5,FLATLINE,LINEAR_UP_C2,3,52.25,False,10.0,0.994
2025_03_17,0,6,FLATLINE,FLATLINE_C6,-1,27.5,False,15.0,2.758
2025_03_17,1,6,FLATLINE,FLATLINE_C6,0,47.25,False,10.0,1.082
2025_03_17,2,6,FLATLINE,FLATLINE_C6,0,-0.75,False,10.0,0.836
2025_03_17,3,6,FLATLINE,FLATLINE_C6,0,-10.5,False,30.0,2.432
2025_03_17,4,6,FLATLINE,FLATLINE_C6,0,6.0,False,30.0,1.818
2025_03_17,5,6,FLATLINE,FLATLINE_C6,0,42.75,False,10.0,2.313
2025_03_17,0,7,LINEAR_UP,LINEAR_UP_C1,2,195.75,False,120.0,2.929
2025_03_17,1,7,EXPONENTIAL_DOWN,LINEAR_UP_C1,1,94.5,True,90.0,9.287
2025_03_17,2,7,FLATLINE,LINEAR_UP_C1,-1,5.5,False,75.0,0.913
2025_03_17,0,8,LINEAR_UP,EXPONENTIAL_DOWN_NOISE,-99,20.0,False,60.0,2.838
2025_03_17,1,8,LINEAR_DOWN,EXPONENTIAL_DOWN_NOISE,-99,29.0,False,59.83,5.287
2025_03_18,0,0,NOISE,FLATLINE_NOISE,-1,0.0,False,60.0,2.12
2025_03_18,0,1,FLATLINE,LINEAR_DOWN_NOISE,3,9.25,False,15.0,7.668
2025_03_18,1,1,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,47.75,True,75.0,5.75
2025_03_18,2,1,LOGARITHMIC_UP,LINEAR_DOWN_NOISE,2,4.25,False,35.08,2.914
2025_03_18,3,1,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,23.25,True,65.17,6.091
2025_03_18,4,1,FLATLINE,LINEAR_DOWN_NOISE,3,8.25,False,10.08,2.364
2025_03_18,5,1,FLATLINE,LINEAR_DOWN_NOISE,3,9.5,False,14.83,1.764
2025_03_18,6,1,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,8.0,False,50.0,4.871
2025_03_18,7,1,EXPONENTIAL_UP,LINEAR_DOWN_NOISE,0,17.25,False,49.83,7.588
2025_03_18,0,2,LINEAR_UP,LINEAR_UP_C2,1,25.25,False,55.0,2.768
2025_03_18,1,2,FLATLINE,LINEAR_UP_C2,-1,10.5,False,10.0,1.765
2025_03_18,2,2,FLATLINE,LINEAR_UP_C2,-1,10.75,False,30.0,3.15
2025_03_18,3,2,FLATLINE,LINEAR_UP_C2,-1,3.5,False,5.0,1.01
2025_03_18,4,2,LINEAR_UP,LINEAR_UP_C2,1,58.75,False,85.0,3.452
2025_03_18,5,2,FLATLINE,LINEAR_UP_C2,0,12.5,False,5.25,1.387
2025_03_18,6,2,FLATLINE,LINEAR_UP_C2,0,-7.5,False,9.75,1.26
2025_03_18,7,2,EXPONENTIAL_DOWN,LINEAR_UP_C2,-1,32.75,False,25.0,3.072
2025_03_18,0,3,LOGARITHMIC_DOWN,FLATLINE_C4,-1,11.75,False,45.0,3.305
2025_03_18,0,4,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C0,1,5.75,False,40.0,1.906
2025_03_18,1,4,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C0,1,33.0,False,55.0,3.682
2025_03_18,2,4,FLATLINE,EXPONENTIAL_DOWN_C0,1,27.5,False,15.0,1.95
2025_03_18,3,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C0,0,260.5,True,120.0,4.923
2025_03_18,4,4,FLATLINE,EXPONENTIAL_DOWN_C0,1,-21.5,False,10.0,1.707
2025_03_18,5,4,FLATLINE,EXPONENTIAL_DOWN_C0,1,-2.25,False,10.0,1.7
2025_03_18,6,4,FLATLINE,EXPONENTIAL_DOWN_C0,1,-5.0,False,5.0,0.986
2025_03_18,7,4,LINEAR_DOWN,EXPONENTIAL_DOWN_C0,1,15.0,False,30.0,3.696
2025_03_18,8,4,FLATLINE,EXPONENTIAL_DOWN_C0,1,33.25,False,10.0,1.709
2025_03_18,9,4,FLATLINE,EXPONENTIAL_DOWN_C0,1,18.5,False,5.0,1.583
2025_03_18,10,4,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C0,1,11.0,False,60.0,3.871
2025_03_18,0,5,FLATLINE,FLATLINE_C8,-1,36.5,False,20.0,2.417
2025_03_18,1,5,FLATLINE,FLATLINE_C8,-1,12.5,False,20.0,2.115
2025_03_18,2,5,FLATLINE,FLATLINE_C8,0,17.75,False,15.0,1.753
2025_03_18,3,5,FLATLINE,FLATLINE_C8,-1,-0.5,False,10.0,1.269
2025_03_18,4,5,FLATLINE,FLATLINE_C8,0,-18.0,False,5.0,1.776
2025_03_18,5,5,FLATLINE,FLATLINE_C8,1,2.5,False,50.0,3.213
2025_03_18,6,5,LOGARITHMIC_UP,FLATLINE_C8,-1,12.25,False,30.0,2.92
2025_03_18,0,6,EXPONENTIAL_DOWN,FLATLINE_C6,0,28.5,False,30.0,2.855
2025_03_18,0,7,FLATLINE,FLATLINE_C0,-1,-31.25,False,20.0,2.989
2025_03_18,1,7,FLATLINE,FLATLINE_C0,0,-12.5,False,10.0,1.554
2025_03_18,0,8,FLATLINE,FLATLINE_C8,-1,-0.25,False,30.0,0.912
2025_03_18,0,9,EXPONENTIAL_DOWN,FLATLINE_NOISE,-1,11.5,False,75.0,2.966
2025_03_18,0,10,LINEAR_DOWN,FLATLINE_NOISE,-1,4.75,False,45.0,4.883
2025_03_18,1,10,EXPONENTIAL_UP,FLATLINE_NOISE,6,-2.0,False,40.0,2.714
2025_03_18,2,10,FLATLINE,FLATLINE_NOISE,2,-2.5,False,5.25,1.718
2025_03_18,3,10,FLATLINE,FLATLINE_NOISE,3,-11.75,False,9.75,2.071
2025_03_18,4,10,FLATLINE,FLATLINE_NOISE,2,-2.25,False,5.0,0.875
2025_03_18,5,10,FLATLINE,FLATLINE_NOISE,2,-0.0,False,14.92,1.478
2025_03_19,0,0,NOISE,NOISE_NOISE,-1,0.0,True,80.0,4.566
2025_03_19,1,0,FLATLINE,NOISE_NOISE,1,-9.0,False,20.08,2.562
2025_03_19,2,0,FLATLINE,NOISE_NOISE,1,11.75,False,25.0,3.1
2025_03_19,3,0,FLATLINE,NOISE_NOISE,1,5.75,False,10.0,1.293
2025_03_19,4,0,FLATLINE,NOISE_NOISE,1,3.5,False,5.0,1.312
2025_03_19,5,0,FLATLINE,NOISE_NOISE,1,3.5,False,10.08,1.514
2025_03_19,6,0,FLATLINE,NOISE_NOISE,1,2.0,False,14.83,2.18
2025_03_19,0,1,EXPONENTIAL_DOWN,FLATLINE_C2,2,9.5,False,45.25,3.803
2025_03_19,0,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,6.5,False,9.83,1.651
2025_03_19,1,2,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,3.25,False,5.25,1.156
2025_03_19,2,2,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,31.5,False,94.75,3.469
2025_03_19,3,2,LINEAR_UP,LOGARITHMIC_DOWN_C-99,5,13.5,False,44.92,4.048
2025_03_19,4,2,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,6.0,False,30.0,3.145
2025_03_19,5,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,-1.75,False,5.0,1.65
2025_03_19,6,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,-0.0,False,10.0,1.502
2025_03_19,7,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,2.25,False,10.0,1.427
2025_03_19,8,2,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,32.5,True,80.0,5.042
2025_03_19,9,2,LOGARITHMIC_UP,LOGARITHMIC_DOWN_C-99,5,28.25,False,50.0,2.779
2025_03_19,10,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,24.5,False,5.0,2.566
2025_03_19,0,3,FLATLINE,LINEAR_UP_C0,1,-22.75,False,10.0,1.81
2025_03_19,1,3,LINEAR_UP,LINEAR_UP_C0,2,34.25,False,75.0,3.158
2025_03_19,2,3,LINEAR_DOWN,LINEAR_UP_C0,1,0.5,False,30.0,2.636
2025_03_19,3,3,FLATLINE,LINEAR_UP_C0,1,12.0,False,5.08,2.014
2025_03_19,4,3,FLATLINE,LINEAR_UP_C0,1,7.75,False,5.0,1.753
2025_03_19,5,3,LINEAR_UP,LINEAR_UP_C0,2,12.0,False,34.92,2.636
2025_03_19,6,3,EXPONENTIAL_DOWN,LINEAR_UP_C0,0,19.25,False,50.0,5.084
2025_03_19,7,3,FLATLINE,LINEAR_UP_C0,1,5.0,False,10.0,1.998
2025_03_19,8,3,FLATLINE,LINEAR_UP_C0,1,2.25,False,5.0,1.348
2025_03_19,0,4,EXPONENTIAL_UP,FLATLINE_C7,-1,19.75,False,30.0,8.135
2025_03_19,0,5,FLATLINE,EXPONENTIAL_UP_C1,2,53.75,False,15.0,5.293
2025_03_19,1,5,LINEAR_UP,EXPONENTIAL_UP_C1,1,93.0,False,60.0,3.88
2025_03_19,2,5,LINEAR_DOWN,EXPONENTIAL_UP_C1,2,-39.25,False,25.0,2.646
2025_03_19,3,5,FLATLINE,EXPONENTIAL_UP_C1,2,2.5,False,5.0,1.866
2025_03_19,4,5,FLATLINE,EXPONENTIAL_UP_C1,2,38.0,False,5.0,1.266
2025_03_19,5,5,LOGARITHMIC_UP,EXPONENTIAL_UP_C1,1,79.75,False,70.0,2.675
2025_03_19,6,5,LINEAR_DOWN,EXPONENTIAL_UP_C1,2,34.0,False,30.0,2.651
2025_03_19,0,6,LINEAR_DOWN,FLATLINE_C6,1,43.75,False,45.0,3.477
2025_03_19,0,7,FLATLINE,FLATLINE_C0,0,4.25,False,15.0,1.933
2025_03_19,1,7,EXPONENTIAL_UP,FLATLINE_C0,1,84.25,False,15.0,6.582
2025_03_19,0,8,EXPONENTIAL_UP,EXPONENTIAL_UP_C0,0,116.75,False,70.0,2.961
2025_03_19,1,8,FLATLINE,EXPONENTIAL_UP_C0,0,74.5,False,5.0,1.575
2025_03_19,2,8,FLATLINE,EXPONENTIAL_UP_C0,0,96.25,False,15.0,1.441
2025_03_19,3,8,EXPONENTIAL_DOWN,EXPONENTIAL_UP_C0,0,68.75,False,25.0,1.899
2025_03_19,4,8,FLATLINE,EXPONENTIAL_UP_C0,2,-7.0,False,5.08,0.72
2025_03_19,5,8,LOGARITHMIC_DOWN,EXPONENTIAL_UP_C0,-1,10.5,False,110.0,1.94
2025_03_19,6,8,EXPONENTIAL_UP,EXPONENTIAL_UP_C0,1,43.75,False,39.92,4.396
2025_03_19,0,9,LOGARITHMIC_UP,FLATLINE_C6,0,1.5,False,30.0,2.566
2025_03_19,0,10,FLATLINE,FLATLINE_C0,0,7.0,False,15.08,0.833
2025_03_19,1,10,FLATLINE,FLATLINE_C0,0,-3.75,False,9.92,2.288
2025_03_19,2,10,FLATLINE,FLATLINE_C0,1,12.0,False,19.5,3.688
2025_03_20,0,0,NOISE,FLATLINE_NOISE,-1,0.0,False,20.0,21.213
2025_03_20,1,0,LOGARITHMIC_UP,FLATLINE_NOISE,6,24.25,False,70.0,3.733
2025_03_20,0,1,EXPONENTIAL_DOWN,FLATLINE_C1,2,18.75,False,30.0,2.782
2025_03_20,0,2,FLATLINE,LINEAR_UP_NOISE,0,-10.5,False,10.0,1.227
2025_03_20,1,2,LINEAR_UP,LINEAR_UP_NOISE,1,41.0,False,100.17,3.508
2025_03_20,2,2,FLATLINE,LINEAR_UP_NOISE,0,-2.75,False,29.92,1.779
2025_03_20,3,2,FLATLINE,LINEAR_UP_NOISE,0,3.75,False,15.0,3.364
2025_03_20,4,2,FLATLINE,LINEAR_UP_NOISE,0,6.75,False,20.0,3.205
2025_03_20,5,2,EXPONENTIAL_DOWN,LINEAR_UP_NOISE,0,6.75,False,29.92,2.42
2025_03_20,6,2,FLATLINE,LINEAR_UP_NOISE,0,1.5,False,5.0,1.079
2025_03_20,7,2,FLATLINE,LINEAR_UP_NOISE,-1,-0.75,False,15.33,1.3
2025_03_20,8,2,FLATLINE,LINEAR_UP_NOISE,0,12.0,False,14.67,4.019
2025_03_20,0,3,FLATLINE,EXPONENTIAL_DOWN_C0,1,-8.0,False,10.0,2.169
2025_03_20,1,3,LINEAR_DOWN,EXPONENTIAL_DOWN_C0,1,10.5,False,60.0,3.12
2025_03_20,2,3,FLATLINE,EXPONENTIAL_DOWN_C0,1,0.5,False,5.0,2.698
2025_03_20,3,3,FLATLINE,EXPONENTIAL_DOWN_C0,-1,16.25,False,5.0,1.336
2025_03_20,4,3,FLATLINE,EXPONENTIAL_DOWN_C0,-1,8.5,False,5.0,1.999
2025_03_20,5,3,FLATLINE,EXPONENTIAL_DOWN_C0,1,7.75,False,15.0,2.264
2025_03_20,6,3,FLATLINE,EXPONENTIAL_DOWN_C0,1,-2.5,False,5.08,1.727
2025_03_20,7,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C0,1,3.25,False,14.92,3.26
2025_03_20,8,3,FLATLINE,EXPONENTIAL_DOWN_C0,1,8.25,False,5.0,0.907
2025_03_20,9,3,FLATLINE,EXPONENTIAL_DOWN_C0,1,7.0,False,5.0,0.766
2025_03_20,10,3,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C0,1,11.5,False,45.08,2.353
2025_03_20,11,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C0,0,240.25,True,124.92,5.325
2025_03_20,12,3,LINEAR_UP,EXPONENTIAL_DOWN_C0,1,28.5,False,80.25,2.232
2025_03_20,13,3,FLATLINE,EXPONENTIAL_DOWN_C0,1,16.75,False,10.0,3.495
2025_03_20,14,3,FLATLINE,EXPONENTIAL_DOWN_C0,1,30.25,False,9.83,2.49
2025_03_20,15,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C0,-1,79.75,False,49.92,4.734
2025_03_20,0,4,LINEAR_UP,LINEAR_UP_C1,2,270.75,False,90.0,3.456
2025_03_20,1,4,EXPONENTIAL_DOWN,LINEAR_UP_C1,2,22.25,False,45.0,3.41
2025_03_20,2,4,FLATLINE,LINEAR_UP_C1,0,9.75,False,5.0,1.411
2025_03_20,3,4,EXPONENTIAL_DOWN,LINEAR_UP_C1,1,153.25,False,40.0,3.379
2025_03_20,0,5,LOGARITHMIC_DOWN,LINEAR_DOWN_NOISE,0,-56.75,False,40.0,2.269
2025_03_20,1,5,FLATLINE,LINEAR_DOWN_NOISE,1,-23.75,False,10.0,2.161
2025_03_20,2,5,FLATLINE,LINEAR_DOWN_NOISE,1,32.75,False,20.0,2.585
2025_03_20,3,5,FLATLINE,LINEAR_DOWN_NOISE,1,6.0,False,5.0,0.917
2025_03_20,4,5,FLATLINE,LINEAR_DOWN_NOISE,1,8.75,False,25.0,1.449
2025_03_20,5,5,FLATLINE,LINEAR_DOWN_NOISE,1,-11.0,False,10.0,2.14
2025_03_20,6,5,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,18.75,False,30.0,4.746
2025_03_20,7,5,FLATLINE,LINEAR_DOWN_NOISE,1,32.75,False,5.0,1.366
2025_03_20,8,5,FLATLINE,LINEAR_DOWN_NOISE,1,33.25,False,15.0,1.342
2025_03_20,9,5,FLATLINE,LINEAR_DOWN_NOISE,1,-10.0,False,20.0,2.363
2025_03_20,0,6,FLATLINE,FLATLINE_C0,0,-26.5,False,10.0,1.437
2025_03_20,1,6,LOGARITHMIC_UP,FLATLINE_C0,0,18.0,False,20.0,3.115
2025_03_20,0,7,EXPONENTIAL_UP,EXPONENTIAL_UP_C0,0,23.5,False,30.0,1.336
2025_03_20,1,7,FLATLINE,EXPONENTIAL_UP_C0,2,5.75,False,5.0,0.371
2025_03_20,2,7,FLATLINE,EXPONENTIAL_UP_C0,2,-3.0,False,10.0,0.943
2025_03_20,3,7,EXPONENTIAL_DOWN,EXPONENTIAL_UP_C0,-1,2.75,False,100.67,3.681
2025_03_20,4,7,FLATLINE,EXPONENTIAL_UP_C0,1,-8.0,False,34.83,1.766
2025_03_20,5,7,EXPONENTIAL_DOWN,EXPONENTIAL_UP_C0,1,18.0,False,45.5,4.05
2025_03_20,6,7,FLATLINE,EXPONENTIAL_UP_C0,-1,16.25,False,13.83,3.295
2025_03_21,0,0,FLATLINE,FLATLINE_NOISE,-1,0.0,False,25.17,2.417
2025_03_21,1,0,FLATLINE,FLATLINE_NOISE,0,-1.5,False,5.42,2.409
2025_03_21,2,0,FLATLINE,FLATLINE_NOISE,0,-6.75,False,10.75,2.906
2025_03_21,3,0,NOISE,FLATLINE_NOISE,-1,-6.0,False,5.33,1.304
2025_03_21,4,0,FLATLINE,FLATLINE_NOISE,0,4.0,False,8.42,2.552
2025_03_21,5,0,FLATLINE,FLATLINE_NOISE,0,2.75,False,7.67,2.434
2025_03_21,0,1,FLATLINE,FLATLINE_NOISE,-1,9.75,False,24.42,3.903
2025_03_21,1,1,EXPONENTIAL_UP,FLATLINE_NOISE,6,5.25,False,43.42,4.243
2025_03_21,2,1,FLATLINE,FLATLINE_NOISE,-1,-2.0,False,5.0,2.577
2025_03_21,0,2,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,2,40.25,False,105.25,3.748
2025_03_21,1,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,13.75,False,9.92,1.853
2025_03_21,2,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,5.0,False,9.5,2.051
2025_03_21,3,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,6.0,False,7.83,1.558
2025_03_21,4,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,-11.25,False,19.33,2.201
2025_03_21,5,2,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,2,26.25,False,94.58,3.727
2025_03_21,6,2,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C1,1,17.5,False,23.0,5.582
2025_03_21,0,3,LINEAR_UP,FLATLINE_C9,1,-5.75,False,36.75,2.897
2025_03_21,1,3,EXPONENTIAL_DOWN,FLATLINE_C9,2,24.5,False,38.33,2.246
2025_03_21,0,4,FLATLINE,LINEAR_DOWN_NOISE,3,-24.0,False,9.92,1.973
2025_03_21,1,4,FLATLINE,LINEAR_DOWN_NOISE,3,-4.25,False,5.0,1.205
2025_03_21,2,4,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,72.0,False,55.0,3.621
2025_03_21,3,4,FLATLINE,LINEAR_DOWN_NOISE,3,9.5,False,5.75,0.822
2025_03_21,4,4,FLATLINE,LINEAR_DOWN_NOISE,2,2.25,False,10.42,1.051
2025_03_21,5,4,EXPONENTIAL_UP,LINEAR_DOWN_NOISE,0,28.25,False,64.33,3.087
2025_03_21,6,4,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,9.25,False,44.67,2.615
2025_03_21,0,5,LOGARITHMIC_UP,FLATLINE_C7,-1,5.25,False,35.25,2.949
2025_03_21,1,5,FLATLINE,FLATLINE_C7,-1,18.25,False,9.58,1.695
2025_03_21,0,6,FLATLINE,FLATLINE_NOISE,-1,32.75,False,15.0,1.91
2025_03_21,1,6,FLATLINE,FLATLINE_NOISE,3,34.75,False,15.08,1.359
2025_03_21,0,7,LINEAR_DOWN,FLATLINE_C6,1,141.0,False,59.83,4.65
2025_04_01,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,15.0,1.164
2025_04_01,1,0,FLATLINE,NOISE_NOISE,1,11.75,False,10.0,1.392
2025_04_01,2,0,EXPONENTIAL_DOWN,NOISE_NOISE,1,42.5,False,50.0,3.635
2025_04_01,0,1,FLATLINE,LINEAR_UP_NOISE,-1,-20.0,False,10.0,1.235
2025_04_01,1,1,FLATLINE,LINEAR_UP_NOISE,0,3.25,False,5.0,1.359
2025_04_01,2,1,FLATLINE,LINEAR_UP_NOISE,0,24.5,False,5.0,1.311
2025_04_01,3,1,LINEAR_UP,LINEAR_UP_NOISE,1,55.5,False,115.0,2.594
2025_04_01,4,1,LINEAR_DOWN,LINEAR_UP_NOISE,0,8.5,False,50.0,4.33
2025_04_01,5,1,FLATLINE,LINEAR_UP_NOISE,0,1.25,False,5.0,0.923
2025_04_01,6,1,FLATLINE,LINEAR_UP_NOISE,0,11.75,False,20.0,1.271
2025_04_01,7,1,EXPONENTIAL_UP,LINEAR_UP_NOISE,1,46.25,False,45.0,4.372
2025_04_01,0,2,FLATLINE,FLATLINE_C9,3,-29.75,False,15.0,1.9
2025_04_01,1,2,EXPONENTIAL_DOWN,FLATLINE_C9,-1,-1.0,False,30.0,2.295
2025_04_01,0,3,FLATLINE,LINEAR_UP_C0,1,-6.25,False,10.0,2.964
2025_04_01,1,3,EXPONENTIAL_UP,LINEAR_UP_C0,2,50.0,True,65.0,4.025
2025_04_01,2,3,LINEAR_DOWN,LINEAR_UP_C0,0,14.25,False,45.0,2.238
2025_04_01,3,3,LOGARITHMIC_UP,LINEAR_UP_C0,2,78.0,True,105.0,5.56
2025_04_01,0,4,EXPONENTIAL_DOWN,FLATLINE_C6,1,108.5,False,45.0,5.339
2025_04_01,0,5,FLATLINE,LINEAR_DOWN_NOISE,3,11.5,False,30.0,1.83
2025_04_01,1,5,FLATLINE,LINEAR_DOWN_NOISE,2,9.0,False,5.0,2.022
