concept,tf,regime_2d,lag_k,n_pairs,p_q4_given_q4
bar_range,1h,UP_CHOPPY,20,752,0.5425531914893617
bar_range,1h,DOWN_SMOOTH,1,939,0.9680511182108626
bar_range,1h,DOWN_SMOOTH,2,936,0.9358974358974359
bar_range,1h,DOWN_SMOOTH,3,933,0.9035369774919614
bar_range,1h,DOWN_SMOOTH,4,930,0.8709677419354839
bar_range,1h,DOWN_SMOOTH,5,927,0.8381877022653722
bar_range,1h,DOWN_SMOOTH,6,924,0.8051948051948052
bar_range,1h,DOWN_SMOOTH,7,922,0.7722342733188721
bar_range,1h,DOWN_SMOOTH,8,920,0.7391304347826086
bar_range,1h,DOWN_SMOOTH,9,918,0.7058823529411765
bar_range,1h,DOWN_SMOOTH,10,916,0.6724890829694323
bar_range,1h,DOWN_SMOOTH,11,914,0.6389496717724289
bar_range,1h,DOWN_SMOOTH,12,912,0.6052631578947368
bar_range,1h,DOWN_SMOOTH,13,909,0.5951595159515951
bar_range,1h,DOWN_SMOOTH,14,906,0.5849889624724062
bar_range,1h,DOWN_SMOOTH,15,903,0.574750830564784
bar_range,1h,DOWN_SMOOTH,16,900,0.5644444444444444
bar_range,1h,DOWN_SMOOTH,17,897,0.5540691192865106
bar_range,1h,DOWN_SMOOTH,18,894,0.5436241610738255
bar_range,1h,DOWN_SMOOTH,19,891,0.5331088664421998
bar_range,1h,DOWN_SMOOTH,20,888,0.5225225225225225
bar_range,1h,DOWN_CHOPPY,1,596,0.9614093959731543
bar_range,1h,DOWN_CHOPPY,2,592,0.9222972972972973
bar_range,1h,DOWN_CHOPPY,3,588,0.8826530612244898
bar_range,1h,DOWN_CHOPPY,4,584,0.8424657534246576
bar_range,1h,DOWN_CHOPPY,5,580,0.8017241379310345
bar_range,1h,DOWN_CHOPPY,6,576,0.7604166666666666
bar_range,1h,DOWN_CHOPPY,7,572,0.7185314685314685
bar_range,1h,DOWN_CHOPPY,8,568,0.676056338028169
bar_range,1h,DOWN_CHOPPY,9,564,0.6329787234042553
bar_range,1h,DOWN_CHOPPY,10,560,0.5892857142857143
bar_range,1h,DOWN_CHOPPY,11,556,0.5449640287769785
bar_range,1h,DOWN_CHOPPY,12,552,0.5
bar_range,1h,DOWN_CHOPPY,13,550,0.5
bar_range,1h,DOWN_CHOPPY,14,548,0.5
bar_range,1h,DOWN_CHOPPY,15,546,0.5
bar_range,1h,DOWN_CHOPPY,16,544,0.5
bar_range,1h,DOWN_CHOPPY,17,542,0.5
bar_range,1h,DOWN_CHOPPY,18,540,0.5
bar_range,1h,DOWN_CHOPPY,19,538,0.5
bar_range,1h,DOWN_CHOPPY,20,536,0.5
bar_range,1h,FLAT_SMOOTH,1,1988,0.9607645875251509
bar_range,1h,FLAT_SMOOTH,2,1984,0.9213709677419355
bar_range,1h,FLAT_SMOOTH,3,1980,0.8818181818181818
bar_range,1h,FLAT_SMOOTH,4,1976,0.8421052631578947
bar_range,1h,FLAT_SMOOTH,5,1972,0.8022312373225152
bar_range,1h,FLAT_SMOOTH,6,1968,0.7621951219512195
bar_range,1h,FLAT_SMOOTH,7,1964,0.7219959266802444
bar_range,1h,FLAT_SMOOTH,8,1960,0.6816326530612244
bar_range,1h,FLAT_SMOOTH,9,1956,0.6411042944785276
bar_range,1h,FLAT_SMOOTH,10,1952,0.6004098360655737
bar_range,1h,FLAT_SMOOTH,11,1948,0.5595482546201233
bar_range,1h,FLAT_SMOOTH,12,1944,0.5185185185185185
bar_range,1h,FLAT_SMOOTH,13,1941,0.5146831530139103
bar_range,1h,FLAT_SMOOTH,14,1938,0.5108359133126935
bar_range,1h,FLAT_SMOOTH,15,1935,0.5069767441860465
bar_range,1h,FLAT_SMOOTH,16,1932,0.5031055900621118
bar_range,1h,FLAT_SMOOTH,17,1929,0.49922239502332816
bar_range,1h,FLAT_SMOOTH,18,1926,0.4953271028037383
bar_range,1h,FLAT_SMOOTH,19,1923,0.4914196567862715
bar_range,1h,FLAT_SMOOTH,20,1920,0.4875
bar_range,1h,FLAT_CHOPPY,1,3668,0.9694656488549618
bar_range,1h,FLAT_CHOPPY,2,3663,0.9388479388479388
bar_range,1h,FLAT_CHOPPY,3,3658,0.9081465281574631
bar_range,1h,FLAT_CHOPPY,4,3653,0.8773610730906105
bar_range,1h,FLAT_CHOPPY,5,3648,0.8464912280701754
bar_range,1h,FLAT_CHOPPY,6,3643,0.8155366456217403
bar_range,1h,FLAT_CHOPPY,7,3638,0.7844969763606378
bar_range,1h,FLAT_CHOPPY,8,3633,0.7533718689788054
bar_range,1h,FLAT_CHOPPY,9,3628,0.7221609702315325
bar_range,1h,FLAT_CHOPPY,10,3623,0.6908639249240961
bar_range,1h,FLAT_CHOPPY,11,3618,0.6594803758982863
bar_range,1h,FLAT_CHOPPY,12,3613,0.6280099640188209
bar_range,1h,FLAT_CHOPPY,13,3608,0.6189024390243902
bar_range,1h,FLAT_CHOPPY,14,3603,0.6097696364140993
bar_range,1h,FLAT_CHOPPY,15,3598,0.6006114508060033
bar_range,1h,FLAT_CHOPPY,16,3593,0.5914277762315614
bar_range,1h,FLAT_CHOPPY,17,3588,0.5822185061315496
bar_range,1h,FLAT_CHOPPY,18,3583,0.5729835333519397
bar_range,1h,FLAT_CHOPPY,19,3578,0.5637227501397428
bar_range,1h,FLAT_CHOPPY,20,3573,0.554436048138819
vol_mean_w,5s,UP_SMOOTH,1,1430,0.7895104895104895
vol_mean_w,5s,UP_SMOOTH,2,1430,0.7622377622377622
vol_mean_w,5s,UP_SMOOTH,3,1430,0.7461538461538462
vol_mean_w,5s,UP_SMOOTH,4,1430,0.7286713286713287
vol_mean_w,5s,UP_SMOOTH,5,1430,0.713986013986014
vol_mean_w,5s,UP_SMOOTH,6,1428,0.696078431372549
vol_mean_w,5s,UP_SMOOTH,7,1427,0.6811492641906096
vol_mean_w,5s,UP_SMOOTH,8,1426,0.6690042075736325
vol_mean_w,5s,UP_SMOOTH,9,1425,0.655438596491228
vol_mean_w,5s,UP_SMOOTH,10,1423,0.6500351370344343
vol_mean_w,5s,UP_SMOOTH,11,1416,0.653954802259887
vol_mean_w,5s,UP_SMOOTH,12,1410,0.6326241134751773
vol_mean_w,5s,UP_SMOOTH,13,1404,0.6225071225071225
vol_mean_w,5s,UP_SMOOTH,14,1398,0.6080114449213162
vol_mean_w,5s,UP_SMOOTH,15,1392,0.6070402298850575
vol_mean_w,5s,UP_SMOOTH,16,1387,0.5919250180245134
vol_mean_w,5s,UP_SMOOTH,17,1381,0.5887038377986966
vol_mean_w,5s,UP_SMOOTH,18,1378,0.5805515239477503
vol_mean_w,5s,UP_SMOOTH,19,1375,0.5650909090909091
vol_mean_w,5s,UP_SMOOTH,20,1371,0.5485047410649161
vol_mean_w,5s,UP_CHOPPY,1,785,0.7350318471337579
vol_mean_w,5s,UP_CHOPPY,2,785,0.6929936305732484
vol_mean_w,5s,UP_CHOPPY,3,785,0.6802547770700637
vol_mean_w,5s,UP_CHOPPY,4,785,0.6598726114649681
vol_mean_w,5s,UP_CHOPPY,5,785,0.6331210191082802
vol_mean_w,5s,UP_CHOPPY,6,785,0.619108280254777
vol_mean_w,5s,UP_CHOPPY,7,785,0.6063694267515923
vol_mean_w,5s,UP_CHOPPY,8,785,0.6
vol_mean_w,5s,UP_CHOPPY,9,784,0.5752551020408163
vol_mean_w,5s,UP_CHOPPY,10,783,0.5721583652618135
vol_mean_w,5s,UP_CHOPPY,11,781,0.5518565941101152
vol_mean_w,5s,UP_CHOPPY,12,779,0.5365853658536586
vol_mean_w,5s,UP_CHOPPY,13,777,0.5315315315315315
vol_mean_w,5s,UP_CHOPPY,14,775,0.5187096774193548
vol_mean_w,5s,UP_CHOPPY,15,773,0.5045278137128072
vol_mean_w,5s,UP_CHOPPY,16,772,0.49740932642487046
vol_mean_w,5s,UP_CHOPPY,17,771,0.5058365758754864
vol_mean_w,5s,UP_CHOPPY,18,770,0.4766233766233766
vol_mean_w,5s,UP_CHOPPY,19,769,0.4668400520156047
vol_mean_w,5s,UP_CHOPPY,20,768,0.46484375
vol_mean_w,5s,DOWN_SMOOTH,1,933,0.8060021436227224
vol_mean_w,5s,DOWN_SMOOTH,2,933,0.7759914255091104
vol_mean_w,5s,DOWN_SMOOTH,3,932,0.7542918454935622
vol_mean_w,5s,DOWN_SMOOTH,4,932,0.7296137339055794
vol_mean_w,5s,DOWN_SMOOTH,5,932,0.7274678111587983
vol_mean_w,5s,DOWN_SMOOTH,6,932,0.7103004291845494
vol_mean_w,5s,DOWN_SMOOTH,7,931,0.6895810955961332
vol_mean_w,5s,DOWN_SMOOTH,8,929,0.6953713670613563
vol_mean_w,5s,DOWN_SMOOTH,9,928,0.6734913793103449
vol_mean_w,5s,DOWN_SMOOTH,10,927,0.6752966558791802
vol_mean_w,5s,DOWN_SMOOTH,11,923,0.6598049837486457
vol_mean_w,5s,DOWN_SMOOTH,12,918,0.6481481481481481
vol_mean_w,5s,DOWN_SMOOTH,13,913,0.6396495071193866
vol_mean_w,5s,DOWN_SMOOTH,14,909,0.6160616061606161
vol_mean_w,5s,DOWN_SMOOTH,15,906,0.6070640176600441
vol_mean_w,5s,DOWN_SMOOTH,16,902,0.5975609756097561
vol_mean_w,5s,DOWN_SMOOTH,17,899,0.5906562847608454
vol_mean_w,5s,DOWN_SMOOTH,18,896,0.5736607142857143
vol_mean_w,5s,DOWN_SMOOTH,19,894,0.5659955257270693
vol_mean_w,5s,DOWN_SMOOTH,20,890,0.5528089887640449
vol_mean_w,5s,DOWN_CHOPPY,1,598,0.7391304347826086
vol_mean_w,5s,DOWN_CHOPPY,2,598,0.705685618729097
vol_mean_w,5s,DOWN_CHOPPY,3,598,0.6588628762541806
vol_mean_w,5s,DOWN_CHOPPY,4,598,0.6638795986622074
vol_mean_w,5s,DOWN_CHOPPY,5,598,0.6387959866220736
vol_mean_w,5s,DOWN_CHOPPY,6,598,0.6237458193979933
vol_mean_w,5s,DOWN_CHOPPY,7,598,0.6120401337792643
vol_mean_w,5s,DOWN_CHOPPY,8,598,0.5986622073578596
vol_mean_w,5s,DOWN_CHOPPY,9,598,0.596989966555184
vol_mean_w,5s,DOWN_CHOPPY,10,598,0.5719063545150501
vol_mean_w,5s,DOWN_CHOPPY,11,597,0.5577889447236181
vol_mean_w,5s,DOWN_CHOPPY,12,594,0.5757575757575758
vol_mean_w,5s,DOWN_CHOPPY,13,591,0.5634517766497462
vol_mean_w,5s,DOWN_CHOPPY,14,589,0.5568760611205433
vol_mean_w,5s,DOWN_CHOPPY,15,588,0.532312925170068
vol_mean_w,5s,DOWN_CHOPPY,16,586,0.5187713310580204
vol_mean_w,5s,DOWN_CHOPPY,17,586,0.5136518771331058
vol_mean_w,5s,DOWN_CHOPPY,18,584,0.5034246575342466
vol_mean_w,5s,DOWN_CHOPPY,19,583,0.48713550600343053
vol_mean_w,5s,DOWN_CHOPPY,20,581,0.4750430292598967
vol_mean_w,5s,FLAT_SMOOTH,1,1978,0.8179979777553084
vol_mean_w,5s,FLAT_SMOOTH,2,1978,0.7922143579373104
vol_mean_w,5s,FLAT_SMOOTH,3,1978,0.7745197168857432
vol_mean_w,5s,FLAT_SMOOTH,4,1978,0.7659251769464105
vol_mean_w,5s,FLAT_SMOOTH,5,1978,0.7512639029322548
vol_mean_w,5s,FLAT_SMOOTH,6,1977,0.734951947395043
vol_mean_w,5s,FLAT_SMOOTH,7,1977,0.7197774405665149
vol_mean_w,5s,FLAT_SMOOTH,8,1977,0.708649468892261
vol_mean_w,5s,FLAT_SMOOTH,9,1976,0.707995951417004
vol_mean_w,5s,FLAT_SMOOTH,10,1973,0.6943740496705525
vol_mean_w,5s,FLAT_SMOOTH,11,1970,0.6878172588832487
vol_mean_w,5s,FLAT_SMOOTH,12,1963,0.6821192052980133
vol_mean_w,5s,FLAT_SMOOTH,13,1956,0.6733128834355828
vol_mean_w,5s,FLAT_SMOOTH,14,1948,0.6658110882956879
vol_mean_w,5s,FLAT_SMOOTH,15,1942,0.65653964984552
vol_mean_w,5s,FLAT_SMOOTH,16,1937,0.6437790397521941
vol_mean_w,5s,FLAT_SMOOTH,17,1931,0.6374935266701192
vol_mean_w,5s,FLAT_SMOOTH,18,1924,0.6304573804573804
vol_mean_w,5s,FLAT_SMOOTH,19,1919,0.6201146430432517
vol_mean_w,5s,FLAT_SMOOTH,20,1914,0.6123301985370951
vol_mean_w,5s,FLAT_CHOPPY,1,3664,0.7663755458515283
vol_mean_w,5s,FLAT_CHOPPY,2,3664,0.7374454148471615
vol_mean_w,5s,FLAT_CHOPPY,3,3664,0.7210698689956332
vol_mean_w,5s,FLAT_CHOPPY,4,3664,0.7006004366812227
vol_mean_w,5s,FLAT_CHOPPY,5,3664,0.6817685589519651
vol_mean_w,5s,FLAT_CHOPPY,6,3664,0.6727620087336245
vol_mean_w,5s,FLAT_CHOPPY,7,3663,0.6622986622986623
vol_mean_w,5s,FLAT_CHOPPY,8,3663,0.6489216489216489
vol_mean_w,5s,FLAT_CHOPPY,9,3662,0.6373566357181868
vol_mean_w,5s,FLAT_CHOPPY,10,3660,0.6333333333333333
vol_mean_w,5s,FLAT_CHOPPY,11,3655,0.6207934336525308
vol_mean_w,5s,FLAT_CHOPPY,12,3646,0.6050466264399341
vol_mean_w,5s,FLAT_CHOPPY,13,3637,0.601319769040418
vol_mean_w,5s,FLAT_CHOPPY,14,3629,0.5902452466244145
vol_mean_w,5s,FLAT_CHOPPY,15,3624,0.5758830022075055
vol_mean_w,5s,FLAT_CHOPPY,16,3619,0.5697706548770378
vol_mean_w,5s,FLAT_CHOPPY,17,3614,0.5628112894299945
vol_mean_w,5s,FLAT_CHOPPY,18,3611,0.5508169482137912
vol_mean_w,5s,FLAT_CHOPPY,19,3604,0.5424528301886793
vol_mean_w,5s,FLAT_CHOPPY,20,3598,0.5352973874374652
vol_mean_w,1m,UP_SMOOTH,1,1430,0.9272727272727272
vol_mean_w,1m,UP_SMOOTH,2,1430,0.879020979020979
vol_mean_w,1m,UP_SMOOTH,3,1430,0.8335664335664336
vol_mean_w,1m,UP_SMOOTH,4,1430,0.8048951048951049
vol_mean_w,1m,UP_SMOOTH,5,1430,0.7825174825174825
vol_mean_w,1m,UP_SMOOTH,6,1430,0.7594405594405594
vol_mean_w,1m,UP_SMOOTH,7,1430,0.7426573426573426
vol_mean_w,1m,UP_SMOOTH,8,1430,0.7307692307692307
vol_mean_w,1m,UP_SMOOTH,9,1428,0.7226890756302521
vol_mean_w,1m,UP_SMOOTH,10,1422,0.7151898734177216
vol_mean_w,1m,UP_SMOOTH,11,1416,0.7083333333333334
vol_mean_w,1m,UP_SMOOTH,12,1410,0.699290780141844
vol_mean_w,1m,UP_SMOOTH,13,1404,0.6851851851851852
vol_mean_w,1m,UP_SMOOTH,14,1400,0.67
vol_mean_w,1m,UP_SMOOTH,15,1396,0.6554441260744985
vol_mean_w,1m,UP_SMOOTH,16,1393,0.6439339554917445
vol_mean_w,1m,UP_SMOOTH,17,1390,0.6330935251798561
vol_mean_w,1m,UP_SMOOTH,18,1388,0.6231988472622478
vol_mean_w,1m,UP_SMOOTH,19,1385,0.6101083032490975
vol_mean_w,1m,UP_SMOOTH,20,1382,0.6013024602026049
vol_mean_w,1m,UP_CHOPPY,1,785,0.9146496815286624
vol_mean_w,1m,UP_CHOPPY,2,785,0.8496815286624204
vol_mean_w,1m,UP_CHOPPY,3,785,0.7974522292993631
vol_mean_w,1m,UP_CHOPPY,4,785,0.7630573248407644
vol_mean_w,1m,UP_CHOPPY,5,785,0.7337579617834394
vol_mean_w,1m,UP_CHOPPY,6,785,0.7095541401273885
vol_mean_w,1m,UP_CHOPPY,7,785,0.6917197452229299
vol_mean_w,1m,UP_CHOPPY,8,785,0.6726114649681528
vol_mean_w,1m,UP_CHOPPY,9,784,0.6543367346938775
vol_mean_w,1m,UP_CHOPPY,10,783,0.6411238825031929
vol_mean_w,1m,UP_CHOPPY,11,781,0.6325224071702945
vol_mean_w,1m,UP_CHOPPY,12,779,0.6213093709884467
vol_mean_w,1m,UP_CHOPPY,13,777,0.6074646074646075
vol_mean_w,1m,UP_CHOPPY,14,776,0.5966494845360825
vol_mean_w,1m,UP_CHOPPY,15,775,0.5858064516129032
vol_mean_w,1m,UP_CHOPPY,16,774,0.5762273901808785
vol_mean_w,1m,UP_CHOPPY,17,773,0.5640362225097024
vol_mean_w,1m,UP_CHOPPY,18,772,0.5505181347150259
vol_mean_w,1m,UP_CHOPPY,19,771,0.5382619974059663
vol_mean_w,1m,UP_CHOPPY,20,770,0.5233766233766234
vol_mean_w,1m,DOWN_SMOOTH,1,933,0.9356913183279743
vol_mean_w,1m,DOWN_SMOOTH,2,933,0.8896034297963559
vol_mean_w,1m,DOWN_SMOOTH,3,933,0.84994640943194
vol_mean_w,1m,DOWN_SMOOTH,4,933,0.8306538049303323
vol_mean_w,1m,DOWN_SMOOTH,5,933,0.812433011789925
vol_mean_w,1m,DOWN_SMOOTH,6,933,0.7952840300107181
vol_mean_w,1m,DOWN_SMOOTH,7,933,0.7845659163987139
vol_mean_w,1m,DOWN_SMOOTH,8,933,0.7695605573419079
vol_mean_w,1m,DOWN_SMOOTH,9,932,0.7564377682403434
vol_mean_w,1m,DOWN_SMOOTH,10,929,0.7405812701829925
vol_mean_w,1m,DOWN_SMOOTH,11,925,0.7308108108108108
vol_mean_w,1m,DOWN_SMOOTH,12,920,0.7206521739130435
vol_mean_w,1m,DOWN_SMOOTH,13,916,0.7052401746724891
vol_mean_w,1m,DOWN_SMOOTH,14,913,0.6922234392113911
vol_mean_w,1m,DOWN_SMOOTH,15,910,0.6791208791208792
vol_mean_w,1m,DOWN_SMOOTH,16,908,0.670704845814978
vol_mean_w,1m,DOWN_SMOOTH,17,905,0.6574585635359116
vol_mean_w,1m,DOWN_SMOOTH,18,904,0.6404867256637168
vol_mean_w,1m,DOWN_SMOOTH,19,903,0.6234772978959026
vol_mean_w,1m,DOWN_SMOOTH,20,902,0.6053215077605322
vol_mean_w,1m,DOWN_CHOPPY,1,598,0.9230769230769231
vol_mean_w,1m,DOWN_CHOPPY,2,598,0.8662207357859532
vol_mean_w,1m,DOWN_CHOPPY,3,598,0.8177257525083612
vol_mean_w,1m,DOWN_CHOPPY,4,598,0.7909698996655519
vol_mean_w,1m,DOWN_CHOPPY,5,598,0.7675585284280937
vol_mean_w,1m,DOWN_CHOPPY,6,598,0.7441471571906354
vol_mean_w,1m,DOWN_CHOPPY,7,598,0.725752508361204
vol_mean_w,1m,DOWN_CHOPPY,8,598,0.7107023411371237
vol_mean_w,1m,DOWN_CHOPPY,9,598,0.6956521739130435
vol_mean_w,1m,DOWN_CHOPPY,10,597,0.6750418760469011
vol_mean_w,1m,DOWN_CHOPPY,11,594,0.6616161616161617
vol_mean_w,1m,DOWN_CHOPPY,12,591,0.6531302876480541
vol_mean_w,1m,DOWN_CHOPPY,13,589,0.6417657045840407
vol_mean_w,1m,DOWN_CHOPPY,14,587,0.6320272572402045
vol_mean_w,1m,DOWN_CHOPPY,15,585,0.6256410256410256
vol_mean_w,1m,DOWN_CHOPPY,16,583,0.6123499142367067
vol_mean_w,1m,DOWN_CHOPPY,17,581,0.5938037865748709
vol_mean_w,1m,DOWN_CHOPPY,18,579,0.5768566493955095
vol_mean_w,1m,DOWN_CHOPPY,19,577,0.561525129982669
vol_mean_w,1m,DOWN_CHOPPY,20,575,0.5495652173913044
vol_mean_w,1m,FLAT_SMOOTH,1,1978,0.9332659251769464
vol_mean_w,1m,FLAT_SMOOTH,2,1978,0.8887765419615774
vol_mean_w,1m,FLAT_SMOOTH,3,1978,0.8513650151668352
vol_mean_w,1m,FLAT_SMOOTH,4,1978,0.8316481294236603
vol_mean_w,1m,FLAT_SMOOTH,5,1978,0.8164812942366027
vol_mean_w,1m,FLAT_SMOOTH,6,1978,0.8033367037411526
vol_mean_w,1m,FLAT_SMOOTH,7,1978,0.7927199191102123
vol_mean_w,1m,FLAT_SMOOTH,8,1978,0.7836198179979778
vol_mean_w,1m,FLAT_SMOOTH,9,1976,0.7742914979757085
vol_mean_w,1m,FLAT_SMOOTH,10,1969,0.766378872524124
vol_mean_w,1m,FLAT_SMOOTH,11,1962,0.7553516819571865
vol_mean_w,1m,FLAT_SMOOTH,12,1955,0.7462915601023018
vol_mean_w,1m,FLAT_SMOOTH,13,1948,0.7356262833675564
vol_mean_w,1m,FLAT_SMOOTH,14,1942,0.729145211122554
vol_mean_w,1m,FLAT_SMOOTH,15,1935,0.7198966408268734
vol_mean_w,1m,FLAT_SMOOTH,16,1928,0.7090248962655602
vol_mean_w,1m,FLAT_SMOOTH,17,1922,0.7008324661810614
vol_mean_w,1m,FLAT_SMOOTH,18,1916,0.6931106471816284
vol_mean_w,1m,FLAT_SMOOTH,19,1912,0.6814853556485355
vol_mean_w,1m,FLAT_SMOOTH,20,1907,0.670162558993183
vol_mean_w,1m,FLAT_CHOPPY,1,3663,0.9295659295659295
vol_mean_w,1m,FLAT_CHOPPY,2,3663,0.874965874965875
vol_mean_w,1m,FLAT_CHOPPY,3,3663,0.8288288288288288
vol_mean_w,1m,FLAT_CHOPPY,4,3663,0.7985257985257985
vol_mean_w,1m,FLAT_CHOPPY,5,3663,0.7761397761397761
vol_mean_w,1m,FLAT_CHOPPY,6,3663,0.7556647556647557
vol_mean_w,1m,FLAT_CHOPPY,7,3663,0.7384657384657385
vol_mean_w,1m,FLAT_CHOPPY,8,3663,0.723996723996724
vol_mean_w,1m,FLAT_CHOPPY,9,3663,0.7114387114387114
vol_mean_w,1m,FLAT_CHOPPY,10,3654,0.7022441160372195
vol_mean_w,1m,FLAT_CHOPPY,11,3645,0.6924554183813443
vol_mean_w,1m,FLAT_CHOPPY,12,3636,0.6826182618261826
vol_mean_w,1m,FLAT_CHOPPY,13,3629,0.6682281620281069
vol_mean_w,1m,FLAT_CHOPPY,14,3624,0.6528697571743929
vol_mean_w,1m,FLAT_CHOPPY,15,3618,0.6359867330016584
vol_mean_w,1m,FLAT_CHOPPY,16,3612,0.6218161683277962
vol_mean_w,1m,FLAT_CHOPPY,17,3607,0.6099251455503188
vol_mean_w,1m,FLAT_CHOPPY,18,3603,0.5975575908964752
vol_mean_w,1m,FLAT_CHOPPY,19,3599,0.5840511253125868
vol_mean_w,1m,FLAT_CHOPPY,20,3595,0.5694019471488178
vol_mean_w,5m,UP_SMOOTH,1,1430,0.9608391608391609
vol_mean_w,5m,UP_SMOOTH,2,1430,0.9286713286713286
vol_mean_w,5m,UP_SMOOTH,3,1430,0.8958041958041958
vol_mean_w,5m,UP_SMOOTH,4,1430,0.8657342657342657
vol_mean_w,5m,UP_SMOOTH,5,1428,0.8382352941176471
vol_mean_w,5m,UP_SMOOTH,6,1425,0.8133333333333334
vol_mean_w,5m,UP_SMOOTH,7,1420,0.7929577464788733
vol_mean_w,5m,UP_SMOOTH,8,1415,0.776678445229682
vol_mean_w,5m,UP_SMOOTH,9,1409,0.7615330021291696
vol_mean_w,5m,UP_SMOOTH,10,1403,0.7491090520313614
vol_mean_w,5m,UP_SMOOTH,11,1397,0.7358625626342162
vol_mean_w,5m,UP_SMOOTH,12,1391,0.7225017972681524
vol_mean_w,5m,UP_SMOOTH,13,1386,0.7085137085137085
vol_mean_w,5m,UP_SMOOTH,14,1384,0.6936416184971098
vol_mean_w,5m,UP_SMOOTH,15,1381,0.6799420709630702
vol_mean_w,5m,UP_SMOOTH,16,1378,0.6669085631349783
vol_mean_w,5m,UP_SMOOTH,17,1375,0.6545454545454545
vol_mean_w,5m,UP_SMOOTH,18,1372,0.641399416909621
vol_mean_w,5m,UP_SMOOTH,19,1369,0.6289262235208181
vol_mean_w,5m,UP_SMOOTH,20,1366,0.616398243045388
vol_mean_w,5m,UP_CHOPPY,1,785,0.9579617834394905
vol_mean_w,5m,UP_CHOPPY,2,785,0.9171974522292994
vol_mean_w,5m,UP_CHOPPY,3,785,0.8815286624203822
vol_mean_w,5m,UP_CHOPPY,4,784,0.8469387755102041
vol_mean_w,5m,UP_CHOPPY,5,783,0.8135376756066411
vol_mean_w,5m,UP_CHOPPY,6,782,0.7851662404092071
vol_mean_w,5m,UP_CHOPPY,7,781,0.7592829705505761
vol_mean_w,5m,UP_CHOPPY,8,780,0.7384615384615385
vol_mean_w,5m,UP_CHOPPY,9,779,0.7163029525032092
vol_mean_w,5m,UP_CHOPPY,10,778,0.699228791773779
vol_mean_w,5m,UP_CHOPPY,11,776,0.6842783505154639
vol_mean_w,5m,UP_CHOPPY,12,774,0.6692506459948321
vol_mean_w,5m,UP_CHOPPY,13,773,0.6545924967658473
vol_mean_w,5m,UP_CHOPPY,14,772,0.6424870466321243
vol_mean_w,5m,UP_CHOPPY,15,771,0.6303501945525292
vol_mean_w,5m,UP_CHOPPY,16,770,0.6181818181818182
vol_mean_w,5m,UP_CHOPPY,17,769,0.6046814044213265
vol_mean_w,5m,UP_CHOPPY,18,768,0.58984375
vol_mean_w,5m,UP_CHOPPY,19,767,0.5723598435462842
vol_mean_w,5m,UP_CHOPPY,20,766,0.556135770234987
vol_mean_w,5m,DOWN_SMOOTH,1,933,0.9678456591639871
vol_mean_w,5m,DOWN_SMOOTH,2,933,0.9389067524115756
vol_mean_w,5m,DOWN_SMOOTH,3,933,0.9163987138263665
vol_mean_w,5m,DOWN_SMOOTH,4,932,0.8969957081545065
vol_mean_w,5m,DOWN_SMOOTH,5,931,0.8764769065520945
vol_mean_w,5m,DOWN_SMOOTH,6,930,0.8559139784946237
vol_mean_w,5m,DOWN_SMOOTH,7,928,0.8394396551724138
vol_mean_w,5m,DOWN_SMOOTH,8,926,0.8207343412526998
vol_mean_w,5m,DOWN_SMOOTH,9,922,0.8036876355748374
vol_mean_w,5m,DOWN_SMOOTH,10,918,0.789760348583878
vol_mean_w,5m,DOWN_SMOOTH,11,914,0.774617067833698
vol_mean_w,5m,DOWN_SMOOTH,12,910,0.7593406593406593
vol_mean_w,5m,DOWN_SMOOTH,13,907,0.7442116868798236
vol_mean_w,5m,DOWN_SMOOTH,14,906,0.7284768211920529
vol_mean_w,5m,DOWN_SMOOTH,15,905,0.712707182320442
vol_mean_w,5m,DOWN_SMOOTH,16,903,0.6976744186046512
vol_mean_w,5m,DOWN_SMOOTH,17,900,0.6855555555555556
vol_mean_w,5m,DOWN_SMOOTH,18,897,0.673355629877369
vol_mean_w,5m,DOWN_SMOOTH,19,894,0.6599552572706935
vol_mean_w,5m,DOWN_SMOOTH,20,891,0.6464646464646465
vol_mean_w,5m,DOWN_CHOPPY,1,598,0.9581939799331104
vol_mean_w,5m,DOWN_CHOPPY,2,598,0.9230769230769231
vol_mean_w,5m,DOWN_CHOPPY,3,598,0.8963210702341137
vol_mean_w,5m,DOWN_CHOPPY,4,598,0.8678929765886287
vol_mean_w,5m,DOWN_CHOPPY,5,598,0.842809364548495
vol_mean_w,5m,DOWN_CHOPPY,6,598,0.8193979933110368
vol_mean_w,5m,DOWN_CHOPPY,7,597,0.7973199329983249
vol_mean_w,5m,DOWN_CHOPPY,8,596,0.7785234899328859
vol_mean_w,5m,DOWN_CHOPPY,9,594,0.7609427609427609
vol_mean_w,5m,DOWN_CHOPPY,10,592,0.7449324324324325
vol_mean_w,5m,DOWN_CHOPPY,11,590,0.7305084745762712
vol_mean_w,5m,DOWN_CHOPPY,12,588,0.7142857142857143
vol_mean_w,5m,DOWN_CHOPPY,13,586,0.6996587030716723
vol_mean_w,5m,DOWN_CHOPPY,14,584,0.684931506849315
vol_mean_w,5m,DOWN_CHOPPY,15,582,0.6718213058419243
vol_mean_w,5m,DOWN_CHOPPY,16,580,0.6603448275862069
vol_mean_w,5m,DOWN_CHOPPY,17,578,0.6453287197231834
vol_mean_w,5m,DOWN_CHOPPY,18,576,0.6336805555555556
