**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

month,date,zone,zone_range,daily_range,pct_of_zone,peak_hour,bars_in_zone
2025-11,2025-11-14,24503-24970,1870.0,1655.0,88.50267379679144,14,6
2025-11,2025-11-17,24503-24970,1870.0,1276.0,68.23529411764706,18,5
2025-11,2025-11-18,24503-24970,1870.0,2333.0,124.75935828877004,16,22
2025-11,2025-11-19,24503-24970,1870.0,2172.0,116.14973262032085,14,22
2025-11,2025-11-24,24503-24970,1870.0,2282.0,122.03208556149731,14,13
2025-11,2025-11-25,24503-24970,1870.0,1493.0,79.83957219251336,14,17
2025-11,2025-11-07,24970-25278,1231.0,1728.0,140.37367993501218,19,13
2025-11,2025-11-13,24970-25278,1231.0,1977.0,160.60113728675873,15,8
2025-11,2025-11-14,24970-25278,1231.0,1720.0,139.72380178716492,15,16
2025-11,2025-11-17,24970-25278,1231.0,1383.0,112.3476848090983,14,15
2025-11,2025-11-20,24970-25278,1231.0,1151.0,93.50121852152722,15,16
2025-11,2025-11-25,24970-25278,1231.0,966.0,78.4727863525589,17,6
2025-11,2025-11-26,24970-25278,1231.0,855.0,69.4557270511779,15,16
2025-11,2025-11-05,25278-25552,1094.0,1088.0,99.45155393053017,1,13
2025-11,2025-11-06,25278-25552,1094.0,2306.0,210.7861060329068,14,7
2025-11,2025-11-07,25278-25552,1094.0,429.0,39.21389396709324,5,5
2025-11,2025-11-10,25278-25552,1094.0,1590.0,145.3382084095064,15,14
2025-11,2025-11-17,25278-25552,1094.0,521.0,47.623400365630715,7,3
2025-11,2025-11-26,25278-25552,1094.0,451.0,41.22486288848263,16,7
2025-11,2025-11-27,25278-25552,1094.0,214.0,19.561243144424132,8,19
2025-11,2025-11-28,25278-25552,1094.0,700.0,63.98537477148081,17,9
2025-11,2025-11-04,25552-25734,732.0,1067.0,145.76502732240436,9,7
2025-11,2025-11-05,25552-25734,732.0,1104.0,150.81967213114754,14,4
2025-11,2025-11-06,25552-25734,732.0,631.0,86.20218579234972,0,9
2025-11,2025-11-10,25552-25734,732.0,1012.0,138.25136612021856,17,8
2025-11,2025-11-11,25552-25734,732.0,936.0,127.86885245901641,17,17
2025-11,2025-11-12,25552-25734,732.0,1132.0,154.6448087431694,14,12
2025-11,2025-11-13,25552-25734,732.0,761.0,103.9617486338798,1,13
2025-11,2025-11-04,25734-25987,1011.0,1452.0,143.62017804154303,14,13
2025-11,2025-11-05,25734-25987,1011.0,887.0,87.73491592482691,20,6
2025-11,2025-11-06,25734-25987,1011.0,471.0,46.58753709198813,13,5
2025-11,2025-11-11,25734-25987,1011.0,206.0,20.375865479723046,0,4
2025-11,2025-11-12,25734-25987,1011.0,472.0,46.6864490603363,12,9
2025-11,2025-11-03,25987-26289,1207.0,1002.0,83.01574150787076,14,23
2025-12,2025-12-17,24503-24970,1870.0,761.0,40.6951871657754,18,4
2025-12,2025-12-18,24503-24970,1870.0,440.0,23.52941176470588,3,3
2025-12,2025-12-01,24970-25278,1231.0,457.0,37.124289195775795,12,6
2025-12,2025-12-16,24970-25278,1231.0,1253.0,101.78716490658002,17,13
2025-12,2025-12-17,24970-25278,1231.0,1695.0,137.69293257514218,15,4
2025-12,2025-12-18,24970-25278,1231.0,1769.0,143.7043054427295,13,17
2025-12,2025-12-19,24970-25278,1231.0,302.0,24.532900081234768,1,3
2025-12,2025-12-01,25278-25552,1094.0,1146.0,104.75319926873858,14,17
2025-12,2025-12-02,25278-25552,1094.0,1355.0,123.85740402193784,16,16
2025-12,2025-12-12,25278-25552,1094.0,1777.0,162.43144424131629,15,7
2025-12,2025-12-15,25278-25552,1094.0,1551.0,141.77330895795245,15,18
2025-12,2025-12-16,25278-25552,1094.0,1089.0,99.54296160877514,15,10
2025-12,2025-12-17,25278-25552,1094.0,1052.0,96.16087751371116,14,15
2025-12,2025-12-18,25278-25552,1094.0,951.0,86.92870201096892,15,4
2025-12,2025-12-19,25278-25552,1094.0,1457.0,133.18098720292505,15,13
2025-12,2025-12-31,25278-25552,1094.0,822.0,75.13711151736746,19,3
2025-12,2025-12-02,25552-25734,732.0,795.0,108.60655737704919,14,7
2025-12,2025-12-03,25552-25734,732.0,812.0,110.92896174863387,15,22
2025-12,2025-12-04,25552-25734,732.0,975.0,133.19672131147541,14,23
2025-12,2025-12-05,25552-25734,732.0,749.0,102.32240437158471,13,18
2025-12,2025-12-08,25552-25734,732.0,853.0,116.53005464480874,18,8
2025-12,2025-12-09,25552-25734,732.0,703.0,96.03825136612022,14,23
2025-12,2025-12-10,25552-25734,732.0,1069.0,146.03825136612022,16,20
2025-12,2025-12-15,25552-25734,732.0,447.0,61.065573770491795,9,5
2025-12,2025-12-19,25552-25734,732.0,1204.0,164.4808743169399,14,6
2025-12,2025-12-22,25552-25734,732.0,507.0,69.26229508196722,15,20
2025-12,2025-12-23,25552-25734,732.0,572.0,78.14207650273224,14,16
2025-12,2025-12-29,25552-25734,732.0,684.0,93.44262295081968,14,7
2025-12,2025-12-30,25552-25734,732.0,600.0,81.9672131147541,16,17
2025-12,2025-12-31,25552-25734,732.0,697.0,95.21857923497268,14,19
2025-12,2025-12-05,25734-25987,1011.0,1026.0,101.48367952522254,14,4
2025-12,2025-12-08,25734-25987,1011.0,642.0,63.50148367952523,14,15
2025-12,2025-12-10,25734-25987,1011.0,1073.0,106.13254203758655,19,3
2025-12,2025-12-11,25734-25987,1011.0,1385.0,136.99307616221563,15,21
2025-12,2025-12-12,25734-25987,1011.0,810.0,80.1186943620178,14,15
2025-12,2025-12-22,25734-25987,1011.0,490.0,48.46686449060336,14,3
2025-12,2025-12-23,25734-25987,1011.0,384.0,37.98219584569733,16,7
2025-12,2025-12-24,25734-25987,1011.0,458.0,45.30168150346192,16,19
2025-12,2025-12-26,25734-25987,1011.0,404.0,39.960435212660734,15,22
2025-12,2025-12-29,25734-25987,1011.0,841.0,83.18496538081108,19,16
2025-12,2025-12-30,25734-25987,1011.0,402.0,39.762611275964396,14,7
2026-01,2026-01-20,24970-25278,1231.0,864.0,70.18683996750609,18,11
2026-01,2026-01-21,24970-25278,1231.0,1877.0,152.47766043866775,16,16
2026-01,2026-01-02,25278-25552,1094.0,2059.0,188.20840950639854,15,8
2026-01,2026-01-05,25278-25552,1094.0,488.0,44.60694698354662,8,10
2026-01,2026-01-14,25278-25552,1094.0,1091.0,99.72577696526508,15,5
2026-01,2026-01-19,25278-25552,1094.0,934.0,85.37477148080438,9,18
2026-01,2026-01-20,25278-25552,1094.0,953.0,87.11151736745887,14,12
2026-01,2026-01-21,25278-25552,1094.0,2325.0,212.52285191956128,14,5
2026-01,2026-01-02,25552-25734,732.0,1174.0,160.38251366120218,14,14
2026-01,2026-01-05,25552-25734,732.0,787.0,107.5136612021858,14,13
2026-01,2026-01-06,25552-25734,732.0,1006.0,137.43169398907105,8,16
2026-01,2026-01-08,25552-25734,732.0,968.0,132.24043715846994,14,10
2026-01,2026-01-09,25552-25734,732.0,442.0,60.38251366120219,9,11
2026-01,2026-01-12,25552-25734,732.0,469.0,64.07103825136612,8,8
2026-01,2026-01-14,25552-25734,732.0,1319.0,180.19125683060108,14,4
2026-01,2026-01-15,25552-25734,732.0,837.0,114.34426229508196,6,10
2026-01,2026-01-16,25552-25734,732.0,1198.0,163.66120218579235,15,8
2026-01,2026-01-22,25552-25734,732.0,960.0,131.14754098360655,14,20
2026-01,2026-01-23,25552-25734,732.0,1071.0,146.31147540983608,17,18
2026-01,2026-01-26,25552-25734,732.0,789.0,107.78688524590163,9,14
2026-01,2026-01-30,25552-25734,732.0,931.0,127.18579234972678,20,6
2026-01,2026-01-06,25734-25987,1011.0,1009.0,99.80217606330366,14,7
2026-01,2026-01-07,25734-25987,1011.0,1077.0,106.52818991097924,14,23
2026-01,2026-01-08,25734-25987,1011.0,656.0,64.8862512363996,7,13
2026-01,2026-01-09,25734-25987,1011.0,1480.0,146.3897131552918,15,11
2026-01,2026-01-12,25734-25987,1011.0,1241.0,122.74975272007913,14,14
2026-01,2026-01-13,25734-25987,1011.0,969.0,95.84569732937686,15,22
2026-01,2026-01-14,25734-25987,1011.0,898.0,88.82294757665677,10,14
2026-01,2026-01-15,25734-25987,1011.0,1116.0,110.38575667655786,19,13
2026-01,2026-01-16,25734-25987,1011.0,569.0,56.28090999010881,10,14
2026-01,2026-01-23,25734-25987,1011.0,737.0,72.89812067260138,15,4
2026-01,2026-01-26,25734-25987,1011.0,929.0,91.88921859545005,14,9
2026-01,2026-01-27,25734-25987,1011.0,547.0,54.10484668644906,2,6
2026-01,2026-01-29,25734-25987,1011.0,1952.0,193.0761622156281,14,6
2026-01,2026-01-30,25734-25987,1011.0,1700.0,168.1503461918892,18,16
2026-01,2026-01-27,25987-26289,1207.0,923.0,76.47058823529412,14,17
2026-01,2026-01-28,25987-26289,1207.0,1353.0,112.09610604805303,21,19
2026-01,2026-01-29,25987-26289,1207.0,1756.0,145.48467274233636,20,15
2026-02,2026-02-05,24503-24970,1870.0,2367.0,126.57754010695189,12,11
2026-02,2026-02-06,24503-24970,1870.0,2573.0,137.59358288770053,14,14
2026-02,2026-02-13,24503-24970,1870.0,1814.0,97.0053475935829,22,23
2026-02,2026-02-14,24503-24970,1870.0,1056.0,56.470588235294116,0,6
2026-02,2026-02-16,24503-24970,1870.0,1349.0,72.13903743315508,14,17
2026-02,2026-02-17,24503-24970,1870.0,1571.0,84.01069518716578,23,18
2026-02,2026-02-18,24503-24970,1870.0,1478.0,79.03743315508022,2,22
2026-02,2026-02-19,24503-24970,1870.0,1167.0,62.406417112299465,3,14
2026-02,2026-02-20,24503-24970,1870.0,1459.0,78.02139037433156,22,21
2026-02,2026-02-23,24503-24970,1870.0,1208.0,64.59893048128342,23,14
2026-02,2026-02-24,24503-24970,1870.0,1186.0,63.422459893048135,22,22
2026-02,2026-02-27,24503-24970,1870.0,1222.0,65.3475935828877,22,6
2026-02,2026-02-28,24503-24970,1870.0,653.0,34.919786096256686,1,6
2026-02,2026-02-04,24970-25278,1231.0,2105.0,170.9991876523152,21,7
2026-02,2026-02-05,24970-25278,1231.0,1013.0,82.29082047116165,8,10
2026-02,2026-02-06,24970-25278,1231.0,1366.0,110.96669374492282,16,6
2026-02,2026-02-09,24970-25278,1231.0,1677.0,136.23070674248578,21,17
2026-02,2026-02-11,24970-25278,1231.0,1139.0,92.5264012997563,23,11
2026-02,2026-02-12,24970-25278,1231.0,1575.0,127.94476035743298,23,7
2026-02,2026-02-19,24970-25278,1231.0,763.0,61.9821283509342,2,9
2026-02,2026-02-21,24970-25278,1231.0,1042.0,84.64662875710805,1,6
2026-02,2026-02-23,24970-25278,1231.0,520.0,42.24207961007311,7,3
2026-02,2026-02-25,24970-25278,1231.0,787.0,63.93176279447603,11,21
2026-02,2026-02-27,24970-25278,1231.0,931.0,75.62956945572705,23,17
2026-02,2026-02-02,25278-25552,1094.0,1683.0,153.83912248628883,1,11
2026-02,2026-02-03,25278-25552,1094.0,1603.0,146.52650822669105,20,6
2026-02,2026-02-04,25278-25552,1094.0,689.0,62.979890310786104,8,14
2026-02,2026-02-09,25278-25552,1094.0,1304.0,119.19561243144423,15,7
2026-02,2026-02-10,25278-25552,1094.0,783.0,71.57221206581352,22,23
2026-02,2026-02-11,25278-25552,1094.0,962.0,87.93418647166362,21,12
2026-02,2026-02-12,25278-25552,1094.0,877.0,80.16453382084096,2,16
2026-02,2026-02-26,25278-25552,1094.0,921.0,84.18647166361974,7,21
2026-02,2026-02-02,25734-25987,1011.0,1827.0,180.7121661721068,14,9
2026-02,2026-02-03,25734-25987,1011.0,494.0,48.86251236399604,12,12
2026-03,2026-03-02,24503-24970,1870.0,1923.0,102.83422459893048,22,17
2026-03,2026-03-03,24503-24970,1870.0,2022.0,108.1283422459893,16,10
2026-03,2026-03-04,24503-24970,1870.0,2137.0,114.27807486631016,0,22
2026-03,2026-03-06,24503-24970,1870.0,2045.0,109.35828877005346,1,10
2026-03,2026-03-07,24503-24970,1870.0,1264.0,67.59358288770053,4,6
2026-03,2026-03-13,24503-24970,1870.0,1896.0,101.3903743315508,14,22
2026-03,2026-03-16,24503-24970,1870.0,1503.0,80.37433155080214,19,24
2026-03,2026-03-17,24503-24970,1870.0,844.0,45.13368983957219,12,14
2026-03,2026-03-18,24503-24970,1870.0,2232.0,119.35828877005348,12,13
2026-03,2026-03-19,24503-24970,1870.0,1232.0,65.88235294117646,19,20
2026-03,2026-03-20,24503-24970,1870.0,712.0,38.074866310160424,7,10
2026-03,2026-03-23,24503-24970,1870.0,1382.0,73.90374331550802,12,4
2026-03,2026-03-03,24970-25278,1231.0,991.0,80.50365556458165,0,7
2026-03,2026-03-05,24970-25278,1231.0,1250.0,101.54346060113728,23,23
2026-03,2026-03-06,24970-25278,1231.0,1261.0,102.43704305442729,4,13
2026-03,2026-03-17,24970-25278,1231.0,741.0,60.19496344435419,13,11
2026-03,2026-03-18,24970-25278,1231.0,851.0,69.13078797725426,0,12
