day,idx,parent_chain,shape,parent_shape,length_min,subshape_id
2025_06_05,0,6/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2026_01_26,0,3/2/0/10,NOISE,STEEP_LINEAR_DOWN,2.68,0
2026_01_27,0,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.28,0
2025_03_13,2,2/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_01,0,2/2/2/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_06_04,0,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_09_03,3,6/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_08_11,7,6/0/0/5,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_01_30,4,5/1/4/7,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_02_20,1,8/1/1/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_10_23,4,5/2/0/3,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_10_14,0,2/5/1/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_08_19,2,3/4/0/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_05_13,5,1/0/4/5,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_04_08,0,10/4/0/2,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_01_27,3,3/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_07_03,0,4/2/5/0,NOISE,STEEP_LINEAR_DOWN,4.0,0
2025_04_09,2,1/1/2/7,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_03_12,0,3/0/3/2,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_01_02,0,1/6/1/0,NOISE,STEEP_LINEAR_DOWN,3.33,0
2026_03_11,3,6/1/3/3,NOISE,STEEP_LINEAR_DOWN,3.92,0
2026_02_11,3,2/0/1/0,NOISE,STEEP_LINEAR_DOWN,3.17,0
2026_02_26,0,9/0/7/4,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_07_25,0,7/0/0/4,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_04_04,2,3/0/7/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_08_18,0,2/6/0/0,NOISE,STEEP_LINEAR_DOWN,7.5,0
2026_01_20,2,3/3/0/3,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_07_02,0,2/3/0/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_05_19,4,4/3/0/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_01_13,0,9/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_02_19,3,2/4/0/0,NOISE,STEEP_LINEAR_DOWN,4.5,0
2026_01_20,6,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_06_18,13,3/0/1/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_10_16,0,3/0/3/2,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_07_21,4,1/7/0/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_07_03,0,4/1/3/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_01_09,3,2/1/3/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_11,5,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2026_03_05,2,1/2/1/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_06_19,0,1/0/8/0,NOISE,STEEP_LINEAR_DOWN,4.0,0
2025_07_17,2,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,0.58,0
2025_10_06,0,6/0/3/2,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_05_05,0,1/3/1/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2026_02_06,2,5/1/5/1,NOISE,STEEP_LINEAR_DOWN,3.75,0
2025_04_10,0,3/2/1/1,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_06_05,0,7/1/4/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_03_19,1,5/3/2/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_12_10,0,6/1/1/0,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_06_13,4,2/0/6/2,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_02_03,1,2/2/2/3,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_04_22,0,1/0/0/2,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_12_07,0,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_02_26,0,6/2/3/0,NOISE,STEEP_LINEAR_DOWN,3.58,0
2025_05_30,1,1/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_04_25,2,6/5/0/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_02_23,4,2/3/2/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_10_29,0,3/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_03_18,0,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.65,0
2025_08_11,3,3/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_02_26,2,4/3/0/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_05_16,0,6/0/1/0,NOISE,STEEP_LINEAR_DOWN,4.83,0
2025_11_12,0,1/2/0/2,NOISE,STEEP_LINEAR_DOWN,4.92,0
2025_10_31,2,8/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_03_13,2,2/0/2/3,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_12_17,1,2/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_07_14,1,6/1/3/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_04_28,2,3/0/0/2,NOISE,STEEP_LINEAR_DOWN,2.92,0
2026_01_15,5,3/4/2/0,NOISE,STEEP_LINEAR_DOWN,4.17,0
2025_05_08,2,3/0/1/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_07,2,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_11_26,1,4/0/6/3,NOISE,STEEP_LINEAR_DOWN,2.92,0
2026_03_19,4,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.82,0
2025_11_03,0,5/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_10_27,0,4/2/0/7,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_02_11,0,3/2/1/1,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_01_23,0,3/1/2/1,NOISE,STEEP_LINEAR_DOWN,4.5,0
2026_01_29,0,4/2/2/0,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_02_06,0,3/0/3/4,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_12_12,3,6/0/2/4,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_10_20,5,3/0/4/5,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_02_06,2,3/0/3/4,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_09_16,4,1/5/0/2,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_10_31,0,9/3/5/0,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_04_10,0,5/3/1/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_05_27,1,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.25,0
2026_01_15,0,3/8/3/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_03_11,0,2/3/2/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_06_18,0,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_06_10,0,2/2/2/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_11_10,6,3/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_10_02,2,3/0/1/3,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_06_05,1,2/2/0/1,NOISE,STEEP_LINEAR_DOWN,4.58,0
2025_03_04,0,0/2/1/2,NOISE,STEEP_LINEAR_DOWN,0.58,0
2025_01_31,0,7/0/5/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_04_15,0,6/2/1/2,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_10_15,0,1/7/4/1,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_09_08,1,5/0/1/3,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_10_15,0,1/17/0/6,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_07_23,0,4/0/2/4,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_10_23,1,1/1/3/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_08_14,3,2/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_11_10,1,1/2/1/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_01_19,0,1/1/0/6,NOISE,STEEP_LINEAR_DOWN,2.1,0
2025_04_04,0,3/2/1/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_10_29,10,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,6.17,0
2025_05_14,0,6/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_01_06,1,3/4/8/1,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_03_05,3,3/0/5/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_03_04,2,3/0/1/2,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_06_04,2,2/5/1/1,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_02_16,5,3/0/8/3,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_10_10,2,5/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_07_22,2,5/0/2/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_08_21,1,2/0/0/5,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_07_18,0,5/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_02_16,7,4/5/2/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_22,1,3/9/2/2,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_08_12,0,4/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_01_05,3,1/0/1/3,NOISE,STEEP_LINEAR_DOWN,3.68,0
2025_01_20,0,4/0/4/6,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_06_06,1,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_01_14,0,3/4/1/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_11_10,3,5/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_02_15,0,0/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_03_09,0,2/2/3/7,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_03_05,1,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2026_03_11,0,5/2/1/4,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_08_14,0,4/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.33,0
2026_02_12,2,4/0/8/1,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_11_13,0,2/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_05_19,1,0/0/1/4,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_02_18,4,1/4/1/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_01_13,0,4/0/0/5,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_05_26,0,1/1/0/2,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_11_03,3,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_04_14,1,3/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_11_19,2,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_17,6,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,5.33,0
2025_11_17,3,4/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_02_06,0,3/1/1/3,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_03_08,1,1/0/0/6,NOISE,STEEP_LINEAR_DOWN,4.33,0
2025_11_11,0,3/8/0/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_04_01,0,5/0/1/8,NOISE,STEEP_LINEAR_DOWN,0.75,0
2026_02_12,0,1/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_08_01,0,0/0/1/2,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_05_14,0,8/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_10_07,0,4/3/4/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_10_31,3,6/1/0/0,NOISE,STEEP_LINEAR_DOWN,8.83,0
2025_11_12,2,6/1/2/1,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_10_09,0,6/4/0/4,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_01_07,1,5/4/3/4,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_05_16,0,2/1/0/4,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_12_11,2,1/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_01_07,0,1/5/1/3,NOISE,STEEP_LINEAR_DOWN,1.48,0
2025_10_31,2,5/0/3/4,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_03_05,4,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_01_07,0,3/0/2/3,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_01_16,4,3/2/3/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_07_01,2,3/0/7/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_04_13,0,0/0/2/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_01_30,5,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_09_08,0,4/0/0/4,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_11_24,3,5/1/0/1,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_05_01,4,9/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_02_25,0,6/0/1/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_02_24,0,3/2/1/3,NOISE,STEEP_LINEAR_DOWN,4.33,0
2025_08_29,5,1/4/0/4,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_02_20,2,3/0/0/3,NOISE,STEEP_LINEAR_DOWN,0.68,0
2026_02_03,2,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,3.72,0
2025_11_19,1,5/1/2/6,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_16,2,3/7/1/4,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_07_18,3,2/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_24,3,4/0/0/3,NOISE,STEEP_LINEAR_DOWN,1.3,0
2025_11_21,1,3/1/2/3,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_09_08,2,0/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_17,5,1/0/0/7,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_05_12,3,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_01_23,0,5/4/1/4,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_02,0,3/4/4/1,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_02_18,1,1/3/1/1,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_01_31,0,8/0/5/3,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_01_02,2,1/0/4/0,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_01_07,0,2/5/0/3,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_10_14,2,3/2/0/1,NOISE,STEEP_LINEAR_DOWN,3.75,0
2025_03_05,0,2/1/3/0,NOISE,STEEP_LINEAR_DOWN,2.83,0
2026_03_08,3,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_08_20,4,3/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_15,0,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,4.33,0
2025_07_09,0,4/1/1/4,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_05_20,0,2/4/1/1,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_01_02,0,2/3/4/1,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_08_15,1,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_12,0,8/1/1/4,NOISE,STEEP_LINEAR_DOWN,2.83,0
2026_03_18,4,3/6/4/3,NOISE,STEEP_LINEAR_DOWN,1.3,0
2025_03_13,0,1/2/2/1,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_10_16,0,3/3/1/10,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_08_04,0,3/2/3/0,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_03_04,4,2/3/0/1,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_01_27,10,2/1/5/2,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_09_04,6,5/2/13/0,NOISE,STEEP_LINEAR_DOWN,2.58,0
2026_01_09,0,7/0/4/3,NOISE,STEEP_LINEAR_DOWN,2.02,0
2026_02_05,8,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_05_14,0,6/0/5/3,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_07_28,3,3/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_08_05,4,9/0/1/0,NOISE,STEEP_LINEAR_DOWN,0.58,0
2026_01_28,0,6/2/0/9,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_04_28,6,4/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_06_11,0,4/2/1/4,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_03_17,2,3/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_11_20,6,6/2/0/9,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_03_04,5,2/10/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_07_02,0,0/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_10_20,0,3/0/11/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_05_09,0,1/6/0/1,NOISE,STEEP_LINEAR_DOWN,4.58,0
2025_03_17,0,0/3/0/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_10_10,1,6/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_04_22,0,3/3/0/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_12_05,2,1/5/1/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_10_06,3,5/1/1/6,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_02_25,0,2/4/2/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_02_11,0,1/0/0/3,NOISE,STEEP_LINEAR_DOWN,3.67,0
2025_05_23,6,3/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_15,0,2/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.87,0
2025_04_03,0,5/0/0/6,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_01,5,2/1/2/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_01_29,2,7/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_04_01,0,7/0/0/5,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_16,3,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_03_11,5,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_03_05,3,6/3/0/3,NOISE,STEEP_LINEAR_DOWN,1.4,0
2025_11_03,1,5/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_02_17,5,4/0/0/1,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_05_12,0,1/4/0/5,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_08_21,3,5/4/1/1,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_05_16,2,0/1/0/2,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_07_04,0,1/2/12/3,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_04_15,0,1/1/2/4,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_04_09,0,4/0/4/0,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_12_04,2,6/0/2/0,NOISE,STEEP_LINEAR_DOWN,3.75,0
2025_11_25,0,7/3/0/4,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_01_15,2,3/0/2/1,NOISE,STEEP_LINEAR_DOWN,5.08,0
2025_05_07,5,10/0/2/2,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_11_12,0,1/0/0/10,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_07_08,0,7/1/2/0,NOISE,STEEP_LINEAR_DOWN,4.0,0
2025_09_18,0,5/1/1/0,NOISE,STEEP_LINEAR_DOWN,3.67,0
2025_11_14,4,3/7/6/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_09_17,0,3/0/0/1,NOISE,STEEP_LINEAR_DOWN,6.08,0
2025_01_29,0,8/2/1/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_03_07,0,3/3/1/3,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_11_04,0,1/0/7/1,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_10_23,0,4/1/0/4,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_11_03,1,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_01_29,0,5/0/2/0,NOISE,STEEP_LINEAR_DOWN,5.5,0
2026_03_19,4,2/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.77,0
2025_10_02,0,4/0/7/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_03_05,2,9/1/2/10,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_04_23,0,3/4/3/1,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_11_11,3,3/3/8/2,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_09_12,0,4/7/1/1,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_04_22,2,4/0/0/3,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_10_30,0,2/1/1/2,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_06_03,0,2/0/4/1,NOISE,STEEP_LINEAR_DOWN,4.5,0
2025_07_29,3,5/2/0/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_12_17,0,0/1/1/4,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_05_01,2,8/0/3/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_10_14,0,3/6/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_04_21,4,5/2/5/2,NOISE,STEEP_LINEAR_DOWN,0.75,0
2026_01_16,4,2/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_06,0,6/0/7/4,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_08_06,1,1/0/0/0,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_09_01,0,2/0/0/5,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_08_14,1,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_03_07,0,3/4/2/7,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_12_11,4,2/4/0/2,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_10_30,2,2/0/1/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_03_17,0,3/0/6/0,NOISE,STEEP_LINEAR_DOWN,0.5,0
2025_05_21,1,2/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_20,0,1/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_06_17,3,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,4.25,0
2025_12_10,6,6/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_04_08,0,0/0/1/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_10_21,1,2/0/4/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_05_23,0,6/0/1/5,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_03_12,1,6/0/3/4,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_05_06,2,3/3/3/1,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_08_20,2,4/0/2/4,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_16,2,1/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_01_21,1,4/0/11/0,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_12_15,3,4/5/1/0,NOISE,STEEP_LINEAR_DOWN,1.2,0
2026_01_27,8,5/1/2/2,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_02_27,0,5/5/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_10,3,2/5/0/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_03_03,2,5/0/1/2,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_07_29,0,2/6/0/0,NOISE,STEEP_LINEAR_DOWN,8.08,0
2026_02_26,8,4/3/0/3,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_10_22,4,3/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_02,1,0/4/1/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_02_17,5,8/3/0/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_09,0,5/8/0/4,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_11_14,3,5/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_02_24,0,2/0/2/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_05_14,0,5/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_10_13,7,1/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_03_07,0,3/3/2/2,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_11_06,0,3/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_02_16,0,2/1/2/2,NOISE,STEEP_LINEAR_DOWN,1.18,0
2025_05_09,0,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_07_30,5,5/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_08_21,2,5/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_10_08,0,3/0/1/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_08_22,0,4/1/1/1,NOISE,STEEP_LINEAR_DOWN,2.92,0
2026_02_03,3,4/1/0/6,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_01_09,2,5/4/1/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_01_21,0,3/0/2/3,NOISE,STEEP_LINEAR_DOWN,2.18,0
2025_02_28,5,6/3/0/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_08_26,0,8/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_10_09,0,6/4/0/6,NOISE,STEEP_LINEAR_DOWN,1.75,0
