**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf1,tf2,regime_2d,n,pearson
body,15s,1m,DOWN_CHOPPY,2988,0.36427930557855914
body,15s,1m,FLAT_SMOOTH,9893,0.43376933990917405
body,15s,1m,FLAT_CHOPPY,18315,0.3970398955152334
body,15s,5m,ALL,46928,0.16649606022819305
body,15s,5m,UP_SMOOTH,7146,0.19211737145738714
body,15s,5m,UP_CHOPPY,3924,0.17813846905701933
body,15s,5m,DOWN_SMOOTH,4662,0.13748927064175076
body,15s,5m,DOWN_CHOPPY,2988,0.15857997869970952
body,15s,5m,FLAT_SMOOTH,9893,0.17284662581201513
body,15s,5m,FLAT_CHOPPY,18315,0.16324492353960404
body,15s,15m,ALL,46925,0.04195790863509241
body,15s,15m,UP_SMOOTH,7146,-0.02917733463377598
body,15s,15m,UP_CHOPPY,3924,0.15726878905494304
body,15s,15m,DOWN_SMOOTH,4662,-0.014868725114386784
body,15s,15m,DOWN_CHOPPY,2988,0.009881014766800703
body,15s,15m,FLAT_SMOOTH,9890,0.017570803262785175
body,15s,15m,FLAT_CHOPPY,18315,0.06142677808857433
body,15s,1h,ALL,46917,-0.0014009872779434571
body,15s,1h,UP_SMOOTH,7146,-0.03117597519816091
body,15s,1h,UP_CHOPPY,3924,-0.06700540918303587
body,15s,1h,DOWN_SMOOTH,4662,0.024370576280110478
body,15s,1h,DOWN_CHOPPY,2988,-0.040484461814902395
body,15s,1h,FLAT_SMOOTH,9882,0.013465927785012906
body,15s,1h,FLAT_CHOPPY,18315,0.01778396780033309
body,15s,4h,ALL,46869,-0.0002551891132873846
body,15s,4h,UP_SMOOTH,7146,-0.03422031133874308
body,15s,4h,UP_CHOPPY,3924,-0.03398992108027155
body,15s,4h,DOWN_SMOOTH,4662,0.026081532126946923
body,15s,4h,DOWN_CHOPPY,2988,-0.018836358833876975
body,15s,4h,FLAT_SMOOTH,9834,0.006103041537294799
body,15s,4h,FLAT_CHOPPY,18315,0.0117896924322927
body,15s,1D,ALL,46917,-0.004705757740607171
body,15s,1D,UP_SMOOTH,7146,0.011675550377009129
body,15s,1D,UP_CHOPPY,3924,0.03892041548588093
body,15s,1D,DOWN_SMOOTH,4662,-0.008038811023303675
body,15s,1D,DOWN_CHOPPY,2988,0.00041091803609045135
body,15s,1D,FLAT_SMOOTH,9882,-0.004810780690755088
body,15s,1D,FLAT_CHOPPY,18315,-0.02183848275067354
body,1m,5m,ALL,46928,0.39068881997525395
body,1m,5m,UP_SMOOTH,7146,0.43318059077615795
body,1m,5m,UP_CHOPPY,3924,0.30351809934731155
body,1m,5m,DOWN_SMOOTH,4662,0.438520324708082
body,1m,5m,DOWN_CHOPPY,2988,0.41363890215399823
body,1m,5m,FLAT_SMOOTH,9893,0.3671742570881792
body,1m,5m,FLAT_CHOPPY,18315,0.39454222187325494
body,1m,15m,ALL,46925,0.06360880967126449
body,1m,15m,UP_SMOOTH,7146,0.05514590375836765
body,1m,15m,UP_CHOPPY,3924,0.09536644600784469
body,1m,15m,DOWN_SMOOTH,4662,0.08541072002022067
body,1m,15m,DOWN_CHOPPY,2988,0.05411064434624655
body,1m,15m,FLAT_SMOOTH,9890,0.002046675402252521
body,1m,15m,FLAT_CHOPPY,18315,0.05920297944556503
body,1m,1h,ALL,46917,-0.01471344981087983
body,1m,1h,UP_SMOOTH,7146,-0.03482805297170752
body,1m,1h,UP_CHOPPY,3924,-0.09594026309637872
body,1m,1h,DOWN_SMOOTH,4662,-0.01736815041439414
body,1m,1h,DOWN_CHOPPY,2988,0.001149958449995318
body,1m,1h,FLAT_SMOOTH,9882,-0.01747179596779537
body,1m,1h,FLAT_CHOPPY,18315,0.006553423982451411
body,1m,4h,ALL,46869,0.008289094972393447
body,1m,4h,UP_SMOOTH,7146,0.005037453155431037
body,1m,4h,UP_CHOPPY,3924,-0.029125717403417697
body,1m,4h,DOWN_SMOOTH,4662,0.02103241328837503
body,1m,4h,DOWN_CHOPPY,2988,0.01782235448466914
body,1m,4h,FLAT_SMOOTH,9834,-0.002330975014868
body,1m,4h,FLAT_CHOPPY,18315,-0.006283828962909416
body,1m,1D,ALL,46917,-0.020713021388427438
body,1m,1D,UP_SMOOTH,7146,-0.04105063398701907
body,1m,1D,UP_CHOPPY,3924,0.011189391046692329
body,1m,1D,DOWN_SMOOTH,4662,-0.017700916437095544
body,1m,1D,DOWN_CHOPPY,2988,-0.013168227566002493
body,1m,1D,FLAT_SMOOTH,9882,0.003583028985503286
body,1m,1D,FLAT_CHOPPY,18315,-0.033427242731597674
body,5m,15m,ALL,46925,0.17140774082801075
body,5m,15m,UP_SMOOTH,7146,0.16064156404903562
body,5m,15m,UP_CHOPPY,3924,0.16728140036088718
body,5m,15m,DOWN_SMOOTH,4662,0.17586038080443653
body,5m,15m,DOWN_CHOPPY,2988,0.1363431588560274
body,5m,15m,FLAT_SMOOTH,9890,0.11554989542698382
body,5m,15m,FLAT_CHOPPY,18315,0.1859582224260405
body,5m,1h,ALL,46917,0.018544917615927293
body,5m,1h,UP_SMOOTH,7146,0.03101559315059265
body,5m,1h,UP_CHOPPY,3924,-0.01687628272528461
body,5m,1h,DOWN_SMOOTH,4662,0.009205855401630011
body,5m,1h,DOWN_CHOPPY,2988,-0.008448774761400338
body,5m,1h,FLAT_SMOOTH,9882,0.0004296129918802338
body,5m,1h,FLAT_CHOPPY,18315,0.015121724409795055
body,5m,4h,ALL,46869,0.004744696478436746
body,5m,4h,UP_SMOOTH,7146,0.005200114459830979
body,5m,4h,UP_CHOPPY,3924,0.01220201086425789
body,5m,4h,DOWN_SMOOTH,4662,-0.0029465268746647817
body,5m,4h,DOWN_CHOPPY,2988,-0.018947031722847604
body,5m,4h,FLAT_SMOOTH,9834,-0.0191211256961204
body,5m,4h,FLAT_CHOPPY,18315,-0.02344927667744605
body,5m,1D,ALL,46917,-0.024359154634047565
body,5m,1D,UP_SMOOTH,7146,-0.06470241420158833
body,5m,1D,UP_CHOPPY,3924,-0.03766374148097696
body,5m,1D,DOWN_SMOOTH,4662,0.0006331898361338745
body,5m,1D,DOWN_CHOPPY,2988,-0.011341728674397518
body,5m,1D,FLAT_SMOOTH,9882,-0.0003296814934029336
body,5m,1D,FLAT_CHOPPY,18315,-0.03025363671889414
body,15m,1h,ALL,46917,0.10926657700201878
body,15m,1h,UP_SMOOTH,7146,0.15150081463512477
body,15m,1h,UP_CHOPPY,3924,0.05493819475970582
body,15m,1h,DOWN_SMOOTH,4662,0.07774128974850711
body,15m,1h,DOWN_CHOPPY,2988,0.07144273342822614
body,15m,1h,FLAT_SMOOTH,9882,0.0736223472281124
body,15m,1h,FLAT_CHOPPY,18315,0.09993124393010984
body,15m,4h,ALL,46869,0.019894170796483184
body,15m,4h,UP_SMOOTH,7146,0.023585764287876794
body,15m,4h,UP_CHOPPY,3924,0.017986531092877386
body,15m,4h,DOWN_SMOOTH,4662,0.011389214524204562
body,15m,4h,DOWN_CHOPPY,2988,-0.044575867549331086
body,15m,4h,FLAT_SMOOTH,9834,-0.015352941363790703
body,15m,4h,FLAT_CHOPPY,18315,-0.02483322603761701
body,15m,1D,ALL,46917,-0.038841301741224105
body,15m,1D,UP_SMOOTH,7146,-0.1057706993845918
body,15m,1D,UP_CHOPPY,3924,-0.054230167476432986
body,15m,1D,DOWN_SMOOTH,4662,0.0029260687808501384
body,15m,1D,DOWN_CHOPPY,2988,-0.012366164671393957
body,15m,1D,FLAT_SMOOTH,9882,-0.0003376190495491344
body,15m,1D,FLAT_CHOPPY,18315,-0.048974500789679236
body,1h,4h,ALL,46869,0.13754398308069976
body,1h,4h,UP_SMOOTH,7146,0.21417969145167937
body,1h,4h,UP_CHOPPY,3924,0.09916538025583944
body,1h,4h,DOWN_SMOOTH,4662,0.07575565926211492
body,1h,4h,DOWN_CHOPPY,2988,0.0009190617835728894
body,1h,4h,FLAT_SMOOTH,9834,0.10168958100943619
body,1h,4h,FLAT_CHOPPY,18315,0.023545750294204876
body,1h,1D,ALL,46917,-0.06613250277087335
body,1h,1D,UP_SMOOTH,7146,-0.18011495387451817
body,1h,1D,UP_CHOPPY,3924,-0.14915881768591902
body,1h,1D,DOWN_SMOOTH,4662,0.015533549538260173
body,1h,1D,DOWN_CHOPPY,2988,-0.011764739993028435
body,1h,1D,FLAT_SMOOTH,9882,0.027920694795225957
body,1h,1D,FLAT_CHOPPY,18315,-0.07713590050167798
body,4h,1D,ALL,46869,-0.05072656015555886
body,4h,1D,UP_SMOOTH,7146,-0.2090602330316142
body,4h,1D,UP_CHOPPY,3924,-0.19354680981023795
body,4h,1D,DOWN_SMOOTH,4662,0.057225121919440236
body,4h,1D,DOWN_CHOPPY,2988,0.026212984674487867
body,4h,1D,FLAT_SMOOTH,9834,0.1239668244514595
body,4h,1D,FLAT_CHOPPY,18315,-0.07386153125889651
price_velocity_w,5s,15s,ALL,46928,0.45943291737821135
price_velocity_w,5s,15s,UP_SMOOTH,7146,0.5599425368203862
price_velocity_w,5s,15s,UP_CHOPPY,3924,0.4105233395512929
price_velocity_w,5s,15s,DOWN_SMOOTH,4662,0.45976249311203143
price_velocity_w,5s,15s,DOWN_CHOPPY,2988,0.4502461055496803
price_velocity_w,5s,15s,FLAT_SMOOTH,9893,0.44131618152637697
price_velocity_w,5s,15s,FLAT_CHOPPY,18315,0.4416461038885304
price_velocity_w,5s,1m,ALL,46925,0.17572663223251556
price_velocity_w,5s,1m,UP_SMOOTH,7146,0.15220896550800697
price_velocity_w,5s,1m,UP_CHOPPY,3924,0.2424389878239263
price_velocity_w,5s,1m,DOWN_SMOOTH,4662,0.19136412920349183
price_velocity_w,5s,1m,DOWN_CHOPPY,2988,0.1822618603005826
price_velocity_w,5s,1m,FLAT_SMOOTH,9890,0.10987971777161072
price_velocity_w,5s,1m,FLAT_CHOPPY,18315,0.17755156820855977
price_velocity_w,5s,5m,ALL,46919,0.0727364791985142
price_velocity_w,5s,5m,UP_SMOOTH,7146,0.0713101272337177
price_velocity_w,5s,5m,UP_CHOPPY,3924,0.016148209494673157
price_velocity_w,5s,5m,DOWN_SMOOTH,4662,0.07166654006046515
price_velocity_w,5s,5m,DOWN_CHOPPY,2988,0.08616493543806451
price_velocity_w,5s,5m,FLAT_SMOOTH,9884,0.062235597333448335
price_velocity_w,5s,5m,FLAT_CHOPPY,18315,0.08838873832729194
price_velocity_w,5s,15m,ALL,46890,0.0009463749892954479
price_velocity_w,5s,15m,UP_SMOOTH,7146,0.008402729271076157
price_velocity_w,5s,15m,UP_CHOPPY,3924,-0.060218178814773
price_velocity_w,5s,15m,DOWN_SMOOTH,4662,-0.003248093416402709
price_velocity_w,5s,15m,DOWN_CHOPPY,2988,0.0006184031428528452
price_velocity_w,5s,15m,FLAT_SMOOTH,9855,-0.012836616884714245
price_velocity_w,5s,15m,FLAT_CHOPPY,18315,-0.0004940289930110639
price_velocity_w,5s,1h,ALL,46773,0.003973196013421552
price_velocity_w,5s,1h,UP_SMOOTH,7146,-0.011516038751469107
price_velocity_w,5s,1h,UP_CHOPPY,3924,-0.03403330313234897
price_velocity_w,5s,1h,DOWN_SMOOTH,4662,0.012940005566614354
price_velocity_w,5s,1h,DOWN_CHOPPY,2988,0.023737842348154254
price_velocity_w,5s,1h,FLAT_SMOOTH,9738,-0.015944929531164217
price_velocity_w,5s,1h,FLAT_CHOPPY,18315,-0.003631783872678142
price_velocity_w,5s,4h,ALL,46041,0.006377190185851374
price_velocity_w,5s,4h,UP_SMOOTH,6978,-0.03379015067649202
price_velocity_w,5s,4h,UP_CHOPPY,3924,0.047259364817673254
price_velocity_w,5s,4h,DOWN_SMOOTH,4662,0.024277555973505952
price_velocity_w,5s,4h,DOWN_CHOPPY,2988,0.024082634871254997
price_velocity_w,5s,4h,FLAT_SMOOTH,9402,-0.025493227537368685
price_velocity_w,5s,4h,FLAT_CHOPPY,18087,-0.0030731567341102145
price_velocity_w,5s,1D,ALL,45813,0.002481576530033311
price_velocity_w,5s,1D,UP_SMOOTH,6978,-0.04279354073240261
price_velocity_w,5s,1D,UP_CHOPPY,3924,0.037116243345315124
price_velocity_w,5s,1D,DOWN_SMOOTH,4482,0.018595806784897414
price_velocity_w,5s,1D,DOWN_CHOPPY,2988,-0.007989192036943486
price_velocity_w,5s,1D,FLAT_SMOOTH,9402,-0.022447852948761303
price_velocity_w,5s,1D,FLAT_CHOPPY,18039,0.00956675531683021
price_velocity_w,15s,1m,ALL,46925,0.3868626548763485
price_velocity_w,15s,1m,UP_SMOOTH,7146,0.34976438341265104
price_velocity_w,15s,1m,UP_CHOPPY,3924,0.38060677680707145
price_velocity_w,15s,1m,DOWN_SMOOTH,4662,0.3764934396804293
price_velocity_w,15s,1m,DOWN_CHOPPY,2988,0.43358146345668525
price_velocity_w,15s,1m,FLAT_SMOOTH,9890,0.2932522990932599
price_velocity_w,15s,1m,FLAT_CHOPPY,18315,0.4346025913806951
price_velocity_w,15s,5m,ALL,46919,0.20907037870141126
price_velocity_w,15s,5m,UP_SMOOTH,7146,0.1885905212241434
price_velocity_w,15s,5m,UP_CHOPPY,3924,0.07186001851087853
price_velocity_w,15s,5m,DOWN_SMOOTH,4662,0.2168452647057536
price_velocity_w,15s,5m,DOWN_CHOPPY,2988,0.24122122360394593
price_velocity_w,15s,5m,FLAT_SMOOTH,9884,0.1620788713213179
price_velocity_w,15s,5m,FLAT_CHOPPY,18315,0.26356382485576024
price_velocity_w,15s,15m,ALL,46890,0.027237235630716405
price_velocity_w,15s,15m,UP_SMOOTH,7146,0.029274405936624757
price_velocity_w,15s,15m,UP_CHOPPY,3924,-0.038577265305596097
price_velocity_w,15s,15m,DOWN_SMOOTH,4662,0.004992258698065302
price_velocity_w,15s,15m,DOWN_CHOPPY,2988,0.009745081267118353
price_velocity_w,15s,15m,FLAT_SMOOTH,9855,0.00898574008479587
price_velocity_w,15s,15m,FLAT_CHOPPY,18315,0.03345214265766218
price_velocity_w,15s,1h,ALL,46773,0.002174558790663731
price_velocity_w,15s,1h,UP_SMOOTH,7146,-0.01521095406874905
price_velocity_w,15s,1h,UP_CHOPPY,3924,-0.05007343707517131
price_velocity_w,15s,1h,DOWN_SMOOTH,4662,-0.0071002974279834345
price_velocity_w,15s,1h,DOWN_CHOPPY,2988,-0.019058703734985298
price_velocity_w,15s,1h,FLAT_SMOOTH,9738,-0.014289520392056472
price_velocity_w,15s,1h,FLAT_CHOPPY,18315,-0.008277117217067713
price_velocity_w,15s,4h,ALL,46041,-0.0076898906204881465
price_velocity_w,15s,4h,UP_SMOOTH,6978,-0.03395156098480356
price_velocity_w,15s,4h,UP_CHOPPY,3924,-0.03484117561660978
price_velocity_w,15s,4h,DOWN_SMOOTH,4662,0.019453390701593153
price_velocity_w,15s,4h,DOWN_CHOPPY,2988,-0.009546670191704224
price_velocity_w,15s,4h,FLAT_SMOOTH,9402,-0.0001224033128473
price_velocity_w,15s,4h,FLAT_CHOPPY,18087,-0.01840912875635259
price_velocity_w,15s,1D,ALL,45813,-0.0032245006532292627
price_velocity_w,15s,1D,UP_SMOOTH,6978,-0.032547405210410336
price_velocity_w,15s,1D,UP_CHOPPY,3924,-0.028326270321035775
price_velocity_w,15s,1D,DOWN_SMOOTH,4482,0.016794471939215166
price_velocity_w,15s,1D,DOWN_CHOPPY,2988,0.0014174512188230353
price_velocity_w,15s,1D,FLAT_SMOOTH,9402,0.00225657022238702
price_velocity_w,15s,1D,FLAT_CHOPPY,18039,0.0031325841466467567
price_velocity_w,1m,5m,ALL,46919,0.5730837442934856
price_velocity_w,1m,5m,UP_SMOOTH,7146,0.6259868006035235
price_velocity_w,1m,5m,UP_CHOPPY,3924,0.4570754151228707
price_velocity_w,1m,5m,DOWN_SMOOTH,4662,0.5608027314595062
price_velocity_w,1m,5m,DOWN_CHOPPY,2988,0.5610475011822776
price_velocity_w,1m,5m,FLAT_SMOOTH,9884,0.5691919075552873
price_velocity_w,1m,5m,FLAT_CHOPPY,18315,0.5838077906536431
price_velocity_w,1m,15m,ALL,46890,0.1802075324613972
price_velocity_w,1m,15m,UP_SMOOTH,7146,0.2100227554378528
price_velocity_w,1m,15m,UP_CHOPPY,3924,0.16315787140583296
price_velocity_w,1m,15m,DOWN_SMOOTH,4662,0.14790261007530972
price_velocity_w,1m,15m,DOWN_CHOPPY,2988,0.134890223161134
price_velocity_w,1m,15m,FLAT_SMOOTH,9855,0.1274927589299644
price_velocity_w,1m,15m,FLAT_CHOPPY,18315,0.17195880720156786
price_velocity_w,1m,1h,ALL,46773,0.03079480499956344
price_velocity_w,1m,1h,UP_SMOOTH,7146,0.010914227356308584
price_velocity_w,1m,1h,UP_CHOPPY,3924,-0.04840085378079382
price_velocity_w,1m,1h,DOWN_SMOOTH,4662,0.04046497906973213
price_velocity_w,1m,1h,DOWN_CHOPPY,2988,-0.035279725811918176
price_velocity_w,1m,1h,FLAT_SMOOTH,9738,0.001569191070346129
price_velocity_w,1m,1h,FLAT_CHOPPY,18315,-0.019991508167897378
price_velocity_w,1m,4h,ALL,46041,-0.003004492032703715
price_velocity_w,1m,4h,UP_SMOOTH,6978,-0.07261241296861506
price_velocity_w,1m,4h,UP_CHOPPY,3924,-0.07819971835662226
price_velocity_w,1m,4h,DOWN_SMOOTH,4662,0.06297269757677161
price_velocity_w,1m,4h,DOWN_CHOPPY,2988,0.0010722130825957465
price_velocity_w,1m,4h,FLAT_SMOOTH,9402,0.0007268711388872122
price_velocity_w,1m,4h,FLAT_CHOPPY,18087,-0.019257168125925456
price_velocity_w,1m,1D,ALL,45813,-0.005458497980652029
price_velocity_w,1m,1D,UP_SMOOTH,6978,-0.11523489509322146
price_velocity_w,1m,1D,UP_CHOPPY,3924,-0.07336396594593736
price_velocity_w,1m,1D,DOWN_SMOOTH,4482,0.06233482008680623
price_velocity_w,1m,1D,DOWN_CHOPPY,2988,0.0012694343159539482
price_velocity_w,1m,1D,FLAT_SMOOTH,9402,0.013890369506661535
price_velocity_w,1m,1D,FLAT_CHOPPY,18039,0.016489132240980368
price_velocity_w,5m,15m,ALL,46890,0.4419984049758122
price_velocity_w,5m,15m,UP_SMOOTH,7146,0.47625560345520884
price_velocity_w,5m,15m,UP_CHOPPY,3924,0.4158703048389649
price_velocity_w,5m,15m,DOWN_SMOOTH,4662,0.40512727839130835
price_velocity_w,5m,15m,DOWN_CHOPPY,2988,0.39910013500444014
price_velocity_w,5m,15m,FLAT_SMOOTH,9855,0.40588345792739405
price_velocity_w,5m,15m,FLAT_CHOPPY,18315,0.4149800289208464
price_velocity_w,5m,1h,ALL,46773,0.1020231722837113
price_velocity_w,5m,1h,UP_SMOOTH,7146,0.0719286291614422
price_velocity_w,5m,1h,UP_CHOPPY,3924,-0.046257837182569574
price_velocity_w,5m,1h,DOWN_SMOOTH,4662,0.1080692931608764
price_velocity_w,5m,1h,DOWN_CHOPPY,2988,0.01795963336733396
price_velocity_w,5m,1h,FLAT_SMOOTH,9738,0.03515752876208522
price_velocity_w,5m,1h,FLAT_CHOPPY,18315,0.037031811435535356
price_velocity_w,5m,4h,ALL,46041,0.0010550449504717464
price_velocity_w,5m,4h,UP_SMOOTH,6978,-0.10804308264471013
price_velocity_w,5m,4h,UP_CHOPPY,3924,-0.14471295491888314
price_velocity_w,5m,4h,DOWN_SMOOTH,4662,0.10303752554876416
price_velocity_w,5m,4h,DOWN_CHOPPY,2988,0.0002759752499787076
price_velocity_w,5m,4h,FLAT_SMOOTH,9402,0.01585726562890482
price_velocity_w,5m,4h,FLAT_CHOPPY,18087,-0.027553715563816677
price_velocity_w,5m,1D,ALL,45813,-0.009510824287458655
price_velocity_w,5m,1D,UP_SMOOTH,6978,-0.1864692446559108
price_velocity_w,5m,1D,UP_CHOPPY,3924,-0.13837760714762148
price_velocity_w,5m,1D,DOWN_SMOOTH,4482,0.09928952507421368
price_velocity_w,5m,1D,DOWN_CHOPPY,2988,0.003542504226081026
price_velocity_w,5m,1D,FLAT_SMOOTH,9402,0.029045464840140867
price_velocity_w,5m,1D,FLAT_CHOPPY,18039,0.02697003574749758
price_velocity_w,15m,1h,ALL,46773,0.4361726059122359
price_velocity_w,15m,1h,UP_SMOOTH,7146,0.3596466749418663
price_velocity_w,15m,1h,UP_CHOPPY,3924,0.27076188943624446
price_velocity_w,15m,1h,DOWN_SMOOTH,4662,0.4601506129071539
price_velocity_w,15m,1h,DOWN_CHOPPY,2988,0.3631085358608365
price_velocity_w,15m,1h,FLAT_SMOOTH,9738,0.408947121950946
price_velocity_w,15m,1h,FLAT_CHOPPY,18315,0.34516829057117704
price_velocity_w,15m,4h,ALL,46041,0.0767138466926616
price_velocity_w,15m,4h,UP_SMOOTH,6978,-0.05625607526065789
price_velocity_w,15m,4h,UP_CHOPPY,3924,-0.28162987914669524
price_velocity_w,15m,4h,DOWN_SMOOTH,4662,0.26647330706076167
price_velocity_w,15m,4h,DOWN_CHOPPY,2988,0.11394912328594552
price_velocity_w,15m,4h,FLAT_SMOOTH,9402,0.08308798611646855
price_velocity_w,15m,4h,FLAT_CHOPPY,18087,0.025552222358351098
price_velocity_w,15m,1D,ALL,45813,-0.00342832268850981
price_velocity_w,15m,1D,UP_SMOOTH,6978,-0.321086310064236
price_velocity_w,15m,1D,UP_CHOPPY,3924,-0.2852213094807167
price_velocity_w,15m,1D,DOWN_SMOOTH,4482,0.22460674154817625
price_velocity_w,15m,1D,DOWN_CHOPPY,2988,0.0655371526452153
price_velocity_w,15m,1D,FLAT_SMOOTH,9402,0.05839639467527166
price_velocity_w,15m,1D,FLAT_CHOPPY,18039,0.06861265051784417
price_velocity_w,1h,4h,ALL,46041,0.4208304399906519
price_velocity_w,1h,4h,UP_SMOOTH,6978,0.5242960265986701
price_velocity_w,1h,4h,UP_CHOPPY,3924,-0.003705705181133462
price_velocity_w,1h,4h,DOWN_SMOOTH,4662,0.7303855679179018
price_velocity_w,1h,4h,DOWN_CHOPPY,2988,0.4553482052063695
price_velocity_w,1h,4h,FLAT_SMOOTH,9402,0.4155439895145699
price_velocity_w,1h,4h,FLAT_CHOPPY,18087,0.27802832745375494
price_velocity_w,1h,1D,ALL,45813,0.14655739581438113
price_velocity_w,1h,1D,UP_SMOOTH,6978,-0.09348741239911477
price_velocity_w,1h,1D,UP_CHOPPY,3924,-0.17568339848569295
price_velocity_w,1h,1D,DOWN_SMOOTH,4482,0.5669286660795848
price_velocity_w,1h,1D,DOWN_CHOPPY,2988,0.3392703886841256
price_velocity_w,1h,1D,FLAT_SMOOTH,9402,0.1822535308030686
price_velocity_w,1h,1D,FLAT_CHOPPY,18039,0.1593891928232149
price_velocity_w,4h,1D,ALL,45813,0.7595336353866924
price_velocity_w,4h,1D,UP_SMOOTH,6978,0.6142220548928975
price_velocity_w,4h,1D,UP_CHOPPY,3924,0.8996157177952995
price_velocity_w,4h,1D,DOWN_SMOOTH,4482,0.8885156730526117
price_velocity_w,4h,1D,DOWN_CHOPPY,2988,0.6350665199556772
price_velocity_w,4h,1D,FLAT_SMOOTH,9402,0.6956508261816113
price_velocity_w,4h,1D,FLAT_CHOPPY,18039,0.7684057382791003
price_accel_w,5s,15s,ALL,46928,0.24998566350382398
price_accel_w,5s,15s,UP_SMOOTH,7146,0.2502551193847072
price_accel_w,5s,15s,UP_CHOPPY,3924,0.29716002592772506
price_accel_w,5s,15s,DOWN_SMOOTH,4662,0.29169861828878435
price_accel_w,5s,15s,DOWN_CHOPPY,2988,0.28792761266314554
price_accel_w,5s,15s,FLAT_SMOOTH,9893,0.22674787610829078
price_accel_w,5s,15s,FLAT_CHOPPY,18315,0.22434691465321135
price_accel_w,5s,1m,ALL,46925,-0.026277758972604322
price_accel_w,5s,1m,UP_SMOOTH,7146,-0.04125772008644877
price_accel_w,5s,1m,UP_CHOPPY,3924,-0.04826706455244616
price_accel_w,5s,1m,DOWN_SMOOTH,4662,0.051738943528697054
price_accel_w,5s,1m,DOWN_CHOPPY,2988,-0.042125187906588424
price_accel_w,5s,1m,FLAT_SMOOTH,9890,-0.022271349029554556
price_accel_w,5s,1m,FLAT_CHOPPY,18315,-0.03701886993546884
price_accel_w,5s,5m,ALL,46918,-0.008939684428900875
price_accel_w,5s,5m,UP_SMOOTH,7146,-0.01609934759424051
price_accel_w,5s,5m,UP_CHOPPY,3924,0.04406429871863794
price_accel_w,5s,5m,DOWN_SMOOTH,4662,-0.01620400253066277
price_accel_w,5s,5m,DOWN_CHOPPY,2988,-0.01860434034874675
price_accel_w,5s,5m,FLAT_SMOOTH,9883,0.004619331246787041
price_accel_w,5s,5m,FLAT_CHOPPY,18315,-0.024228232352810717
price_accel_w,5s,15m,ALL,46887,0.014171793191014307
price_accel_w,5s,15m,UP_SMOOTH,7146,0.020924357049924187
price_accel_w,5s,15m,UP_CHOPPY,3924,0.12970078247693778
price_accel_w,5s,15m,DOWN_SMOOTH,4662,-0.059035578033146595
price_accel_w,5s,15m,DOWN_CHOPPY,2988,0.040816030678519286
price_accel_w,5s,15m,FLAT_SMOOTH,9852,-0.012373165154922944
price_accel_w,5s,15m,FLAT_CHOPPY,18315,0.004096053275437993
price_accel_w,5s,1h,ALL,46761,0.014242091083861225
price_accel_w,5s,1h,UP_SMOOTH,7146,0.02227146293712872
price_accel_w,5s,1h,UP_CHOPPY,3924,0.012133036601380709
price_accel_w,5s,1h,DOWN_SMOOTH,4662,0.006435968337591264
price_accel_w,5s,1h,DOWN_CHOPPY,2988,-0.004682576558639356
price_accel_w,5s,1h,FLAT_SMOOTH,9726,7.402369731338075e-05
price_accel_w,5s,1h,FLAT_CHOPPY,18315,0.020388653581420408
price_accel_w,5s,4h,ALL,45993,0.00834025750332497
price_accel_w,5s,4h,UP_SMOOTH,6978,0.020184607470477393
price_accel_w,5s,4h,UP_CHOPPY,3924,-0.02295247780678359
price_accel_w,5s,4h,DOWN_SMOOTH,4662,0.011381846601654727
price_accel_w,5s,4h,DOWN_CHOPPY,2988,0.02303620835163125
price_accel_w,5s,4h,FLAT_SMOOTH,9402,0.0090538785313743
price_accel_w,5s,4h,FLAT_CHOPPY,18039,0.005846137250395808
price_accel_w,5s,1D,ALL,45537,0.001213733447426795
price_accel_w,5s,1D,UP_SMOOTH,6978,0.0006072402897825992
price_accel_w,5s,1D,UP_CHOPPY,3924,0.011257789808036262
price_accel_w,5s,1D,DOWN_SMOOTH,4386,0.021460182186484857
price_accel_w,5s,1D,DOWN_CHOPPY,2988,-0.02780880281951298
price_accel_w,5s,1D,FLAT_SMOOTH,9402,-0.0027193695948112316
price_accel_w,5s,1D,FLAT_CHOPPY,17859,0.0018996915698562267
price_accel_w,15s,1m,ALL,46925,0.19917611083825967
price_accel_w,15s,1m,UP_SMOOTH,7146,0.23036041858126796
price_accel_w,15s,1m,UP_CHOPPY,3924,0.16569598766994248
price_accel_w,15s,1m,DOWN_SMOOTH,4662,0.2554910860955094
price_accel_w,15s,1m,DOWN_CHOPPY,2988,0.13702422741875198
price_accel_w,15s,1m,FLAT_SMOOTH,9890,0.2084640190471496
price_accel_w,15s,1m,FLAT_CHOPPY,18315,0.18725558306917747
price_accel_w,15s,5m,ALL,46918,-0.018683617023896266
price_accel_w,15s,5m,UP_SMOOTH,7146,-0.02502141740243348
price_accel_w,15s,5m,UP_CHOPPY,3924,0.025528473089719176
price_accel_w,15s,5m,DOWN_SMOOTH,4662,-0.00925171249129852
price_accel_w,15s,5m,DOWN_CHOPPY,2988,-0.00039027289818156693
price_accel_w,15s,5m,FLAT_SMOOTH,9883,-0.003081554821221348
price_accel_w,15s,5m,FLAT_CHOPPY,18315,-0.04301388488276093
price_accel_w,15s,15m,ALL,46887,0.0006831509957514797
price_accel_w,15s,15m,UP_SMOOTH,7146,0.007555246553679102
price_accel_w,15s,15m,UP_CHOPPY,3924,0.09799880639935092
