level,parent_motif_idx,seg_idx,start_ts,end_ts,start_iso,end_iso,length_min,slope_pts_per_min,mean_sigma,sigma_rank_mid,r2adj,shape_class,shape_pearson_r,peak_abs_z,tod_start_hour_utc,net_move_pts,day,split,sequence_position,prev_seg_shape,next_seg_idx,next_seg_continued,ride_pnl_pts,fade_pnl_pts,max_mfe_ride_pts,max_mae_ride_pts,max_mfe_fade_pts,max_mae_fade_pts,time_to_max_z_min,time_to_revert_min,resolved_as_cascade,extended_60m,extended_120m
motif,-1,4,1757597400,1757614500,2025-09-11T13:30:00+00:00,2025-09-11T18:15:00+00:00,285.0,0.2661,22.821,0.688,0.473,LINEAR_UP,0.987,3.837,13,42.5,2025_09_11,IS,4,LINEAR_UP,2,True,42.5,-42.5,61.25,-72.25,72.25,-61.25,15.83,128.83,False,True,True
motif,-1,5,1757614500,1757617200,2025-09-11T18:15:00+00:00,2025-09-11T19:00:00+00:00,45.0,0.012,8.205,0.064,0.641,FLATLINE,0.0,2.166,18,6.75,2025_09_11,IS,5,LINEAR_UP,1,True,6.75,-6.75,14.75,-12.25,12.25,-14.75,35.5,35.83,False,False,False
motif,-1,6,1757617200,1757620800,2025-09-11T19:00:00+00:00,2025-09-11T20:00:00+00:00,60.0,0.0167,8.214,0.75,0.086,FLATLINE,0.0,2.52,19,-26.0,2025_09_11,IS,6,FLATLINE,0,False,-26.0,26.0,9.25,-26.0,26.0,-9.25,60.0,,False,True,False
motif,-1,7,1757620800,1757635195,2025-09-11T20:00:00+00:00,2025-09-11T23:59:55+00:00,239.92,-0.0561,8.857,0.734,0.121,LINEAR_DOWN,0.989,2.934,20,12.75,2025_09_11,IS,7,FLATLINE,-1,False,-12.75,12.75,6.25,-17.5,17.5,-6.25,216.75,219.0,False,True,True
motif,-1,0,1757635200,1757638800,2025-09-12T00:00:00+00:00,2025-09-12T01:00:00+00:00,60.0,,3.53,,0.002,FLATLINE,0.0,2.309,0,-9.25,2025_09_12,IS,0,NONE,4,False,0.0,-0.0,4.0,-12.0,12.0,-4.0,7.33,10.17,False,True,False
motif,-1,1,1757638800,1757649600,2025-09-12T01:00:00+00:00,2025-09-12T04:00:00+00:00,180.0,-0.0512,5.312,0.967,0.22,LINEAR_DOWN,0.984,2.97,1,0.0,2025_09_12,IS,1,FLATLINE,3,False,-0.0,0.0,17.0,-7.5,7.5,-17.0,85.17,,False,True,True
motif,-1,2,1757649600,1757662200,2025-09-12T04:00:00+00:00,2025-09-12T07:30:00+00:00,210.0,0.0948,8.687,0.933,0.002,LOGARITHMIC_UP,0.981,3.155,4,12.25,2025_09_12,IS,2,LINEAR_DOWN,2,False,12.25,-12.25,30.0,-3.0,3.0,-30.0,107.83,117.92,False,True,True
motif,-1,3,1757662200,1757673000,2025-09-12T07:30:00+00:00,2025-09-12T10:30:00+00:00,180.0,-0.1115,11.756,0.724,0.009,LINEAR_DOWN,0.983,4.175,7,-7.0,2025_09_12,IS,3,LOGARITHMIC_UP,1,False,7.0,-7.0,52.25,-0.0,0.0,-52.25,48.25,48.83,True,True,True
motif,-1,4,1757673000,1757706300,2025-09-12T10:30:00+00:00,2025-09-12T19:45:00+00:00,555.0,0.2118,15.18,0.998,0.892,LINEAR_UP,0.992,5.225,10,97.5,2025_09_12,IS,4,LINEAR_DOWN,0,True,97.5,-97.5,144.0,-11.0,11.0,-144.0,507.83,542.5,True,True,True
motif,-1,5,1757706300,1757710795,2025-09-12T19:45:00+00:00,2025-09-12T20:59:55+00:00,74.92,0.0303,15.451,0.03,0.061,FLATLINE,0.0,1.414,19,3.25,2025_09_12,IS,5,LINEAR_UP,-1,False,3.25,-3.25,20.75,-13.5,13.5,-20.75,9.92,10.08,False,True,False
motif,-1,0,1757887200,1757890800,2025-09-14T22:00:00+00:00,2025-09-14T23:00:00+00:00,60.0,,1.783,,0.606,FLATLINE,0.0,3.19,22,13.75,2025_09_14,IS,0,NONE,0,False,0.0,-0.0,18.75,-10.75,10.75,-18.75,15.92,16.33,False,True,False
motif,-1,1,1757890800,1757894390,2025-09-14T23:00:00+00:00,2025-09-14T23:59:50+00:00,59.83,-0.0709,4.027,0.967,0.682,LINEAR_DOWN,0.956,5.641,23,-13.75,2025_09_14,IS,1,FLATLINE,-1,False,13.75,-13.75,24.5,-3.25,3.25,-24.5,35.5,39.83,False,False,False
motif,-1,0,1757894400,1757897100,2025-09-15T00:00:00+00:00,2025-09-15T00:45:00+00:00,45.0,,11.997,,0.558,FLATLINE,0.0,0.832,0,-10.25,2025_09_15,IS,0,NONE,6,False,0.0,-0.0,4.75,-17.25,17.25,-4.75,28.92,31.75,False,False,False
motif,-1,1,1757897100,1757923200,2025-09-15T00:45:00+00:00,2025-09-15T08:00:00+00:00,435.0,0.0844,6.751,0.109,0.927,LINEAR_UP,0.995,4.098,0,39.25,2025_09_15,IS,1,FLATLINE,5,False,39.25,-39.25,57.25,-2.0,2.0,-57.25,411.75,,True,True,True
motif,-1,2,1757923200,1757934000,2025-09-15T08:00:00+00:00,2025-09-15T11:00:00+00:00,180.0,-0.198,17.714,0.947,0.137,LINEAR_DOWN,0.989,9.599,8,-12.25,2025_09_15,IS,2,LINEAR_UP,4,False,12.25,-12.25,59.5,-0.25,0.25,-59.5,4.67,5.0,True,True,True
motif,-1,3,1757934000,1757956500,2025-09-15T11:00:00+00:00,2025-09-15T17:15:00+00:00,375.0,0.4318,27.601,0.977,0.886,LINEAR_UP,0.992,4.813,11,138.75,2025_09_15,IS,3,LINEAR_DOWN,3,True,138.75,-138.75,163.5,0.0,-0.0,-163.5,313.58,,True,True,True
motif,-1,4,1757956500,1757961000,2025-09-15T17:15:00+00:00,2025-09-15T18:30:00+00:00,75.0,0.0828,11.773,0.063,0.475,FLATLINE,0.0,1.868,17,-0.25,2025_09_15,IS,4,LINEAR_UP,2,False,-0.25,0.25,24.75,-15.75,15.75,-24.75,53.42,,False,True,False
motif,-1,5,1757961000,1757963700,2025-09-15T18:30:00+00:00,2025-09-15T19:15:00+00:00,45.0,-0.0616,11.655,0.689,0.077,FLATLINE,0.0,2.231,18,6.5,2025_09_15,IS,5,FLATLINE,1,True,-6.5,6.5,17.5,-13.75,13.75,-17.5,14.33,5.75,False,False,False
motif,-1,6,1757963700,1757965500,2025-09-15T19:15:00+00:00,2025-09-15T19:45:00+00:00,30.0,-0.0049,10.847,0.25,0.7,FLATLINE,0.0,1.319,19,6.0,2025_09_15,IS,6,FLATLINE,0,False,-6.0,6.0,8.75,-12.5,12.5,-8.75,27.5,28.0,False,False,False
motif,-1,7,1757965500,1757980780,2025-09-15T19:45:00+00:00,2025-09-15T23:59:40+00:00,254.67,0.101,13.972,0.953,0.108,LINEAR_UP,0.984,4.157,19,27.25,2025_09_15,IS,7,FLATLINE,-1,False,27.25,-27.25,34.75,-11.5,11.5,-34.75,14.67,15.42,True,True,True
motif,-1,0,1757980800,1758020400,2025-09-16T00:00:00+00:00,2025-09-16T11:00:00+00:00,660.0,,9.911,0.105,0.908,NOISE,-999.0,4.935,0,73.75,2025_09_16,IS,0,NONE,7,False,0.0,-0.0,99.0,-17.25,17.25,-99.0,530.0,,True,True,True
motif,-1,1,1758020400,1758042000,2025-09-16T11:00:00+00:00,2025-09-16T17:00:00+00:00,360.0,-0.2849,18.504,0.978,0.861,LINEAR_DOWN,0.991,5.172,11,-93.75,2025_09_16,IS,1,NOISE,6,True,93.75,-93.75,119.5,-2.25,2.25,-119.5,304.67,,True,True,True
motif,-1,2,1758042000,1758046500,2025-09-16T17:00:00+00:00,2025-09-16T18:15:00+00:00,75.0,-0.0039,9.414,0.061,0.085,FLATLINE,0.0,2.184,17,2.75,2025_09_16,IS,2,LINEAR_DOWN,5,False,-2.75,2.75,1.5,-20.75,20.75,-1.5,22.75,23.0,False,True,False
motif,-1,3,1758046500,1758052800,2025-09-16T18:15:00+00:00,2025-09-16T20:00:00+00:00,105.0,0.1228,9.157,0.072,0.163,LINEAR_UP,0.979,3.39,18,-1.0,2025_09_16,IS,3,FLATLINE,4,True,-1.0,1.0,32.75,-7.5,7.5,-32.75,51.33,104.67,False,True,False
motif,-1,4,1758052800,1758055500,2025-09-16T20:00:00+00:00,2025-09-16T20:45:00+00:00,45.0,0.0394,8.065,0.116,0.593,FLATLINE,0.0,1.54,20,17.5,2025_09_16,IS,4,LINEAR_UP,3,False,17.5,-17.5,17.5,-2.25,2.25,-17.5,40.75,,False,False,False
motif,-1,5,1758055500,1758060000,2025-09-16T20:45:00+00:00,2025-09-16T22:00:00+00:00,75.0,-0.0025,7.833,0.026,0.563,FLATLINE,0.0,0.884,20,-12.75,2025_09_16,IS,5,FLATLINE,2,False,12.75,-12.75,12.75,-0.25,0.25,-12.75,75.0,,False,True,False
motif,-1,6,1758060000,1758062700,2025-09-16T22:00:00+00:00,2025-09-16T22:45:00+00:00,45.0,0.0722,7.415,0.027,0.861,FLATLINE,0.0,1.651,22,16.25,2025_09_16,IS,6,FLATLINE,1,False,16.25,-16.25,21.25,-2.75,2.75,-21.25,37.5,,False,False,False
motif,-1,7,1758062700,1758064500,2025-09-16T22:45:00+00:00,2025-09-16T23:15:00+00:00,30.0,-0.0229,7.325,0.23,0.101,FLATLINE,0.0,1.418,22,-1.0,2025_09_16,IS,7,FLATLINE,0,False,1.0,-1.0,1.0,-4.5,4.5,-1.0,11.5,,False,False,False
motif,-1,8,1758064500,1758067190,2025-09-16T23:15:00+00:00,2025-09-16T23:59:50+00:00,44.83,0.0046,6.475,0.044,-0.008,FLATLINE,0.0,1.144,23,-1.25,2025_09_16,IS,8,FLATLINE,-1,False,-1.25,1.25,1.75,-8.5,8.5,-1.75,13.92,14.08,False,False,False
motif,-1,0,1758067200,1758069925,2025-09-17T00:00:00+00:00,2025-09-17T00:45:25+00:00,45.42,,3.876,,0.474,FLATLINE,0.0,1.607,0,-7.5,2025_09_17,IS,0,NONE,10,False,0.0,-0.0,9.0,-9.5,9.5,-9.0,12.75,13.42,False,False,False
motif,-1,1,1758069925,1758072600,2025-09-17T00:45:25+00:00,2025-09-17T01:30:00+00:00,44.58,0.0645,3.604,0.487,0.045,FLATLINE,0.0,3.04,0,6.5,2025_09_17,IS,1,FLATLINE,9,False,6.5,-6.5,13.25,-0.25,0.25,-13.25,28.67,29.58,False,False,False
motif,-1,2,1758072600,1758089700,2025-09-17T01:30:00+00:00,2025-09-17T06:15:00+00:00,285.0,-0.0747,5.728,0.947,0.608,LINEAR_DOWN,0.977,4.107,1,-18.75,2025_09_17,IS,2,FLATLINE,8,False,18.75,-18.75,33.5,-0.0,0.0,-33.5,229.67,255.33,True,True,True
motif,-1,3,1758089700,1758097805,2025-09-17T06:15:00+00:00,2025-09-17T08:30:05+00:00,135.08,0.0965,8.201,0.901,0.207,EXPONENTIAL_UP,0.978,3.989,6,6.75,2025_09_17,IS,3,LINEAR_DOWN,7,False,6.75,-6.75,30.0,-4.75,4.75,-30.0,96.92,98.5,False,True,True
motif,-1,4,1758097805,1758108600,2025-09-17T08:30:05+00:00,2025-09-17T11:30:00+00:00,179.92,-0.1285,15.876,0.967,-0.001,EXPONENTIAL_DOWN,0.99,6.585,8,-22.75,2025_09_17,IS,4,EXPONENTIAL_UP,6,True,22.75,-22.75,71.0,-0.0,0.0,-71.0,13.5,13.83,True,True,True
motif,-1,5,1758108600,1758113100,2025-09-17T11:30:00+00:00,2025-09-17T12:45:00+00:00,75.0,-0.0361,9.252,0.137,0.775,FLATLINE,0.0,2.205,11,4.75,2025_09_17,IS,5,EXPONENTIAL_DOWN,5,False,-4.75,4.75,19.75,-17.5,17.5,-19.75,6.5,61.92,False,True,False
motif,-1,6,1758113100,1758115800,2025-09-17T12:45:00+00:00,2025-09-17T13:30:00+00:00,45.0,0.087,8.817,0.374,0.231,FLATLINE,0.0,2.621,12,15.0,2025_09_17,IS,6,FLATLINE,4,False,15.0,-15.0,19.5,-4.0,4.0,-19.5,43.17,44.83,False,False,False
motif,-1,7,1758115800,1758130200,2025-09-17T13:30:00+00:00,2025-09-17T17:30:00+00:00,240.0,-0.4105,28.07,0.935,0.811,EXPONENTIAL_DOWN,0.987,4.125,13,-114.75,2025_09_17,IS,7,FLATLINE,3,False,114.75,-114.75,151.25,-13.0,13.0,-151.25,190.58,,True,True,True
motif,-1,8,1758130200,1758132000,2025-09-17T17:30:00+00:00,2025-09-17T18:00:00+00:00,30.0,0.1069,13.601,0.11,0.141,FLATLINE,0.0,3.991,17,75.0,2025_09_17,IS,8,EXPONENTIAL_DOWN,2,False,75.0,-75.0,75.0,-0.75,0.75,-75.0,30.0,,False,False,False
motif,-1,9,1758132000,1758133800,2025-09-17T18:00:00+00:00,2025-09-17T18:30:00+00:00,30.0,-0.225,24.468,1.0,0.304,FLATLINE,0.0,5.666,18,-41.0,2025_09_17,IS,9,FLATLINE,1,True,41.0,-41.0,191.0,-30.25,30.25,-191.0,15.33,15.5,False,False,False
motif,-1,10,1758133800,1758135600,2025-09-17T18:30:00+00:00,2025-09-17T19:00:00+00:00,30.0,-0.3215,36.741,1.0,0.338,FLATLINE,0.0,3.698,18,-61.75,2025_09_17,IS,10,FLATLINE,0,False,61.75,-61.75,197.25,-7.25,7.25,-197.25,24.25,25.0,False,False,False
motif,-1,11,1758135600,1758153595,2025-09-17T19:00:00+00:00,2025-09-17T23:59:55+00:00,299.92,0.4325,52.943,0.949,0.656,EXPONENTIAL_UP,0.995,3.512,19,197.75,2025_09_17,IS,11,FLATLINE,-1,False,197.75,-197.75,201.25,0.0,-0.0,-201.25,296.25,,False,True,True
motif,-1,0,1758153600,1758157200,2025-09-18T00:00:00+00:00,2025-09-18T01:00:00+00:00,60.0,,6.853,,0.491,FLATLINE,0.0,1.208,0,-16.25,2025_09_18,IS,0,NONE,10,False,0.0,-0.0,0.0,-20.0,20.0,-0.0,22.17,43.42,False,True,False
motif,-1,1,1758157200,1758174300,2025-09-18T01:00:00+00:00,2025-09-18T05:45:00+00:00,285.0,0.2367,15.473,0.999,0.689,EXPONENTIAL_UP,0.983,4.674,1,49.5,2025_09_18,IS,1,FLATLINE,9,False,49.5,-49.5,88.75,-4.5,4.5,-88.75,212.17,267.42,True,True,True
motif,-1,2,1758174300,1758181510,2025-09-18T05:45:00+00:00,2025-09-18T07:45:10+00:00,120.17,-0.1002,16.877,0.91,0.551,FLATLINE,0.0,3.68,5,27.25,2025_09_18,IS,2,EXPONENTIAL_UP,8,False,-27.25,27.25,25.75,-38.5,38.5,-25.75,94.83,96.17,False,True,True
motif,-1,3,1758181510,1758199500,2025-09-18T07:45:10+00:00,2025-09-18T12:45:00+00:00,299.83,0.3501,24.954,0.342,0.642,LOGARITHMIC_UP,0.978,3.596,7,90.0,2025_09_18,IS,3,FLATLINE,7,False,90.0,-90.0,120.25,0.0,-0.0,-120.25,282.33,,False,True,True
motif,-1,4,1758199500,1758204000,2025-09-18T12:45:00+00:00,2025-09-18T14:00:00+00:00,75.0,-0.2214,25.537,0.921,0.335,FLATLINE,0.0,3.787,12,-34.25,2025_09_18,IS,4,LOGARITHMIC_UP,6,False,34.25,-34.25,129.25,-4.5,4.5,-129.25,61.42,62.0,False,True,False
motif,-1,5,1758204000,1758206700,2025-09-18T14:00:00+00:00,2025-09-18T14:45:00+00:00,45.0,0.1449,40.036,0.94,0.605,FLATLINE,0.0,2.128,14,56.25,2025_09_18,IS,5,FLATLINE,5,True,56.25,-56.25,109.25,-2.5,2.5,-109.25,31.25,35.17,False,False,False
motif,-1,6,1758206700,1758215700,2025-09-18T14:45:00+00:00,2025-09-18T17:15:00+00:00,150.0,0.3242,42.655,0.881,0.072,EXPONENTIAL_UP,0.988,1.902,14,28.75,2025_09_18,IS,6,FLATLINE,4,False,28.75,-28.75,57.0,-34.25,34.25,-57.0,35.08,37.33,False,True,True
motif,-1,7,1758215700,1758221100,2025-09-18T17:15:00+00:00,2025-09-18T18:45:00+00:00,90.0,-0.1632,19.485,0.787,0.324,FLATLINE,0.0,2.178,17,-53.5,2025_09_18,IS,7,EXPONENTIAL_UP,3,True,53.5,-53.5,61.25,-5.25,5.25,-61.25,42.5,50.33,False,True,False
motif,-1,8,1758221100,1758232800,2025-09-18T18:45:00+00:00,2025-09-18T22:00:00+00:00,195.0,-0.159,21.008,0.916,0.686,EXPONENTIAL_DOWN,0.986,2.266,18,-17.5,2025_09_18,IS,8,FLATLINE,2,False,17.5,-17.5,46.5,-31.75,31.75,-46.5,92.42,93.5,False,True,True
motif,-1,9,1758232800,1758234615,2025-09-18T22:00:00+00:00,2025-09-18T22:30:15+00:00,30.25,0.0234,18.771,0.203,0.465,FLATLINE,0.0,1.018,22,25.25,2025_09_18,IS,9,EXPONENTIAL_DOWN,1,False,25.25,-25.25,28.75,0.0,-0.0,-28.75,29.0,,False,False,False
motif,-1,10,1758234615,1758237340,2025-09-18T22:30:15+00:00,2025-09-18T23:15:40+00:00,45.42,-0.0812,18.776,0.252,0.074,FLATLINE,0.0,1.149,22,-4.25,2025_09_18,IS,10,FLATLINE,0,False,4.25,-4.25,25.5,-1.5,1.5,-25.5,11.0,11.75,False,False,False
motif,-1,11,1758237340,1758239995,2025-09-18T23:15:40+00:00,2025-09-18T23:59:55+00:00,44.25,0.088,17.006,0.017,0.268,FLATLINE,0.0,1.665,23,6.25,2025_09_18,IS,11,FLATLINE,-1,False,6.25,-6.25,14.0,-0.25,0.25,-14.0,21.25,25.58,False,False,False
motif,-1,0,1758240140,1758242820,2025-09-19T00:02:20+00:00,2025-09-19T00:47:00+00:00,44.67,,11.684,,0.898,FLATLINE,0.0,1.628,0,-44.0,2025_09_19,IS,0,NONE,8,False,0.0,-0.0,0.0,-53.5,53.5,-0.0,40.42,,False,False,False
motif,-1,1,1758242820,1758247240,2025-09-19T00:47:00+00:00,2025-09-19T02:00:40+00:00,73.67,0.0387,9.387,0.237,0.409,FLATLINE,0.0,0.959,0,13.75,2025_09_19,IS,1,FLATLINE,7,False,13.75,-13.75,13.75,-4.25,4.25,-13.75,58.0,64.83,False,True,False
motif,-1,2,1758247240,1758249050,2025-09-19T02:00:40+00:00,2025-09-19T02:30:50+00:00,30.17,-0.0477,7.002,0.079,0.664,FLATLINE,0.0,1.015,2,-13.0,2025_09_19,IS,2,FLATLINE,6,True,13.0,-13.0,13.75,-0.25,0.25,-13.75,14.33,15.92,False,False,False
motif,-1,3,1758249050,1758250920,2025-09-19T02:30:50+00:00,2025-09-19T03:02:00+00:00,31.17,-0.0033,6.86,0.118,0.184,FLATLINE,0.0,0.851,2,5.25,2025_09_19,IS,3,FLATLINE,5,False,-5.25,5.25,0.75,-8.5,8.5,-0.75,7.33,13.17,False,False,False
motif,-1,4,1758250920,1758254455,2025-09-19T03:02:00+00:00,2025-09-19T04:00:55+00:00,58.92,0.0944,9.101,0.782,0.407,FLATLINE,0.0,3.145,3,2.5,2025_09_19,IS,4,FLATLINE,4,False,2.5,-2.5,23.0,-4.0,4.0,-23.0,13.42,18.33,False,False,False
motif,-1,5,1758254455,1758257205,2025-09-19T04:00:55+00:00,2025-09-19T04:46:45+00:00,45.83,-0.0577,11.261,0.993,0.19,FLATLINE,0.0,2.395,4,0.75,2025_09_19,IS,5,FLATLINE,3,False,-0.75,0.75,27.75,-2.25,2.25,-27.75,20.58,45.83,False,False,False
motif,-1,6,1758257205,1758259845,2025-09-19T04:46:45+00:00,2025-09-19T05:30:45+00:00,44.0,0.0284,12.287,0.975,0.03,FLATLINE,0.0,1.014,4,-11.25,2025_09_19,IS,6,FLATLINE,2,False,-11.25,11.25,10.0,-11.25,11.25,-10.0,44.0,,False,False,False
motif,-1,7,1758259845,1758269705,2025-09-19T05:30:45+00:00,2025-09-19T08:15:05+00:00,164.33,-0.1288,12.675,0.947,0.119,LINEAR_DOWN,0.994,3.588,5,-1.75,2025_09_19,IS,7,FLATLINE,1,False,1.75,-1.75,44.75,-14.5,14.5,-44.75,97.5,98.0,False,True,True
motif,-1,8,1758269705,1758272415,2025-09-19T08:15:05+00:00,2025-09-19T09:00:15+00:00,45.17,0.0309,13.314,0.846,-0.016,FLATLINE,0.0,1.649,8,7.0,2025_09_19,IS,8,LINEAR_DOWN,0,True,7.0,-7.0,15.0,0.0,-0.0,-15.0,23.67,25.75,False,False,False
motif,-1,9,1758272415,1758288590,2025-09-19T09:00:15+00:00,2025-09-19T13:29:50+00:00,269.58,0.1505,11.387,0.275,0.812,LOGARITHMIC_UP,0.972,6.37,9,97.5,2025_09_19,IS,9,FLATLINE,-1,False,97.5,-97.5,106.5,-2.25,2.25,-106.5,266.67,,True,True,True
motif,-1,0,1759276800,1759281300,2025-10-01T00:00:00+00:00,2025-10-01T01:15:00+00:00,75.0,,17.368,0.507,0.525,FLATLINE,0.0,1.321,0,-42.25,2025_10_01,IS,0,NONE,4,False,0.0,-0.0,4.5,-47.0,47.0,-4.5,67.92,,False,True,False
motif,-1,1,1759281300,1759284000,2025-10-01T01:15:00+00:00,2025-10-01T02:00:00+00:00,45.0,0.0497,12.87,0.055,0.624,FLATLINE,0.0,0.821,1,14.25,2025_10_01,IS,1,FLATLINE,3,False,14.25,-14.25,21.5,-0.5,0.5,-21.5,32.08,37.0,False,False,False
motif,-1,2,1759284000,1759310100,2025-10-01T02:00:00+00:00,2025-10-01T09:15:00+00:00,435.0,-0.2496,23.358,0.06,0.632,EXPONENTIAL_DOWN,0.993,9.117,2,-65.75,2025_10_01,IS,2,FLATLINE,2,False,65.75,-65.75,168.75,-1.5,1.5,-168.75,298.08,303.17,True,True,True
motif,-1,3,1759310100,1759357800,2025-10-01T09:15:00+00:00,2025-10-01T22:30:00+00:00,795.0,0.4024,31.722,0.942,0.929,LINEAR_UP,0.989,5.021,9,278.0,2025_10_01,IS,3,EXPONENTIAL_DOWN,1,False,278.0,-278.0,296.75,-15.0,15.0,-296.75,619.42,,True,True,True
motif,-1,4,1759357800,1759360500,2025-10-01T22:30:00+00:00,2025-10-01T23:15:00+00:00,45.0,-0.0569,9.58,0.043,0.266,FLATLINE,0.0,0.853,22,2.25,2025_10_01,IS,4,LINEAR_UP,0,False,-2.25,2.25,5.25,-4.5,4.5,-5.25,8.92,19.83,False,False,False
motif,-1,5,1759360500,1759363195,2025-10-01T23:15:00+00:00,2025-10-01T23:59:55+00:00,44.92,0.0237,8.012,0.211,0.041,FLATLINE,0.0,2.114,23,4.25,2025_10_01,IS,5,FLATLINE,-1,False,4.25,-4.25,10.0,-14.75,14.75,-10.0,21.17,10.25,False,False,False
motif,-1,0,1759363200,1759370400,2025-10-02T00:00:00+00:00,2025-10-02T02:00:00+00:00,120.0,,11.449,0.743,0.877,NOISE,-999.0,2.372,0,49.0,2025_10_02,IS,0,NONE,7,False,0.0,-0.0,49.75,-7.0,7.0,-49.75,115.25,,False,True,True
motif,-1,1,1759370400,1759372200,2025-10-02T02:00:00+00:00,2025-10-02T02:30:00+00:00,30.0,-0.0137,13.425,0.908,0.855,FLATLINE,0.0,1.335,2,-20.75,2025_10_02,IS,1,NOISE,6,False,20.75,-20.75,23.0,-0.0,0.0,-23.0,23.0,,False,False,False
motif,-1,2,1759372200,1759378500,2025-10-02T02:30:00+00:00,2025-10-02T04:15:00+00:00,105.0,0.0404,8.778,0.066,0.164,FLATLINE,0.0,2.294,2,12.5,2025_10_02,IS,2,FLATLINE,5,False,12.5,-12.5,20.0,-9.75,9.75,-20.0,99.92,101.83,False,True,False
motif,-1,3,1759378500,1759381200,2025-10-02T04:15:00+00:00,2025-10-02T05:00:00+00:00,45.0,-0.0236,6.679,0.381,0.24,FLATLINE,0.0,1.519,4,-0.5,2025_10_02,IS,3,FLATLINE,4,False,0.5,-0.5,15.25,-3.0,3.0,-15.25,9.25,,False,False,False
motif,-1,4,1759381200,1759387500,2025-10-02T05:00:00+00:00,2025-10-02T06:45:00+00:00,105.0,0.0641,5.858,0.417,0.403,LINEAR_UP,0.982,2.846,5,6.5,2025_10_02,IS,4,FLATLINE,3,True,6.5,-6.5,9.75,-9.75,9.75,-9.75,61.0,61.08,False,True,False
motif,-1,5,1759387500,1759411800,2025-10-02T06:45:00+00:00,2025-10-02T13:30:00+00:00,405.0,0.1942,13.751,0.076,0.884,EXPONENTIAL_UP,0.992,6.151,6,79.5,2025_10_02,IS,5,LINEAR_UP,2,False,79.5,-79.5,106.75,-18.75,18.75,-106.75,392.25,,True,True,True
motif,-1,6,1759411800,1759422600,2025-10-02T13:30:00+00:00,2025-10-02T16:30:00+00:00,180.0,-0.5122,45.752,1.0,0.119,EXPONENTIAL_DOWN,0.988,5.303,13,-91.5,2025_10_02,IS,6,EXPONENTIAL_UP,1,False,91.5,-91.5,157.5,-0.0,0.0,-157.5,94.92,100.33,True,True,True
motif,-1,7,1759422600,1759443300,2025-10-02T16:30:00+00:00,2025-10-02T22:15:00+00:00,345.0,0.1681,18.318,0.019,0.621,LINEAR_UP,0.985,2.373,16,44.75,2025_10_02,IS,7,EXPONENTIAL_DOWN,0,False,44.75,-44.75,65.0,-22.0,22.0,-65.0,182.83,191.67,False,True,True
motif,-1,8,1759443300,1759449595,2025-10-02T22:15:00+00:00,2025-10-02T23:59:55+00:00,104.92,-0.0266,8.696,0.768,0.722,FLATLINE,0.0,4.092,22,17.5,2025_10_02,IS,8,LINEAR_UP,-1,False,-17.5,17.5,31.25,-18.75,18.75,-31.25,20.83,,True,True,False
motif,-1,0,1759449600,1759479300,2025-10-03T00:00:00+00:00,2025-10-03T08:15:00+00:00,495.0,,8.475,0.328,0.814,NOISE,-999.0,3.974,0,59.0,2025_10_03,IS,0,NONE,7,False,0.0,-0.0,68.75,-8.5,8.5,-68.75,426.92,,False,True,True
motif,-1,1,1759479300,1759481100,2025-10-03T08:15:00+00:00,2025-10-03T08:45:00+00:00,30.0,-0.0535,4.96,0.309,0.153,FLATLINE,0.0,1.467,8,-6.0,2025_10_03,IS,1,NOISE,6,False,6.0,-6.0,10.25,-2.25,2.25,-10.25,21.58,23.0,False,False,False
motif,-1,2,1759481100,1759482900,2025-10-03T08:45:00+00:00,2025-10-03T09:15:00+00:00,30.0,0.0493,2.991,0.01,0.205,FLATLINE,0.0,2.265,8,2.75,2025_10_03,IS,2,FLATLINE,5,False,2.75,-2.75,8.5,-1.75,1.75,-8.5,18.08,18.33,False,False,False
motif,-1,3,1759482900,1759484700,2025-10-03T09:15:00+00:00,2025-10-03T09:45:00+00:00,30.0,-0.0174,1.947,0.174,0.475,FLATLINE,0.0,4.629,9,-0.75,2025_10_03,IS,3,FLATLINE,4,False,0.75,-0.75,7.5,-3.75,3.75,-7.5,6.83,6.92,False,False,False
motif,-1,4,1759484700,1759487400,2025-10-03T09:45:00+00:00,2025-10-03T10:30:00+00:00,45.0,0.0296,3.609,0.901,0.062,FLATLINE,0.0,5.944,9,-1.0,2025_10_03,IS,4,FLATLINE,3,False,-1.0,1.0,16.75,-1.25,1.25,-16.75,22.0,44.83,False,False,False
motif,-1,5,1759487400,1759505400,2025-10-03T10:30:00+00:00,2025-10-03T15:30:00+00:00,300.0,-0.2209,16.71,0.696,0.493,LINEAR_DOWN,0.99,5.062,10,-46.25,2025_10_03,IS,5,FLATLINE,2,False,46.25,-46.25,125.25,-2.25,2.25,-125.25,219.42,222.83,True,True,True
motif,-1,6,1759505400,1759509000,2025-10-03T15:30:00+00:00,2025-10-03T16:30:00+00:00,60.0,0.0875,19.124,1.0,0.385,FLATLINE,0.0,1.989,15,8.75,2025_10_03,IS,6,LINEAR_DOWN,1,True,8.75,-8.75,22.0,-27.25,27.25,-22.0,10.33,37.75,False,True,False
