day,seg_idx,original_shape,absorbed_to
2025_03_17,0,NOISE,NOISE
2025_03_17,1,FLATLINE,FLATLINE
2025_03_17,2,FLATLINE,FLATLINE
2025_03_17,3,FLATLINE,FLATLINE
2025_03_17,4,LINEAR_DOWN,LINEAR_DOWN
2025_03_17,5,LINEAR_UP,LINEAR_UP
2025_03_17,6,FLATLINE,FLATLINE
2025_03_17,7,LINEAR_UP,LINEAR_UP
2025_03_17,8,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_03_18,0,FLATLINE,FLATLINE
2025_03_18,1,LINEAR_DOWN,LINEAR_DOWN
2025_03_18,2,LINEAR_UP,LINEAR_UP
2025_03_18,3,FLATLINE,FLATLINE
2025_03_18,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_03_18,5,FLATLINE,FLATLINE
2025_03_18,6,FLATLINE,FLATLINE
2025_03_18,7,FLATLINE,FLATLINE
2025_03_18,8,FLATLINE,FLATLINE
2025_03_18,9,FLATLINE,FLATLINE
2025_03_18,10,FLATLINE,FLATLINE
2025_03_19,0,NOISE,NOISE
2025_03_19,1,FLATLINE,FLATLINE
2025_03_19,2,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_03_19,3,LINEAR_UP,LINEAR_UP
2025_03_19,4,FLATLINE,FLATLINE
2025_03_19,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_03_19,6,FLATLINE,FLATLINE
2025_03_19,7,FLATLINE,FLATLINE
2025_03_19,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_03_19,9,FLATLINE,FLATLINE
2025_03_19,10,FLATLINE,FLATLINE
2025_03_20,0,FLATLINE,FLATLINE
2025_03_20,1,FLATLINE,FLATLINE
2025_03_20,2,LINEAR_UP,LINEAR_UP
2025_03_20,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_03_20,4,LINEAR_UP,LINEAR_UP
2025_03_20,5,LINEAR_DOWN,LINEAR_DOWN
2025_03_20,6,FLATLINE,FLATLINE
2025_03_20,7,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_03_21,0,FLATLINE,FLATLINE
2025_03_21,1,FLATLINE,FLATLINE
2025_03_21,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_03_21,3,FLATLINE,FLATLINE
2025_03_21,4,LINEAR_DOWN,LINEAR_DOWN
2025_03_21,5,FLATLINE,FLATLINE
2025_03_21,6,FLATLINE,FLATLINE
2025_03_21,7,FLATLINE,FLATLINE
2025_04_01,0,NOISE,NOISE
2025_04_01,1,LINEAR_UP,LINEAR_UP
2025_04_01,2,FLATLINE,FLATLINE
2025_04_01,3,LINEAR_UP,LINEAR_UP
2025_04_01,4,FLATLINE,FLATLINE
2025_04_01,5,LINEAR_DOWN,LINEAR_DOWN
2025_04_01,6,FLATLINE,FLATLINE
2025_04_01,7,LINEAR_UP,LINEAR_UP
2025_04_01,8,LINEAR_DOWN,LINEAR_DOWN
2025_04_01,9,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_02,0,FLATLINE,FLATLINE
2025_04_02,1,FLATLINE,FLATLINE
2025_04_02,2,FLATLINE,FLATLINE
2025_04_02,3,FLATLINE,FLATLINE
2025_04_02,4,FLATLINE,FLATLINE
2025_04_02,5,FLATLINE,FLATLINE
2025_04_02,6,FLATLINE,FLATLINE
2025_04_02,7,FLATLINE,FLATLINE
2025_04_02,8,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_02,9,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_02,10,FLATLINE,FLATLINE
2025_04_02,11,FLATLINE,FLATLINE
2025_04_02,12,LINEAR_DOWN,LINEAR_DOWN
2025_04_03,0,NOISE,NOISE
2025_04_03,1,FLATLINE,FLATLINE
2025_04_03,2,FLATLINE,FLATLINE
2025_04_03,3,FLATLINE,FLATLINE
2025_04_03,4,FLATLINE,FLATLINE
2025_04_03,5,LINEAR_DOWN,LINEAR_DOWN
2025_04_03,6,FLATLINE,FLATLINE
2025_04_03,7,FLATLINE,FLATLINE
2025_04_03,8,FLATLINE,FLATLINE
2025_04_03,9,LINEAR_DOWN,LINEAR_DOWN
2025_04_04,0,NOISE,NOISE
2025_04_04,1,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_04,2,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_04,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_04,4,FLATLINE,FLATLINE
2025_04_04,5,FLATLINE,FLATLINE
2025_04_04,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_04,7,LINEAR_DOWN,LINEAR_DOWN
2025_04_04,8,FLATLINE,FLATLINE
2025_04_06,0,NOISE,NOISE
2025_04_07,0,NOISE,NOISE
2025_04_07,1,LINEAR_DOWN,LINEAR_DOWN
2025_04_07,2,LINEAR_UP,LINEAR_UP
2025_04_07,3,FLATLINE,FLATLINE
2025_04_07,4,LINEAR_UP,LINEAR_UP
2025_04_07,5,FLATLINE,FLATLINE
2025_04_07,6,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_04_07,7,FLATLINE,FLATLINE
2025_04_07,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_08,0,NOISE,NOISE
2025_04_08,1,FLATLINE,FLATLINE
2025_04_08,2,FLATLINE,FLATLINE
2025_04_08,3,FLATLINE,FLATLINE
2025_04_08,4,LINEAR_DOWN,LINEAR_DOWN
2025_04_08,5,LINEAR_UP,LINEAR_UP
2025_04_08,6,FLATLINE,FLATLINE
2025_04_08,7,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_08,8,FLATLINE,FLATLINE
2025_04_08,9,LINEAR_DOWN,LINEAR_DOWN
2025_04_09,0,NOISE,NOISE
2025_04_09,1,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_04_09,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_09,3,FLATLINE,FLATLINE
2025_04_09,4,LINEAR_UP,LINEAR_UP
2025_04_09,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_09,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_10,0,NOISE,NOISE
2025_04_10,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_10,2,LINEAR_DOWN,LINEAR_DOWN
2025_04_10,3,FLATLINE,FLATLINE
2025_04_10,4,FLATLINE,FLATLINE
2025_04_10,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_10,6,LINEAR_UP,LINEAR_UP
2025_04_10,7,FLATLINE,FLATLINE
2025_04_10,8,FLATLINE,FLATLINE
2025_04_11,0,FLATLINE,FLATLINE
2025_04_11,1,LINEAR_UP,LINEAR_UP
2025_04_11,2,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_04_11,3,FLATLINE,FLATLINE
2025_04_11,4,FLATLINE,FLATLINE
2025_04_11,5,LINEAR_DOWN,LINEAR_DOWN
2025_04_11,6,LINEAR_UP,LINEAR_UP
2025_04_13,0,FLATLINE,FLATLINE
2025_04_13,1,FLATLINE,FLATLINE
2025_04_14,0,NOISE,NOISE
2025_04_14,1,FLATLINE,FLATLINE
2025_04_14,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_04_14,3,FLATLINE,FLATLINE
2025_04_14,4,FLATLINE,FLATLINE
2025_04_14,5,FLATLINE,FLATLINE
2025_04_14,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_14,7,FLATLINE,FLATLINE
2025_04_14,8,FLATLINE,FLATLINE
2025_04_14,9,LINEAR_DOWN,LINEAR_DOWN
2025_04_14,10,LINEAR_UP,LINEAR_UP
2025_04_14,11,FLATLINE,FLATLINE
2025_04_14,12,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_15,0,FLATLINE,FLATLINE
2025_04_15,1,FLATLINE,FLATLINE
2025_04_15,2,FLATLINE,FLATLINE
2025_04_15,3,FLATLINE,FLATLINE
2025_04_15,4,FLATLINE,FLATLINE
2025_04_15,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_15,6,LINEAR_DOWN,LINEAR_DOWN
2025_04_15,7,FLATLINE,FLATLINE
2025_04_15,8,LINEAR_UP,LINEAR_UP
2025_04_15,9,LINEAR_DOWN,LINEAR_DOWN
2025_04_15,10,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_16,0,NOISE,NOISE
2025_04_16,1,FLATLINE,FLATLINE
2025_04_16,2,FLATLINE,FLATLINE
2025_04_16,3,FLATLINE,FLATLINE
2025_04_16,4,LINEAR_DOWN,LINEAR_DOWN
2025_04_16,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_04_16,6,LINEAR_DOWN,LINEAR_DOWN
2025_04_16,7,FLATLINE,FLATLINE
2025_04_16,8,FLATLINE,FLATLINE
2025_04_16,9,LINEAR_DOWN,LINEAR_DOWN
2025_04_16,10,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_17,0,NOISE,NOISE
2025_04_17,1,FLATLINE,FLATLINE
2025_04_17,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_17,3,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_17,4,FLATLINE,FLATLINE
2025_04_17,5,FLATLINE,FLATLINE
2025_04_17,6,FLATLINE,FLATLINE
2025_04_20,0,FLATLINE,FLATLINE
2025_04_20,1,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_04_21,0,FLATLINE,FLATLINE
2025_04_21,1,LINEAR_DOWN,LINEAR_DOWN
2025_04_21,2,FLATLINE,FLATLINE
2025_04_21,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_21,4,FLATLINE,FLATLINE
2025_04_21,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_21,6,LINEAR_UP,LINEAR_UP
2025_04_22,0,FLATLINE,FLATLINE
2025_04_22,1,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_04_22,2,FLATLINE,FLATLINE
2025_04_22,3,FLATLINE,FLATLINE
2025_04_22,4,LINEAR_DOWN,LINEAR_DOWN
2025_04_22,5,LINEAR_UP,LINEAR_UP
2025_04_22,6,FLATLINE,FLATLINE
2025_04_22,7,FLATLINE,FLATLINE
2025_04_22,8,FLATLINE,FLATLINE
2025_04_22,9,FLATLINE,FLATLINE
2025_04_22,10,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_22,11,FLATLINE,FLATLINE
2025_04_22,12,FLATLINE,FLATLINE
2025_04_22,13,FLATLINE,FLATLINE
2025_04_22,14,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_23,0,FLATLINE,FLATLINE
2025_04_23,1,FLATLINE,FLATLINE
2025_04_23,2,FLATLINE,FLATLINE
2025_04_23,3,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_23,4,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_04_23,5,FLATLINE,FLATLINE
2025_04_24,0,FLATLINE,FLATLINE
2025_04_24,1,LINEAR_DOWN,LINEAR_DOWN
2025_04_24,2,FLATLINE,FLATLINE
2025_04_24,3,FLATLINE,FLATLINE
2025_04_24,4,LINEAR_DOWN,LINEAR_DOWN
2025_04_24,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_04_25,0,FLATLINE,FLATLINE
2025_04_25,1,FLATLINE,FLATLINE
2025_04_25,2,FLATLINE,FLATLINE
2025_04_25,3,FLATLINE,FLATLINE
2025_04_25,4,FLATLINE,FLATLINE
2025_04_25,5,FLATLINE,FLATLINE
2025_04_25,6,FLATLINE,FLATLINE
2025_04_25,7,FLATLINE,FLATLINE
2025_04_25,8,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_25,9,FLATLINE,FLATLINE
2025_04_25,10,LINEAR_UP,LINEAR_UP
2025_04_27,0,NOISE,NOISE
2025_04_28,0,NOISE,NOISE
2025_04_28,1,FLATLINE,FLATLINE
2025_04_28,2,FLATLINE,FLATLINE
2025_04_28,3,FLATLINE,FLATLINE
2025_04_28,4,FLATLINE,FLATLINE
2025_04_28,5,FLATLINE,FLATLINE
2025_04_28,6,LINEAR_UP,LINEAR_UP
2025_04_28,7,FLATLINE,FLATLINE
2025_04_28,8,FLATLINE,FLATLINE
2025_04_28,9,FLATLINE,FLATLINE
2025_04_28,10,FLATLINE,FLATLINE
2025_04_28,11,FLATLINE,FLATLINE
2025_04_28,12,LINEAR_DOWN,LINEAR_DOWN
2025_04_28,13,LINEAR_UP,LINEAR_UP
2025_04_28,14,FLATLINE,FLATLINE
2025_04_29,0,NOISE,NOISE
2025_04_29,1,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_04_29,2,FLATLINE,FLATLINE
2025_04_29,3,FLATLINE,FLATLINE
2025_04_29,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_29,5,FLATLINE,FLATLINE
2025_04_29,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_04_29,7,FLATLINE,FLATLINE
2025_04_29,8,LINEAR_UP,LINEAR_UP
2025_04_29,9,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_30,0,NOISE,NOISE
2025_04_30,1,FLATLINE,FLATLINE
2025_04_30,2,LINEAR_UP,LINEAR_UP
2025_04_30,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_04_30,4,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_01,0,NOISE,NOISE
2025_05_01,1,FLATLINE,FLATLINE
2025_05_01,2,FLATLINE,FLATLINE
2025_05_01,3,FLATLINE,FLATLINE
2025_05_01,4,FLATLINE,FLATLINE
2025_05_01,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_01,6,FLATLINE,FLATLINE
2025_05_01,7,FLATLINE,FLATLINE
2025_05_01,8,LINEAR_UP,LINEAR_UP
2025_05_01,9,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_01,10,FLATLINE,FLATLINE
2025_05_01,11,FLATLINE,FLATLINE
2025_05_01,12,FLATLINE,FLATLINE
2025_05_01,13,FLATLINE,FLATLINE
2025_05_01,14,FLATLINE,FLATLINE
2025_05_01,15,LINEAR_DOWN,LINEAR_DOWN
2025_05_02,0,NOISE,NOISE
2025_05_02,1,LINEAR_DOWN,LINEAR_DOWN
2025_05_02,2,FLATLINE,FLATLINE
2025_05_02,3,FLATLINE,FLATLINE
2025_05_02,4,FLATLINE,FLATLINE
2025_05_02,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_02,6,FLATLINE,FLATLINE
2025_05_04,0,NOISE,NOISE
2025_05_05,0,FLATLINE,FLATLINE
2025_05_05,1,LINEAR_DOWN,LINEAR_DOWN
2025_05_05,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_05,3,LINEAR_DOWN,LINEAR_DOWN
2025_05_05,4,FLATLINE,FLATLINE
2025_05_05,5,LINEAR_UP,LINEAR_UP
2025_05_05,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_06,0,NOISE,NOISE
2025_05_06,1,FLATLINE,FLATLINE
2025_05_06,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_06,3,FLATLINE,FLATLINE
2025_05_06,4,FLATLINE,FLATLINE
2025_05_06,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_06,6,LINEAR_UP,LINEAR_UP
2025_05_06,7,FLATLINE,FLATLINE
2025_05_06,8,FLATLINE,FLATLINE
2025_05_06,9,FLATLINE,FLATLINE
2025_05_06,10,FLATLINE,FLATLINE
2025_05_06,11,FLATLINE,FLATLINE
2025_05_06,12,FLATLINE,FLATLINE
2025_05_07,0,FLATLINE,FLATLINE
2025_05_07,1,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_05_07,2,FLATLINE,FLATLINE
2025_05_07,3,FLATLINE,FLATLINE
2025_05_07,4,FLATLINE,FLATLINE
2025_05_07,5,FLATLINE,FLATLINE
2025_05_07,6,LINEAR_DOWN,LINEAR_DOWN
2025_05_07,7,FLATLINE,FLATLINE
2025_05_07,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_08,0,NOISE,NOISE
2025_05_08,1,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_08,2,FLATLINE,FLATLINE
2025_05_08,3,FLATLINE,FLATLINE
2025_05_08,4,LINEAR_UP,LINEAR_UP
2025_05_08,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_08,6,LINEAR_UP,LINEAR_UP
2025_05_08,7,FLATLINE,FLATLINE
2025_05_08,8,LINEAR_DOWN,LINEAR_DOWN
2025_05_09,0,NOISE,NOISE
2025_05_09,1,FLATLINE,FLATLINE
2025_05_09,2,FLATLINE,FLATLINE
2025_05_09,3,FLATLINE,FLATLINE
2025_05_09,4,LINEAR_UP,LINEAR_UP
2025_05_09,5,FLATLINE,FLATLINE
2025_05_09,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_09,7,FLATLINE,FLATLINE
2025_05_09,8,FLATLINE,FLATLINE
2025_05_09,9,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_11,0,FLATLINE,FLATLINE
2025_05_11,1,FLATLINE,FLATLINE
2025_05_12,0,NOISE,NOISE
2025_05_12,1,FLATLINE,FLATLINE
2025_05_12,2,LINEAR_UP,LINEAR_UP
2025_05_12,3,LINEAR_DOWN,LINEAR_DOWN
2025_05_12,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_12,5,FLATLINE,FLATLINE
2025_05_13,0,NOISE,NOISE
2025_05_13,1,FLATLINE,FLATLINE
2025_05_13,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_13,3,FLATLINE,FLATLINE
2025_05_13,4,FLATLINE,FLATLINE
2025_05_13,5,FLATLINE,FLATLINE
2025_05_13,6,LINEAR_UP,LINEAR_UP
2025_05_13,7,LINEAR_DOWN,LINEAR_DOWN
2025_05_14,0,NOISE,NOISE
2025_05_14,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_14,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_14,3,FLATLINE,FLATLINE
2025_05_14,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_14,5,FLATLINE,FLATLINE
2025_05_14,6,LINEAR_UP,LINEAR_UP
2025_05_14,7,FLATLINE,FLATLINE
2025_05_14,8,FLATLINE,FLATLINE
2025_05_14,9,LINEAR_UP,LINEAR_UP
2025_05_14,10,FLATLINE,FLATLINE
2025_05_15,0,NOISE,NOISE
2025_05_15,1,FLATLINE,FLATLINE
2025_05_15,2,FLATLINE,FLATLINE
2025_05_15,3,FLATLINE,FLATLINE
2025_05_15,4,FLATLINE,FLATLINE
2025_05_15,5,FLATLINE,FLATLINE
2025_05_15,6,LINEAR_DOWN,LINEAR_DOWN
2025_05_15,7,LINEAR_UP,LINEAR_UP
2025_05_15,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_15,9,LINEAR_DOWN,LINEAR_DOWN
2025_05_15,10,FLATLINE,FLATLINE
2025_05_16,0,NOISE,NOISE
2025_05_16,1,FLATLINE,FLATLINE
2025_05_16,2,FLATLINE,FLATLINE
2025_05_16,3,LINEAR_UP,LINEAR_UP
2025_05_16,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_16,5,LINEAR_UP,LINEAR_UP
2025_05_16,6,FLATLINE,FLATLINE
2025_05_16,7,FLATLINE,FLATLINE
2025_05_16,8,LINEAR_DOWN,LINEAR_DOWN
2025_05_16,9,FLATLINE,FLATLINE
2025_05_16,10,LINEAR_UP,LINEAR_UP
2025_05_18,0,NOISE,NOISE
2025_05_19,0,FLATLINE,FLATLINE
2025_05_19,1,FLATLINE,FLATLINE
2025_05_19,2,FLATLINE,FLATLINE
2025_05_19,3,LINEAR_DOWN,LINEAR_DOWN
2025_05_19,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_19,5,LINEAR_UP,LINEAR_UP
2025_05_19,6,FLATLINE,FLATLINE
2025_05_19,7,FLATLINE,FLATLINE
2025_05_19,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_20,0,NOISE,NOISE
2025_05_20,1,FLATLINE,FLATLINE
2025_05_20,2,FLATLINE,FLATLINE
2025_05_20,3,FLATLINE,FLATLINE
2025_05_20,4,FLATLINE,FLATLINE
2025_05_20,5,FLATLINE,FLATLINE
2025_05_20,6,LINEAR_UP,LINEAR_UP
2025_05_20,7,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_05_20,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_20,9,FLATLINE,FLATLINE
2025_05_20,10,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_05_20,11,FLATLINE,FLATLINE
2025_05_21,0,FLATLINE,FLATLINE
2025_05_21,1,FLATLINE,FLATLINE
2025_05_21,2,LINEAR_DOWN,LINEAR_DOWN
2025_05_21,3,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_05_21,4,FLATLINE,FLATLINE
2025_05_21,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_21,6,LINEAR_DOWN,LINEAR_DOWN
2025_05_21,7,FLATLINE,FLATLINE
2025_05_22,0,FLATLINE,FLATLINE
2025_05_22,1,FLATLINE,FLATLINE
2025_05_22,2,FLATLINE,FLATLINE
2025_05_22,3,FLATLINE,FLATLINE
2025_05_22,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_22,5,FLATLINE,FLATLINE
2025_05_22,6,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_05_22,7,LINEAR_UP,LINEAR_UP
2025_05_22,8,FLATLINE,FLATLINE
2025_05_22,9,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_22,10,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_23,0,NOISE,NOISE
2025_05_23,1,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_23,2,FLATLINE,FLATLINE
2025_05_23,3,FLATLINE,FLATLINE
2025_05_23,4,FLATLINE,FLATLINE
2025_05_23,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_23,6,FLATLINE,FLATLINE
2025_05_23,7,FLATLINE,FLATLINE
2025_05_23,8,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_23,9,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_23,10,FLATLINE,FLATLINE
2025_05_25,0,FLATLINE,FLATLINE
2025_05_26,0,NOISE,NOISE
2025_05_26,1,FLATLINE,FLATLINE
2025_05_26,2,LINEAR_UP,LINEAR_UP
2025_05_26,3,FLATLINE,FLATLINE
2025_05_26,4,FLATLINE,FLATLINE
2025_05_26,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_26,6,FLATLINE,FLATLINE
2025_05_26,7,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_26,8,FLATLINE,FLATLINE
2025_05_26,9,FLATLINE,FLATLINE
2025_05_26,10,FLATLINE,FLATLINE
2025_05_26,11,FLATLINE,FLATLINE
2025_05_26,12,FLATLINE,FLATLINE
2025_05_26,13,FLATLINE,FLATLINE
2025_05_26,14,FLATLINE,FLATLINE
2025_05_27,0,FLATLINE,FLATLINE
2025_05_27,1,LINEAR_DOWN,LINEAR_DOWN
2025_05_27,2,LINEAR_UP,LINEAR_UP
2025_05_27,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_27,4,LINEAR_UP,LINEAR_UP
2025_05_27,5,FLATLINE,FLATLINE
2025_05_27,6,FLATLINE,FLATLINE
2025_05_28,0,NOISE,NOISE
2025_05_28,1,FLATLINE,FLATLINE
2025_05_28,2,FLATLINE,FLATLINE
2025_05_28,3,FLATLINE,FLATLINE
2025_05_28,4,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_05_28,5,FLATLINE,FLATLINE
2025_05_28,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_28,7,LINEAR_UP,LINEAR_UP
2025_05_28,8,LINEAR_DOWN,LINEAR_DOWN
2025_05_28,9,LINEAR_UP,LINEAR_UP
2025_05_28,10,FLATLINE,FLATLINE
2025_05_28,11,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_29,0,NOISE,NOISE
2025_05_29,1,FLATLINE,FLATLINE
2025_05_29,2,FLATLINE,FLATLINE
2025_05_29,3,FLATLINE,FLATLINE
2025_05_29,4,FLATLINE,FLATLINE
2025_05_29,5,FLATLINE,FLATLINE
2025_05_29,6,FLATLINE,FLATLINE
2025_05_29,7,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_29,8,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_05_29,9,FLATLINE,FLATLINE
2025_05_29,10,FLATLINE,FLATLINE
2025_05_29,11,FLATLINE,FLATLINE
2025_05_29,12,FLATLINE,FLATLINE
2025_05_29,13,FLATLINE,FLATLINE
2025_05_30,0,NOISE,NOISE
2025_05_30,1,FLATLINE,FLATLINE
2025_05_30,2,FLATLINE,FLATLINE
2025_05_30,3,FLATLINE,FLATLINE
2025_05_30,4,FLATLINE,FLATLINE
2025_05_30,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_05_30,6,FLATLINE,FLATLINE
2025_05_30,7,FLATLINE,FLATLINE
2025_05_30,8,FLATLINE,FLATLINE
2025_05_30,9,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_05_30,10,FLATLINE,FLATLINE
2025_05_30,11,FLATLINE,FLATLINE
2025_05_30,12,FLATLINE,FLATLINE
2025_05_30,13,LINEAR_DOWN,LINEAR_DOWN
2025_05_30,14,LINEAR_UP,LINEAR_UP
2025_06_01,0,FLATLINE,FLATLINE
2025_06_02,0,FLATLINE,FLATLINE
2025_06_02,1,LINEAR_DOWN,LINEAR_DOWN
2025_06_02,2,FLATLINE,FLATLINE
2025_06_02,3,FLATLINE,FLATLINE
2025_06_02,4,FLATLINE,FLATLINE
2025_06_02,5,FLATLINE,FLATLINE
2025_06_02,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_02,7,LINEAR_UP,LINEAR_UP
2025_06_03,0,FLATLINE,FLATLINE
2025_06_03,1,FLATLINE,FLATLINE
2025_06_03,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_03,3,FLATLINE,FLATLINE
2025_06_03,4,FLATLINE,FLATLINE
2025_06_03,5,FLATLINE,FLATLINE
2025_06_03,6,FLATLINE,FLATLINE
2025_06_03,7,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_03,8,FLATLINE,FLATLINE
2025_06_03,9,FLATLINE,FLATLINE
2025_06_03,10,FLATLINE,FLATLINE
2025_06_03,11,FLATLINE,FLATLINE
2025_06_04,0,NOISE,NOISE
2025_06_04,1,FLATLINE,FLATLINE
2025_06_04,2,LINEAR_DOWN,LINEAR_DOWN
2025_06_04,3,LINEAR_UP,LINEAR_UP
2025_06_04,4,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_04,5,FLATLINE,FLATLINE
2025_06_04,6,FLATLINE,FLATLINE
2025_06_04,7,FLATLINE,FLATLINE
2025_06_04,8,FLATLINE,FLATLINE
2025_06_04,9,FLATLINE,FLATLINE
2025_06_04,10,FLATLINE,FLATLINE
2025_06_04,11,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_04,12,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_05,0,FLATLINE,FLATLINE
2025_06_05,1,LINEAR_DOWN,LINEAR_DOWN
2025_06_05,2,FLATLINE,FLATLINE
