tier,sub_motif_shape,measure_shape,n_is,n_oos,mean_is,mean_oos,sum_is,sum_oos,sign_match
NMP_FADE_RAW,STEEP_CONVEX_UP,STEEP_LINEAR_UP,324,51,-2.66,-2.16,-862.0,-110.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,FLATLINE,481,128,3.81,4.27,1834.0,546.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,GENTLE_CONCAVE_UP,51,10,-0.02,0.05,-1.0,0.0,0
NMP_FADE_RAW,STEEP_LINEAR_DOWN,GENTLE_CONVEX_DOWN,66,4,0.64,-5.5,42.0,-22.0,0
NMP_FADE_RAW,STEEP_LINEAR_DOWN,GENTLE_LINEAR_DOWN,26,0,1.35,,35.0,0.0,-1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,GENTLE_LINEAR_UP,33,11,-0.47,-1.0,-16.0,-11.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,NOISE,913,176,3.82,7.06,3488.0,1243.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,STEEP_CONCAVE_DOWN,114,47,-0.34,-2.51,-38.0,-118.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,STEEP_CONCAVE_UP,877,258,2.73,2.0,2393.0,517.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,STEEP_CONVEX_DOWN,2023,464,0.08,1.6,164.0,744.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,STEEP_CONVEX_UP,115,44,-0.54,-1.39,-62.0,-61.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,3178,742,-1.2,-1.09,-3804.0,-806.0,1
NMP_FADE_RAW,STEEP_LINEAR_DOWN,STEEP_LINEAR_UP,751,204,-2.45,-3.65,-1839.0,-744.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,FLATLINE,471,116,2.09,3.03,986.0,352.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,GENTLE_CONCAVE_UP,64,3,-0.7,0.17,-44.0,0.0,0
NMP_FADE_RAW,STEEP_LINEAR_UP,GENTLE_CONVEX_DOWN,82,3,0.99,-1.67,81.0,-5.0,0
NMP_FADE_RAW,STEEP_LINEAR_UP,GENTLE_CONVEX_UP,11,3,2.41,4.5,26.0,14.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,GENTLE_LINEAR_DOWN,43,0,3.29,,142.0,0.0,-1
NMP_FADE_RAW,STEEP_LINEAR_UP,GENTLE_LINEAR_UP,33,8,0.83,2.69,28.0,22.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,NOISE,846,129,3.34,6.41,2824.0,828.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,STEEP_CONCAVE_DOWN,177,21,-2.7,0.79,-478.0,16.0,0
NMP_FADE_RAW,STEEP_LINEAR_UP,STEEP_CONCAVE_UP,2172,407,-0.28,-1.03,-604.0,-420.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,STEEP_CONVEX_DOWN,880,137,1.38,2.42,1214.0,332.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,STEEP_CONVEX_UP,172,22,1.5,4.23,258.0,93.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,STEEP_LINEAR_DOWN,786,198,-1.63,-1.53,-1282.0,-304.0,1
NMP_FADE_RAW,STEEP_LINEAR_UP,STEEP_LINEAR_UP,2880,519,-0.93,-2.13,-2688.0,-1103.0,1
NMP_RIDE_RAW,STEEP_CONCAVE_UP,STEEP_CONVEX_DOWN,11,0,-15.09,,-166.0,0.0,-1
NMP_RIDE_RAW,STEEP_LINEAR_DOWN,STEEP_CONVEX_DOWN,12,2,-7.79,109.5,-94.0,219.0,0
NMP_RIDE_RAW,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,11,1,17.95,54.0,198.0,54.0,1
NMP_RIDE_RAW,STEEP_LINEAR_UP,STEEP_CONCAVE_UP,10,1,-57.3,44.5,-573.0,44.0,0
NMP_RIDE_RAW,STEEP_LINEAR_UP,STEEP_LINEAR_UP,19,4,28.08,55.5,534.0,222.0,1
RIDE_AGAINST,FLATLINE,STEEP_CONVEX_DOWN,11,2,-33.91,-40.5,-373.0,-81.0,1
RIDE_AGAINST,FLATLINE,STEEP_LINEAR_UP,12,3,29.5,-9.17,354.0,-28.0,0
RIDE_AGAINST,GENTLE_CONVEX_DOWN,STEEP_LINEAR_UP,11,3,21.5,10.0,236.0,30.0,1
RIDE_AGAINST,NOISE,NOISE,12,4,5.5,-77.12,66.0,-308.0,0
RIDE_AGAINST,NOISE,STEEP_LINEAR_DOWN,10,3,62.1,-13.5,621.0,-40.0,0
RIDE_AGAINST,STEEP_CONCAVE_UP,NOISE,17,3,1.68,21.0,28.0,63.0,1
RIDE_AGAINST,STEEP_CONCAVE_UP,STEEP_CONCAVE_UP,26,8,-18.52,9.75,-482.0,78.0,0
RIDE_AGAINST,STEEP_CONCAVE_UP,STEEP_CONVEX_DOWN,21,4,14.71,-3.88,309.0,-16.0,0
RIDE_AGAINST,STEEP_CONCAVE_UP,STEEP_LINEAR_DOWN,16,3,52.16,7.83,834.0,24.0,1
RIDE_AGAINST,STEEP_CONCAVE_UP,STEEP_LINEAR_UP,20,5,2.8,-52.6,56.0,-263.0,0
RIDE_AGAINST,STEEP_CONVEX_DOWN,STEEP_CONVEX_DOWN,22,7,-20.2,10.0,-444.0,70.0,0
RIDE_AGAINST,STEEP_CONVEX_DOWN,STEEP_LINEAR_DOWN,15,6,3.47,2.08,52.0,12.0,1
RIDE_AGAINST,STEEP_LINEAR_DOWN,STEEP_CONVEX_DOWN,38,10,11.53,-18.75,438.0,-188.0,0
RIDE_AGAINST,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,53,10,14.79,-31.75,784.0,-318.0,0
RIDE_AGAINST,STEEP_LINEAR_UP,STEEP_CONCAVE_UP,34,12,-24.49,10.12,-832.0,122.0,0
RIDE_AGAINST,STEEP_LINEAR_UP,STEEP_CONVEX_DOWN,16,3,-62.94,7.67,-1007.0,23.0,0
RIDE_AGAINST,STEEP_LINEAR_UP,STEEP_LINEAR_UP,51,12,7.86,40.0,401.0,480.0,1
