**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,c1,c2,regime_2d,r_h1,r_h2,delta,abs_delta,sign_flip,n_h1,n_h2,abs_mean
5m,vol_sigma_w,SE_low_w,DOWN_CHOPPY,0.5859547568366811,0.6718752239309158,0.08592046709423473,0.08592046709423473,False,1716,1272,0.6289149903837985
15m,price_sigma_w,vol_mean_w,FLAT_CHOPPY,0.6281159337877938,0.6233233481996412,-0.0047925855881526536,0.0047925855881526536,False,8736,9579,0.6257196409937176
15m,vol_sigma_w,SE_low_w,UP_CHOPPY,0.6113264242852562,0.6397844302411542,0.02845800595589798,0.02845800595589798,False,996,2928,0.6255554272632051
15m,price_velocity_1b,z_se_w,DOWN_CHOPPY,0.619150251928175,0.6316454139275589,0.012495161999383941,0.012495161999383941,False,1716,1272,0.6253978329278669
5m,price_sigma_w,vol_sigma_w,DOWN_CHOPPY,0.6440256377365909,0.6054903061060558,-0.03853533163053513,0.03853533163053513,False,1716,1272,0.6247579719213234
15m,body,z_se_w,DOWN_CHOPPY,0.619730606611476,0.6297667902682387,0.01003618365676262,0.01003618365676262,False,1716,1272,0.6247486984398574
5s,price_accel_1b,body,DOWN_CHOPPY,0.6498870181522972,0.5987311150505954,-0.051155903101701816,0.051155903101701816,False,1716,1272,0.6243090666014464
15m,vol_sigma_w,SE_high_w,DOWN_CHOPPY,0.6430267857509129,0.6009996889559183,-0.04202709679499461,0.04202709679499461,False,1716,1272,0.6220132373534155
5m,bar_range,SE_low_w,DOWN_SMOOTH,0.6483645809746849,0.5945933508659483,-0.05377123010873652,0.05377123010873652,False,2778,1884,0.6214789659203166
5m,bar_range,price_sigma_w,DOWN_CHOPPY,0.6412176144503244,0.5993380129854631,-0.04187960146486136,0.04187960146486136,False,1716,1272,0.6202778137178937
5s,vol_velocity_w,vol_mean_w,FLAT_SMOOTH,0.587530362477478,0.652827325392372,0.06529696291489395,0.06529696291489395,False,5717,4176,0.620178843934925
15m,bar_range,price_sigma_w,DOWN_SMOOTH,0.6317428959422534,0.6064702527225736,-0.025272643219679813,0.025272643219679813,False,2778,1884,0.6191065743324136
5s,vol_accel_w,vol_mean_w,DOWN_SMOOTH,0.6018799098162865,0.6335562320921528,0.031676322275866364,0.031676322275866364,False,2778,1884,0.6177180709542196
5m,vol_mean_w,swing_noise_w,FLAT_CHOPPY,0.5779874448873747,0.6559840172284221,0.0779965723410474,0.0779965723410474,False,8736,9579,0.6169857310578984
5m,vol_mean_w,SE_high_w,FLAT_CHOPPY,0.6055186717896347,0.6266632719342651,0.021144600144630377,0.021144600144630377,False,8736,9579,0.6160909718619498
15m,price_velocity_w,price_sigma_w,DOWN_CHOPPY,-0.570182103514438,-0.660858014973127,-0.09067591145868903,0.09067591145868903,False,1716,1272,0.6155200592437825
5s,body,price_accel_w,DOWN_SMOOTH,0.6220037459265088,0.6090204674765869,-0.012983278449921865,0.012983278449921865,False,2778,1884,0.6155121067015479
5s,bar_range,vol_mean_w,FLAT_SMOOTH,0.5978763647964993,0.632831310304644,0.03495494550814471,0.03495494550814471,False,5717,4176,0.6153538375505716
5s,body,price_accel_w,UP_CHOPPY,0.6105181969330263,0.619941424567009,0.009423227633982623,0.009423227633982623,False,996,2928,0.6152298107500176
5m,bar_range,vol_sigma_w,FLAT_SMOOTH,0.603738944012307,0.6246238760692636,0.02088493205695663,0.02088493205695663,False,5709,4176,0.6141814100407853
5s,vol_velocity_w,vol_mean_w,FLAT_CHOPPY,0.5711808758222686,0.6555763577447129,0.08439548192244428,0.08439548192244428,False,8736,9579,0.6133786167834907
5m,vol_mean_w,SE_low_w,FLAT_CHOPPY,0.615218610963266,0.6110072672593057,-0.0042113437039603685,0.0042113437039603685,False,8736,9579,0.6131129391112858
5s,bar_range,price_sigma_w,FLAT_SMOOTH,0.648625834647495,0.576262960304314,-0.072362874343181,0.072362874343181,False,5717,4176,0.6124443974759045
5s,vol_accel_w,vol_mean_w,UP_CHOPPY,0.6488001508737621,0.5760210003587793,-0.07277915051498274,0.07277915051498274,False,996,2928,0.6124105756162708
5s,vol_velocity_1b,vol_mean_w,FLAT_SMOOTH,0.6190442069198906,0.601797215889991,-0.017246991029899572,0.017246991029899572,False,5717,4176,0.6104207114049408
15m,vol_mean_w,SE_low_w,UP_SMOOTH,0.5627782267729236,0.6567876812555034,0.0940094544825798,0.0940094544825798,False,3324,3822,0.6097829540142135
5s,vol_accel_w,vol_sigma_w,FLAT_CHOPPY,0.5783660551881293,0.6393311091486565,0.060965053960527205,0.060965053960527205,False,8736,9579,0.6088485821683929
5m,bar_range,swing_noise_w,FLAT_CHOPPY,0.6339350117884911,0.5820431548945887,-0.05189185689390241,0.05189185689390241,False,8736,9579,0.6079890833415399
1h,body,z_se_w,DOWN_SMOOTH,0.6002051280439149,0.6139631495915779,0.013758021547663035,0.013758021547663035,False,2778,1884,0.6070841388177464
5m,price_sigma_w,vol_sigma_w,UP_CHOPPY,0.5730177990829431,0.6400577062670495,0.06703990718410635,0.06703990718410635,False,996,2928,0.6065377526749963
5s,price_accel_1b,body,UP_SMOOTH,0.6439062538887436,0.5677296089246253,-0.07617664496411825,0.07617664496411825,False,3324,3822,0.6058179314066845
15m,body,z_se_w,FLAT_SMOOTH,0.5800390908837164,0.6300868846773334,0.05004779379361701,0.05004779379361701,False,5682,4176,0.6050629877805249
15m,price_sigma_w,swing_noise_w,DOWN_CHOPPY,0.6406938220213515,0.5654318644554789,-0.07526195756587262,0.07526195756587262,False,1716,1272,0.6030628432384152
1m,vol_accel_1b,vol_accel_w,DOWN_CHOPPY,0.5787070409968369,0.6254941962340196,0.04678715523718269,0.04678715523718269,False,1716,1272,0.6021006186154283
5s,vol_velocity_1b,vol_mean_w,FLAT_CHOPPY,0.5741585248088186,0.6261420835650309,0.0519835587562123,0.0519835587562123,False,8736,9579,0.6001503041869247
1m,vol_accel_1b,vol_accel_w,UP_CHOPPY,0.5891475130542199,0.6109284652356467,0.021780952181426838,0.021780952181426838,False,996,2928,0.6000379891449332
5s,bar_range,SE_high_w,DOWN_CHOPPY,0.6334049503365002,0.5665930136607307,-0.06681193667576957,0.06681193667576957,False,1716,1272,0.5999989819986155
5s,body,price_accel_w,DOWN_CHOPPY,0.6162335604091244,0.5810037650316887,-0.035229795377435646,0.035229795377435646,False,1716,1272,0.5986186627204065
15m,price_sigma_w,vol_sigma_w,DOWN_CHOPPY,0.603508539713661,0.5914215625821333,-0.012086977131527732,0.012086977131527732,False,1716,1272,0.5974650511478972
5m,price_velocity_w,price_sigma_w,DOWN_SMOOTH,-0.635368854483787,-0.5576550848870255,0.07771376959676146,0.07771376959676146,False,2778,1884,0.5965119696854062
5m,SE_low_w,swing_noise_w,FLAT_SMOOTH,0.6437559738809719,0.5490281818613931,-0.09472779201957882,0.09472779201957882,False,5688,4176,0.5963920778711825
5m,bar_range,SE_low_w,DOWN_CHOPPY,0.6244490088823739,0.5668383566958277,-0.05761065218654615,0.05761065218654615,False,1716,1272,0.5956436827891007
5m,body,z_se_w,DOWN_SMOOTH,0.5508218502655589,0.640415872157277,0.08959402189171817,0.08959402189171817,False,2778,1884,0.5956188612114179
1h,price_velocity_1b,z_se_w,DOWN_SMOOTH,0.5703819490019141,0.620737532168929,0.05035558316701494,0.05035558316701494,False,2778,1884,0.5955597405854216
5s,bar_range,vol_mean_w,DOWN_CHOPPY,0.5884096759348459,0.600745888740856,0.01233621280601005,0.01233621280601005,False,1716,1272,0.594577782337851
1h,bar_range,vol_velocity_w,FLAT_CHOPPY,0.5646951826460577,0.62337841446393,0.05868323181787238,0.05868323181787238,False,8736,9579,0.5940367985549939
5m,price_velocity_1b,z_se_w,FLAT_CHOPPY,0.5747435890384881,0.6132248889360005,0.03848129989751237,0.03848129989751237,False,8736,9579,0.5939842389872443
15m,price_velocity_1b,z_se_w,FLAT_CHOPPY,0.5831088108880664,0.6046817423747864,0.021572931486720015,0.021572931486720015,False,8736,9579,0.5938952766314265
1h,price_sigma_w,vol_mean_w,DOWN_CHOPPY,0.5541015686763833,0.6332831800953798,0.07918161141899649,0.07918161141899649,False,1716,1272,0.5936923743858815
15m,body,z_se_w,FLAT_CHOPPY,0.5830120572645198,0.6038100613068336,0.0207980040423138,0.0207980040423138,False,8736,9579,0.5934110592856767
5s,body,price_accel_w,UP_SMOOTH,0.6124897046252449,0.5739335801881978,-0.038556124437047035,0.038556124437047035,False,3324,3822,0.5932116424067213
1m,bar_range,vol_sigma_w,FLAT_CHOPPY,0.6137931826703709,0.5722582936973724,-0.04153488897299851,0.04153488897299851,False,8736,9579,0.5930257381838716
5s,vol_accel_1b,vol_mean_w,UP_CHOPPY,0.6352035167914012,0.5502939039311466,-0.08490961286025456,0.08490961286025456,False,996,2928,0.5927487103612739
5s,price_accel_1b,body,FLAT_CHOPPY,0.6401825624720225,0.5448412038411465,-0.095341358630876,0.095341358630876,False,8736,9579,0.5925118831565845
5m,body,z_se_w,FLAT_CHOPPY,0.5735910029904603,0.6112950420548667,0.03770403906440645,0.03770403906440645,False,8736,9579,0.5924430225226636
1h,price_velocity_1b,z_se_w,UP_CHOPPY,0.5902550898963055,0.5940395334280676,0.003784443531762105,0.003784443531762105,False,996,2928,0.5921473116621865
1h,body,z_se_w,UP_CHOPPY,0.5874368192182705,0.5960658972570725,0.008629078038801974,0.008629078038801974,False,996,2928,0.5917513582376714
5s,price_velocity_1b,z_se_w,FLAT_CHOPPY,0.5857102228743549,0.5930399554494742,0.007329732575119263,0.007329732575119263,False,8736,9579,0.5893750891619145
1m,vol_accel_1b,vol_accel_w,UP_SMOOTH,0.5841711677432601,0.5942320551809404,0.0100608874376803,0.0100608874376803,False,3324,3822,0.5892016114621001
1m,vol_accel_1b,vol_accel_w,FLAT_SMOOTH,0.5913394413277004,0.5860665588078432,-0.005272882519857247,0.005272882519857247,False,5714,4176,0.5887030000677718
1h,price_sigma_w,swing_noise_w,FLAT_CHOPPY,0.6341187655573031,0.5428277906765462,-0.09129097488075688,0.09129097488075688,False,8736,9579,0.5884732781169246
15m,vol_mean_w,swing_noise_w,DOWN_CHOPPY,0.6117851864779753,0.5646302731581816,-0.04715491331979371,0.04715491331979371,False,1716,1272,0.5882077298180785
5m,bar_range,vol_mean_w,FLAT_CHOPPY,0.6255657555824901,0.5494593735320131,-0.07610638205047693,0.07610638205047693,False,8736,9579,0.5875125645572516
1h,vol_sigma_w,SE_low_w,DOWN_SMOOTH,0.5451881401072181,0.6276517162270147,0.0824635761197966,0.0824635761197966,False,2778,1884,0.5864199281671163
5s,bar_range,vol_mean_w,UP_SMOOTH,0.5809720692350697,0.5889168157823487,0.007944746547278947,0.007944746547278947,False,3324,3822,0.5849444425087091
5m,vol_accel_1b,vol_accel_w,UP_CHOPPY,0.5889577258812816,0.5786579816549472,-0.010299744226334395,0.010299744226334395,False,996,2928,0.5838078537681144
5s,vol_accel_1b,vol_mean_w,UP_SMOOTH,0.5821470428797365,0.5818262326035691,-0.00032081027616737146,0.00032081027616737146,False,3324,3822,0.5819866377416528
1h,bar_range,vol_velocity_w,FLAT_SMOOTH,0.5784336044432427,0.5849393787808203,0.006505774337577597,0.006505774337577597,False,5562,4176,0.5816864916120315
5m,bar_range,vol_sigma_w,UP_CHOPPY,0.5360472205065965,0.6239906110934168,0.08794339058682032,0.08794339058682032,False,996,2928,0.5800189158000066
5s,price_sigma_w,vol_mean_w,DOWN_CHOPPY,0.5464907457444618,0.6094969060039694,0.06300616025950767,0.06300616025950767,False,1716,1272,0.5779938258742157
5s,bar_range,vol_mean_w,FLAT_CHOPPY,0.5650154517257722,0.5907028953688657,0.0256874436430935,0.0256874436430935,False,8736,9579,0.5778591735473189
1m,vol_accel_1b,vol_accel_w,DOWN_SMOOTH,0.585400714054976,0.5678325395839493,-0.017568174471026654,0.017568174471026654,False,2778,1884,0.5766166268194626
15m,bar_range,vol_sigma_w,FLAT_SMOOTH,0.5911476636897149,0.5607946209043119,-0.030353042785403073,0.030353042785403073,False,5682,4176,0.5759711422970134
15m,bar_range,SE_low_w,FLAT_CHOPPY,0.5878457344911429,0.5634234391875841,-0.024422295303558772,0.024422295303558772,False,8736,9579,0.5756345868393635
5m,vol_sigma_w,SE_low_w,FLAT_CHOPPY,0.5353713161239819,0.6147569105788585,0.07938559445487658,0.07938559445487658,False,8736,9579,0.5750641133514203
1h,price_velocity_w,SE_low_w,DOWN_CHOPPY,-0.5739853220959779,-0.5737328654301239,0.00025245666585393955,0.00025245666585393955,False,1716,1272,0.5738590937630509
5s,bar_range,vol_mean_w,UP_CHOPPY,0.5375536371226821,0.6088580182578486,0.07130438113516646,0.07130438113516646,False,996,2928,0.5732058276902654
5m,vol_mean_w,swing_noise_w,UP_SMOOTH,0.5474993734454139,0.5941684170511018,0.04666904360568791,0.04666904360568791,False,3324,3822,0.5708338952482579
1h,price_sigma_w,vol_sigma_w,DOWN_CHOPPY,0.5297760885921584,0.6115022211629906,0.08172613257083217,0.08172613257083217,False,1716,1272,0.5706391548775744
15m,bar_range,vol_mean_w,DOWN_CHOPPY,0.5879552118717127,0.5531645409779058,-0.03479067089380694,0.03479067089380694,False,1716,1272,0.5705598764248092
5s,vol_mean_w,swing_noise_w,DOWN_CHOPPY,0.5681926107780364,0.5722680096613434,0.004075398883306991,0.004075398883306991,False,1716,1272,0.57023031021969
5s,body,price_accel_w,FLAT_CHOPPY,0.5871531050374221,0.5526855272827211,-0.034467577754700995,0.034467577754700995,False,8736,9579,0.5699193161600716
15m,body,z_se_w,DOWN_SMOOTH,0.5485098197268635,0.5903988142118228,0.04188899448495931,0.04188899448495931,False,2778,1884,0.5694543169693431
5m,bar_range,swing_noise_w,DOWN_CHOPPY,0.6023138464402293,0.5342819400204208,-0.0680319064198085,0.0680319064198085,False,1716,1272,0.5682978932303251
5m,price_sigma_w,vol_sigma_w,FLAT_CHOPPY,0.5308960113896358,0.6048852603209157,0.0739892489312799,0.0739892489312799,False,8736,9579,0.5678906358552758
15m,vol_mean_w,swing_noise_w,UP_CHOPPY,0.5999925938334252,0.5348437552609249,-0.06514883857250031,0.06514883857250031,False,996,2928,0.567418174547175
15m,price_velocity_w,price_sigma_w,UP_CHOPPY,0.5467397305602225,0.5878559791607849,0.0411162486005624,0.0411162486005624,False,996,2928,0.5672978548605037
1m,vol_accel_1b,vol_accel_w,FLAT_CHOPPY,0.5604625478233223,0.5737151134281704,0.01325256560484811,0.01325256560484811,False,8736,9579,0.5670888306257463
5m,vol_sigma_w,SE_high_w,FLAT_CHOPPY,0.519660721379193,0.612607882576415,0.09294716119722202,0.09294716119722202,False,8736,9579,0.566134301977804
1h,vol_sigma_w,SE_high_w,DOWN_SMOOTH,0.5379321084593679,0.5908015904401362,0.05286948198076835,0.05286948198076835,False,2778,1884,0.564366849449752
5s,price_velocity_1b,z_se_w,UP_SMOOTH,0.5296854305196976,0.5960087355830966,0.06632330506339901,0.06632330506339901,False,3324,3822,0.5628470830513972
1h,bar_range,vol_velocity_w,UP_CHOPPY,0.5507822964860816,0.5735739273026866,0.02279163081660507,0.02279163081660507,False,996,2928,0.562178111894384
1m,vol_velocity_w,vol_accel_w,UP_CHOPPY,0.5339181279913173,0.5904175375491589,0.05649940955784161,0.05649940955784161,False,996,2928,0.5621678327702382
5s,body,price_accel_w,FLAT_SMOOTH,0.5556419373208583,0.5671211217988003,0.01147918447794194,0.01147918447794194,False,5717,4176,0.5613815295598292
1h,vol_mean_w,swing_noise_w,UP_SMOOTH,0.6051164991144576,0.5161908475669047,-0.08892565154755294,0.08892565154755294,False,3324,3822,0.5606536733406812
15m,price_velocity_1b,z_se_w,DOWN_SMOOTH,0.5140614630214217,0.6066433261397357,0.09258186311831396,0.09258186311831396,False,2778,1884,0.5603523945805787
5m,vol_accel_1b,vol_accel_w,DOWN_SMOOTH,0.5630471705642073,0.5547059135597743,-0.008341257004433,0.008341257004433,False,2778,1884,0.5588765420619908
15m,bar_range,SE_low_w,DOWN_CHOPPY,0.5865690799020543,0.530332578538975,-0.05623650136307934,0.05623650136307934,False,1716,1272,0.5584508292205146
5s,vol_mean_w,swing_noise_w,FLAT_SMOOTH,0.558462927729862,0.5567685489971941,-0.0016943787326678672,0.0016943787326678672,False,5717,4176,0.5576157383635281
5m,vol_sigma_w,SE_high_w,DOWN_CHOPPY,0.5665316313823137,0.5451446043514138,-0.021387027030899897,0.021387027030899897,False,1716,1272,0.5558381178668637
15m,vol_accel_1b,vol_accel_w,UP_CHOPPY,0.5386031312627348,0.5724054903691297,0.03380235910639484,0.03380235910639484,False,996,2928,0.5555043108159323
15m,SE_low_w,swing_noise_w,DOWN_CHOPPY,0.6032107173099389,0.5075257533603246,-0.09568496394961434,0.09568496394961434,False,1716,1272,0.5553682353351317
15m,bar_range,price_sigma_w,FLAT_CHOPPY,0.5964942346726426,0.5111903031880306,-0.08530393148461202,0.08530393148461202,False,8736,9579,0.5538422689303366
15m,price_sigma_w,vol_sigma_w,UP_CHOPPY,0.5762071303546058,0.5257612828335005,-0.05044584752110526,0.05044584752110526,False,996,2928,0.5509842065940531
5s,body,z_se_w,DOWN_CHOPPY,0.5243606085285645,0.5763192710375358,0.0519586625089713,0.0519586625089713,False,1716,1272,0.5503399397830502
1m,vol_velocity_w,vol_accel_w,DOWN_CHOPPY,0.5610153924113589,0.537058673756761,-0.02395671865459792,0.02395671865459792,False,1716,1272,0.5490370330840599
15m,price_velocity_w,vol_mean_w,DOWN_SMOOTH,-0.5186323658726928,-0.5768082253047452,-0.05817585943205239,0.05817585943205239,False,2778,1884,0.547720295588719
15m,price_velocity_w,swing_noise_w,DOWN_SMOOTH,-0.562960417324532,-0.5301092521218279,0.032851165202704036,0.032851165202704036,False,2778,1884,0.54653483472318
5s,vol_accel_w,vol_sigma_w,FLAT_SMOOTH,0.5537241295273163,0.5391894962689742,-0.014534633258342144,0.014534633258342144,False,5717,4176,0.5464568128981453
1m,vol_velocity_w,vol_accel_w,UP_SMOOTH,0.5220742180227347,0.5701927484818322,0.04811853045909753,0.04811853045909753,False,3324,3822,0.5461334832522835
15m,bar_range,price_velocity_w,DOWN_SMOOTH,-0.544902081864018,-0.5458227583578829,-0.0009206764938648471,0.0009206764938648471,False,2778,1884,0.5453624201109504
5m,price_accel_1b,price_accel_w,DOWN_CHOPPY,0.5206543037432902,0.5690252431350921,0.048370939391801815,0.048370939391801815,False,1716,1272,0.5448397734391912
5s,vol_accel_1b,vol_sigma_w,FLAT_CHOPPY,0.5138655169083445,0.5748559602661203,0.060990443357775814,0.060990443357775814,False,8736,9579,0.5443607385872324
1h,vwap_w,swing_noise_w,DOWN_CHOPPY,-0.507633842020352,-0.5804747346380106,-0.07284089261765858,0.07284089261765858,False,1716,1272,0.5440542883291812
15m,vol_accel_1b,vol_accel_w,FLAT_CHOPPY,0.529400081603845,0.5571843501804888,0.027784268576643845,0.027784268576643845,False,8736,9579,0.5432922158921669
5s,price_sigma_w,vol_mean_w,FLAT_SMOOTH,0.5591805719009938,0.52511011046133,-0.034070461439663746,0.034070461439663746,False,5717,4176,0.5421453411811619
15m,vol_accel_1b,vol_accel_w,DOWN_CHOPPY,0.5786467075032394,0.5043109243496875,-0.07433578315355194,0.07433578315355194,False,1716,1272,0.5414788159264634
5m,vol_accel_1b,vol_accel_w,FLAT_CHOPPY,0.5413265444659797,0.5415953532057127,0.00026880873973300634,0.00026880873973300634,False,8736,9579,0.5414609488358462
15m,bar_range,vol_mean_w,DOWN_SMOOTH,0.5433812279700099,0.5394929505649588,-0.003888277405051044,0.003888277405051044,False,2778,1884,0.5414370892674844
15m,vol_accel_1b,vol_accel_w,FLAT_SMOOTH,0.5361462761836616,0.5461357618993776,0.009989485715716007,0.009989485715716007,False,5676,4176,0.5411410190415196
5m,bar_range,vol_mean_w,UP_SMOOTH,0.5006080229567151,0.580623661443953,0.08001563848723792,0.08001563848723792,False,3324,3822,0.5406158422003341
5m,vol_accel_1b,vol_accel_w,UP_SMOOTH,0.5460372934329365,0.5342206990174735,-0.011816594415463011,0.011816594415463011,False,3324,3822,0.5401289962252049
5m,bar_range,vol_sigma_w,FLAT_CHOPPY,0.5239985454079871,0.555912071333404,0.03191352592541696,0.03191352592541696,False,8736,9579,0.5399553083706956
15m,vol_accel_1b,vol_accel_w,UP_SMOOTH,0.5494798463815838,0.5291573736860171,-0.02032247269556664,0.02032247269556664,False,3324,3822,0.5393186100338004
1m,price_velocity_1b,z_se_w,DOWN_CHOPPY,0.5697741921243863,0.5030022155465993,-0.066771976577787,0.066771976577787,False,1716,1272,0.5363882038354928
5s,vol_mean_w,swing_noise_w,UP_CHOPPY,0.5322446652274881,0.5392878279722818,0.007043162744793663,0.007043162744793663,False,996,2928,0.5357662465998849
1h,price_sigma_w,vol_sigma_w,UP_SMOOTH,0.4964650315076252,0.574823136780161,0.07835810527253573,0.07835810527253573,False,3324,3822,0.5356440841438931
5m,vol_accel_1b,vol_accel_w,FLAT_SMOOTH,0.5182531113714364,0.5526445231993807,0.03439141182794436,0.03439141182794436,False,5707,4176,0.5354488172854086
1m,body,z_se_w,DOWN_CHOPPY,0.5672370238747496,0.5033397658886715,-0.06389725798607815,0.06389725798607815,False,1716,1272,0.5352883948817105
15m,vol_mean_w,SE_high_w,UP_SMOOTH,0.488706913668372,0.580207928423996,0.09150101475562405,0.09150101475562405,False,3324,3822,0.534457421046184
1m,price_velocity_1b,z_se_w,FLAT_SMOOTH,0.5160137035244029,0.5512714045837421,0.03525770105933923,0.03525770105933923,False,5714,4176,0.5336425540540726
1m,body,z_se_w,FLAT_SMOOTH,0.5144968212315052,0.5476263138607205,0.033129492629215274,0.033129492629215274,False,5714,4176,0.5310615675461128
1h,price_accel_1b,price_accel_w,UP_SMOOTH,0.5798297196232179,0.48120252735480223,-0.09862719226841571,0.09862719226841571,False,3324,3822,0.5305161234890101
15m,bar_range,SE_high_w,FLAT_CHOPPY,0.5503719805408167,0.5077930430647059,-0.042578937476110856,0.042578937476110856,False,8736,9579,0.5290825118027613
5s,vol_mean_w,SE_high_w,DOWN_CHOPPY,0.5151966196019365,0.5427708993240277,0.027574279722091144,0.027574279722091144,False,1716,1272,0.528983759462982
15m,vol_accel_1b,vol_accel_w,DOWN_SMOOTH,0.5571911030545704,0.500211582194435,-0.05697952086013547,0.05697952086013547,False,2778,1884,0.5287013426245026
5s,vol_mean_w,SE_low_w,FLAT_SMOOTH,0.5581516787715313,0.49834234180925996,-0.05980933696227131,0.05980933696227131,False,5717,4176,0.5282470102903956
1h,price_mean_w,swing_noise_w,DOWN_CHOPPY,-0.5060514389929502,-0.5486269996161288,-0.04257556062317858,0.04257556062317858,False,1716,1272,0.5273392193045395
15m,price_velocity_1b,z_se_w,UP_SMOOTH,0.4783654717614802,0.5761299801615575,0.09776450840007728,0.09776450840007728,False,3324,3822,0.5272477259615188
1m,vol_velocity_w,vol_accel_w,FLAT_CHOPPY,0.48128519405103737,0.5712417936763753,0.08995659962533792,0.08995659962533792,False,8736,9579,0.5262634938637063
15m,bar_range,vol_sigma_w,UP_CHOPPY,0.5434547370014102,0.5081075951391729,-0.03534714186223731,0.03534714186223731,False,996,2928,0.5257811660702916
5m,vol_accel_1b,vol_accel_w,DOWN_CHOPPY,0.5071418405945091,0.5435104682473922,0.03636862765288318,0.03636862765288318,False,1716,1272,0.5253261544209507
5s,vol_accel_w,vol_mean_w,FLAT_CHOPPY,0.48522404809240144,0.5561815270872497,0.07095747899484822,0.07095747899484822,False,8736,9579,0.5207027875898256
5s,vol_mean_w,swing_noise_w,FLAT_CHOPPY,0.5419040162321738,0.4989293851757075,-0.04297463105646626,0.04297463105646626,False,8736,9579,0.5204167007039406
1h,body,reversion_prob_w,DOWN_SMOOTH,0.5618523675494712,0.47229556643605936,-0.08955680111341185,0.08955680111341185,False,2778,1884,0.5170739669927653
1h,SE_high_w,swing_noise_w,FLAT_CHOPPY,0.5387813389707412,0.4939636577909816,-0.044817681179759594,0.044817681179759594,False,8736,9579,0.5163724983808614
1h,price_velocity_1b,reversion_prob_w,DOWN_SMOOTH,0.5608560034658995,0.46959003662017623,-0.09126596684572325,0.09126596684572325,False,2778,1884,0.5152230200430379
5s,vol_mean_w,SE_high_w,FLAT_SMOOTH,0.5571960090774539,0.46848354996728325,-0.08871245911017067,0.08871245911017067,False,5717,4176,0.5128397795223686
5s,body,z_se_w,FLAT_SMOOTH,0.5100878792191734,0.5146798121818907,0.0045919329627173155,0.0045919329627173155,False,5717,4176,0.5123838457005321
15m,price_accel_1b,price_accel_w,UP_CHOPPY,0.5008812509250959,0.5222539269681161,0.021372676043020178,0.021372676043020178,False,996,2928,0.511567588946606
5s,bar_range,vol_sigma_w,FLAT_SMOOTH,0.4917879512689586,0.5273580415046303,0.0355700902356717,0.0355700902356717,False,5717,4176,0.5095729963867944
1h,vol_sigma_w,SE_low_w,UP_SMOOTH,0.47090536964286356,0.5472923916506155,0.07638702200775194,0.07638702200775194,False,3324,3822,0.5090988806467396
15m,bar_range,SE_high_w,DOWN_CHOPPY,0.5528495899712483,0.46413490616186687,-0.08871468380938147,0.08871468380938147,False,1716,1272,0.5084922480665576
5s,price_sigma_w,vol_mean_w,UP_CHOPPY,0.4759914147791444,0.5405003209331832,0.06450890615403881,0.06450890615403881,False,996,2928,0.5082458678561639
5m,price_accel_1b,price_accel_w,FLAT_CHOPPY,0.5040859483396787,0.5103854729347749,0.006299524595096195,0.006299524595096195,False,8736,9579,0.5072357106372267
5m,price_accel_1b,price_accel_w,DOWN_SMOOTH,0.5239709781856189,0.4879206494205049,-0.03605032876511399,0.03605032876511399,False,2778,1884,0.5059458138030619
5s,vol_mean_w,SE_low_w,DOWN_CHOPPY,0.4999719716634696,0.5107122397003956,0.01074026803692596,0.01074026803692596,False,1716,1272,0.5053421056819326
15m,bar_range,price_sigma_w,DOWN_CHOPPY,0.5485390017457725,0.4620409938755731,-0.0864980078701994,0.0864980078701994,False,1716,1272,0.5052899978106729
15m,price_accel_1b,price_accel_w,DOWN_SMOOTH,0.5125918019647882,0.49798682318043763,-0.01460497878435052,0.01460497878435052,False,2778,1884,0.5052893125726129
15m,price_accel_1b,price_accel_w,DOWN_CHOPPY,0.48938372825068793,0.5200472719760234,0.030663543725335474,0.030663543725335474,False,1716,1272,0.5047155001133556
15m,bar_range,body,UP_SMOOTH,0.5538532463062944,0.45418365599077387,-0.09966959031552053,0.09966959031552053,False,3324,3822,0.5040184511485342
15m,vol_mean_w,swing_noise_w,FLAT_CHOPPY,0.47412821798780136,0.5328888290120865,0.05876061102428509,0.05876061102428509,False,8736,9579,0.5035085234999439
1m,price_velocity_1b,z_se_w,FLAT_CHOPPY,0.4939877238433396,0.5128568201221413,0.018869096278801678,0.018869096278801678,False,8736,9579,0.5034222719827405
5s,vol_accel_w,vol_mean_w,FLAT_SMOOTH,0.47164752261300474,0.5343276190774117,0.06268009646440692,0.06268009646440692,False,5717,4176,0.5029875708452082
1m,price_accel_1b,price_accel_w,DOWN_SMOOTH,0.5143952472247731,0.4912970804868013,-0.023098166737971826,0.023098166737971826,False,2778,1884,0.5028461638557873
1m,vol_velocity_w,vol_accel_w,DOWN_SMOOTH,0.471761586684039,0.5289900112754068,0.05722842459136779,0.05722842459136779,False,2778,1884,0.5003757989797228
15m,bar_range,vol_velocity_w,UP_CHOPPY,0.45457599604096555,0.5458748494760834,0.0912988534351179,0.0912988534351179,False,996,2928,0.5002254227585246
1h,bar_range,reversion_prob_w,DOWN_CHOPPY,-0.4905524644660249,-0.5094002485830547,-0.018847784117029753,0.018847784117029753,False,1716,1272,0.49997635652453976
5m,price_accel_1b,price_accel_w,FLAT_SMOOTH,0.5004565573757713,0.49892809521334913,-0.001528462162422195,0.001528462162422195,False,5707,4176,0.49969232629456023
