**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,pnl_usd,r_price,atr_pts
2026_03_27,1774625909,SHORT,23574.25,1774626444,23559.75,14.5,23.0,32.5,8.125
2026_03_27,1774626444,LONG,23559.75,1774627254,23538.75,-21.0,-48.0,32.5,8.125
2026_03_27,1774627254,SHORT,23538.75,1774629819,23479.75,59.0,112.0,32.5,8.125
2026_03_27,1774629819,LONG,23479.75,1774630374,23477.25,-2.5,-11.0,32.5,8.125
2026_03_27,1774630374,SHORT,23477.25,1774631219,23508.5,-31.25,-68.5,32.5,8.125
2026_03_27,1774631219,LONG,23508.5,1774631254,23478.0,-30.5,-67.0,32.5,8.125
2026_03_27,1774631254,SHORT,23478.0,1774635489,23361.75,116.25,226.5,32.5,8.125
2026_03_27,1774635489,LONG,23361.75,1774637294,23347.75,-14.0,-34.0,32.5,8.125
2026_03_27,1774637294,SHORT,23347.75,1774639069,23346.75,1.0,-4.0,32.5,8.125
2026_03_27,1774639069,LONG,23346.75,1774639709,23325.75,-21.0,-48.0,32.5,8.125
2026_03_27,1774639709,SHORT,23325.75,1774641214,23306.0,19.75,33.5,32.5,8.125
2026_03_27,1774641214,LONG,23306.0,1774641599,23309.25,3.25,0.5,32.5,8.125
2026_03_27,1774641599,SHORT,23309.25,1774643969,23267.0,42.25,78.5,32.5,8.125
2026_03_29,1774821734,LONG,23207.5,1774821869,23168.75,-38.75,-83.5,34.5,8.625
2026_03_29,1774821869,SHORT,23168.75,1774822054,23173.75,-5.0,-16.0,34.5,8.625
2026_03_29,1774822054,LONG,23173.75,1774823224,23203.25,29.5,53.0,34.5,8.625
2026_03_29,1774823224,SHORT,23203.25,1774823709,23235.5,-32.25,-70.5,34.5,8.625
2026_03_29,1774823709,LONG,23235.5,1774824094,23198.75,-36.75,-79.5,34.5,8.625
2026_03_29,1774824094,SHORT,23198.75,1774824639,23198.0,0.75,-4.5,34.5,8.625
2026_03_29,1774824639,LONG,23198.0,1774825624,23185.25,-12.75,-31.5,34.5,8.625
2026_03_29,1774825624,SHORT,23185.25,1774829199,23135.25,50.0,94.0,34.5,8.625
2026_03_29,1774829199,LONG,23135.25,1774830129,23209.25,74.0,142.0,34.5,8.625
2026_03_29,1774830129,SHORT,23209.25,1774830409,23230.25,-21.0,-48.0,34.5,8.625
2026_03_29,1774830409,LONG,23230.25,1774830574,23223.0,-7.25,-20.5,34.5,8.625
2026_03_29,1774830574,SHORT,23223.0,1774832489,23166.0,57.0,108.0,34.5,8.625
2026_03_29,1774832489,LONG,23166.0,1774833329,23142.25,-23.75,-53.5,34.5,8.625
2026_03_29,1774833329,SHORT,23142.25,1774834289,23172.0,-29.75,-65.5,34.5,8.625
2026_03_29,1774834289,LONG,23172.0,1774838159,23196.5,24.5,43.0,34.5,8.625
2026_03_29,1774838159,SHORT,23196.5,1774838569,23231.5,-35.0,-76.0,34.5,8.625
2026_03_29,1774838569,LONG,23231.5,1774846234,23318.25,86.75,167.5,34.5,8.625
2026_03_29,1774846234,SHORT,23318.25,1774847399,23351.75,-33.5,-73.0,34.5,8.625
2026_03_29,1774847399,LONG,23351.75,1774849699,23323.5,-28.25,-62.5,34.5,8.625
2026_03_29,1774849699,SHORT,23323.5,1774850549,23363.5,-40.0,-86.0,34.5,8.625
2026_03_30,1774858619,LONG,23433.25,1774862149,23402.25,-31.0,-68.0,44.5,11.125
2026_03_30,1774862149,SHORT,23402.25,1774868429,23420.75,-18.5,-43.0,44.5,11.125
2026_03_30,1774868429,LONG,23420.75,1774869994,23455.25,34.5,63.0,44.5,11.125
2026_03_30,1774869994,SHORT,23455.25,1774873159,23484.5,-29.25,-64.5,44.5,11.125
2026_03_30,1774873159,LONG,23484.5,1774877644,23482.5,-2.0,-10.0,44.5,11.125
2026_03_30,1774877644,SHORT,23482.5,1774879734,23342.25,140.25,274.5,44.5,11.125
2026_03_30,1774879734,LONG,23342.25,1774880359,23335.25,-7.0,-20.0,44.5,11.125
2026_03_30,1774880359,SHORT,23335.25,1774881994,23312.0,23.25,40.5,44.5,11.125
2026_03_30,1774881994,LONG,23312.0,1774882204,23300.0,-12.0,-30.0,44.5,11.125
2026_03_30,1774882204,SHORT,23300.0,1774882624,23346.25,-46.25,-98.5,44.5,11.125
2026_03_30,1774882624,LONG,23346.25,1774883214,23380.25,34.0,62.0,44.5,11.125
2026_03_30,1774883214,SHORT,23380.25,1774884219,23330.25,50.0,94.0,44.5,11.125
2026_03_30,1774884219,LONG,23330.25,1774886149,23388.5,58.25,110.5,44.5,11.125
2026_03_30,1774886149,SHORT,23388.5,1774888754,23314.75,73.75,141.5,44.5,11.125
2026_03_30,1774888754,LONG,23314.75,1774890274,23268.5,-46.25,-98.5,44.5,11.125
2026_03_30,1774890274,SHORT,23268.5,1774892564,23217.75,50.75,95.5,44.5,11.125
2026_03_30,1774892564,LONG,23217.75,1774893444,23198.75,-19.0,-44.0,44.5,11.125
2026_03_30,1774893444,SHORT,23198.75,1774899409,23076.25,122.5,239.0,44.5,11.125
2026_03_30,1774899409,LONG,23076.25,1774900849,23118.25,42.0,78.0,44.5,11.125
2026_03_30,1774900849,SHORT,23118.25,1774908134,23136.75,-18.5,-43.0,44.5,11.125
2026_03_30,1774908134,LONG,23136.75,1774910889,23101.5,-35.25,-76.5,44.5,11.125
2026_03_30,1774910889,SHORT,23101.5,1774915354,23080.5,21.0,36.0,44.5,11.125
2026_03_30,1774915354,LONG,23080.5,1774915899,23035.75,-44.75,-95.5,44.5,11.125
2026_03_30,1774915899,SHORT,23035.75,1774916804,23011.75,24.0,42.0,44.5,11.125
2026_03_30,1774916804,LONG,23011.75,1774918129,23237.5,225.75,445.5,44.5,11.125
2026_03_30,1774918129,SHORT,23237.5,1774918919,23229.5,8.0,10.0,44.5,11.125
2026_03_30,1774918919,LONG,23229.5,1774919129,23194.25,-35.25,-76.5,44.5,11.125
2026_03_30,1774919129,SHORT,23194.25,1774919724,23208.0,-13.75,-33.5,44.5,11.125
2026_03_30,1774919724,LONG,23208.0,1774921564,23352.0,144.0,282.0,44.5,11.125
2026_03_30,1774921564,SHORT,23352.0,1774925414,23368.25,-16.25,-38.5,44.5,11.125
2026_03_30,1774925414,LONG,23368.25,1774925964,23357.25,-11.0,-28.0,44.5,11.125
2026_03_30,1774925964,SHORT,23357.25,1774926444,23388.25,-31.0,-68.0,44.5,11.125
2026_03_30,1774926444,LONG,23388.25,1774927469,23351.25,-37.0,-80.0,44.5,11.125
2026_03_30,1774927469,SHORT,23351.25,1774934499,23284.25,67.0,128.0,44.5,11.125
2026_03_30,1774934499,LONG,23284.25,1774936904,23292.75,8.5,11.0,44.5,11.125
2026_03_30,1774936904,SHORT,23292.75,1774938129,23313.25,-20.5,-47.0,44.5,11.125
2026_03_30,1774938129,LONG,23313.25,1774938944,23270.75,-42.5,-91.0,44.5,11.125
2026_03_31,1774941499,SHORT,23249.0,1774942209,23283.0,-34.0,-74.0,43.0,10.75
2026_03_31,1774942209,LONG,23283.0,1774944874,23344.75,61.75,117.5,43.0,10.75
2026_03_31,1774944874,SHORT,23344.75,1774947914,23347.0,-2.25,-10.5,43.0,10.75
2026_03_31,1774947914,LONG,23347.0,1774949434,23307.0,-40.0,-86.0,43.0,10.75
2026_03_31,1774949434,SHORT,23307.0,1774954674,23286.25,20.75,35.5,43.0,10.75
2026_03_31,1774954674,LONG,23286.25,1774955494,23308.0,21.75,37.5,43.0,10.75
2026_03_31,1774955494,SHORT,23308.0,1774955769,23369.5,-61.5,-129.0,43.0,10.75
2026_03_31,1774955769,LONG,23369.5,1774956709,23330.75,-38.75,-83.5,43.0,10.75
2026_03_31,1774956709,SHORT,23330.75,1774957424,23373.5,-42.75,-91.5,43.0,10.75
2026_03_31,1774957424,LONG,23373.5,1774959029,23372.0,-1.5,-9.0,43.0,10.75
2026_03_31,1774959029,SHORT,23372.0,1774959524,23361.75,10.25,14.5,43.0,10.75
2026_03_31,1774959524,LONG,23361.75,1774961814,23389.75,28.0,50.0,43.0,10.75
2026_03_31,1774961814,SHORT,23389.75,1774963229,23403.0,-13.25,-32.5,43.0,10.75
2026_03_31,1774963229,LONG,23403.0,1774964179,23411.25,8.25,10.5,43.0,10.75
2026_03_31,1774964179,SHORT,23411.25,1774964439,23454.25,-43.0,-92.0,43.0,10.75
2026_03_31,1774964439,LONG,23454.25,1774965954,23533.0,78.75,151.5,43.0,10.75
2026_03_31,1774965954,SHORT,23533.0,1774966674,23545.25,-12.25,-30.5,43.0,10.75
2026_03_31,1774966674,LONG,23545.25,1774966864,23520.0,-25.25,-56.5,43.0,10.75
2026_03_31,1774966864,SHORT,23520.0,1774967089,23567.0,-47.0,-100.0,43.0,10.75
2026_03_31,1774967089,LONG,23567.0,1774967769,23540.75,-26.25,-58.5,43.0,10.75
2026_03_31,1774967769,SHORT,23540.75,1774969224,23425.75,115.0,224.0,43.0,10.75
2026_03_31,1774969224,LONG,23425.75,1774969829,23469.25,43.5,81.0,43.0,10.75
2026_03_31,1774969829,SHORT,23469.25,1774970039,23531.25,-62.0,-130.0,43.0,10.75
2026_03_31,1774970039,LONG,23531.25,1774970414,23509.5,-21.75,-49.5,43.0,10.75
2026_03_31,1774970414,SHORT,23509.5,1774970729,23539.25,-29.75,-65.5,43.0,10.75
2026_03_31,1774970729,LONG,23539.25,1774970804,23496.25,-43.0,-92.0,43.0,10.75
2026_03_31,1774970804,SHORT,23496.25,1774971304,23515.75,-19.5,-45.0,43.0,10.75
2026_03_31,1774971304,LONG,23515.75,1774971909,23476.75,-39.0,-84.0,43.0,10.75
2026_03_31,1774971909,SHORT,23476.75,1774972299,23506.25,-29.5,-65.0,43.0,10.75
2026_03_31,1774972299,LONG,23506.25,1774972609,23465.25,-41.0,-88.0,43.0,10.75
2026_03_31,1774972609,SHORT,23465.25,1774972889,23481.25,-16.0,-38.0,43.0,10.75
2026_03_31,1774972889,LONG,23481.25,1774973544,23486.0,4.75,3.5,43.0,10.75
2026_03_31,1774973544,SHORT,23486.0,1774973729,23526.5,-40.5,-87.0,43.0,10.75
2026_03_31,1774973729,LONG,23526.5,1774975429,23798.25,271.75,537.5,43.0,10.75
2026_03_31,1774975429,SHORT,23798.25,1774975779,23755.75,42.5,79.0,43.0,10.75
2026_03_31,1774975779,LONG,23755.75,1774976194,23741.0,-14.75,-35.5,43.0,10.75
2026_03_31,1774976194,SHORT,23741.0,1774976409,23791.75,-50.75,-107.5,43.0,10.75
2026_03_31,1774976409,LONG,23791.75,1774976729,23817.5,25.75,45.5,43.0,10.75
2026_03_31,1774976729,SHORT,23817.5,1774976974,23813.25,4.25,2.5,43.0,10.75
2026_03_31,1774976974,LONG,23813.25,1774977934,23832.0,18.75,31.5,43.0,10.75
2026_03_31,1774977934,SHORT,23832.0,1774978344,23853.0,-21.0,-48.0,43.0,10.75
2026_03_31,1774978344,LONG,23853.0,1774978599,23824.5,-28.5,-63.0,43.0,10.75
2026_03_31,1774978599,SHORT,23824.5,1774979244,23809.5,15.0,24.0,43.0,10.75
2026_03_31,1774979244,LONG,23809.5,1774979749,23769.25,-40.25,-86.5,43.0,10.75
2026_03_31,1774979749,SHORT,23769.25,1774980099,23797.0,-27.75,-61.5,43.0,10.75
2026_03_31,1774980099,LONG,23797.0,1774981609,23795.0,-2.0,-10.0,43.0,10.75
2026_03_31,1774981609,SHORT,23795.0,1774981699,23837.5,-42.5,-91.0,43.0,10.75
2026_03_31,1774981699,LONG,23837.5,1774986704,23926.0,88.5,171.0,43.0,10.75
2026_03_31,1774986704,SHORT,23926.0,1774987759,23918.0,8.0,10.0,43.0,10.75
2026_03_31,1774987759,LONG,23918.0,1774990609,23901.5,-16.5,-39.0,43.0,10.75
2026_03_31,1774990609,SHORT,23901.5,1774994639,23932.25,-30.75,-67.5,43.0,10.75
2026_03_31,1774994639,LONG,23932.25,1775003529,24003.75,71.5,137.0,43.0,10.75
2026_03_31,1775003529,SHORT,24003.75,1775017374,24001.0,2.75,-0.5,43.0,10.75
2026_04_01,1775028119,SHORT,24136.75,1775028969,24167.5,-30.75,-67.5,33.5,8.375
2026_04_01,1775028969,LONG,24167.5,1775029744,24143.5,-24.0,-54.0,33.5,8.375
2026_04_01,1775029744,SHORT,24143.5,1775031514,24071.25,72.25,138.5,33.5,8.375
2026_04_01,1775031514,LONG,24071.25,1775033659,24047.0,-24.25,-54.5,33.5,8.375
2026_04_01,1775033659,SHORT,24047.0,1775033794,24084.25,-37.25,-80.5,33.5,8.375
2026_04_01,1775033794,LONG,24084.25,1775034459,24050.5,-33.75,-73.5,33.5,8.375
2026_04_01,1775034459,SHORT,24050.5,1775035869,24040.0,10.5,15.0,33.5,8.375
2026_04_01,1775035869,LONG,24040.0,1775038214,24054.25,14.25,22.5,33.5,8.375
2026_04_01,1775038214,SHORT,24054.25,1775040019,24086.25,-32.0,-70.0,33.5,8.375
2026_04_01,1775040019,LONG,24086.25,1775045494,24170.5,84.25,162.5,33.5,8.375
2026_04_01,1775045494,SHORT,24170.5,1775047499,24180.0,-9.5,-25.0,33.5,8.375
2026_04_01,1775047499,LONG,24180.0,1775047554,24150.75,-29.25,-64.5,33.5,8.375
2026_04_01,1775047554,SHORT,24150.75,1775049109,24072.5,78.25,150.5,33.5,8.375
2026_04_01,1775049109,LONG,24072.5,1775050209,24061.5,-11.0,-28.0,33.5,8.375
2026_04_01,1775050209,SHORT,24061.5,1775050324,24093.75,-32.25,-70.5,33.5,8.375
2026_04_01,1775050324,LONG,24093.75,1775050829,24155.5,61.75,117.5,33.5,8.375
2026_04_01,1775050829,SHORT,24155.5,1775051459,24098.5,57.0,108.0,33.5,8.375
2026_04_01,1775051459,LONG,24098.5,1775051699,24098.5,0.0,-6.0,33.5,8.375
2026_04_01,1775051699,SHORT,24098.5,1775052029,24134.5,-36.0,-78.0,33.5,8.375
2026_04_01,1775052029,LONG,24134.5,1775052379,24129.25,-5.25,-16.5,33.5,8.375
2026_04_01,1775052379,SHORT,24129.25,1775052434,24160.5,-31.25,-68.5,33.5,8.375
2026_04_01,1775052434,LONG,24160.5,1775053484,24174.5,14.0,22.0,33.5,8.375
2026_04_01,1775053484,SHORT,24174.5,1775053889,24216.5,-42.0,-90.0,33.5,8.375
2026_04_01,1775053889,LONG,24216.5,1775054009,24176.0,-40.5,-87.0,33.5,8.375
2026_04_01,1775054009,SHORT,24176.0,1775054284,24169.5,6.5,7.0,33.5,8.375
2026_04_01,1775054284,LONG,24169.5,1775054414,24179.25,9.75,13.5,33.5,8.375
2026_04_01,1775054414,SHORT,24179.25,1775054939,24218.25,-39.0,-84.0,33.5,8.375
2026_04_01,1775054939,LONG,24218.25,1775057399,24249.75,31.5,57.0,33.5,8.375
2026_04_01,1775057399,SHORT,24249.75,1775057704,24270.25,-20.5,-47.0,33.5,8.375
2026_04_01,1775057704,LONG,24270.25,1775061119,24291.0,20.75,35.5,33.5,8.375
2026_04_01,1775061119,SHORT,24291.0,1775061849,24324.25,-33.25,-72.5,33.5,8.375
2026_04_01,1775061849,LONG,24324.25,1775064879,24308.75,-15.5,-37.0,33.5,8.375
2026_04_01,1775064879,SHORT,24308.75,1775068764,24165.75,143.0,280.0,33.5,8.375
2026_04_01,1775068764,LONG,24165.75,1775069164,24163.25,-2.5,-11.0,33.5,8.375
2026_04_01,1775069164,SHORT,24163.25,1775070069,24182.25,-19.0,-44.0,33.5,8.375
2026_04_01,1775070069,LONG,24182.25,1775072019,24212.0,29.75,53.5,33.5,8.375
2026_04_01,1775072019,SHORT,24212.0,1775072444,24239.0,-27.0,-60.0,33.5,8.375
2026_04_01,1775072444,LONG,24239.0,1775073019,24216.5,-22.5,-51.0,33.5,8.375
2026_04_01,1775073019,SHORT,24216.5,1775085274,24193.0,23.5,41.0,33.5,8.375
2026_04_01,1775085274,LONG,24193.0,1775087464,24162.5,-30.5,-67.0,33.5,8.375
2026_04_01,1775087464,SHORT,24162.5,1775090474,24188.75,-26.25,-58.5,33.5,8.375
2026_04_01,1775090474,LONG,24188.75,1775091644,24202.25,13.5,21.0,33.5,8.375
2026_04_01,1775091644,SHORT,24202.25,1775092124,24131.25,71.0,136.0,33.5,8.375
2026_04_01,1775092124,LONG,24131.25,1775092299,24178.0,46.75,87.5,33.5,8.375
2026_04_01,1775092299,SHORT,24178.0,1775093724,23954.0,224.0,442.0,33.5,8.375
2026_04_01,1775093724,LONG,23954.0,1775094344,23938.75,-15.25,-36.5,33.5,8.375
2026_04_01,1775094344,SHORT,23938.75,1775094664,23955.0,-16.25,-38.5,33.5,8.375
2026_04_01,1775094664,LONG,23955.0,1775095739,23924.5,-30.5,-67.0,33.5,8.375
2026_04_01,1775095739,SHORT,23924.5,1775096129,23902.75,21.75,37.5,33.5,8.375
2026_04_01,1775096129,LONG,23902.75,1775097019,23864.75,-38.0,-82.0,33.5,8.375
2026_04_01,1775097019,SHORT,23864.75,1775098684,23893.75,-29.0,-64.0,33.5,8.375
2026_04_01,1775098684,LONG,23893.75,1775098949,23859.0,-34.75,-75.5,33.5,8.375
2026_04_01,1775098949,SHORT,23859.0,1775100199,23887.5,-28.5,-63.0,33.5,8.375
2026_04_01,1775100199,LONG,23887.5,1775101064,23856.0,-31.5,-69.0,33.5,8.375
2026_04_01,1775101064,SHORT,23856.0,1775111024,23787.25,68.75,131.5,33.5,8.375
2026_04_02,1775114564,SHORT,23802.0,1775114864,23815.75,-13.75,-33.5,19.5,4.875
2026_04_02,1775114864,LONG,23815.75,1775116934,23861.0,45.25,84.5,19.5,4.875
2026_04_02,1775116934,SHORT,23861.0,1775118609,23843.0,18.0,30.0,19.5,4.875
2026_04_02,1775118609,LONG,23843.0,1775119494,23846.5,3.5,1.0,19.5,4.875
2026_04_02,1775119494,SHORT,23846.5,1775121674,23846.25,0.25,-5.5,19.5,4.875
2026_04_02,1775121674,LONG,23846.25,1775122314,23839.0,-7.25,-20.5,19.5,4.875
2026_04_02,1775122314,SHORT,23839.0,1775124324,23837.25,1.75,-2.5,19.5,4.875
2026_04_02,1775124324,LONG,23837.25,1775124399,23819.0,-18.25,-42.5,19.5,4.875
2026_04_02,1775124399,SHORT,23819.0,1775126104,23798.25,20.75,35.5,19.5,4.875
2026_04_02,1775126104,LONG,23798.25,1775126424,23788.25,-10.0,-26.0,19.5,4.875
2026_04_02,1775126424,SHORT,23788.25,1775126534,23807.75,-19.5,-45.0,19.5,4.875
2026_04_02,1775126534,LONG,23807.75,1775127909,23801.25,-6.5,-19.0,19.5,4.875
2026_04_02,1775127909,SHORT,23801.25,1775128894,23752.0,49.25,92.5,19.5,4.875
2026_04_02,1775128894,LONG,23752.0,1775129169,23731.5,-20.5,-47.0,19.5,4.875
2026_04_02,1775129169,SHORT,23731.5,1775129509,23741.25,-9.75,-25.5,19.5,4.875
2026_04_02,1775129509,LONG,23741.25,1775129789,23729.75,-11.5,-29.0,19.5,4.875
2026_04_02,1775129789,SHORT,23729.75,1775130699,23721.25,8.5,11.0,19.5,4.875
2026_04_02,1775130699,LONG,23721.25,1775131079,23709.5,-11.75,-29.5,19.5,4.875
2026_04_02,1775131079,SHORT,23709.5,1775131414,23695.75,13.75,21.5,19.5,4.875
2026_04_02,1775131414,LONG,23695.75,1775131764,23680.5,-15.25,-36.5,19.5,4.875
2026_04_02,1775131764,SHORT,23680.5,1775131999,23687.0,-6.5,-19.0,19.5,4.875
2026_04_02,1775131999,LONG,23687.0,1775132804,23712.25,25.25,44.5,19.5,4.875
2026_04_02,1775132804,SHORT,23712.25,1775133194,23736.0,-23.75,-53.5,19.5,4.875
2026_04_02,1775133194,LONG,23736.0,1775134684,23733.25,-2.75,-11.5,19.5,4.875
2026_04_02,1775134684,SHORT,23733.25,1775135189,23738.0,-4.75,-15.5,19.5,4.875
2026_04_02,1775135189,LONG,23738.0,1775135394,23728.25,-9.75,-25.5,19.5,4.875
2026_04_02,1775135394,SHORT,23728.25,1775135734,23729.75,-1.5,-9.0,19.5,4.875
2026_04_02,1775135734,LONG,23729.75,1775136254,23723.0,-6.75,-19.5,19.5,4.875
2026_04_02,1775136254,SHORT,23723.0,1775136444,23746.0,-23.0,-52.0,19.5,4.875
2026_04_02,1775136444,LONG,23746.0,1775136739,23796.5,50.5,95.0,19.5,4.875
2026_04_02,1775136739,SHORT,23796.5,1775137234,23704.75,91.75,177.5,19.5,4.875
2026_04_02,1775137234,LONG,23704.75,1775138434,23898.0,193.25,380.5,19.5,4.875
2026_04_02,1775138434,SHORT,23898.0,1775138734,23882.75,15.25,24.5,19.5,4.875
2026_04_02,1775138734,LONG,23882.75,1775139129,23938.5,55.75,105.5,19.5,4.875
2026_04_02,1775139129,SHORT,23938.5,1775139339,23950.75,-12.25,-30.5,19.5,4.875
2026_04_02,1775139339,LONG,23950.75,1775139834,23977.75,27.0,48.0,19.5,4.875
2026_04_02,1775139834,SHORT,23977.75,1775140259,23955.75,22.0,38.0,19.5,4.875
2026_04_02,1775140259,LONG,23955.75,1775140674,24230.0,274.25,542.5,19.5,4.875
2026_04_02,1775140674,SHORT,24230.0,1775140929,24154.0,76.0,146.0,19.5,4.875
2026_04_02,1775140929,LONG,24154.0,1775141164,24184.25,30.25,54.5,19.5,4.875
2026_04_02,1775141164,SHORT,24184.25,1775141439,24111.5,72.75,139.5,19.5,4.875
2026_04_02,1775141439,LONG,24111.5,1775141954,24177.75,66.25,126.5,19.5,4.875
2026_04_02,1775141954,SHORT,24177.75,1775142214,24136.5,41.25,76.5,19.5,4.875
2026_04_02,1775142214,LONG,24136.5,1775142844,24177.5,41.0,76.0,19.5,4.875
2026_04_02,1775142844,SHORT,24177.5,1775143444,24145.75,31.75,57.5,19.5,4.875
2026_04_02,1775143444,LONG,24145.75,1775143754,24177.5,31.75,57.5,19.5,4.875
2026_04_02,1775143754,SHORT,24177.5,1775144094,24163.75,13.75,21.5,19.5,4.875
2026_04_02,1775144094,LONG,24163.75,1775144289,24184.0,20.25,34.5,19.5,4.875
2026_04_02,1775144289,SHORT,24184.0,1775144644,24173.0,11.0,16.0,19.5,4.875
2026_04_02,1775144644,LONG,24173.0,1775144829,24153.25,-19.75,-45.5,19.5,4.875
2026_04_02,1775144829,SHORT,24153.25,1775145154,24113.5,39.75,73.5,19.5,4.875
2026_04_02,1775145154,LONG,24113.5,1775145414,24138.0,24.5,43.0,19.5,4.875
2026_04_02,1775145414,SHORT,24138.0,1775145679,24155.75,-17.75,-41.5,19.5,4.875
2026_04_02,1775145679,LONG,24155.75,1775145844,24142.25,-13.5,-33.0,19.5,4.875
2026_04_02,1775145844,SHORT,24142.25,1775146169,24103.25,39.0,72.0,19.5,4.875
2026_04_02,1775146169,LONG,24103.25,1775146524,24106.0,2.75,-0.5,19.5,4.875
2026_04_02,1775146524,SHORT,24106.0,1775146879,24084.25,21.75,37.5,19.5,4.875
2026_04_02,1775146879,LONG,24084.25,1775147404,24083.75,-0.5,-7.0,19.5,4.875
2026_04_02,1775147404,SHORT,24083.75,1775147534,24104.25,-20.5,-47.0,19.5,4.875
2026_04_02,1775147534,LONG,24104.25,1775147774,24091.75,-12.5,-31.0,19.5,4.875
2026_04_02,1775147774,SHORT,24091.75,1775147914,24095.0,-3.25,-12.5,19.5,4.875
2026_04_02,1775147914,LONG,24095.0,1775148489,24135.75,40.75,75.5,19.5,4.875
2026_04_02,1775148489,SHORT,24135.75,1775148799,24151.75,-16.0,-38.0,19.5,4.875
2026_04_02,1775148799,LONG,24151.75,1775148964,24138.5,-13.25,-32.5,19.5,4.875
2026_04_02,1775148964,SHORT,24138.5,1775149424,24121.5,17.0,28.0,19.5,4.875
2026_04_02,1775149424,LONG,24121.5,1775151114,24159.5,38.0,70.0,19.5,4.875
2026_04_02,1775151114,SHORT,24159.5,1775152389,24083.0,76.5,147.0,19.5,4.875
2026_04_02,1775152389,LONG,24083.0,1775153294,24121.75,38.75,71.5,19.5,4.875
2026_04_02,1775153294,SHORT,24121.75,1775155074,24119.5,2.25,-1.5,19.5,4.875
2026_04_02,1775155074,LONG,24119.5,1775156359,24139.5,20.0,34.0,19.5,4.875
2026_04_02,1775156359,SHORT,24139.5,1775156574,24156.75,-17.25,-40.5,19.5,4.875
2026_04_02,1775156574,LONG,24156.75,1775157249,24161.25,4.5,3.0,19.5,4.875
2026_04_02,1775157249,SHORT,24161.25,1775158599,24158.0,3.25,0.5,19.5,4.875
2026_04_02,1775158599,LONG,24158.0,1775159054,24147.5,-10.5,-27.0,19.5,4.875
2026_04_02,1775159054,SHORT,24147.5,1775159404,24170.25,-22.75,-51.5,19.5,4.875
2026_04_02,1775159404,LONG,24170.25,1775160364,24208.0,37.75,69.5,19.5,4.875
2026_04_02,1775160364,SHORT,24208.0,1775161744,24220.75,-12.75,-31.5,19.5,4.875
2026_04_02,1775161744,LONG,24220.75,1775162054,24213.0,-7.75,-21.5,19.5,4.875
2026_04_02,1775162054,SHORT,24213.0,1775168769,24203.25,9.75,13.5,19.5,4.875
2026_04_02,1775168769,LONG,24203.25,1775170809,24197.5,-5.75,-17.5,19.5,4.875
2026_04_02,1775170809,SHORT,24197.5,1775172504,24211.0,-13.5,-33.0,19.5,4.875
2026_04_02,1775172504,LONG,24211.0,1775174944,24230.25,19.25,32.5,19.5,4.875
2026_04_02,1775174944,SHORT,24230.25,1775184829,24193.75,36.5,67.0,19.5,4.875
2026_04_02,1775184829,LONG,24193.75,1775186974,24170.5,-23.25,-52.5,19.5,4.875
2026_04_02,1775186974,SHORT,24170.5,1775189754,24182.25,-11.75,-29.5,19.5,4.875
2026_04_02,1775189754,LONG,24182.25,1775191394,24159.5,-22.75,-51.5,19.5,4.875
2026_04_02,1775191394,SHORT,24159.5,1775192714,24176.75,-17.25,-40.5,19.5,4.875
2026_04_02,1775192714,LONG,24176.75,1775193484,24166.75,-10.0,-26.0,19.5,4.875
2026_04_02,1775193484,SHORT,24166.75,1775194264,24179.25,-12.5,-31.0,19.5,4.875
2026_04_02,1775194264,LONG,24179.25,1775197644,24172.0,-7.25,-20.5,19.5,4.875
2026_04_05,1775426464,SHORT,24043.5,1775427249,24017.0,26.5,47.0,31.5,7.875
2026_04_05,1775427249,LONG,24017.0,1775428504,24041.0,24.0,42.0,31.5,7.875
2026_04_05,1775428504,SHORT,24041.0,1775428734,24068.25,-27.25,-60.5,31.5,7.875
2026_04_05,1775428734,LONG,24068.25,1775430124,24059.25,-9.0,-24.0,31.5,7.875
2026_04_05,1775430124,SHORT,24059.25,1775430349,24076.75,-17.5,-41.0,31.5,7.875
2026_04_05,1775430349,LONG,24076.75,1775430764,24048.75,-28.0,-62.0,31.5,7.875
2026_04_05,1775430764,SHORT,24048.75,1775430964,24078.0,-29.25,-64.5,31.5,7.875
2026_04_05,1775430964,LONG,24078.0,1775440164,24207.25,129.25,252.5,31.5,7.875
2026_04_05,1775440164,SHORT,24207.25,1775440839,24216.75,-9.5,-25.0,31.5,7.875
2026_04_05,1775440839,LONG,24216.75,1775443089,24291.75,75.0,144.0,31.5,7.875
2026_04_05,1775443089,SHORT,24291.75,1775445824,24173.0,118.75,231.5,31.5,7.875
2026_04_05,1775445824,LONG,24173.0,1775454029,24235.25,62.25,118.5,31.5,7.875
2026_04_05,1775454029,SHORT,24235.25,1775455644,24245.0,-9.75,-25.5,31.5,7.875
2026_04_05,1775455644,LONG,24245.0,1775456544,24243.75,-1.25,-8.5,31.5,7.875
2026_04_05,1775456544,SHORT,24243.75,1775458219,24255.75,-12.0,-30.0,31.5,7.875
2026_04_05,1775458219,LONG,24255.75,1775458474,24253.5,-2.25,-10.5,31.5,7.875
2026_04_06,1775459194,SHORT,24228.0,1775459734,24241.0,-13.0,-32.0,31.5,7.875
